name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,conf_flag,CT,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
 2CXO J110458.9-584120,166.24545833333332,-58.689030555555554,2.157491694892656,6.31,1.1702215980665524e-14,0.6229386705036632,,0.141,19.482607,,,3,extent,CV,0.398515,0.10259286071686505,0,0.7741263985174991,0.075855,0.398515,0.04901,0.0032749999999999997,0.009380000000000001,0.252985,0.09575,0.11523,0.053838113985516925,0.10259286071686505,0.03031235290667384,0.0061103773788295365,0.010813534691881854,0.08539969486410874,0.06811884965028173,0.052598609427566737
 2CXO J110500.7-584942,166.2530833333333,-58.82859444444445,0.3571553143276458,6.81,4.334620211543919e-15,-0.7507877575500261,,0.827,16.62671,14.411,13.573,8,,YSO,0.58514,0.18040988921932244,0,0.5337846672711193,0.00114,0.015450000000000002,0.00307,0.39262,0.00088,0.00151,0.00019,0.58514,0.004014538144857578,0.01942613895952757,0.0068645627844912465,0.18025989356822894,0.003071650213653085,0.003979413994011646,0.0015704669262249257,0.18040988921932244
 2CXO J110506.2-584441,166.27612499999998,-58.744925,0.8481492269455263,7.84,7.33468544554439e-15,-0.274699690760847,,0.921,13.399471,12.404,11.705,9,,LM-STAR,0.77539,0.09893247967950436,1,4.648246630521137,0.00058,0.057390000000000004,0.09194,0.77539,0.00156,0.00671,2.9999999999999997e-05,0.0664,0.0023386040855752103,0.04216474553185121,0.048101456840205475,0.09893247967950436,0.004169386499688388,0.011207207569305629,0.0005471740119919801,0.036079658281942505
 2CXO J110506.3-584209,166.27645833333332,-58.702625000000005,1.3683431482047317,9.25,1.2520089400731072e-14,-0.8146544735242989,,0.798,13.102275,11.93,11.497,9,,LM-STAR,0.99607,0.00786873668494612,1,75.45088321264797,0.0,0.00017,0.00133,0.99607,1e-05,0.00016,0.0,0.0022600000000000003,0.0,0.001293357171384909,0.004189110722891992,0.00786873668494612,0.00031622776601683794,0.001332732597401361,0.0,0.005302878512706144
 2CXO J110507.1-584543,166.27983333333333,-58.762,0.6912166682774322,7.73,5.454412577763636e-15,-0.703953144480789,,0.253,16.425606,14.208,13.349,9,,YSO,0.74471,0.11858489903136182,1,2.466538203276788,0.00181,0.03427,0.0149,0.19682,0.00232,0.004900000000000001,0.00027,0.74471,0.004454631718082173,0.03253499078877424,0.016335753942100652,0.10354423696666563,0.005276878380770722,0.009627184566771458,0.0017407268970548288,0.11858489903136182
 2CXO J110507.7-585206,166.28225,-58.86855833333333,0.2590117851176178,10.82,1.9667099999999998e-14,0.7887741456544177,,0.827,,,,0,,NS,0.5892050000000001,0.1743557940474533,0,0.831761468284797,0.31505333333333335,0.003915,0.060991666666666666,2e-05,1e-05,0.028245,0.5892050000000001,0.00256,0.1552479170164939,0.010148929784749511,0.06379991138380578,0.0004469897088298562,0.000316227766016838,0.04123888481300896,0.1743557940474533,0.005663786584828074
 2CXO J110507.9-584732,166.28304166666666,-58.79230277777778,0.6565800365952961,5.09,2.037156174010271e-15,-0.796420539450732,,0.681,18.672127,15.962,14.68,8,,CV,0.292345,0.07616118763190019,0,0.40957007949909735,0.0272,0.292345,0.045965000000000006,0.19525499999999998,0.00796,0.148545,0.045235,0.237495,0.01715821681890062,0.07616118763190019,0.03017373409489169,0.07501791561129016,0.00939822997839097,0.054474539469833536,0.02285152001436593,0.05775972784874564
 2CXO J110508.3-585823,166.28470833333333,-58.973127777777776,1.2216727025855758,5.52,8.188466545338841e-15,-0.25428345181778483,,1.0,17.84159,15.228,13.86033646420931,8,extent|conf,YSO,0.50803,0.12444559375809895,0,0.8668360984136982,0.00147,0.296445,0.00231,0.067085,0.00447,0.11626,0.00393,0.50803,0.0038149251176993813,0.11964322578598612,0.00507835501808309,0.05971258969738597,0.007847335897021404,0.0841111591115417,0.007881447659993511,0.12444559375809895
 2CXO J110510.3-585029,166.29324999999997,-58.84151111111111,0.2747060542821524,8.18,5.8733836747198346e-15,-0.6515275586660576,,0.262,15.494361,13.681,12.933,8,,LM-STAR,0.83531,0.113949499289766,1,3.095850770418082,0.00031,0.0071200000000000005,0.00277,0.83531,0.00051,0.0016799999999999999,5.9999999999999995e-05,0.15224000000000001,0.0018993439676655483,0.012002068557113386,0.0055729846723419395,0.113949499289766,0.0022902281862611745,0.00440420219756053,0.0007726558075864026,0.10669098071236087
 2CXO J110510.9-584447,166.29583333333332,-58.746544444444446,1.1958574437604823,5.09,3.2966030970249336e-15,-0.6665762487592196,,0.771,15.961198,13.769,12.389,9,,LM-STAR,0.6523300000000001,0.17225255307844362,0,1.0217420140841615,0.00145,0.02007,0.01085,0.6523300000000001,0.004059999999999999,0.0016500000000000002,0.00014000000000000001,0.30945,0.004026625598899621,0.021926602013898,0.014852545172397156,0.17225255307844362,0.007222781221148024,0.004358497045599147,0.0013349839632677927,0.16333118065628058
 2CXO J110512.4-584217,166.30187499999997,-58.70488055555556,1.3324146134323132,8.06,9.78367923797402e-15,-0.4694552926646342,,0.991,16.201986,14.102,13.03,9,,YSO,0.45965,0.1173965904933336,0,0.21588769867191787,0.0011899999999999999,0.10728,0.00385,0.3964,0.00348,0.02718,0.0009699999999999999,0.45965,0.0034490282393444967,0.09002058267588198,0.007037544104801547,0.17557980598083672,0.007207048046290628,0.035055334493860946,0.0038436797309185206,0.1173965904933336
 2CXO J110513.3-584503,166.30558333333332,-58.750875,0.8815081660417134,7.02,4.89409307887399e-15,-0.7336900394710086,,0.254,17.214458,14.896,13.944584240638267,8,,YSO,0.46182999999999996,0.1323944084143261,0,0.3237219153473279,0.00216,0.15300999999999998,0.00186,0.36413999999999996,0.0028799999999999997,0.01281,0.00131,0.46182999999999996,0.0051537327211411505,0.1409336801556045,0.004686401856687322,0.16937694338058218,0.006793508059298358,0.016955571101894256,0.003999987487467917,0.1323944084143261
 2CXO J110513.3-585426,166.30583333333334,-58.90724166666666,0.6775928579888485,5.85,3.743875212963045e-15,-0.3359167940860601,,0.985,18.380178,14.719,13.70936502729983,6,conf,LM-STAR,0.3901,0.12163978064858652,0,0.5676714969687627,0.016895,0.13796,0.03637,0.3901,0.01041,0.10048,0.024390000000000002,0.283395,0.01829395101238776,0.06483241196841004,0.022086441789272243,0.12163978064858652,0.013240362804969033,0.061466639307414174,0.03517478024331019,0.06632984715513543
 2CXO J110514.3-584941,166.30995833333333,-58.82819444444445,0.3781730002182801,5.96,4.5840615774798106e-15,0.18663235150347698,,1.0,17.838081,14.922,13.974,9,,YSO,0.56449,0.09096380771666457,1,2.5405733252111355,0.02348,0.17453,0.03728,0.10679999999999999,0.027120000000000002,0.06261,0.00369,0.56449,0.018800080931821627,0.0625291051350408,0.024556152072436027,0.054804776831619016,0.018336898370276303,0.03807279130084157,0.007289515555716783,0.09096380771666457
 2CXO J110514.8-585909,166.3118333333333,-58.98596388888889,1.593868976382012,6.88,1.1478300000000002e-14,-0.2714949077825114,,0.191,12.551964,11.558,11.079,9,,LM-STAR,0.8951399999999999,0.08661109560490439,1,6.8032657088916535,0.0003,0.03575,0.03954,0.8951399999999999,0.00175,0.005860000000000001,2e-05,0.02164,0.0017644016303305513,0.039709121298693,0.035747255366898656,0.08661109560490439,0.00454512465815385,0.010647712138002877,0.0004469897088298563,0.023109401646179514
 2CXO J110515.1-584744,166.313125,-58.79577222222222,0.5862914114757017,5.49,2.5864110605578493e-15,-0.2914253357404299,,1.0,19.2109,16.16,,6,,YSO,0.512835,0.080000236329731,1,2.090033425010514,0.01461,0.10854000000000001,0.027690000000000003,0.111705,0.00337,0.20861000000000002,0.01264,0.512835,0.012826239215468124,0.040418461772462985,0.018620166771825923,0.041293136210490244,0.0061791003618068266,0.06555963671319397,0.012841156306785442,0.080000236329731
 2CXO J110515.1-584831,166.31320833333334,-58.80885833333333,0.3808556341429816,8.29,4.918914621575804e-15,-0.9221404275842698,,0.413,12.575594,11.639,11.322,9,,LM-STAR,0.9943200000000001,0.010404126385518684,1,50.073633574010366,1e-05,1e-05,0.00427,0.9943200000000001,1e-05,0.0,0.0,0.0013800000000000002,0.000316227766016838,0.0003162277660168379,0.00936775612699513,0.010404126385518684,0.0003162277660168378,0.0,0.0,0.004595292886935137
 2CXO J110515.6-585437,166.31529166666664,-58.910402777777776,0.795289907684312,5.03,2.869819522314638e-15,0.37045431321356476,,0.942,20.780518,,,3,,LMXB,0.5624425,0.10579784320758802,1,2.0319593302880534,0.021929999999999998,0.1816125,0.034125,0.0027800000000000004,0.00096,0.5624425,0.008995000000000001,0.187155,0.02592966346575766,0.07344573077530861,0.02405593612942683,0.005941961536976399,0.0032694172399816263,0.10579784320758802,0.01379693191728981,0.07889458365648643
 2CXO J110516.3-585611,166.31833333333333,-58.93662777777777,0.7136449338826121,8.97,8.277648655101534e-15,0.03700946460317099,,1.0,16.145748,14.39,13.299,8,conf,YSO,0.561805,0.11620443384589696,0,1.5128851034341901,0.00313,0.07439,0.031935,0.053770000000000005,0.030940000000000002,0.23899,0.00504,0.561805,0.005944614237983693,0.049486127114341597,0.023823272724865556,0.03125482305123424,0.022320721641887285,0.09717264235587307,0.008201564830303152,0.11620443384589696
 2CXO J110516.9-584508,166.32066666666665,-58.75227777777778,0.9462265463502058,6.17,7.744821108443353e-15,0.7185677775680998,,0.219,18.67963,16.386,,6,,CV,0.418235,0.08091914286917955,0,1.6569566772717483,0.09626,0.418235,0.059985,0.009585000000000002,0.0332,0.12361,0.064315,0.19481,0.04435910425301813,0.08091914286917955,0.0260788205231732,0.010552920881876218,0.01967096710756607,0.045083815837287475,0.04716227364170496,0.05392143749401924
 2CXO J110517.7-585044,166.32391666666666,-58.845675,0.4053026301941976,5.37,2.7361550014191253e-15,-0.10702870044576591,,1.0,19.9402,,,3,,LMXB,0.45019,0.07281391189714896,0,1.508555974689759,0.022135000000000002,0.17394,0.040265,0.04954,0.00108,0.45019,0.02521,0.23764000000000002,0.01850565411527607,0.05935738959640745,0.023090863192244737,0.03253762586755676,0.0035841939744448046,0.07281391189714896,0.027754751417121845,0.06808241781558297
 2CXO J110518.3-584842,166.32625,-58.81193888888889,0.541469019351843,5.09,2.1127209246488776e-15,-0.34626323231313255,,0.011,17.617765,,,1,,LMXB,0.482565,0.13903552298478125,0,0.8309995785182426,0.030385000000000002,0.038865000000000004,0.130345,0.03925,0.00011999999999999999,0.482565,0.256605,0.021865000000000002,0.030166816401665783,0.025357045465802107,0.052172578553804944,0.02460269889245472,0.0013369320803194849,0.13903552298478125,0.13287797232999354,0.017151995976152922
 2CXO J110518.4-584615,166.32691666666665,-58.77087777777778,0.6839350147329625,7.19,4.421114387325877e-15,-0.7635464138723133,,0.063,9.646238,9.477,,6,,HM-STAR,0.44175,0.0923946658323643,0,0.08351311362927237,2.9999999999999997e-05,0.0018,0.44175,0.426785,0.0,0.00126,2e-05,0.128355,0.0005471740119919799,0.004379403975334911,0.0923946658323643,0.08679874882622331,0.0,0.0036641268845150304,0.00044698970882985637,0.046392577490868586
 2CXO J110519.6-584459,166.33195833333332,-58.749944444444445,1.0233026439659898,6.24,6.353821728749707e-15,0.6958429003598624,,0.35,,,,0,,AGN,0.92276,0.13529943953445758,1,3.514529354343721,0.92276,5.9999999999999995e-05,0.00722,2.9999999999999997e-05,0.0,0.013635,0.054465000000000006,0.00183,0.13529943953445758,0.0011822849900924046,0.011696512660122602,0.0009486832980505128,0.0,0.04671878015765631,0.11175924527261226,0.005227659938101222
 2CXO J110520.0-585357,166.3335,-58.89921666666667,0.3598758035623149,10.13,8.202287216368947e-15,-0.8188437986177155,,0.935,16.447186,,,3,,LMXB,0.30977,0.06599395655893278,0,0.032022723251993394,0.013130000000000001,0.179715,0.07558,0.094585,0.0005600000000000001,0.30977,0.021225,0.305435,0.011321717240828855,0.05508473566336784,0.03227856108170724,0.03348692504768315,0.002343478587888504,0.06599395655893278,0.01974117750006543,0.069378665122458
 2CXO J110520.7-584757,166.33625,-58.79931944444444,0.3101407290312938,14.39,1.6865849621825264e-14,-0.808765067203418,,0.19,14.233187,12.738,12.136,9,,LM-STAR,0.75326,0.08445297333252813,1,3.307027022191627,0.00047999999999999996,0.02253,0.00454,0.75326,0.0008300000000000001,0.00074,1e-05,0.21761000000000003,0.0023183992268319474,0.021637173273495486,0.007282955543008724,0.08445297333252813,0.0029016408322739603,0.0028036155692712705,0.0003162277660168379,0.07752030248455756
 2CXO J110521.8-584528,166.341,-58.7578,0.5189687466376872,9.94,1.0627595769121604e-14,-0.11889761302297291,,1.0,,,,0,,LMXB,0.5353316666666668,0.13944139752961335,0,0.9896447754158848,0.071275,0.0045899999999999995,0.000165,0.2522216666666667,0.0,0.5353316666666668,0.13120666666666667,0.00521,0.04350105420236066,0.01086047189811979,0.0015492498749960174,0.14663094583321296,0.0,0.13944139752961335,0.06461227808871271,0.007138407165247499
 2CXO J110522.3-584435,166.343,-58.74315555555555,1.020413133418763,7.3,5.563036460690223e-15,-0.7936672288089612,,0.531,11.645756,10.803,10.461,8,,LM-STAR,0.95988,0.03712902051177977,1,12.887974811455958,1e-05,0.00011999999999999999,0.037,0.95988,1e-05,2e-05,2e-05,0.00294,0.00031622776601683794,0.0010893974420691413,0.03447881652245028,0.03712902051177977,0.000316227766016838,0.0004469897088298563,0.00044698970882985637,0.007836952074487756
 2CXO J110522.5-585718,166.34383333333332,-58.955041666666666,0.891927332332908,9.16,1.4853204738115934e-14,0.6540879990942428,,0.468,16.801805,14.066,12.798,8,extent,LMXB,0.28138,0.10194257151890904,0,0.11102686526752996,0.04165,0.03824,0.05188,0.041530000000000004,0.26077,0.28138,0.051120000000000006,0.23343,0.024007370823433665,0.0412019417018179,0.04217160234143406,0.02643592173460114,0.08368817605140406,0.10194257151890904,0.04340310391469059,0.07768120409384416
 2CXO J110523.5-584338,166.34820833333333,-58.72744166666667,1.3268110968100315,6.0,4.010861807222905e-15,-0.9960213809442847,,,17.55856,13.245,12.35,8,conf,YSO,0.5756699999999999,0.07219254021616686,1,2.023058283808876,0.02173,0.05019,0.026879999999999998,0.28302,0.00592,0.03546,0.0011300000000000001,0.5756699999999999,0.01764705410312211,0.03142692399124596,0.01793285217658327,0.07246468609419848,0.007963480207611303,0.021850992331376287,0.006698355616714289,0.07219254021616686
 2CXO J110523.7-584949,166.349,-58.83033611111112,0.3810322515610784,7.8,5.052648080743801e-15,-0.679858299557992,,1.0,17.621939,15.05,13.943,9,,YSO,0.62917,0.12167997829189944,0,1.8735184500716973,0.00377,0.19761,0.00297,0.15728999999999999,0.00158,0.00696,0.00065,0.62917,0.007009724405155757,0.1086673662904209,0.005789007912640351,0.07408133330295787,0.004233381806726334,0.012054198592345482,0.0027722166555277,0.12167997829189944
 2CXO J110524.4-584913,166.3519583333333,-58.82048888888889,0.3787886688619099,8.54,1.2074094481658912e-14,0.7422389499411831,,0.97,,,,0,,AGN,0.6110233333333334,0.15188042960905648,0,1.3314776382355396,0.6110233333333334,0.061925,0.008855,0.00027,0.00032,0.19783,0.107815,0.011961666666666666,0.15188042960905648,0.045044960022442286,0.012182462287542177,0.0016970503763824995,0.00197522188665008,0.15844647447691296,0.07015356225664732,0.015301048888788542
 2CXO J110525.4-585807,166.35591666666667,-58.96881944444445,1.5906319467884693,5.29,5.979286962750177e-15,0.1201328537744311,,0.532,16.000652,14.106,13.239,9,,YSO,0.53384,0.11442179314600322,1,2.169587391084255,0.00429,0.1303,0.05187,0.07038,0.06897,0.1396,0.00075,0.53384,0.006613595061661978,0.06981392399789585,0.038751836147527335,0.03429039853124239,0.03846190866842699,0.06729017735128927,0.0029574053232937574,0.11442179314600322
 2CXO J110525.5-584727,166.356375,-58.790905555555554,0.6685208235131318,6.44,9.45393935865622e-15,0.8834071436274222,,0.521,,,,0,,AGN,0.59602,0.18747471527880474,0,0.9235498091153586,0.59602,0.000605,0.0449825,3.5000000000000004e-05,2.9999999999999997e-05,0.04575,0.2774391666666667,0.035138333333333334,0.18747471527880474,0.003959122333251352,0.05399973995924115,0.0007240851464429439,0.0005471740119919797,0.0986540425939055,0.1574778039994923,0.03253242485583167
 2CXO J110526.1-584225,166.35895833333333,-58.70710277777778,1.8215126356472235,5.76,1.0602541734426207e-14,0.19914642342014421,,0.999,,,,0,,LMXB,0.50227,0.10883263132738104,0,1.733466073763194,0.17096833333333333,0.02147,0.0005949999999999999,0.11650666666666668,1e-05,0.50227,0.18394,0.00424,0.0706518940425411,0.024386139173386653,0.003490438104043411,0.07572598954228876,0.00031622776601683794,0.10883263132738104,0.07480522857542926,0.006768915586577971
 2CXO J110526.5-584525,166.36054166666665,-58.757080555555554,1.0310206634204453,5.52,6.256871418596529e-15,0.6909848867357536,,0.631,,,,0,,AGN,0.92448,0.11275101947384954,1,4.5685612410288625,0.92448,0.00014000000000000001,0.00687,1e-05,0.0,0.019996666666666666,0.04533333333333334,0.00317,0.11275101947384954,0.0023634690575478224,0.011648553077047341,0.000316227766016838,0.0,0.06697721289399138,0.07968301397443112,0.0063946846671272236
 2CXO J110527.2-585737,166.36370833333334,-58.96030277777778,0.7412975253247943,9.61,9.419648646087863e-15,-0.8565448306039579,,0.951,16.530275,14.087,12.741,9,,YSO,0.62741,0.11051246493000194,0,1.8208752575955476,0.0039900000000000005,0.12896000000000002,0.00492,0.22678,0.00443,0.0033599999999999997,0.00015,0.62741,0.007432034387375717,0.08069963339960617,0.007324428117419627,0.10950809843853382,0.007518751999609485,0.0067346681993811506,0.0012958314624900802,0.11051246493000194
 2CXO J110528.5-584930,166.369125,-58.82518055555556,0.4045088015347211,8.66,6.479520096672373e-15,-0.8173938837526493,,0.968,12.886455,11.673,11.191,9,,LM-STAR,0.99676,0.007507247082570206,1,72.62959653713092,0.0,2.9999999999999997e-05,0.00108,0.99676,1e-05,1e-05,0.0,0.00211,0.0,0.0005471740119919801,0.003879258775674634,0.007507247082570206,0.0003162277660168378,0.0003162277660168379,0.0,0.006187583226606829
 2CXO J110529.2-584629,166.371875,-58.77486111111111,0.8088151822528697,6.54,4.716623638321485e-15,-0.25587342272948366,,1.0,17.012604,14.929,13.907,8,,YSO,0.63512,0.11816915650688863,0,1.7559189286715617,0.00528,0.08271,0.01013,0.22365000000000002,0.00934,0.031330000000000004,0.00244,0.63512,0.008172416312718558,0.049872268277502116,0.01120752910809108,0.11616398569079649,0.0117090350371626,0.03461111135212258,0.006594686489128188,0.11816915650688863
 2CXO J110529.3-585405,166.37241666666665,-58.90160833333333,0.7467721441427636,5.67,6.204633758103373e-15,0.6835630172315432,,0.752,,,,0,,AGN,0.869235,0.19964580692622422,1,2.4759584696373236,0.869235,0.000395,0.00441,1e-05,0.0,0.05534166666666667,0.06768666666666667,0.002921666666666667,0.19964580692622422,0.0025642836330153785,0.008836287680920079,0.000316227766016838,0.0,0.11647991362725134,0.12408673671807342,0.0076534447723590636
 2CXO J110529.6-584720,166.37375,-58.78897222222222,0.6455153011936934,7.3,4.865988963317827e-15,-0.39890217381128673,,1.0,18.54345,15.541,,6,,LM-STAR,0.36283,0.11910006685945193,0,0.05829784380003682,0.0025,0.15592,0.005225,0.36283,0.00232,0.11746000000000001,0.003485,0.35026,0.005042363079492137,0.07111125375361073,0.008631273015834566,0.11910006685945193,0.005103297330515205,0.07026724618117522,0.006254509884386934,0.09651682701942653
 2CXO J110529.6-585718,166.37349999999998,-58.955194444444444,1.4939156951231758,5.52,4.639564520895513e-15,-0.1151751210807981,,0.877,19.036549,15.992,15.193241105682311,8,,CV,0.32006,0.14098323543128344,0,0.028741849737439082,0.01235,0.32006,0.0029100000000000003,0.08389,0.01093,0.24287,0.01419,0.3128,0.012835195450099004,0.14098323543128344,0.005784925700937343,0.07868773512854252,0.012759227950698983,0.11213222880482103,0.017350646816327767,0.11161011072844985
 2CXO J110532.7-584349,166.38641666666666,-58.730358333333335,1.6427964217086937,5.24,1.0743510002838251e-14,0.07819472091164027,,0.934,8.913376,8.804,8.733,9,,LM-STAR,0.5131699999999999,0.12108390649633174,0,0.3107355006621161,0.00053,0.00527,0.43857,0.5131699999999999,0.001,0.002,2e-05,0.039439999999999996,0.002495060184710044,0.008865985884587556,0.11899165564910062,0.12108390649633174,0.005424889808044896,0.005256198971464802,0.0004469897088298564,0.027568939886155313
 2CXO J110533.2-585105,166.38841666666664,-58.85160277777778,0.6194702327880163,5.76,2.911934717346811e-15,-0.8089089396856675,,0.253,12.076157,11.225,10.91142025289509,8,,LM-STAR,0.93529,0.048872327593479745,1,9.193445978614376,2e-05,0.0002,0.05965,0.93529,0.0,5.9999999999999995e-05,1e-05,0.004770000000000001,0.0004469897088298563,0.0014704292441876158,0.04637378600058472,0.048872327593479745,0.0,0.0010943480239839604,0.0003162277660168379,0.008295535902876678
 2CXO J110535.5-584547,166.39812499999996,-58.76319444444445,0.5719831921725866,9.81,9.379701541081462e-15,-0.5477673469179226,,1.0,17.390171,14.749,13.599,8,,YSO,0.5023500000000001,0.09630395605556376,0,0.8687038776438232,0.00176,0.33306,0.004900000000000001,0.09176000000000001,0.00294,0.05951,0.00372,0.5023500000000001,0.004280271103647609,0.09857257708385726,0.008078072496286181,0.04550354901513697,0.005778389895964945,0.03538802357030147,0.0065271896099473176,0.09630395605556376
 2CXO J110535.6-584907,166.39862499999998,-58.81883611111112,0.698907103174719,5.76,3.864532487937433e-15,-0.8942494406971992,,0.989,14.124236,12.651,12.037,9,,LM-STAR,0.97842,0.022926605270498068,1,25.29601103214641,7.000000000000001e-05,0.00373,0.00462,0.97842,0.00046,2.9999999999999997e-05,0.0,0.01267,0.000834143750078963,0.007269108606971001,0.00860986235254256,0.022926605270498068,0.0021431269194784044,0.00054717401199198,0.0,0.015251350881272892
 2CXO J110535.7-585212,166.39895833333333,-58.87000555555556,0.3779853974749547,10.76,1.047448150702245e-14,-0.909885999149746,,0.821,12.039777,11.108,10.790727602732966,8,,LM-STAR,0.99265,0.010516087109190775,1,51.09195946653972,0.0,4e-05,0.00526,0.99265,0.0,7.000000000000001e-05,0.0,0.00198,0.0,0.000631505185092568,0.008809654363822113,0.010516087109190775,0.0,0.0008341437500789634,0.0,0.005301670275272472
 2CXO J110535.8-584609,166.3995,-58.76931111111111,1.002359175097293,6.34,4.678490963885477e-15,-0.5085728942190173,,0.174,8.973718,8.741,8.681,9,,LM-STAR,0.68676,0.12831276852506357,0,1.7528674524011512,0.00019,0.00075,0.24609999999999999,0.68676,8e-05,0.00027,5e-05,0.0658,0.0015053790772314355,0.0029233621133971832,0.1230810259095159,0.12831276852506357,0.0012630103701851364,0.0020077676984977953,0.000705689732104696,0.045217304260698726
 2CXO J110538.0-585419,166.408375,-58.90544722222222,0.8846502802838224,6.08,1.0846334535805752e-14,0.8442351627832408,,0.392,,,,0,,AGN,0.728545,0.14417495140916844,0,1.9605226229046135,0.728545,0.00011,0.045175,2e-05,1e-05,0.014851666666666666,0.19890333333333335,0.012385,0.14417495140916844,0.0021195264547517194,0.043882267052820174,0.0004469897088298562,0.0003162277660168379,0.054938745047316516,0.12597835387734524,0.02208574451238223
 2CXO J110538.4-585446,166.410125,-58.91291388888889,1.256288145090441,5.06,3.358551914749367e-15,-0.7401005755828926,,0.489,16.803202,13.567,12.637,8,conf,LM-STAR,0.51358,0.17261743938658206,0,0.18649865668325324,0.0011300000000000001,0.02606,0.0064,0.51358,0.00109,0.0016,0.00023999999999999998,0.44989999999999997,0.0035827274437132306,0.028668768691701756,0.014868122311208671,0.17261743938658206,0.0040408202420088215,0.004178212232218158,0.0023125197832121903,0.1688327411804196
 2CXO J110539.9-584645,166.41625,-58.779377777777775,0.903239557900798,6.75,6.1229681774161726e-15,0.32541725917567327,,0.949,,,,0,,AGN,0.42401,0.19622761063411848,0,0.0381088112015221,0.42401,0.01383,0.02105,0.020095,1e-05,0.40993,0.10274,0.008335,0.19622761063411848,0.02219174561798989,0.02289260954045151,0.02766281269513651,0.0003162277660168378,0.17324074999103833,0.053559882944803634,0.010037605716929134
 2CXO J110540.9-585114,166.42054166666665,-58.853950000000005,0.6824245513676722,6.6,4.611503886263753e-15,-0.4831357995027843,,0.993,18.624731,14.652,13.551,7,,LM-STAR,0.34937999999999997,0.07068636475418838,0,1.8833016619307832,0.128435,0.118655,0.06697,0.34937999999999997,0.0049299999999999995,0.09248999999999999,0.10814,0.131,0.04663153734625607,0.038080389849515596,0.03146679613909333,0.07068636475418838,0.0069313161191178665,0.033276977886479674,0.03694327009355297,0.039909181183566546
 2CXO J110542.0-585020,166.42504166666666,-58.83895555555556,0.8651151398357821,5.03,2.251625749253849e-15,-0.7214027056178903,,0.988,17.891788,15.184,,6,,LM-STAR,0.58221,0.13583396764714922,0,0.9206190961623658,0.0009,0.04938,0.015269999999999999,0.58221,0.00212,0.016890000000000002,0.0008200000000000001,0.33241000000000004,0.0030983220619554036,0.048130366008707404,0.02037995197350675,0.13583396764714922,0.005651330598853468,0.02046574569241851,0.0037069315263896295,0.13550517906542753
 2CXO J110542.6-584540,166.427625,-58.76136666666667,0.6128987599479184,11.72,1.5677893079324675e-14,-0.25410895833818753,,0.143,15.950727,13.97,12.996,8,extent,YSO,0.54395,0.11920531618769109,0,1.1730701319890158,0.00323,0.26624000000000003,0.00723,0.05829,0.01277,0.0997,0.00859,0.54395,0.006041821215792768,0.11753244775923069,0.009885586721324375,0.04436151309236243,0.012384687338826143,0.0443020617203384,0.010315925470762101,0.11920531618769109
 2CXO J110543.3-585053,166.430625,-58.848083333333335,0.4051585060636816,13.13,1.4883839044629274e-14,-0.4833151695846492,,0.638,15.547037,13.541,,6,,LM-STAR,0.56259,0.12476360790654402,0,1.0398966051082068,0.00107,0.07704000000000001,0.01018,0.56259,0.0016200000000000001,0.022175,0.000675,0.32465,0.003250486989001135,0.05498965595693668,0.01125585600006922,0.12476360790654402,0.004218221591309944,0.020749093953710357,0.0034177559971501873,0.10404760162254287
 2CXO J110543.6-584419,166.43204166666666,-58.73876666666667,1.6076497871139888,5.96,8.066116344649009e-15,0.604241675559798,,0.228,,,,0,,AGN,0.4849125,0.3033643907041452,0,0.2667702955888517,0.4849125,0.00085,0.025098333333333334,4e-05,0.0,0.14332333333333333,0.3406458333333333,0.00513,0.3033643907041452,0.0035763515333773195,0.025165867234240698,0.0006315051850925683,0.0,0.1364087261648141,0.23742545378817995,0.009363267099189833
 2CXO J110543.9-585309,166.433125,-58.885894444444446,0.7364774679165461,7.77,5.118577553638502e-15,-0.8622331365603111,,0.998,15.600225,13.465,12.608934994765312,8,,LM-STAR,0.78042,0.14068907923864246,1,2.060639477502456,0.0003,0.00825,0.0028799999999999997,0.78042,0.00064,0.00066,0.0,0.20685,0.0018744368523675344,0.012409330823678262,0.005633590093123332,0.14068907923864246,0.0026071434937872517,0.0025633905225249977,0.0,0.13765655388257708
 2CXO J110545.6-585245,166.440125,-58.87926111111111,0.9076860287086576,5.95,4.450932674436009e-15,-0.18129518765148644,,0.997,16.643963,14.309,12.695,8,,YSO,0.61807,0.13194766115882953,0,1.55662953669544,0.00323,0.08441,0.019289999999999998,0.23535,0.00722,0.032100000000000004,0.00033,0.61807,0.005975182240133173,0.04534874208187489,0.01675937877061011,0.11391687563550247,0.011687951411954459,0.02865678298782351,0.002448897118520315,0.13194766115882953
