name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,PU_kim95,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,src_cnts_aper90_b_max,src_cnts_aper90_b_max_hi,src_cnts_aper90_b_max_lo
 2CXO J110553.0-584803,128,166.47124999999997,-58.80092222222222,1.1,0.96,52.8,6.92,False,False,False,False,False,5.111605886831404e-15,1.1660426274472031e-15,1.6547606346317591e-15,1.0401500049051676e-15,1.2067923662197162e-15,2.71698847398156e-16,2.2500528859799288e-15,4.515784678682877e-16,0.998,0.994,,85.51,,,,,,,,,,1.0455323943161163,0,6.92,2.2500528859799288e-15,4.515784678682877e-16,1.2067923662197162e-15,2.71698847398156e-16,1.6547606346317591e-15,1.0401500049051676e-15,,0.0,0.998,,6.92,0,5.111605886831404e-15,1.1660426274472031e-15,79.299,90.792,67.807
 2CXO J110553.2-585030,129,166.47175,-58.84175277777778,1.14,0.88,65.3,5.28,False,False,False,False,True,3.3709295400148975e-15,6.515423362883212e-16,5.466307126060432e-16,4.129853193950235e-16,4.650967119696573e-16,1.6107196702097646e-16,2.359202115439197e-15,4.775001187227368e-16,0.957,0.85,,86.45,,,,,,,,,,1.0835824837771002,0,5.28,2.359202115439197e-15,4.775001187227368e-16,4.650967119696573e-16,1.6107196702097646e-16,5.466307126060432e-16,4.129853193950235e-16,,0.0,0.957,,5.28,0,3.3709295400148975e-15,6.515423362883212e-16,55.249,64.551,45.947
 2CXO J110553.3-585422,130,166.47216666666665,-58.906175,0.96,0.79,76.9,11.13,False,False,False,False,False,1.4067743849865404e-14,1.5545106679093537e-15,3.2979459653046023e-15,1.1977253663773502e-15,2.564797884560803e-15,4.1250013743055615e-16,8.205e-15,9.009999999999995e-16,0.995,0.986,,87.93,1.1182285584291613e-14,1.4382185524629425e-15,4.454214990066121,0.7375504095721838,28.686309468559706,13.555296221963241,1.3211469275214961e-05,4.989588316915705e-06,0.812,0.6230447758020816,0,11.13,8.205e-15,9.009999999999995e-16,2.564797884560803e-15,4.1250013743055615e-16,3.2979459653046023e-15,1.1977253663773502e-15,,0.0,0.995,,11.13,0,1.4067743849865404e-14,1.5545106679093537e-15,200.48,218.17,182.79
 2CXO J110554.8-584859,131,166.47875,-58.81643611111111,0.79,0.75,31.3,16.09,False,False,False,False,False,2.1298899967110657e-14,1.4139276554032092e-15,7.7386823552269915e-16,5.846656857119155e-16,3.3370528859799285e-15,4.255832617035947e-16,1.718797884560803e-14,1.2150046658440295e-15,0.568,0.483,,85.79,1.5437732840224235e-14,3.197952584037987e-15,9.797162104086194,1.2993708013395637,99.3929640024436,14.543001125398682,0.0001943922513481692,7.89890792646443e-05,2.377,0.48365668280443935,0,16.09,1.718797884560803e-14,1.2150046658440295e-15,3.3370528859799285e-15,4.255832617035947e-16,7.7386823552269915e-16,5.846656857119155e-16,,0.0,0.568,,16.09,0,2.1298899967110657e-14,1.4139276554032092e-15,373.1,396.79,349.4
 2CXO J110557.1-585249,132,166.48829166666667,-58.88033611111111,1.29,1.02,72.3,5.29,False,False,False,False,False,4.362702713672608e-15,1.301867543211816e-15,1.4313989422804016e-15,1.1927500118822287e-15,9.374530008514753e-16,2.569536966307288e-16,1.993850770540731e-15,4.540719183247475e-16,0.794,0.648,,87.17,,,,,,,,,,1.308798124601549,0,5.29,1.993850770540731e-15,4.540719183247475e-16,9.374530008514753e-16,2.569536966307288e-16,1.4313989422804016e-15,1.1927500118822287e-15,,0.0,0.794,,5.29,0,4.362702713672608e-15,1.301867543211816e-15,58.694,68.807,48.581
 2CXO J110558.0-585423,133,166.49195833333332,-58.906425,1.23,1.23,0.0,6.82,False,False,False,False,False,5.184435962466351e-15,1.1570216147012056e-15,2.046e-15,1.0229999999999999e-15,1.3734359624663514e-15,3.1255242262024753e-16,1.7649999999999999e-15,4.4099999999999997e-16,1.0,1.0,,87.73,,,,,,,,,,1.3747040859756792,0,6.82,1.7649999999999999e-15,4.4099999999999997e-16,1.3734359624663514e-15,3.1255242262024753e-16,2.046e-15,1.0229999999999999e-15,,0.0,1.0,,6.82,0,5.184435962466351e-15,1.1570216147012056e-15,77.995,88.861,66.451
 2CXO J110559.1-584802,134,166.49629166666665,-58.800799999999995,2.48,1.34,49.9,5.33,False,False,False,False,True,4.522790389527742e-15,1.8142528008286445e-15,2.2440577150917335e-15,1.7386881862595456e-15,4.706797884560803e-16,1.7255000328543107e-16,1.8080528859799283e-15,4.885725254680928e-16,0.454,0.517,,85.25,,,,,,,,,,1.5585026126555712,0,5.33,1.8080528859799283e-15,4.885725254680928e-16,4.706797884560803e-16,1.7255000328543107e-16,2.2440577150917335e-15,1.7386881862595456e-15,,0.0,0.454,,5.33,0,4.522790389527742e-15,1.8142528008286445e-15,52.039,61.919,42.158
 2CXO J110559.9-585315,135,166.49975,-58.88753055555556,1.41,1.04,71.4,6.62,True,False,False,False,False,6.030116349155843e-15,1.3051566351923106e-15,1.0831591174259727e-15,8.717909621733889e-16,1.1639572317298696e-15,2.7686343322893223e-16,3.783e-15,9.309999999999997e-16,0.608,0.292,,87.22,,,,,,,,,,1.435202618891272,0,6.62,3.783e-15,9.309999999999997e-16,1.1639572317298696e-15,2.7686343322893223e-16,1.0831591174259727e-15,8.717909621733889e-16,,0.0,0.608,,6.62,0,6.030116349155843e-15,1.3051566351923106e-15,62.738,73.213,52.263
 2CXO J110601.1-585025,136,166.50487499999997,-58.84031111111111,0.88,0.88,0.0,10.16,False,False,False,False,False,9.131957782211929e-15,1.1113560074338904e-15,7.8119714758016895e-16,7.479994936864442e-16,1.0277606346317592e-15,2.531500201544935e-16,7.323e-15,7.820000000000001e-16,0.136,0.418,,86.08,6.511600841497006e-15,1.776837870463753e-15,9.787134728603352,2.844654546569276,77.63524264937408,28.478116142195365,5.824131043700183e-05,3.627215188283287e-05,3.661,0.6591291853860038,0,10.16,7.323e-15,7.820000000000001e-16,1.0277606346317592e-15,2.531500201544935e-16,7.8119714758016895e-16,7.479994936864442e-16,,0.0,0.136,,10.16,0,9.131957782211929e-15,1.1113560074338904e-15,155.95,171.48,140.41
 2CXO J110605.6-585334,137,166.52374999999995,-58.892786111111114,1.11,0.94,70.8,8.75,False,False,False,False,False,1.518213318167355e-14,2.0994865926134583e-15,1.2664253852703656e-14,2.0404001262688415e-15,1.8210423087839426e-15,3.610628090665847e-16,6.968370201859497e-16,3.3800136862846047e-16,0.877,0.842,,87.09,,,,,,,,,,1.2877569887608722,0,8.75,6.968370201859497e-16,3.3800136862846047e-16,1.8210423087839426e-15,3.610628090665847e-16,1.2664253852703656e-14,2.0404001262688415e-15,,0.0,0.877,,8.75,0,1.518213318167355e-14,2.0994865926134583e-15,119.91,133.79,106.02
 2CXO J110605.9-585032,138,166.52462499999996,-58.84238611111111,1.24,1.03,54.2,6.89,False,False,False,False,False,6.1227755814533615e-15,1.4206862841926197e-15,2.4029248109126307e-15,1.3126503443691271e-15,1.906202115439197e-15,3.5250016082298114e-16,1.813648655101534e-15,4.135725185991177e-16,0.923,0.936,,85.92,,,,,,,,,,1.2864988487018572,0,6.89,1.813648655101534e-15,4.135725185991177e-16,1.906202115439197e-15,3.5250016082298114e-16,2.4029248109126307e-15,1.3126503443691271e-15,,0.0,0.923,,6.89,0,6.1227755814533615e-15,1.4206862841926197e-15,93.428,105.24,80.881
 2CXO J110610.7-585154,139,166.5448333333333,-58.865075000000004,1.02,0.91,50.5,8.9,False,False,False,False,False,1.2495404230878395e-14,1.9385274635043107e-15,5.450202115439197e-15,1.7485000324221413e-15,2.479202115439197e-15,4.2350013386093244e-16,4.5660000000000004e-15,7.219999999999999e-16,1.0,1.0,,86.24,,,,,,,,,,0.8927229911950483,0,8.9,4.5660000000000004e-15,7.219999999999999e-16,2.479202115439197e-15,4.2350013386093244e-16,5.450202115439197e-15,1.7485000324221413e-15,,0.0,1.0,,8.9,0,1.2495404230878395e-14,1.9385274635043107e-15,148.07,163.8,132.34
 2CXO J110614.8-585237,140,166.56191666666666,-58.877116666666666,1.79,1.43,21.9,5.47,False,False,False,False,True,6.353638077905548e-15,1.766373328374767e-15,3.137e-15,1.6289999999999998e-15,1.3096380779055483e-15,2.9906142378072255e-16,1.907e-15,6.140000000000001e-16,0.85,0.474,,86.34,,,,,,,,,,2.053915416825947,0,5.47,1.907e-15,6.140000000000001e-16,1.3096380779055483e-15,2.9906142378072255e-16,3.137e-15,1.6289999999999998e-15,,0.0,0.85,,5.47,0,6.353638077905548e-15,1.766373328374767e-15,74.631,86.264,62.272
 2CXO J110621.8-585133,141,166.5908333333333,-58.85927222222222,2.07,1.24,62.1,6.96,True,False,False,False,False,1.5831702782144853e-14,2.6569034414802908e-15,1.365797884560803e-14,2.6050021762030775e-15,1.799e-15,3.81e-16,3.747239365368241e-16,3.576850001426426e-16,0.001,0.001,,85.64,,,,,,,,,,1.9980446569294146,0,6.96,3.747239365368241e-16,3.576850001426426e-16,1.799e-15,3.81e-16,1.365797884560803e-14,2.6050021762030775e-15,,0.0,0.001,,6.96,0,1.5831702782144853e-14,2.6569034414802908e-15,116.57,131.27,101.87
 2CXO J110622.2-584951,142,166.59283333333332,-58.830869444444446,2.87,1.85,45.7,5.76,False,False,False,False,False,6.418896741693674e-15,1.3509228218772706e-15,1.2829983737710076e-15,9.693189221824519e-16,1.3263989422804014e-15,3.3675004208619916e-16,3.8094994256422655e-15,8.786425364861642e-16,0.599,0.78,,84.97,,,,,,,,,,2.429398733718835,0,5.76,3.8094994256422655e-15,8.786425364861642e-16,1.3263989422804014e-15,3.3675004208619916e-16,1.2829983737710076e-15,9.693189221824519e-16,,0.0,0.599,,5.76,0,6.418896741693674e-15,1.3509228218772706e-15,81.526,94.949,68.103
 2CXO J110727.7-590452,144,166.86566666666667,-59.081361111111114,0.73,0.72,76.5,11.07,False,False,False,False,False,1.8268306738683585e-13,1.8515887451344702e-14,4.95316923513577e-14,1.314276087227051e-14,3.629797884560803e-14,6.595000859592268e-15,9.685339618987012e-14,1.1252194827106255e-14,0.683,0.36,,87.8,1.463616923513577e-13,1.7002134082099365e-14,3.838055183410867,0.580102274834331,28.65172681282179,10.39228255393546,0.00015071995837583307,4.8748499550838244e-05,1.776,0.2393466678506952,0,11.07,9.685339618987012e-14,1.1252194827106255e-14,3.629797884560803e-14,6.595000859592268e-15,4.95316923513577e-14,1.314276087227051e-14,,0.0,0.683,,11.07,0,1.8268306738683585e-13,1.8515887451344702e-14,177.31,192.98,160.66
