_rs_gaia,_q,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist
[0.1717560493692589],262.0,0.1717560493692589,Gaia EDR3 682593173759093504,123.26597516649,0.1674,25.70306435944,0.1207,682593173759093504,1636042515805110272,1691808179,2016.0,-0.1487,0.2058,-0.7226,0.112,-0.093,0.206,-0.061,0.136,-0.2064,-0.1773,-0.2663,0.2428,-0.088,0.1781,0.0093,0.4164,-0.3502,-0.2067,295,0,294,1,0.366,311.63,0.125,0.0806,31,1,1.639,,,,,,,,34,18,0.304382,34,11,0,0.0311,165.0,0,0,1.014,0.218,0.352,0.212,0.581,-139.617,18.617,-21.041,-32.572,0,286,598.13,2.576,232.192,18.745386,0.005427,31,373.44,9.5661,39.038,18.90798,0.027952,32,349.18,9.1601,38.12,18.39027,0.028732,0,5,0,3,0,1.208,0.51771,0.162594,0.355116,,,0,,,,196.8958101542,28.5143000046,119.7788827527,5.63743484,138841232660084240,1237660958107762944,,,18.745386,0.005427,598.13,0.028,123.26597562762,3.3408,25.70306463165,2.1769,-0.226,0.172,123.26597516649,25.70306435944,3678.02539,2702.26489,5730.18311,7684.2998,6282.19287,9883.48828,10023.0
"[0.1629338437504455, 4.928729255566184]",263.0,0.1629338437504455,Gaia EDR3 1032634485851637376,123.30459346434,0.0586,54.27970790653,0.0513,1032634485851637376,1636042515805110272,74317120,2016.0,-0.0528,0.0758,-0.6964,0.086,-0.068,0.076,-0.052,0.061,0.1088,-0.1537,-0.2082,0.0623,-0.0551,0.0322,-0.0978,0.396,-0.0426,0.1004,308,0,307,1,-0.9821,288.89,0.0,0.0,31,1,1.655,,,,,,,,35,18,0.109637,37,11,0,0.026,130.0,0,0,0.959,0.165,0.122,0.188,0.571,-155.407,-16.556,31.6,-24.578,0,319,2408.4,6.0248,399.744,17.233059,0.003869,34,1548.4,16.765,92.358,17.36383,0.012082,35,1299.2,11.69,111.143,16.963673,0.010474,0,1,0,4,0,1.182,0.400158,0.130772,0.269386,,,0,,,,163.9203134829,33.4840156173,112.5869788399,33.4212354639,173131233046106368,1237663915730337792,,722218478,17.233059,0.003869,2408.4,0.009,123.3045939848,1.2339,54.27970813724,0.9896,0.0944,0.163,123.30459346434,54.27970790653,8675.7002,6169.66504,12051.8203,8185.0127,6578.38623,10230.5928,10021.0
"[0.3160627965595053, 0.5412678279294478]",264.0,0.3160627965595053,Gaia EDR3 682614034415644032,123.38030149239,0.3325,25.75086321438,0.2493,682614034415644032,1636042515805110272,801962383,2016.0,-0.6748,0.371,-1.8187,2.786,1.969,0.412,1.971,0.287,-0.1423,-0.0777,-0.2224,0.1914,-0.2093,0.1679,0.018,0.1529,-0.2307,-0.1188,310,0,305,5,136.9024,34065.56,3.144,713.0,95,0,,1.4119,0.0836,-0.024,-0.027,-0.004,0.023,0.101,36,19,0.585557,36,11,0,0.213,71.7,53,0,10.292,0.186,0.33,0.284,0.593,-109.639,15.932,-21.545,-32.823,0,308,5491.3,61.142,89.812,16.338184,0.012399,34,4477.8,38.954,114.952,16.210878,0.009849,31,6753.2,41.748,161.76,15.174118,0.007703,0,34,0,31,0,2.045,1.03676,-0.127306,1.164066,,,0,,,,196.8809534261,28.6270924982,119.8693084004,5.7066841175,138901233803781616,1237660958107762944,,579160618,16.341392,0.012434,5475.1,0.825,123.38029177618,6.6796,25.75085445301,4.5917,-0.1362,0.316,123.38030149239,25.75086321438,3431.70435,2228.69141,4831.93066,3130.52588,1585.4585,3805.39648,10133.0
[0.24708545383972355],265.0,0.24708545383972355,Gaia EDR3 931363628074032640,124.07914983633,0.2539,48.39124170942,0.1544,931363628074032640,1636042515805110272,1450722658,2016.0,0.0034,0.2972,0.0113,0.182,-0.123,0.292,0.134,0.203,0.4654,-0.463,-0.2428,0.1732,-0.3533,-0.0234,-0.0105,0.3217,-0.1872,0.1198,353,0,351,2,1.3738,403.54,0.303,0.323,95,0,,1.3677,0.0539,-0.154,-0.263,0.169,-0.082,0.015,42,19,0.421697,42,10,0,0.0191,129.0,0,0,1.052,0.306,0.434,0.263,0.695,-175.653,-17.101,27.062,-24.095,0,350,400.91,1.0028,399.777,19.179737,0.003869,31,171.12,7.6545,22.356,19.755281,0.048647,30,284.91,8.4615,33.671,18.611124,0.032466,0,1,0,0,0,1.137,1.144157,0.575544,0.568613,,,0,,,,171.0096794718,33.6998669579,114.8880040525,27.8540266483,166071240791420160,1237651271884996864,,692213047,19.182281,0.003873,399.98,-0.093,124.07915065717,4.7406,48.39124111429,3.2455,0.1109,0.247,124.07914983633,48.39124170942,3186.90112,1985.5011,5277.30908,3954.9917,3484.79907,4621.45068,10033.0
"[0.538155076825414, 6.345760511047484]",266.0,0.538155076825414,Gaia EDR3 3063300078578566400,124.41492751695,0.0744,-7.55247411053,0.0492,3063300078578566400,1636042515805110272,1082874971,2016.0,-0.0044,0.1028,-0.0426,0.128,0.126,0.115,0.017,0.089,-0.3697,0.2756,-0.0565,-0.0536,-0.0354,0.0372,-0.0656,0.2835,-0.2754,-0.0998,448,0,447,1,-0.6337,440.08,0.0,0.0,31,1,1.596,,,,,,,,52,17,0.161549,58,13,0,0.0829,12.4,0,0,0.978,0.232,0.478,0.448,0.392,-130.096,23.108,-34.131,43.742,0,493,1713.4,7.7328,221.574,17.602726,0.005622,54,1218.8,14.895,81.828,17.62368,0.013559,48,1551.6,15.646,99.171,16.770922,0.011582,0,4,0,2,0,1.617,0.852758,0.020954,0.831804,,,0,,,,229.9983164472,15.3202819598,128.7519745105,-26.4805681686,98931244149447440,1237674459870265600,73964659,413091839,17.602726,0.005622,1713.4,0.413,124.41492695009,1.8386,-7.55247418394,1.4323,-0.0988,0.538,124.41492751695,-7.55247411053,5159.15527,3912.62939,6668.81787,4555.8335,3722.51709,5688.90625,10033.0
[0.22485916368684533],267.0,0.22485916368684533,Gaia EDR3 900921857657173888,124.66251133071,0.4005,31.51673185568,0.3232,900921857657173888,1636042515805110272,1057053283,2016.0,0.165,0.4973,0.3319,0.813,0.659,0.582,0.477,0.371,-0.2108,-0.058,-0.0951,0.1146,-0.3734,0.1216,0.3508,0.0893,-0.2772,-0.1857,258,0,257,1,1.2965,297.29,0.88,0.822,31,0,1.517,,,,,,,,30,16,0.817168,30,10,0,0.0199,164.0,0,0,1.057,0.0825,0.404,0.212,0.416,-105.657,21.67,-12.323,-29.795,0,255,233.77,1.0898,214.503,19.765375,0.005763,25,120.7,7.6878,15.7,20.13427,0.06921,25,164.87,6.4756,25.46,19.205072,0.042813,0,2,0,1,0,1.222,0.929197,0.368895,0.560303,,,0,,,,190.8652050107,31.3429737094,119.6641453626,11.5776820628,145821246625200608,1237657773927105024,,,19.765375,0.005763,233.77,0.011,124.66250789745,9.3652,31.51672973535,5.8354,-0.2003,0.225,124.66251133071,31.51673185568,2091.71533,1300.37048,4517.76514,6803.66309,5765.41943,8332.01562,10033.0
[0.6051800418153501],268.0,0.6051800418153501,Gaia EDR3 675798333635337728,124.66788687295,0.2211,21.03571380703,0.1537,675798333635337728,1636042515805110272,436947191,2016.0,-0.2367,0.2789,-0.8488,0.249,-0.238,0.283,0.075,0.192,-0.2554,-0.2267,-0.3764,0.2647,-0.2439,0.0897,0.0994,0.4492,-0.4183,-0.3806,321,0,320,1,2.1316,384.09,0.645,1.5,95,0,,1.612,0.0508,0.064,-0.033,-0.19,-0.245,0.105,38,18,0.435668,40,9,11,0.347,103.0,1,0,1.085,0.168,0.462,0.281,0.418,-91.151,23.888,-17.347,-36.371,0,318,537.2,5.5835,96.213,18.862019,0.011616,33,491.44,18.925,25.968,18.609856,0.041904,31,709.34,15.806,44.878,17.62076,0.024487,0,3,0,2,0,2.235,0.989096,-0.252163,1.241259,,,0,,,,202.384396051,28.1820720802,122.0773496351,1.3738549638,133241246678953392,1237664836462116864,,556156020,18.865447,0.011651,535.51,1.019,124.66788800496,4.608,21.0357134716,3.0657,-0.3925,0.605,124.66788687295,21.03571380703,3592.04346,2166.40796,5356.36328,4538.74512,3833.04639,5487.40039,10033.0
[0.3511572704289906],269.0,0.3511572704289906,Gaia EDR3 900917738784081792,124.73305864381,0.4866,31.45341254079,0.3708,900917738784081792,1636042515805110272,1627944524,2016.0,0.3029,0.5488,0.5519,0.196,-0.007,0.558,-0.196,0.416,-0.3602,0.1372,-0.3567,0.3184,-0.2791,0.2198,-0.2393,0.2912,-0.0931,-0.3434,255,0,255,0,0.699,276.05,0.76,0.426,95,0,,1.4343,0.1218,-0.128,0.087,-0.142,0.12,-0.036,30,18,0.860205,31,8,0,0.203,114.0,0,0,1.03,0.075,0.346,0.19,0.533,-49.941,23.502,-18.416,-30.241,0,252,189.57,1.9097,99.267,19.992943,0.011279,28,150.41,10.16,14.804,19.895317,0.073394,28,196.19,9.2682,21.168,19.016188,0.051429,0,2,0,2,0,1.828,0.879129,-0.097626,0.976755,,,0,,,,190.9547678092,31.3851657241,119.7388250312,11.5299812945,145741247330594624,1237657773927104768,,,19.996688,0.011316,188.92,0.622,124.73305867804,9.1127,31.45341341254,6.7599,-0.3611,0.351,124.73305864381,31.45341254079,1597.64294,993.321167,2604.88013,8489.13965,7400.26416,10382.4258,10033.0
[0.40093322849512913],270.0,0.40093322849512913,Gaia EDR3 676181131183478528,124.79247205327,0.1599,21.29430933971,0.1102,676181131183478528,1636042515805110272,675216557,2016.0,-0.1843,0.1947,-0.9466,0.214,0.082,0.187,0.197,0.133,-0.199,-0.1714,-0.0805,0.2208,-0.1142,0.1103,0.2511,0.3843,-0.2865,-0.3078,326,0,325,1,-0.6229,318.19,0.0,0.0,31,1,1.645,,,,,,,,37,19,0.27829,37,10,15,0.114,19.1,1,0,0.974,0.0757,0.427,0.164,0.436,-93.992,20.573,-14.248,-35.217,0,325,665.81,5.1485,129.321,18.628994,0.008836,36,405.15,17.18,23.583,18.819502,0.046124,34,428.19,9.1798,46.645,18.168808,0.023582,0,28,0,26,0,1.252,0.650694,0.190508,0.460186,,,0,,,,202.1547577306,28.3807531386,122.131902019,1.6520559869,133551247924923696,1237664091822686464,,557157095,18.628994,0.008836,665.81,0.063,124.79247166228,3.0141,21.29430846305,2.1059,-0.3279,0.401,124.79247205327,21.29430933971,4004.07593,2881.94287,5717.17529,7842.76953,6620.39258,9200.66895,10033.0
[0.0921272466750063],271.0,0.0921272466750063,Gaia EDR3 904631678608623360,125.08412183682,0.1603,36.66790602037,0.1326,904631678608623360,1636042515805110272,401817047,2016.0,0.006,0.2157,0.0278,0.299,-0.259,0.171,0.149,0.127,-0.1901,-0.2045,-0.4521,0.4077,-0.5434,0.1717,-0.0648,0.2406,-0.4008,-0.3377,231,0,229,2,0.0351,233.61,0.0,0.0,31,1,1.505,,,,,,,,27,15,0.274255,27,8,0,0.162,134.0,0,0,1.0,0.39,0.342,0.506,0.543,-89.884,25.821,-13.665,-29.007,0,230,851.16,22.084,38.542,18.362337,0.028304,26,453.01,35.8,12.654,18.69828,0.085849,25,670.32,50.631,13.239,17.682196,0.082096,0,0,0,0,0,1.32,1.016085,0.335943,0.680141,,,0,,,,185.0322330693,32.8414009647,118.7673545669,16.6669396928,152001250841382112,1237657593539526912,,634171949,18.362337,0.028304,851.16,0.101,125.08412327238,2.8157,36.66790535719,2.0505,-0.361,0.092,125.08412183682,36.66790602037,3080.2771,2272.86719,4300.37061,3717.71558,3223.45972,4175.48291,10033.0
[0.2882434694490714],272.0,0.2882434694490714,Gaia EDR3 676208515895411712,125.14104358954,0.1732,21.40737995866,0.11,676208515895411712,1636042515805110272,721961610,2016.0,-0.1658,0.18,-0.9211,0.016,0.015,0.214,-0.007,0.139,-0.1795,-0.113,-0.3868,0.2027,-0.019,0.1636,-0.0152,0.2517,-0.2196,-0.2469,320,0,319,1,-0.8995,305.34,0.0,0.0,31,1,1.606,,,,,,,,38,19,0.315025,38,11,16,0.224,108.0,1,0,0.963,0.0403,0.414,0.124,0.455,-81.584,17.47,-9.603,-33.672,0,315,603.92,3.7135,162.627,18.734924,0.007222,34,339.53,12.588,26.972,19.011349,0.040351,31,359.3,11.56,31.083,18.35924,0.035134,0,2,0,1,0,1.157,0.652109,0.276424,0.375685,,,0,,,,202.1613057129,28.724480463,122.4223405599,1.8361896963,133681251410399392,1237664091822817536,,558156955,18.734924,0.007222,603.92,-0.032,125.14104352028,3.4932,21.40737999158,2.2214,-0.2598,0.288,125.14104358954,21.40737995866,5286.69043,3502.55225,9518.53809,8278.48047,6823.01514,10280.8799,10033.0
[0.3294408558989555],273.0,0.3294408558989555,Gaia EDR3 676119043136481536,125.39083435399,0.2017,21.13838075519,0.133,676119043136481536,1636042515805110272,829449708,2016.0,-0.1113,0.2149,-0.5178,0.246,0.054,0.26,-0.24,0.176,-0.1111,-0.1144,-0.0635,0.316,-0.1337,0.2697,0.0614,0.151,-0.1425,-0.1702,333,0,328,5,-0.4563,326.36,0.0,0.0,31,1,1.611,,,,,,,,38,19,0.36762,38,10,4,0.0979,113.0,1,0,0.981,0.108,0.435,0.21,0.406,-81.697,16.593,-12.042,-35.129,0,317,503.16,1.8778,267.952,18.933102,0.0049,34,282.14,9.5989,29.393,19.212387,0.037044,33,301.71,10.829,27.862,18.548923,0.039152,0,3,0,2,0,1.16,0.663464,0.279285,0.384178,,,0,,,,202.5409317018,28.850367734,122.7108233002,1.6278714717,133361253908276576,1237674371291480576,,,18.933102,0.0049,503.16,-0.029,125.39083409867,4.1833,21.13838182396,2.8045,-0.198,0.329,125.39083435399,21.13838075519,3866.31885,2606.83325,5820.87354,8593.82715,7218.46436,10516.3184,10033.0
[0.3508564217990597],274.0,0.3508564217990597,Gaia EDR3 683323043321740160,125.5595495571,0.384,27.86692583031,0.2959,683323043321740160,1636042515805110272,1358185377,2016.0,-0.0277,0.5197,-0.0532,0.158,0.127,0.459,-0.093,0.36,-0.1695,-0.1977,-0.0187,0.1124,-0.212,-0.0425,0.2969,0.4315,-0.4418,-0.3559,269,0,268,1,1.9954,323.34,0.726,0.528,95,0,,1.5047,0.1025,-0.013,-0.012,-0.265,-0.233,0.253,31,19,0.713026,31,9,0,0.0453,25.1,0,0,1.087,0.214,0.373,0.272,0.578,-115.779,26.242,-13.809,-32.9,0,266,218.3,1.1889,183.618,19.83973,0.006523,25,118.0,8.177,14.43,20.15886,0.075291,24,127.36,10.165,12.529,19.485332,0.08674,0,0,0,0,0,1.124,0.673527,0.31913,0.354397,,,0,,,,195.2217664152,31.1151836841,121.2941440784,8.2086659347,141441255595370832,1237660962934030848,,,19.843292,0.006541,217.59,-0.066,125.55954891693,7.3572,27.86692624238,5.6788,-0.3643,0.351,125.5595495571,27.86692583031,2081.38843,1451.14832,3131.57886,2915.62598,1638.37439,11530.04,10123.0
[0.28889633325876624],275.0,0.28889633325876624,Gaia EDR3 3093775585962794880,125.63313009429,0.2798,5.95188349423,0.1887,3093775585962794880,1636042515805110272,735417388,2016.0,0.1783,0.3256,0.5477,0.457,0.207,0.35,-0.407,0.23,-0.1055,0.0269,-0.0072,0.2042,-0.0609,0.2193,0.036,0.1967,-0.2071,0.0162,239,0,238,1,4.7653,362.55,1.244,4.47,95,0,,1.4584,0.0647,-0.039,-0.051,-0.122,-0.058,0.148,27,16,0.487856,33,7,0,0.0627,22.6,0,0,1.228,0.137,0.371,0.255,0.516,-136.061,12.232,-34.608,-34.811,0,279,581.36,2.0103,289.185,18.776262,0.004657,24,804.42,16.979,47.378,18.074833,0.023086,25,1413.3,12.535,112.745,16.872314,0.010345,0,0,0,0,0,3.815,1.202519,-0.701429,1.903948,,,0,,,,218.1201627911,22.9502814103,126.505669973,-13.0863508068,115141256331722720,1237661064405713152,,480132561,18.778351,0.004663,580.24,2.578,125.63312916731,5.6036,5.95188530277,3.6787,-0.0055,0.289,125.63313009429,5.95188349423,2710.93335,1783.7384,5553.63623,2939.71655,2552.30908,3369.85669,10033.0
[0.23161308938676586],277.0,0.23161308938676586,Gaia EDR3 708387445965075712,126.18035473953,0.2623,29.98986608624,0.2146,708387445965075712,1636042515805110272,564881281,2016.0,-0.01,0.3068,-0.0326,0.324,0.057,0.29,0.319,0.249,-0.1382,-0.2018,0.0652,0.1391,-0.1634,0.0904,0.1946,0.165,-0.0938,-0.1791,273,0,273,0,22.1587,1750.66,2.262,54.6,95,0,,1.2259,0.0673,-0.106,-0.1,0.044,-0.126,-0.061,31,18,0.417603,31,9,0,0.289,3.35,0,0,2.097,0.301,0.315,0.245,0.659,-133.221,27.438,-16.519,-33.441,0,272,1671.5,15.556,107.45,17.62957,0.010473,29,2984.1,20.609,144.798,16.651522,0.008001,27,4909.4,16.888,290.703,15.520327,0.005313,0,2,0,0,0,4.722,1.131195,-0.978048,2.109243,,,0,,,,192.9939021422,32.2137061634,121.3209896048,10.3998599117,143981261803768432,1237660635983183872,,600172017,17.632206,0.010497,1667.5,3.493,126.18035444665,4.6352,29.98986466717,3.9527,-0.1944,0.232,126.18035473953,29.98986608624,2507.64185,1690.59412,3860.19751,2086.36206,1819.41687,2478.81592,10033.0
[0.5342925776003234],278.0,0.5342925776003234,Gaia EDR3 1090097613517088256,126.41088416317,0.0614,61.95793865415,0.0653,1090097613517088256,1636042515805110272,1188621979,2016.0,0.129,0.0948,1.3609,0.116,0.019,0.074,-0.114,0.078,0.3099,-0.2707,-0.2453,-0.0473,-0.2711,-0.1207,-0.2527,0.2248,-0.037,0.278,436,0,434,2,0.2354,452.71,0.052,0.0559,31,1,1.638,,,,,,,,50,23,0.122214,60,23,0,0.0458,9.73,0,0,1.007,0.0378,0.242,0.101,0.362,-88.239,-52.544,46.39,-27.638,0,512,1611.7,7.0901,227.317,17.669151,0.005514,56,1031.6,16.694,61.797,17.804733,0.017789,54,1010.2,13.927,72.536,17.23686,0.015438,0,4,0,1,0,1.267,0.567873,0.135582,0.432291,,,0,,,,154.5561684753,34.7246827526,111.7850614133,41.2446771344,182351264108920256,,,760192033,17.669151,0.005514,1611.7,0.084,126.41088397982,1.2084,61.95793916177,1.2687,0.2796,0.534,126.41088416317,61.95793865415,4021.81616,3193.62671,5228.21436,6424.0083,5334.99951,8092.04883,10021.0
[0.486487784971704],279.0,0.486487784971704,Gaia EDR3 930269854522649728,126.45644667376,0.0829,47.17440824299,0.0638,930269854522649728,1636042515805110272,278724060,2016.0,-0.0849,0.1069,-0.7937,0.152,-0.074,0.101,-0.133,0.085,0.1268,-0.2781,-0.1906,0.1245,-0.0365,0.0694,-0.1281,0.3725,-0.2293,-0.0493,345,0,343,2,0.2153,365.71,0.0,0.0,95,0,,1.642,0.0247,0.013,-0.195,0.093,-0.151,0.081,40,19,0.146691,43,43,0,0.0458,115.0,0,0,1.007,0.335,0.175,0.15,0.674,-162.944,-1.771,30.509,-24.99,0,354,1542.9,7.5469,204.436,17.716545,0.005983,36,1316.7,27.35,48.145,17.539793,0.022724,37,1873.3,20.011,93.613,16.566374,0.012198,0,1,0,2,0,2.068,0.973419,-0.176752,1.150171,,,0,,,,172.6116187298,35.2122366804,116.9819679602,27.0921758568,164601264564159936,1237651190281797632,,686212779,17.720035,0.005998,1537.9,0.853,126.4564471566,1.6414,47.17440883322,1.3775,-0.0575,0.486,126.45644667376,47.17440824299,6007.55225,4504.56104,7953.95166,4088.67017,3363.69507,6760.49854,10033.0
[0.19919310795365314],280.0,0.19919310795365314,Gaia EDR3 678455544001937024,127.71702576139,0.0649,24.18328342614,0.0467,678455544001937024,1636042515805110272,355007229,2016.0,-0.1852,0.0773,-2.3968,0.132,0.034,0.073,-0.127,0.051,-0.2967,-0.0845,-0.2594,0.2491,-0.1664,0.1584,-0.0527,0.393,-0.221,-0.2793,335,0,334,1,0.3818,351.63,0.055,0.0968,31,1,1.652,,,,,,,,38,19,0.109294,45,13,0,0.0944,111.0,0,0,1.014,0.142,0.409,0.255,0.452,-77.521,21.812,-13.678,-34.537,0,388,2678.7,10.055,266.406,17.117538,0.004919,40,1698.8,23.933,70.981,17.263212,0.015549,38,1442.9,15.769,91.5,16.84983,0.012453,0,1,0,0,0,1.173,0.413382,0.145674,0.267708,,,0,,,,200.0215258314,31.8760041346,124.0757014314,5.0951067636,137021277170140496,1237664668423618560,,571166071,17.117538,0.004919,2678.7,-0.001,127.71702559676,1.1799,24.18328399155,0.815,-0.2972,0.199,127.71702576139,24.18328342614,8887.42871,6471.69141,11482.3037,9351.06836,7624.81006,10962.3965,10022.0
[0.42415627461336164],281.0,0.42415627461336164,Gaia EDR3 1028648829216429952,127.91285835489,1.9163,52.70154182444,1.4925,1028648829216429952,1636042515805110272,992045437,2016.0,,,,,,,,,0.2313,,,,,,,,,,209,0,209,0,21.8327,1037.14,12.272,35.1,3,0,,,,,,,,,24,14,4.36273,27,27,0,0.324,8.4,0,3,,0.125,0.058,0.0776,0.552,-142.103,5.212,32.32,-19.061,1,225,172.61,2.6722,64.594,20.094706,0.017033,22,971.17,30.309,32.042,17.87031,0.033999,20,1928.9,20.723,93.082,16.534613,0.012261,0,22,0,20,0,16.801,1.335697,-2.224396,3.560093,,,0,,,,165.8210676863,36.2354731778,116.2495744583,32.6618800717,171241279128482560,1237651272960901376,,714219700,20.094706,0.017033,172.61,15.55,127.91285835489,1.9163,52.70154182444,1.4925,0.2313,,,,,,,,,,
"[0.07917869384272368, 7.704160960031122]",282.0,0.07917869384272368,Gaia EDR3 1033752865271463168,128.72876538107,0.9036,55.57251989712,0.8255,1033752865271463168,1636042515805110272,1532541933,2016.0,-0.3056,1.2275,-0.2489,1.154,0.79,1.2,-0.841,1.294,-0.028,-0.1004,0.0574,0.1482,-0.2055,-0.0054,0.0768,0.4345,-0.2106,-0.3207,221,0,217,4,5.659,374.09,5.62,7.18,95,0,,1.2624,0.2865,0.102,-0.031,-0.037,-0.013,0.251,26,18,2.02152,28,5,0,0.0434,39.6,3,0,1.286,0.286,0.093,0.114,0.481,-133.291,36.128,15.804,-18.459,0,235,125.81,1.0225,123.04,20.438063,0.009244,27,200.59,11.246,17.836,19.582752,0.060937,26,587.69,11.526,50.987,17.825033,0.021627,0,0,0,0,0,6.266,1.757719,-0.85531,2.61303,,,0,,,,162.2274995212,36.559405726,115.7671351841,35.544790744,174681287287427744,1237663529723953408,,728219637,20.433256,0.009207,126.37,4.963,128.72875917143,19.1624,55.57252363396,20.6559,-0.3288,0.079,128.72876538107,55.57251989712,1562.24622,928.230835,2328.9458,3060.61914,2428.02002,3563.62402,10033.0
[0.2536908207100587],283.0,0.2536908207100587,Gaia EDR3 3078340156400770048,129.18274939005,3.9291,0.9147871337,2.8631,3078340156400770048,1636042515805110272,1452339944,2016.0,,,,,,,,,-0.6579,,,,,,,,,,82,0,81,1,3.1886,121.56,7.901,3.66,3,0,,,,,,,,,10,7,10.1603,11,3,0,0.0701,37.9,1,0,,0.145,0.708,0.19,0.386,17.071,31.422,42.239,40.493,0,89,66.598,1.427,46.67,21.128708,0.023427,9,38.575,8.8355,4.366,21.372782,0.248701,10,90.055,11.667,7.719,19.861622,0.140713,0,0,0,0,0,1.931,1.51116,0.244074,1.267086,,,0,,,,224.7772573653,23.6958674546,131.364666847,-17.0762111204,109091291827888208,1237650797286327552,77585495,,21.128708,0.023427,66.598,0.66,129.18274939005,3.9291,0.9147871337,2.8631,-0.6579,,,,,,,,,,
[0.14525181903376355],284.0,0.14525181903376355,Gaia EDR3 1030221023469381632,129.24493332407,0.1138,53.16390209128,0.0874,1030221023469381632,1636042515805110272,1658264801,2016.0,-0.0382,0.1363,-0.2802,0.095,0.013,0.148,0.094,0.118,-0.0091,-0.2093,0.1458,0.0535,0.0084,0.0288,0.1003,0.2917,-0.0775,0.0437,303,0,298,5,-0.8242,284.77,0.0,0.0,31,1,1.688,,,,,,,,35,18,0.208543,37,10,0,0.0512,21.2,1,0,0.965,0.182,0.154,0.136,0.497,-160.482,15.204,24.613,-18.302,0,312,1008.9,8.0146,125.877,18.177794,0.009055,33,699.03,19.149,36.505,18.227297,0.029873,35,594.48,15.336,38.764,17.81255,0.028263,0,1,0,2,0,1.282,0.414747,0.049503,0.365244,,,0,,,,165.2038578588,37.0184539652,117.0010431978,33.3410212837,171791292449577376,1237651272424423424,,716219777,18.177794,0.009055,1008.9,0.108,129.24493322717,2.3615,53.1639016723,1.8864,0.0402,0.145,129.24493332407,53.16390209128,4360.17529,3316.7356,5934.17725,10956.9688,8362.78418,14066.2783,10022.0
