GAIA_Source,CSC__2CXO
3.0173656438783693e+18,J053521.6-052146
3.017360249399928e+18,J053521.6-052714
3.2095715120348733e+18,J053521.7-045312
3.017361142752676e+18,J053521.7-052310
3.017361108392946e+18,J053521.7-052339
3.0173606273570376e+18,J053521.7-052644
3.01736110839295e+18,J053521.8-052353
3.01736770546164e+18,J053521.9-051500
3.01736409769016e+18,J053522.1-052233
3.0173610396734894e+18,J053522.1-052424
3.017366846468189e+18,J053522.2-051808
3.0173589780896573e+18,J053522.2-053117
3.209579071180412e+18,J053522.3-044207
3.017361039673476e+18,J053522.3-052414
3.017365575158623e+18,J053522.4-052200
3.209571683836468e+18,J053522.5-045237
3.209573264384417e+18,J053522.7-044829
3.017361138446084e+18,J053522.7-052313
3.209576322401124e+18,J053522.8-044641
3.0173655708523346e+18,J053523.1-052228
3.017365678237817e+18,J053523.3-052125
3.017360730436109e+18,J053523.5-052526
3.017361142744846e+18,J053523.6-052346
3.017360627356915e+18,J053523.6-052626
3.209573264384415e+18,J053523.7-044816
3.017366090553946e+18,J053523.7-051839
3.20957284777212e+18,J053523.8-045016
3.017365678237113e+18,J053523.8-052118
3.0173611427556234e+18,J053523.8-052334
3.0173607261290926e+18,J053523.9-052509
3.017361138446089e+18,J053524.0-052313
3.209572882131859e+18,J053524.1-045009
3.017365609518085e+18,J053524.1-052132
3.0173607261290926e+18,J053524.2-052518
3.017359081168862e+18,J053524.2-052957
3.01736557085234e+18,J053524.3-052232
3.017367258785045e+18,J053524.4-051659
3.017361035366739e+18,J053524.4-052439
3.017360627356913e+18,J053524.4-052631
3.0173660175286067e+18,J053524.6-051909
3.0173610353667395e+18,J053524.6-052435
3.017367327507745e+18,J053524.7-051640
3.017362620221405e+18,J053525.0-052258
3.017361074033139e+18,J053525.0-052346
3.01736107401968e+18,J053525.0-052353
3.0173676367421624e+18,J053525.2-051535
3.017361069726479e+18,J053525.3-052411
3.017365609521332e+18,J053525.4-052151
3.2095720961533204e+18,J053525.5-045120
3.017359012449385e+18,J053525.6-053021
3.0173626202214057e+18,J053525.7-052309
3.0173606273569126e+18,J053525.7-052641
3.0173606574096195e+18,J053526.0-052547
3.017365781316303e+18,J053526.1-052005
3.0173608335180646e+18,J053526.1-052520
3.209573058226152e+18,J053526.3-044926
3.0173608335150444e+18,J053526.3-052500
3.017360661716622e+18,J053526.3-052539
3.01736743058373e+18,J053527.0-051544
3.0173610740331807e+18,J053527.2-052336
3.017359871442672e+18,J053527.5-052725
3.017359802723316e+18,J053527.8-052802
3.0173665028708004e+18,J053528.0-051719
3.017366395486076e+18,J053528.1-051856
3.017365609517616e+18,J053528.1-052134
3.017362551501921e+18,J053528.1-052306
3.017360833515036e+18,J053528.2-052457
3.017360829208314e+18,J053528.3-052503
3.01736639979159e+18,J053528.4-051901
3.2095747762128947e+18,J053528.6-044726
3.209573092585718e+18,J053528.6-044816
3.0173673618642545e+18,J053528.9-051617
3.0173664298458173e+18,J053529.1-051817
3.0173592186079667e+18,J053529.1-052910
3.0173607647955697e+18,J053529.3-052546
3.017366395486079e+18,J053529.4-051845
3.0173607647955666e+18,J053529.4-052536
3.017362345346402e+18,J053529.8-052348
3.0173623453432945e+18,J053529.8-052355
3.016951123686867e+18,J053529.8-062658
3.01736619363316e+18,J053530.4-051933
3.017359596564784e+18,J053530.4-052830
3.0169511236868664e+18,J053530.4-062707
3.017360794848578e+18,J053530.6-052510
3.017366434151324e+18,J053530.7-051806
3.0173473644980685e+18,J053530.8-053036
3.01736619363638e+18,J053531.2-051855
3.017362345343488e+18,J053531.2-052339
3.0173595965647647e+18,J053531.4-052816
3.2095788306620006e+18,J053531.6-044107
3.017366605950011e+18,J053531.6-051657
3.0173673919185336e+18,J053531.9-051619
3.017245655363966e+18,J053532.2-054426
3.209572233592264e+18,J053532.7-045011
3.017347398857791e+18,J053532.8-053021
3.2095783453302804e+18,J053533.0-044358
3.017366120608178e+18,J053533.2-051957
3.017359940161856e+18,J053534.3-052659
3.2095737454207447e+18,J053534.6-044857
3.017363165670319e+18,J053536.2-052020
3.209574741853144e+18,J053540.0-044555
3.0173596996436603e+18,J053542.4-052732
3.0173633031096407e+18,J053542.7-051945
3.209573814140211e+18,J053544.1-044804
3.209575463407641e+18,J053544.5-044415
3.017361589428225e+18,J053544.8-052434
3.0173479486131384e+18,J053545.3-052810
3.0169499941108654e+18,J053547.2-062910
3.0173632730553784e+18,J053547.6-051914
3.016926045373232e+18,J053600.1-064233
3.016921853485148e+18,J053625.1-064441
3.016923021714996e+18,J053626.7-064343
3.016922398945472e+18,J053635.7-064249
3.441185354414947e+18,J053829.5+261941
2.9073051784651305e+18,J053850.8-283757
3.441208272360415e+18,J053908.3+262121
3.441210192209945e+18,J053914.3+262525
3.4410204920949064e+18,J053918.4+262010
2.907294874840494e+18,J053923.5-284223
2.907296902065029e+18,J053949.9-283832
2.9072960387742423e+18,J053954.2-283956
2.9072720900366167e+18,J054045.7-283907
3.2166301705267835e+18,J054120.6-015858
3.2166318885136983e+18,J054129.5-015426
3.2166310939461924e+18,J054131.9-015519
3.216631128305932e+18,J054132.8-015444
3.2166461134454374e+18,J054133.2-014811
3.2166333659824456e+18,J054133.8-015323
3.216633361688978e+18,J054133.9-015351
3.2166326100682025e+18,J054136.2-015424
3.216633396048719e+18,J054136.5-015319
3.2166326100684703e+18,J054136.8-015359
3.216632640134476e+18,J054136.9-015339
3.216633503421397e+18,J054137.3-015245
3.216632644427939e+18,J054137.3-015313
3.2166341863225446e+18,J054137.4-014953
3.216632541348725e+18,J054137.6-015424
3.21663418632254e+18,J054138.4-015038
3.2166273873879747e+18,J054138.9-015936
3.2166325714147994e+18,J054139.0-015358
3.216633537780466e+18,J054139.1-015207
3.216646250884404e+18,J054139.4-014700
3.216627730984701e+18,J054141.6-015754
3.216630784708401e+18,J054142.5-015618
4.850358149972412e+17,J054143.3+692046
3.216632296537048e+18,J054144.3-015523
3.2166339500979937e+18,J054147.1-015035
3.2166290366552146e+18,J054150.1-015745
3.216629036654748e+18,J054152.1-015717
3.2166289679359345e+18,J054153.2-015744
3.21662906672166e+18,J054154.9-015648
3.216629410319044e+18,J054155.7-015509
3.2166280402229955e+18,J054213.1-015833
4.804723327843275e+18,J054228.1-405557
2.90775550149287e+18,J054332.9-273905
3.219146093649683e+18,J054609.0-000215
3.219122552933193e+18,J054609.6-000331
3.219118498484192e+18,J054612.2-000807
3.219119189974545e+18,J054613.1-000604
3.21911925869402e+18,J054618.8-000538
3.219147845996327e+18,J054619.0+000329
3.2191495253287475e+18,J054625.1+000541
3.2191968730485243e+18,J054625.9+000708
3.21914832703266e+18,J054633.3+000251
3.219149907580618e+18,J054634.5+000643
3.219149903285084e+18,J054636.1+000626
3.2191500063643003e+18,J054637.5+000654
3.2191496971277286e+18,J054638.3+000548
3.2191498045014006e+18,J054639.9+000644
3.219149628408254e+18,J054642.6+000528
3.219145028498125e+18,J054643.1+000052
3.2191488724940104e+18,J054644.0+000454
3.219206601149234e+18,J054644.0+001803
3.219148597616105e+18,J054647.3+000407
3.219148906853752e+18,J054647.7+000456
3.2192071122501407e+18,J054651.8+001938
3.2191548167287654e+18,J054652.7+000608
3.2191546148647685e+18,J054658.1+000538
3.2192068030129434e+18,J054702.9+001838
3.219585584767838e+18,J054703.7+002329
3.219582629831437e+18,J054704.3+002320
3.219206051393231e+18,J054705.0+001834
3.2192070134647224e+18,J054706.1+002032
3.2192061501779154e+18,J054706.6+001922
3.2191445818211686e+18,J054706.9+000047
3.2192061544723087e+18,J054707.2+001932
3.21920694474629e+18,J054707.9+002024
3.2192061888320466e+18,J054708.6+001923
3.219206085752832e+18,J054710.4+001844
3.2192060857528315e+18,J054710.7+001846
3.219206188832046e+18,J054710.9+001914
3.21958245803082e+18,J054712.9+002206
3.219155302059637e+18,J054714.0+000907
3.451194105685464e+18,J055200.4+323648
3.451181250844508e+18,J055202.2+323043
3.451181667460701e+18,J055204.8+323318
3.45117864380376e+18,J055207.8+322638
3.451181422643194e+18,J055209.1+323239
3.4511820110580726e+18,J055211.6+323330
3.451182144197692e+18,J055216.5+323446
3.451205852418091e+18,J055222.1+323843
3.4511819036795223e+18,J055223.9+323457
3.4512002174194954e+18,J055250.3+322859
3.451201218151756e+18,J055253.2+323301
3.3158077686204733e+18,J055401.8+014027
3.3158080778581176e+18,J055402.0+014055
2.890346074897001e+18,J055646.2-331026
9.607440905980742e+17,J060307.5+420940
3.423526544838564e+18,J060726.6+220547
3.4262695858325187e+18,J060911.4+241858
3.426270169948056e+18,J060917.2+242111
3.426265497023659e+18,J060920.4+241515
3.4262671462920366e+18,J060922.7+242025
3.426267073279987e+18,J060925.5+241928
3.426265458366937e+18,J060928.5+241531
3.4262670432118523e+18,J060934.4+242022
3.4262907127747743e+18,J060934.7+242216
3.426290918931148e+18,J060937.9+242333
3.4262662142792187e+18,J060940.6+241926
3.373408021706164e+18,J061254.9+175920
3.373360983223704e+18,J061259.3+175721
3.3320307835147817e+18,J061523.3+122232
3.3770566479634995e+18,J061729.5+224452
3.377009162805147e+18,J061754.3+222432
3.377052765313048e+18,J061755.0+224214
1.1408675929914684e+18,J061756.9+781607
3.3770357228798945e+18,J061757.2+222714
3.3770590187854054e+18,J061805.5+224506
1.1432629821525864e+18,J062652.7+820440
1.1436348232412172e+18,J062917.7+820534
3.1319977712443904e+18,J063005.3+054540
3.130519443497383e+18,J063144.1+041606
3.1313351436848727e+18,J063214.1+045628
3.131310232878412e+18,J063217.8+043828
3.1317772160837253e+18,J063310.3+052738
3.3710511841724165e+18,J063335.4+173927
3.371052004508633e+18,J063344.6+174313
3.371056711791646e+18,J063349.1+174731
3.371064172152896e+18,J063354.8+175150
3.3710508749347205e+18,J063357.1+174049
3.1304902033603246e+18,J063441.5+041655
3.1302458712611707e+18,J063510.8+034502
3.130227690662013e+18,J063530.9+033540
5.557301550582752e+18,J064037.9-432121
3.125518692819821e+18,J064451.5+001734
3.1255246026944266e+18,J064457.7+001840
3.1255065294689065e+18,J064504.0+001509
3.125505739198071e+18,J064511.7+001431
9.515074670739758e+17,J065111.5+412827
9.514383395767314e+17,J065125.7+405045
1.1149188479948046e+18,J065212.3+742537
3.052677318793446e+18,J065817.2-071235
3.353790702743652e+18,J065955.8+141513
3.0460195697260554e+18,J070355.4-113421
1.11234509743285e+18,J070925.7+744625
9.74886593268857e+17,J071610.6+471241
8.984004369766191e+17,J071736.9+374230
5.616538151857925e+18,J071826.4-245453
5.616536743108684e+18,J071826.8-245803
5.616536743108683e+18,J071827.9-245828
5.61653646823078e+18,J071830.0-245944
5.61653715542058e+18,J071831.7-245740
5.616537155425507e+18,J071831.8-245652
5.616537361583904e+18,J071834.2-245529
5.616536876243511e+18,J071836.3-245840
5.616543237099138e+18,J071837.6-245453
5.616524442322328e+18,J071838.6-250107
5.616543271458858e+18,J071839.3-245409
5.616524339243122e+18,J071839.3-250218
5.61654316407564e+18,J071839.8-245455
5.616525198236849e+18,J071847.5-245833
5.616531176831319e+18,J071849.4-245625
5.616531172526971e+18,J071849.4-245637
5.616531108111446e+18,J071850.8-245703
5.616530867593678e+18,J071853.1-245756
5.616520830242922e+18,J071901.8-250324
8.699125760331415e+17,J072742.9+241854
8.93488682312925e+17,J072910.3+333634
8.721393963167926e+17,J073502.3+265911
8.994984754318029e+17,J073733.0+392037
8.992579572644056e+17,J073739.9+384413
5.599151570177522e+18,J073756.3-303557
5.599148306002379e+18,J073810.2-303824
6.728513289380938e+17,J074108.5+202544
8.800279069145334e+17,J074108.8+311346
8.800294573972722e+17,J074118.8+311434
8.686882698355892e+17,J074207.6+251726
1.1422806071688433e+18,J074301.3+802625
9.20141939385314e+17,J074408.4+375841
9.19954133352276e+17,J074414.9+375645
9.19954202071352e+17,J074414.9+375656
3.088634441393928e+18,J074503.4+020041
6.749670684841046e+17,J074618.6+230623
6.720559740114122e+17,J074636.0+200149
5.715873353761712e+18,J074807.7-191953
9.2560297741815e+17,J075054.6+425219
9.343801382247656e+17,J075118.0+500817
8.754077977100733e+17,J075214.3+273650
9.066164731908696e+17,J080046.6+360416
3.0845045726386e+18,J080207.3+004342
9.33050755651798e+17,J080321.3+482051
9.330471822391854e+17,J080323.0+481618
3.095676744647977e+18,J080405.8+050649
1.084822461667296e+18,J080424.9+604007
1.0945771956875092e+18,J080430.4+645952
8.761141995709012e+17,J080523.2+281815
6.805313188753569e+17,J080534.9+240950
6.69760915286932e+17,J080635.1+194806
6.767544964327917e+17,J080731.7+211753
9.355825873327018e+17,J080849.4+521515
6.706653967427978e+17,J080858.0+204842
9.289186234510436e+17,J080907.5+441641
9.355956826890532e+17,J080949.1+521857
9.058430311849558e+17,J081011.7+345857
9.220067154013926e+17,J081023.3+421626
1.0316252028970412e+18,J081257.8+522210
6.825931737590935e+17,J081303.8+254210
1.0326344858516374e+18,J081313.1+541647
9.3533430815907e+17,J081425.4+514633
9.0758847582943e+17,J081512.1+364336
9.313636280740326e+17,J081618.9+482328
3.063300078578566e+18,J081739.5-073308
9.00921857657174e+17,J081839.0+313100
6.757983336353377e+17,J081840.2+210208
6.761947075774536e+17,J081851.5+212333
9.009177387840818e+17,J081855.9+312712
6.761811311834785e+17,J081910.2+211739
9.046316786086234e+17,J082020.1+364004
6.762085158954117e+17,J082033.8+212426
3.0972707272691804e+18,J082103.2+075121
6.76119116153125e+17,J082125.4+210746
6.761190431364815e+17,J082133.8+210818
6.761582862548388e+17,J082141.1+212107
6.833230433217402e+17,J082214.2+275201
3.093775482883581e+18,J082225.0+055719
6.641240627687912e+17,J082226.2+205858
3.093775585962795e+18,J082231.9+055706
7.073494039090511e+17,J082400.2+280553
7.083874459650757e+17,J082443.3+295923
1.0900976135170884e+18,J082538.5+615729
9.302698545226496e+17,J082549.5+471027
7.075432271929887e+17,J082718.9+291841
7.075425056384838e+17,J082726.2+291601
6.78455544001937e+17,J083052.0+241059
1.02864882921643e+18,J083139.1+524205
7.106889643196755e+17,J083310.2+330729
7.106888956001993e+17,J083311.8+330631
1.0337528652714632e+18,J083454.9+553421
1.0302833219705512e+18,J083627.2+533440
1.0302839060861032e+18,J083628.7+533619
1.0302790270032548e+18,J083642.7+532838
3.07834015640077e+18,J083643.8+005452
1.0302210234693816e+18,J083658.7+530950
1.0346271488158794e+18,J083722.4+582501
1.092563405779922e+18,J083745.0+651335
9.0983999647017e+17,J083749.6+364145
1.0303329675014616e+18,J083803.6+540641
7.046845270246076e+17,J083839.1+285852
7.062523318232945e+17,J084002.3+294902
7.062521943843379e+17,J084012.0+294856
9.134014177114712e+17,J084035.4+412645
3.080049553383166e+18,J084106.7+031206
6.031159421142414e+17,J084127.1+131410
6.031030572133551e+17,J084136.3+130857
7.06051464792502e+17,J084304.8+292953
7.060484368392248e+17,J084309.8+292919
3.075812039864627e+18,J084621.1+013755
9.14225707834958e+17,J084809.9+444902
1.0103031298136024e+18,J084827.3+445434
1.01030367956943e+18,J084840.6+445733
1.0414017897093664e+18,J084846.1+611234
5.988711357402789e+17,J084849.6+111729
1.010302618715252e+18,J084858.1+445435
1.010304160605765e+18,J084905.0+445714
1.0102917911009032e+18,J084923.2+445250
5.329921240299993e+18,J085002.4-454141
6.049218856671619e+17,J085058.8+115138
6.04921855602676e+17,J085107.2+115302
6.049210309689528e+17,J085113.3+115140
1.0172075130804996e+18,J085116.3+520816
6.049207560912315e+17,J085118.2+115019
6.049174919160959e+17,J085118.6+114702
6.049206830760063e+17,J085119.0+115005
6.04917526275831e+17,J085119.1+114754
6.04921374566325e+17,J085119.7+115210
6.049172857576639e+17,J085119.9+114700
6.049215463650125e+17,J085120.7+115326
6.049213745663219e+17,J085121.7+115237
6.049177281385082e+17,J085123.7+114949
6.049173544772051e+17,J085127.1+114656
6.049180416718898e+17,J085128.1+114927
1.0172072768583154e+18,J085128.9+520717
6.049164224684648e+17,J085131.2+114550
6.04916559907415e+17,J085136.0+114633
6.04918213470565e+17,J085137.8+115057
6.114620600025925e+17,J085258.3+162459
1.0171104124595348e+18,J085318.5+511930
1.017110416755942e+18,J085320.6+511907
1.0167440689294472e+18,J085408.0+502941
1.0296784531363622e+18,J085417.6+532735
5.77820023553297e+17,J085436.4+022023
7.059172556544279e+17,J085441.7+305754
1.0101600215037494e+18,J085605.8+450520
9.130154590664412e+17,J085641.5+424254
5.974313982782468e+17,J085723.9+090348
5.21529165553427e+18,J085742.6-771931
6.122769312615923e+17,J085850.4+182604
6.930228017588177e+17,J085946.3+274534
6.84783675799868e+17,J090036.1+204830
6.849722463403715e+17,J090036.8+205340
6.849798742017249e+17,J090039.2+205938
5.628258258606113e+18,J090441.4-322247
5.763426922424882e+18,J090450.5-014524
7.134445079616054e+17,J090516.6+340921
5.80071514129453e+17,J090642.1+045039
1.0166535353149e+18,J090653.2+520519
1.0166056378405692e+18,J090714.4+520343
1.0166044996720536e+18,J090731.6+515956
8.154409832868065e+17,J090809.7+394349
6.984522546006257e+17,J090843.2+285230
5.920020098610647e+17,J090923.5+105303
5.920592488896468e+17,J090934.4+110549
5.920055789781604e+17,J090948.6+105634
1.023663742279638e+18,J091023.3+541400
1.0236635404176676e+18,J091026.9+541243
1.0236704467245896e+18,J091028.9+542718
5.742368530268889e+18,J091338.8-101919
6.989857969137917e+17,J091341.1+300314
7.157622484097668e+17,J091342.4+372603
8.154317362206116e+17,J091409.1+405549
5.906229087482378e+17,J091449.0+085321
6.876557032503107e+17,J091501.7+241812
6.987200200414244e+17,J091557.3+292618
1.019341703805506e+18,J091757.4+514232
5.866555959150964e+17,J091824.3+063653
1.019338916371222e+18,J091828.5+513932
6.384304345311581e+17,J091848.6+211717
8.18988999933953e+17,J092014.0+453156
6.9579363548475e+17,J092143.4+293824
1.0191552335062028e+18,J092150.8+510036
3.8459388461394647e+18,J092158.8+034235
5.429515690730619e+18,J092246.4-395935
7.005221926151357e+17,J092347.9+310754
6.184240301901503e+17,J092405.3+141021
3.844747731449494e+18,J092438.4+022052
3.844701139644264e+18,J092459.0+021831
3.844748521723471e+18,J092500.4+022222
6.974572996564531e+17,J092627.3+305511
7.987760592053729e+17,J092633.6+362450
6.974579911475772e+17,J092636.3+305504
7.98764346831516e+17,J092638.7+362402
6.970629529390245e+17,J092712.6+294344
6.970629872987628e+17,J092713.8+294335
6.339390626755956e+17,J092832.8+184824
6.349652162619356e+17,J093221.6+212821
7.972712100406097e+17,J093342.5+340154
6.979208468870623e+17,J093348.3+313335
1.024711031400698e+18,J093411.0+551143
3.852306972674535e+18,J093455.5+051409
3.8508034635380495e+18,J093514.7+033545
1.0629374085653169e+18,J093551.5+612111
1.0214264422791328e+18,J093759.4+542426
3.8404340380958986e+18,J093844.4+005715
3.840435373830906e+18,J093845.6+005926
8.135900585404143e+17,J093856.9+412821
8.136927555027178e+17,J093949.6+414154
3.848118078185949e+18,J094057.1+032401
8.013781952087256e+17,J094124.0+394442
1.0505629850153718e+18,J094133.7+594811
5.884520261160172e+17,J094234.0+092239
3.819395978315208e+18,J094336.9-081930
3.848312618729354e+18,J094434.9+043207
7.948651350022729e+17,J094525.9+352103
1.0217714827679616e+18,J094629.6+545155
1.0217714484083904e+18,J094645.5+545232
6.195252898691119e+17,J094800.9+161707
7.445467756291301e+17,J094941.1+295519
1.0493718703250472e+18,J095014.0+580136
1.0498469323633244e+18,J095151.5+594430
6.402384053089821e+17,J095209.5+214313
8.278160167210328e+17,J095240.2+515249
8.278170174487802e+17,J095240.5+515608
8.278177046435471e+17,J095241.4+515848
8.278169830890413e+17,J095244.0+515543
6.260968690048558e+17,J095404.9+174218
8.064954898260502e+17,J095438.7+403204
3.832692028832113e+18,J095500.1-013006
6.200135460463089e+17,J095504.5+170556
1.0498106098243476e+18,J095511.3+594030
3.8483629557462257e+18,J095743.3+024823
7.468820309522628e+17,J095744.4+330820
3.836326778050583e+18,J095748.4+023731
3.836350275816503e+18,J095754.7+023832
3.848363642940991e+18,J095755.0+024806
3.848363647236096e+18,J095756.7+024840
3.8362449632186097e+18,J095759.4+020436
7.966225969629569e+17,J095803.3+362047
3.834712793765445e+18,J095810.8+014004
3.836309937484027e+18,J095819.8+022903
3.874634514781724e+18,J095820.5+073435
3.8347203872676577e+18,J095822.1+014524
3.836248747084784e+18,J095823.0+021311
3.8363052645597297e+18,J095824.4+022333
3.877646592525778e+18,J095836.5+074556
3.836308910986656e+18,J095839.0+022723
3.834532851815807e+18,J095844.9+014308
1.070464905689334e+18,J095847.8+690532
3.8345201043528207e+18,J095849.0+013219
3.8363056081569695e+18,J095849.3+022510
3.881340852811309e+18,J095852.2+120244
3.834529896878246e+18,J095858.8+013745
3.8363367380797343e+18,J095900.0+023949
3.836257092206357e+18,J095902.7+021906
3.83635453642448e+18,J095908.3+024309
3.836280766065921e+18,J095917.5+022206
3.836249601783329e+18,J095918.6+020951
3.836229741854755e+18,J095920.9+020031
3.836342446091292e+18,J095921.2+024030
3.836343335149868e+18,J095921.2+024412
3.83628014759098e+18,J095923.5+022226
3.836279666554638e+18,J095928.3+021950
1.0651057829350154e+18,J095929.8+633359
3.836357147764609e+18,J095935.6+024839
3.836236338924281e+18,J095938.2+020450
3.836239843617856e+18,J095938.9+021200
3.836341926400592e+18,J095942.0+024103
3.836345156215916e+18,J095946.0+024743
3.8362773300924334e+18,J095946.9+022209
5.46372702938438e+18,J095953.5-301557
3.836339040181929e+18,J100010.1+023745
3.836290318072887e+18,J100012.9+023522
3.836016574037986e+18,J100013.5+013738
3.834510449266156e+18,J100013.6+013034
3.836262211807328e+18,J100013.7+021221
3.8362856107887606e+18,J100014.0+022838
3.836019876867492e+18,J100020.9+014431
3.836440263971531e+18,J100030.0+025142
3.836038667349801e+18,J100033.4+015237
3.836046123412862e+18,J100034.9+020234
3.836258191717526e+18,J100037.9+020822
3.836069006998532e+18,J100046.7+020404
3.836070484467194e+18,J100048.4+020734
3.836286263623745e+18,J100050.1+022854
3.836260047143399e+18,J100051.5+021215
3.8362881190496297e+18,J100055.3+023441
3.836271076619422e+18,J100055.6+022150
3.836040595789719e+18,J100057.4+015548
3.8363884838458737e+18,J100100.3+024413
3.836260528179737e+18,J100105.3+021348
3.8362738941203937e+18,J100118.5+022738
3.836071309101096e+18,J100123.0+020851
3.836268911955937e+18,J100124.8+022031
3.836068044925994e+18,J100129.6+020643
1.0448645985013144e+18,J100129.6+545438
3.836397559111717e+18,J100135.4+025405
3.836048150637259e+18,J100142.1+015319
3.836080654949748e+18,J100143.1+021728
3.8363685594924887e+18,J100143.1+023251
3.836391610582076e+18,J100148.9+024821
7.436590187733601e+17,J100149.5+284708
3.836371750653279e+18,J100149.6+023853
3.8360536481954616e+18,J100151.1+020032
3.8360746763552737e+18,J100152.1+021158
3.836363298157626e+18,J100153.2+022436
3.8363964209453885e+18,J100156.7+025312
3.836396803197631e+18,J100200.0+025334
3.835970742441654e+18,J100200.8+013707
3.836060833675604e+18,J100201.5+020329
3.836060833675604e+18,J100201.6+020355
3.836175693986153e+18,J100202.7+022434
3.8363707928755046e+18,J100205.0+023731
3.8360507662725135e+18,J100206.7+015913
3.835971734578736e+18,J100212.1+014232
3.836365604555002e+18,J100217.4+022959
3.836049559386216e+18,J100219.4+015536
3.836392710093712e+18,J100219.4+025049
3.8363801000696e+18,J100226.1+024610
3.836392366496222e+18,J100228.6+024901
3.836063165843105e+18,J100229.1+020931
3.83599579069096e+18,J100229.3+014528
3.8363724722076047e+18,J100232.1+023537
3.8363802718683e+18,J100237.9+024700
3.835993793530896e+18,J100238.7+013936
7.467075221360301e+17,J100248.8+325130
3.836372987603692e+18,J100249.3+023746
3.836003964013488e+18,J100305.0+015156
3.836011042119352e+18,J100321.6+020327
8.22438958184335e+17,J100352.8+473653
8.068531747023551e+17,J100433.8+411234
8.068531789996901e+17,J100434.9+411242
8.068499792466798e+17,J100441.0+410943
8.228405247432544e+17,J100443.4+480156
7.458516167580722e+17,J100627.8+320219
7.458482838634213e+17,J100634.2+315900
7.475377865586648e+17,J100656.4+345445
3.873206524054702e+18,J100711.8+053209
3.881650498478729e+18,J100717.2+124543
3.831947732474894e+18,J101108.3+002908
3.828696197419013e+18,J101215.6-030700
3.829940677077599e+18,J101230.1-010743
3.873678940392872e+18,J101246.5+061604
3.8314498942257377e+18,J101401.7-005256
8.024626229093582e+17,J101659.8+390422
5.258583929469167e+18,J101702.2-575446
3.8304409849326336e+18,J101739.5-012728
5.258563412384119e+18,J101853.3-580753
7.408818929198213e+17,J101956.5+274402
8.094208779508773e+17,J101957.7+452949
7.408823052371077e+17,J102001.5+274526
7.557897244041701e+17,J102200.8+382830
7.558137075017491e+17,J102223.7+383424
6.246494950907503e+17,J102229.3+192939
1.0525339970476134e+18,J102332.1+633508
3.860228030534805e+18,J102347.0+040749
5.255678160756667e+18,J102358.0-574548
5.255678126388772e+18,J102400.5-574524
5.255678126388775e+18,J102400.7-574525
5.255678126388771e+18,J102401.3-574529
5.255678092037196e+18,J102401.5-574557
5.255678126388769e+18,J102402.6-574534
5.255678126396954e+18,J102404.8-574528
5.255677056923564e+18,J102418.4-574829
7.546421134385742e+17,J102700.5+364016
7.293350966829093e+17,J102712.6+283123
3.855170410190523e+18,J102741.3+003003
5.255417232905145e+18,J102827.8-581906
1.0535201258341876e+18,J102907.0+651024
1.0535068243198944e+18,J102923.0+650259
7.277796313273391e+17,J102924.3+262455
8.28974322162267e+17,J102957.8+431430
3.861894920227228e+18,J103031.6+052455
8.54993680712356e+17,J103134.6+574446
8.548024687689171e+17,J103227.9+573822
3.862003810533053e+18,J103249.8+054118
8.55015945822812e+17,J103318.9+575127
8.548219507404192e+17,J103341.5+573644
8.548102684293733e+17,J103357.6+573654
8.548061796205029e+17,J103433.6+573231
7.55461249600691e+17,J103456.3+393941
1.0492263954885064e+18,J103623.0+622849
7.344443210585924e+17,J103633.5+282821
8.307422981990152e+17,J103715.3+465014
3.859097968804107e+18,J103924.7+051341
3.858717984457586e+18,J103925.0+050547
7.794169966300168e+17,J103934.1+395257
8.555418216183471e+17,J104043.6+593409
7.792534442751095e+17,J104044.5+395711
7.792534399801701e+17,J104044.6+395649
5.350370026290391e+18,J104117.5-594037
3.8072311191042734e+18,J104127.7+000305
3.806480393180783e+18,J104130.1+000118
3.8064787782729e+18,J104133.4-000236
5.350371606837807e+18,J104213.6-593557
5.254287828331325e+18,J104219.4-595051
5.350408096881495e+18,J104220.8-590908
5.254285182631238e+18,J104222.6-595901
3.807446692102731e+18,J104230.1+010223
3.858282857026223e+18,J104231.4+050238
5.350377443673438e+18,J104245.4-592513
5.350377447993705e+18,J104248.1-592528
5.350400911370011e+18,J104301.2-592334
5.2542601000198e+18,J104306.3-601712
5.350406825572048e+18,J104314.2-591212
8.555508882934561e+17,J104321.3+590943
5.350363734137352e+18,J104336.9-593247
5.350363635363397e+18,J104339.3-593357
5.350364150774939e+18,J104339.9-593124
5.350363837216606e+18,J104345.9-593329
5.350363463580097e+18,J104346.7-593356
5.350363841537244e+18,J104346.9-593318
5.350363841537246e+18,J104348.6-593324
5.350363841537241e+18,J104348.7-593335
5.350363875885952e+18,J104351.6-593257
5.350363360501082e+18,J104351.8-593550
5.254268071479969e+18,J104352.2-600704
5.350363772818061e+18,J104353.5-593410
5.350363807177546e+18,J104355.1-593314
5.350363807162569e+18,J104357.5-593338
5.350362501507345e+18,J104358.0-593717
5.35036390593614e+18,J104358.4-593301
5.350360061970931e+18,J104400.9-594410
5.350362638946369e+18,J104401.0-593535
5.350362432793015e+18,J104402.0-593751
5.35036294818405e+18,J104405.8-593511
5.350363154342552e+18,J104408.0-593344
5.350362978223239e+18,J104409.9-593436
5.350357519345171e+18,J104410.3-594311
3.8654992267177774e+18,J104412.5+064239
5.25426996126577e+18,J104415.8-600309
5.350396616408293e+18,J104417.7-591653
