name,ra,dec,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,powlaw_gamma_mean,e_powlaw_gamma_mean,e_Fcsc_h,var_intra_prob,var_inter_prob,Class
2CXO J141908.2+075449,214.7845833333333,7.913686111111112,6.544000000000001e-14,1.37e-14,1.667e-13,1.7200000000000005e-14,1.352e-12,0.9979788456080284,0.1810313177954666,9.5e-14,0.124,,AGN
2CXO J141915.4+532759,214.81425,53.46663055555556,8.294924711130261e-15,8.789559333279793e-16,1.819459726412648e-15,4.2980187802939815e-16,7.016393653682408e-16,,,5.554500091855436e-16,0.89,,LM-STAR
2CXO J141927.0+075749,214.862875,7.963805555555556,1.0496010577195988e-13,2.4225005850372235e-14,2.7279999999999998e-14,6.610000000000001e-15,3.878956542500588e-14,,,1.2762432644784127e-14,0.142,,AGN
2CXO J141943.8+524618,214.9328333333333,52.77178055555555,3.2252273984859423e-16,6.29432323025281e-17,1.60949963031237e-16,3.4055131007875484e-17,6.152099493648521e-16,,,1.2817416307719824e-16,0.835,0.518,LM-STAR
2CXO J141946.3+525942,214.9432083333333,52.995158333333336,6.648623484848908e-14,1.0367232521521319e-15,1.3138337004215588e-14,3.553439483958017e-16,9.509548776322638e-15,5.156596917837075,0.4940586120875343,5.460462252148123e-16,1.0,1.0,LM-STAR
2CXO J141949.3+060654,214.95579166666664,6.115019444444444,2.146e-14,3.440000000000001e-15,1.6752021154391972e-14,3.045001861743728e-15,2.0364782712502945e-14,,,6.696159104528721e-15,0.539,,AGN
2CXO J141956.6+060749,214.9859583333333,6.130294444444444,3.8348613477367166e-14,4.6160329588450576e-15,2.1947978845608036e-14,3.335001699853056e-15,3.988531157230222e-14,2.753043457499412,0.4117546236856547,9.782227934346134e-15,0.603,,AGN
2CXO J142033.5+525917,215.139875,52.98809722222222,2.089526818802653e-16,3.6262100241454016e-17,2.2194017889385604e-16,3.6726363146178687e-17,9.058005810607045e-16,,,1.5143382708203354e-16,,0.194,AGN
2CXO J142048.6+394532,215.20270833333333,39.75907222222222,8.108710969561978e-15,2.338024012566789e-15,1.1078776730168832e-14,2.624502613640829e-15,8.525191538243212e-14,,,1.7060005316774207e-14,0.524,,AGN
2CXO J142123.9+463318,215.3499583333333,46.55506944444444,2.199388791032287e-15,6.576336190411283e-16,3.367050744444848e-15,8.425336915636586e-16,8.616767104072895e-15,,,2.4720192379653364e-15,0.738,0.869,AGN
2CXO J142134.4+531753,215.3937083333333,53.298313888888885,1.0264163174705257e-15,2.6231000606341804e-16,1.5518315037978203e-16,8.290902960285752e-17,8.940879161438111e-16,,,4.828472182389506e-16,,,LM-STAR
2CXO J142258.2+193322,215.74266666666665,19.55613333333333,5.48e-14,5.879999999999999e-15,3.9722761558110976e-14,5.361370540962561e-15,1.249797884560803e-13,1.906553460337663,0.2251219137049391,1.7650032119015432e-14,0.402,,AGN
2CXO J142259.8+193536,215.749375,19.593533333333333,3.110202115439197e-14,4.845001170074448e-15,2.6314571168583224e-14,4.475923415184223e-15,8.017977696892558e-14,1.6873736480059067,0.1978088476943424,1.4682724579880174e-14,0.701,,AGN
2CXO J142301.0+533311,215.75454166666665,53.553275,1.4219180210684175e-14,1.475168911242996e-15,9.167992027000736e-15,8.930012445986352e-16,2.17843505668854e-14,2.176968268412044,0.1895672982115251,2.6455322236581908e-15,0.783,0.102,AGN
2CXO J142315.5+235817,215.81483333333333,23.97145,8.614477122534824e-15,1.956997181420147e-15,3.020202115439197e-14,3.455001640813324e-15,1.926797884560803e-13,1.67217038385124,0.224049598358524,1.7950031582208327e-14,0.581,,AGN
2CXO J142342.0+454111,215.9250833333333,45.68664166666667,5.776202115439197e-15,1.925500029441762e-15,4.0897978845608016e-15,9.765000580543905e-16,1.2863989422804012e-14,,,3.167500447435752e-15,0.913,,AGN
2CXO J142433.8+461543,216.14125,46.261969444444446,1.532161315124268e-15,3.8315605437473215e-16,1.643388057157458e-15,3.361467841160439e-16,3.647313557690287e-15,,,8.631488438074213e-16,0.86,0.989,AGN
2CXO J142435.9+421030,216.14991666666663,42.17511666666667,3.574e-14,5.37e-15,2.000648655101533e-14,4.3956822922092255e-15,2.273095194763871e-14,,,8.376370604032248e-15,0.063,,AGN
2CXO J142438.1+225600,216.15879166666664,22.933463888888888,9.717036139327482e-14,2.083353509901444e-15,1.0537628054331877e-13,2.380995938704816e-15,4.244144316625979e-13,,,9.68585086966294e-15,0.877,1.0,AGN
2CXO J142439.8+344454,216.16591666666665,34.74854722222222,1.23141480807438e-13,1.1252468898492452e-14,7.137084617567887e-14,6.4714017675014754e-15,2.40282961614876e-13,1.7520423087839427,0.0782901787649829,2.2904851565687125e-14,0.487,,AGN
2CXO J142452.0+263715,216.2170833333333,26.62089444444445,2.8044571168583223e-14,3.656130525377123e-15,1.5052338470271538e-14,2.9204969669265855e-15,3.311701541081462e-14,,,8.851475741617696e-15,0.529,,AGN
2CXO J142507.3+323137,216.28054166666664,32.527030555555555,4.392e-14,9.19e-15,2.591e-14,6.28e-15,1.020946654533884e-13,,,2.283394189467489e-14,0.789,,AGN
2CXO J142511.3+332026,216.29725,33.340561111111114,7.276797884560802e-14,1.2435000455891544e-14,4.1842973102030685e-14,8.211460969654975e-15,8.241999999999999e-14,,,1.998e-14,0.538,,AGN
2CXO J142512.9+340030,216.303875,34.00844166666667,8.642393653682408e-14,1.7685002884992835e-14,3.5280846175678864e-14,7.661184036193179e-15,1.0656010577195988e-13,,,2.5825005487909762e-14,0.009,,AGN
2CXO J142543.3+335543,216.43041666666664,33.928780555555555,3.0292441042756354e-14,4.9143467570294706e-15,1.8981354896871552e-14,2.686654932460995e-15,4.247407288310784e-14,,,8.035301976358623e-15,0.962,0.893,AGN
2CXO J142557.6+334626,216.49016666666665,33.77395555555555,1.930030260165892e-14,2.895595737777967e-15,2.0462160735121988e-14,2.0568922828439644e-15,1.0716606361183305e-13,2.06158519192562,0.1375202008112045,8.977734909649952e-15,0.99,1.0,AGN
2CXO J142607.7+340426,216.53225,34.073997222222225,4.593325402485108e-14,3.794751143857723e-15,1.7275621431730188e-14,1.5740585571694334e-15,2.903089365006428e-14,2.6183196133105087,0.1405835020502092,4.043626832371241e-15,0.977,0.762,AGN
2CXO J142610.5+441124,216.544125,44.190016666666665,2.275319153824321e-15,1.3788000065784872e-15,3.0677967358453328e-15,1.709786792436061e-15,2.8143184645950395e-14,,,9.811812067064142e-15,0.285,,AGN
2CXO J142616.5+335326,216.56916666666663,33.89061944444445,7.188194113798875e-14,7.037406503554232e-15,4.197182815575319e-14,3.991115309515738e-15,1.303739004412406e-13,1.9253830764864228,0.1390260994726114,1.3398795504490875e-14,0.728,0.196,AGN
2CXO J142620.4+335436,216.58529166666665,33.91023611111111,1.3100075396203684e-15,6.240570135458589e-16,4.08490164852426e-15,1.7612067693383761e-15,1.5827813295375426e-14,,,8.820974680998026e-15,0.863,,LM-STAR
2CXO J142622.6+334202,216.5945,33.70070833333334,1.789374878300598e-14,2.784957589291396e-15,1.1727344858230406e-14,1.529238309335972e-15,2.856543538301532e-14,2.0807449985808746,0.2681429563383673,4.422750596981452e-15,0.995,0.882,AGN
2CXO J142645.1+342724,216.68791666666667,34.456722222222226,1.9178719249327025e-14,5.8711163124498136e-15,2.4362115439197133e-15,2.466229876203012e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J142651.5+351924,216.714625,35.323425,5.6532806756442925e-14,4.05122375051931e-15,2.7723204332035882e-14,2.829924508542741e-15,1.0310407480864045e-13,2.1057344213848888,0.2786955478631741,1.0754607006103311e-14,0.101,1.0,AGN
2CXO J142716.0+440718,216.8170833333333,44.12175,1.437574244551219e-14,2.109642171362395e-15,4.757461191608903e-15,8.510929921432866e-16,9.816332855824252e-15,,,2.3079685395843624e-15,0.985,0.845,AGN
2CXO J142734.8+352543,216.89512499999995,35.428777777777775,2.461074490099312e-14,5.217522011626731e-15,1.3942886253417514e-14,3.3410371110603053e-15,5.013886130552664e-14,,,1.2658010616840055e-14,0.906,0.108,AGN
2CXO J142754.9+330009,216.978875,33.002763888888886,2.770081787857005e-14,5.684829122142304e-15,1.9950885807925582e-14,3.982424468219695e-15,1.104352073978745e-13,,,2.0977843574541918e-14,0.671,0.852,AGN
2CXO J142800.6+350454,217.002875,35.08192777777778,3.914e-15,2.372e-15,3.224086762374516e-15,1.5317637701145956e-15,8.723325184656083e-15,,,4.655394545119901e-15,0.525,,AGN
2CXO J142810.3+353846,217.04291666666663,35.64637777777778,7.12667179248269e-14,5.164390011870764e-15,4.408247681632566e-14,2.8050224721764518e-15,1.431812388090105e-13,1.7735957691216058,0.0690032863051502,9.929914013503677e-15,0.949,0.277,AGN
2CXO J142817.7+354021,217.074125,35.67276944444444,3.498820990839001e-14,3.381307260175939e-15,2.79381194884364e-14,2.245284716330486e-15,8.375865294112617e-14,1.776180961047226,0.1575291522177346,7.389936841402054e-15,0.523,0.935,AGN
2CXO J142836.2+335819,217.151,33.97195555555556,1.693081784939682e-14,2.4698101697119638e-15,4.436277117474128e-15,9.883790006785897e-16,7.319751808239358e-15,,,2.694176084973687e-15,0.996,0.98,LM-STAR
2CXO J142900.3+344326,217.251625,34.72391944444445,3.2303086691266775e-14,3.1882232781072858e-15,9.782755198903676e-15,1.4816333794710226e-15,4.137025916883606e-15,6.507111515537203,1.5673931453704772,2.0805624483919283e-15,0.531,0.984,LM-STAR
2CXO J142904.6+294342,217.2695416666666,29.72845,3.813e-15,2.131e-15,4.456e-15,2.49e-15,3.3359999999999996e-14,,,2.0219999999999998e-14,0.417,,AGN
2CXO J142917.2+342130,217.32179166666663,34.358333333333334,3.543063360947986e-14,3.336640019393493e-15,2.0191475475117282e-14,1.942243597263949e-15,5.659126368820342e-14,2.0483301905064946,0.2038031429293761,6.208363763745657e-15,0.716,0.924,AGN
2CXO J142918.1+343024,217.32541666666663,34.50689166666667,4.796959639945836e-14,3.588104222315503e-15,8.267040020473609e-15,1.0478237193486765e-15,1.1495109413468864e-14,8.247345362564358,2.359924038445571,2.6482837822497187e-15,1.0,0.999,LM-STAR
2CXO J142924.2+353013,217.350875,35.50376388888889,2.1017480892279523e-15,7.420824435481205e-16,2.022015106645848e-15,8.499713122729113e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J142942.6+335655,217.42766666666665,33.94863055555555,3.7361727894072726e-14,3.627580445526167e-15,2.3345393960343923e-14,2.071749667833677e-15,7.595445964139423e-14,1.6479471140200717,0.1317691642315085,7.077411749298865e-15,0.64,1.0,AGN
2CXO J142943.6+385932,217.43191666666664,38.99229166666667,4.6155946204061365e-14,1.6092981856221303e-14,1.2163989422804014e-14,6.797500208496185e-15,3.4137978845608035e-14,,,1.907500029719588e-14,0.206,,AGN
2CXO J142958.5-591136,217.49374999999995,-59.19334166666666,7.978845608028655e-18,6.028102749890869e-18,8.771191538243209e-16,5.050000179612239e-16,1.7639999999999998e-14,,,4.999999999999999e-15,,,NS
2CXO J142959.5+353027,217.49829166666663,35.50760277777778,2.930721123380743e-14,6.0427031878183424e-15,6.441548308294891e-15,2.550925362004323e-15,5.981740552339082e-15,,,4.519268631593185e-15,0.265,,LM-STAR
2CXO J143016.1+351923,217.56741666666665,35.323258333333335,2.6319353881086165e-14,1.118207675439756e-14,1.2349574614729636e-14,4.1940019464412256e-15,2.1796808461756783e-14,,,1.2182000074457543e-14,0.958,,AGN
2CXO J143026.7+343023,217.6113333333333,34.50645277777778,2.7042021154391972e-14,7.41500076453285e-15,6.093349047467528e-15,3.031009242265238e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J143031.7+322145,217.6324583333333,32.36266944444444,1.4617390207536e-14,4.900400583656313e-15,1.0298404230878396e-14,3.861000058731016e-15,2.467e-14,,,1.139e-14,0.343,,AGN
2CXO J143034.8+335945,217.6452083333333,33.99592777777778,3.962795678889397e-14,6.860878576460271e-15,1.707390271019639e-14,3.078105122936316e-15,2.8514365372787896e-14,2.204661529728458,0.2459726282076724,7.39379284010528e-15,0.34,0.699,AGN
2CXO J143040.9+342857,217.670625,34.48267777777778,5.863595769121606e-15,4.467000050763478e-15,3.6742021154391976e-15,2.370500023914834e-15,2.0175205800342366e-14,,,1.0316785460401788e-14,0.511,,AGN
2CXO J143102.2+341958,217.7595,34.33285555555556,1.524004454269458e-15,7.923482740498295e-16,2.988418458503394e-15,1.1127032743090418e-15,7.391332716646714e-15,,,2.9699132949525764e-15,0.777,1.0,AGN
2CXO J143120.5+395241,217.8355833333333,39.878194444444446,2.606e-13,2.08e-14,2.054202115439197e-13,1.8850030074306937e-14,7.293724992904373e-13,1.699180961047226,0.1425322202115655,6.963771433978775e-14,0.787,,AGN
2CXO J143132.1+341417,217.883875,34.238216666666666,1.9625903607505948e-14,3.1191890941125684e-15,2.251522693245909e-14,2.954025144207555e-15,3.833602476152688e-14,,,7.179241061260859e-15,0.707,0.877,AGN
2CXO J143156.4+325137,217.985,32.86051666666667,1.5387788250788801e-15,7.81234147096051e-16,1.0628717672426806e-15,4.44258379850506e-16,7.304981973611465e-14,,,8.084776421979385e-15,0.319,1.0,AGN
2CXO J143157.9+341650,217.99141666666665,34.28068888888889,2.3312322678058484e-13,1.6184754228169042e-14,1.0749212433953779e-13,7.623209167445435e-15,2.8052697866625975e-13,,,2.3885728557307304e-14,0.742,0.342,AGN
2CXO J143200.8+343123,218.0035,34.52323611111111,5.438146824929315e-15,9.361805153302448e-16,1.0915334167759424e-15,3.0330627709496043e-16,5.1783744202417815e-16,,,3.6623749665875056e-16,0.916,0.997,LM-STAR
2CXO J143201.7+343526,218.00729166666665,34.590580555555555,1.7990409743524718e-15,3.996640676382215e-16,1.4395721611099049e-15,3.221601425727675e-16,6.8016527508916935e-15,,,1.353664771278355e-15,0.987,0.992,AGN
2CXO J143205.5+575516,218.02325,57.92135555555555,1.5232021154391973e-15,1.122500050503441e-15,7.978845608028655e-18,6.028102749890869e-18,1.4192021154391972e-14,,,9.315000608589502e-15,,,AGN
2CXO J143210.9+354620,218.04575,35.772391666666664,6.871e-14,1.2560000000000002e-14,5.137327893075556e-15,2.862975761331009e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J143217.0+344017,218.07125,34.67149722222222,4.475223980200616e-14,3.796497087461443e-15,1.0975734460274216e-14,1.5447974104110262e-15,7.389025896981109e-15,5.614304202495885,1.1463470836527834,2.2427825923166952e-15,0.992,1.0,LM-STAR
2CXO J143217.0+345228,218.07104166666664,34.87444444444444,4.866e-15,2.7190000000000002e-15,2.686e-14,6.610000000000001e-15,6.966202115439198e-14,,,2.00750002823916e-14,0.853,,AGN
2CXO J143219.5+341728,218.08125,34.291333333333334,9.255566503844877e-14,1.2441630416607218e-14,4.0846162053287984e-14,6.155365032898159e-15,1.2415225564584894e-13,,,2.146316562116229e-14,0.592,0.492,AGN
2CXO J143220.1+331511,218.084,33.25331388888889,1.2467921364766222e-14,6.201563046220631e-15,1.0930050588548987e-14,4.0271387109891626e-15,1.2061595769121606e-14,,,7.309000031024826e-15,0.727,,AGN
2CXO J143244.4-005914,218.18516666666665,-0.9874694444444444,2.1392126926351835e-13,9.902061244102042e-15,1.3010105771959857e-13,6.752099307393816e-15,3.652000000000001e-13,1.9609894228040143,0.0915154877913613,2.26e-14,0.1,,AGN
2CXO J143310.5+525830,218.29404166666663,52.97504166666667,7.978845608028655e-18,6.028102749890869e-18,7.0591915382432114e-15,4.412000205585177e-15,9.564e-14,,,3.965999999999999e-14,,,AGN
2CXO J143352.2+052729,218.46779166666664,5.458294444444444,2.4060951947638716e-14,8.066423277766644e-15,1.5318613477367172e-14,5.135928375390751e-15,1.3882126926351828e-12,0.478426533985835,0.5277228142222017,9.902061244102041e-14,0.933,,AGN
2CXO J143429.7+351731,218.62404166666664,35.29206388888889,6.500243175987113e-15,1.5893376204292257e-15,1.5597606346317593e-15,6.021500084731549e-16,4.000202115439198e-15,,,2.3755000238644975e-15,0.306,,LM-STAR
2CXO J143447.7+353409,218.699125,35.569250000000004,4.185216789506694e-14,7.926742584987068e-15,5.764427597942861e-15,2.1785909778471986e-15,5.051407154442941e-15,,,3.816391850955909e-15,0.869,,LM-STAR
2CXO J143525.2+400112,218.855375,40.02013055555555,6.4472021154391975e-15,3.6025000157363256e-15,1.6090797884560802e-15,1.2229500004635521e-15,5.4330000000000005e-15,,,4.129000000000001e-15,0.888,,AGN
2CXO J143529.1+340440,218.87129166666665,34.07802222222222,9.48926411867718e-16,4.125853204071818e-16,5.983336321460688e-16,4.520474252143162e-16,1.317307409885531e-15,,,9.952397640069825e-16,,,LM-STAR
2CXO J143530.9+354401,218.8790833333333,35.733786111111115,8.875305589968114e-15,4.4142336415263055e-15,4.253797884560803e-15,2.3765000238544555e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J143543.7+342906,218.93216666666663,34.48508888888889,4.3672021154391976e-15,2.646500021420788e-15,1.0092819038952774e-14,3.784501213343501e-15,1.7704249257841782e-14,,,9.049541278434018e-15,0.485,,AGN
2CXO J143624.6+352536,219.102625,35.42693333333333,1.982104278210533e-14,4.673253623104238e-15,9.392764590248386e-15,2.7527790647389536e-15,1.873206529900064e-14,,,6.6337491602283535e-15,0.367,0.733,AGN
2CXO J143628.0+335524,219.117,33.92339444444444,2.8197605679936182e-14,6.408946802381638e-15,6.90227440876623e-15,2.326256886787037e-15,2.7242683524011663e-14,,,8.104544090293283e-15,0.405,0.491,AGN
2CXO J143633.0+344253,219.137625,34.71490277777778,5.314813005040852e-15,2.1240753418751268e-15,5.616903936692553e-15,2.0673754713684943e-15,7.258271214939403e-15,,,3.938562209041493e-15,0.778,0.067,AGN
2CXO J143737.0+341030,219.40416666666667,34.175061111111106,7.676145453185302e-14,4.023518387406194e-15,1.935202571366788e-14,1.2881297253857285e-15,1.808690202238933e-14,4.1419259596281,0.2677594830792175,2.554703673136277e-15,1.0,0.429,LM-STAR
2CXO J143756.4+351937,219.4852083333333,35.32696666666667,1.5636275007095628e-13,2.295417418651124e-14,6.887e-14,1.133e-14,1.8892021154391973e-13,2.2133736480059065,0.2451618653587126,3.4550016408133256e-14,0.661,,AGN
2CXO J143830.2+353915,219.62604166666665,35.654375,2.226435962466351e-13,2.6556170071338564e-14,1.1680000000000004e-13,1.4000000000000003e-14,4.447871924932702e-13,1.6747767301688314,0.1165588649890841,5.5611785400501485e-14,0.688,,AGN
2CXO J143835.9+431459,219.64979166666663,43.24980833333333,5.487913085001177e-15,2.729454978655274e-15,2.917361692351358e-15,2.2174000163622587e-15,1.0960797884560802e-14,,,6.849500008276533e-15,0.877,,AGN
2CXO J143859.0+033547,219.7459583333333,3.596425,1.928e-14,2.0900000000000004e-15,2.1924253852703656e-14,1.840443608285216e-15,6.068669809493506e-14,2.094180961047225,0.1655277432892693,5.556111239598173e-15,0.437,,AGN
2CXO J144009.7-034311,220.0404583333333,-3.719902777777778,1.0371670467462572e-14,3.342142407663591e-15,4.502554397775686e-15,1.7361054997936065e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J144223.8-171511,220.59949999999995,-17.253055555555555,1.2412021154391972e-14,1.805003140723796e-15,5.963e-15,1.3940000000000002e-15,7.405797884560805e-13,1.5847015410814624,0.1628042629800125,5.1950010912436553e-14,0.811,,AGN
2CXO J144231.7+011055,220.63216666666665,1.18205,7.211797884560802e-15,1.691500033514699e-15,4.188573466014165e-15,1.460261061814154e-15,1.3202021154391971e-14,,,5.4750010354357705e-15,0.021,,AGN
2CXO J144250.1+092001,220.70879166666663,9.333763888888887,1.574319153824321e-14,8.798000103096364e-15,1.1844787307364816e-14,7.177000284358933e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,AGN
2CXO J144300.6+520137,220.75254166666664,52.026975,7.738020005676503e-15,1.512405474911432e-15,3.850945965304602e-15,1.19972499068068e-15,1.1043191538243212e-14,,,3.6180002507025406e-15,0.272,,AGN
2CXO J144340.6+585653,220.91954166666665,58.94814444444444,3.95541365935891e-15,1.765827523203237e-15,1.7170797884560804e-15,1.3049500004344238e-15,6.965191538243211e-15,,,5.3060001709464404e-15,0.884,,AGN
2CXO J144441.5-012321,221.173,-1.3891944444444444,4.04965923229752e-14,4.500987559396979e-15,1.645e-14,2.77e-15,1.8748719249327024e-14,5.135609792464,0.9402052330736812,6.051083105883963e-15,0.469,,LM-STAR
2CXO J144554.7+012903,221.47816666666665,1.4842583333333337,1.1702763855541908e-14,2.9165750874363364e-15,6.392253852703657e-15,2.343348389650568e-15,1.993239365368241e-14,,,1.0518500048506062e-14,0.302,,AGN
2CXO J144628.2-641624,221.61770833333333,-64.27337777777778,2.674e-14,6.270000000000001e-15,1.5950211543919714e-13,1.5803587574586742e-14,1.7824148080743798e-12,0.8691915382432115,0.176005153571258,1.0552632672065285e-13,0.53,,AGN
2CXO J144647.3+091605,221.697125,9.268186111111111,2.3416275007095628e-14,2.0854594519786247e-15,1.0405212692635182e-14,9.630021192542597e-16,3.3089999999999995e-14,1.937277304526566,0.1235532722583883,3.3699999999999988e-15,0.756,,AGN
2CXO J144709.5+114715,221.7899583333333,11.787683333333334,2.9331692351357705e-14,1.4592486537450863e-14,3.672786158649348e-14,1.5602813901610137e-14,2.43913310237436e-14,,,1.842791010641639e-14,0.356,,AGN
2CXO J144712.1+404259,221.8005,40.71648611111112,3.3632338470271546e-14,2.3706122698213203e-15,8.362e-15,9.169999999999997e-16,5.429000000000001e-15,6.124236144458092,0.8499754353240322,1.619e-15,0.915,,LM-STAR
2CXO J144728.3+082939,221.8680833333333,8.494177777777777,2.768e-15,1.252e-15,5.893005288597993e-16,5.566250063653847e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J144738.2+082546,221.90916666666664,8.429569444444445,6.566797884560802e-14,6.365000890653729e-15,2.7592444242231395e-14,3.8856434561136175e-15,6.783743849865406e-14,2.3865228774651754,0.209203174178596,1.1742232624899632e-14,0.969,,AGN
2CXO J144741.7-020338,221.9239583333333,-2.0607416666666665,9.726191538243212e-15,5.895000153866295e-15,5.992808461756789e-15,4.566000198651293e-15,8.808645551263634e-15,,,6.65502543587952e-15,0.08,,AGN
2CXO J144842.4+042403,222.1769583333333,4.40091388888889,7.978845608028655e-18,6.028102749890869e-18,2.732956542500588e-15,1.359228409843804e-15,3.2935417344262075e-14,,,1.1487215562710756e-14,,,AGN
2CXO J144848.7+474041,222.203125,47.67826111111111,7.787393653682409e-15,2.283500223433764e-15,3.202988274088545e-15,1.636774368929046e-15,1.5742262384640535e-14,,,1.1893446725534686e-14,0.54,,LM-STAR
2CXO J144852.1+473509,222.21729166666665,47.586108333333335,3.433e-14,6.34e-15,4.6259999999999997e-14,6.950000000000001e-15,2.743797884560803e-13,1.1697661529728458,0.210069096580801,3.295001720488589e-14,0.976,,AGN
2CXO J144920.7+422101,222.33637499999995,42.35031666666667,4.6556792379740215e-15,2.711364331307445e-15,1.934877673016884e-15,1.4254500481216716e-15,1.396202115439197e-13,,,2.9250019381229065e-14,0.889,,AGN
2CXO J144921.6+631614,222.34004166666665,63.27056388888889,4.626551667578968e-15,6.814341892461771e-16,2.683215552202017e-15,4.968409279849459e-16,1.2795444133795463e-14,2.4504711402007167,0.4332565801312499,2.755786240945892e-15,0.768,0.559,AGN
2CXO J144932.7+002236,222.38629166666664,0.3768249999999999,3.4378401933447457e-13,2.895706826703547e-14,2.236031731587957e-13,2.3855347524447693e-14,4.729797884560803e-13,1.9725746147296344,0.1030792256120459,6.795000834291546e-14,0.719,,AGN
2CXO J144935.9+631835,222.39987499999995,63.30996944444444,2.2374071030726333e-16,1.3500102009495702e-16,1.3483625475626559e-15,3.94069311898512e-16,1.5156711945973426e-14,,,2.507680508976353e-15,0.665,0.45,AGN
2CXO J144944.0+630655,222.43366666666665,63.115325,1.2993989466380737e-13,1.0464939207131629e-14,3.5233867877803454e-14,2.452112017858301e-15,6.286727980919382e-14,2.569799033276272,0.139224662162932,6.3539967766260775e-15,0.61,0.934,AGN
2CXO J144948.4+581046,222.4518333333333,58.17948611111111,1.2307978845608027e-14,2.0750027320518804e-15,4.739e-15,8.379999999999998e-16,1.4292021154391972e-14,,,3.025001874052768e-15,0.012,,AGN
2CXO J144958.5+085911,222.494,8.98664722222222,6.179239339665448e-15,1.2027382487056092e-15,4.536690497210365e-15,7.88879651544531e-16,1.8403819244113272e-14,,,3.4276224487377687e-15,0.512,0.996,AGN
2CXO J145006.9+581456,222.529,58.24915277777778,2.0320211543919717e-13,6.5087157126143085e-15,1.137e-13,4.099999999999997e-15,2.760797884560804e-13,2.061978845608029,0.0401414750945109,1.2350045902840878e-14,1.0,,AGN
2CXO J145051.3-000129,222.71383333333333,-0.0249888888888888,1.4984359624663513e-14,2.9055639192037367e-15,1.0356808461756792e-14,1.792000506161659e-15,3.602e-14,,,5.8500000000000016e-15,0.332,,AGN
2CXO J145123.0-000626,222.84599999999995,-0.1072972222222222,4.045891601806772e-14,5.192547752211006e-15,3.6104967940866047e-14,3.584081937520634e-15,1.0443905633360665e-13,1.822213841350652,0.1715780186468694,1.1360091734934244e-14,0.976,1.0,AGN
2CXO J145125.9+580840,222.8583333333333,58.144688888888886,1.913e-14,2.499999999999999e-15,9.102808461756791e-15,1.2160007459223217e-15,1.808202115439197e-14,2.136426533985835,0.1742020914070791,2.975001905549434e-15,0.209,,AGN
2CXO J145133.1-554038,222.8880833333333,-55.67737777777778,2.2887978845608036e-14,4.7350011972567405e-15,1.4476169235135774e-13,1.4002591308243086e-14,2.939202115439197e-12,0.4455957691216057,0.1330017049549009,1.525003717379982e-13,0.043,,AGN
2CXO J145149.1+430125,222.9547083333333,43.02361666666667,1.0682393653682407e-14,1.798500283686952e-15,1.2082021154391972e-14,2.0650027452821374e-15,5.37631846459504e-14,1.4867555757768602,0.2665937934018456,9.03196855837007e-15,0.255,,AGN
2CXO J145151.3+430256,222.963875,43.04897777777778,5.5982832048152016e-15,1.306645531094286e-15,2.74346778084098e-15,8.736905271390141e-16,1.6577979879099652e-14,,,4.365930708141543e-15,0.394,0.217,AGN
2CXO J145200.2+430348,223.00116666666665,43.06361111111111,8.568969973506809e-16,3.162447669573496e-16,1.3352371293727024e-15,4.119400633771042e-16,9.475765738917724e-15,,,1.995982394697757e-15,0.683,0.892,AGN
2CXO J145203.0+430542,223.0128333333333,43.09504722222223,1.2055979609228178e-14,1.3135744185268277e-15,7.401171997754895e-15,9.465835715649764e-16,2.3810142870759196e-14,1.7327238441889032,0.1644473799578807,3.274152362210252e-15,0.87,0.435,AGN
2CXO J145206.4+580626,223.0268333333333,58.107275,1.9649649875578047e-14,1.2468273458715865e-15,1.1769956408287018e-14,7.810080520715935e-16,3.2999563339975486e-14,2.203361922094452,0.2010913603160336,2.5222855633933848e-15,0.847,1.0,AGN
2CXO J145207.3+580454,223.0304583333333,58.08188333333334,1.7909923065869953e-14,1.110752733878178e-15,1.5699625302629198e-14,9.016403494995438e-16,4.3851839016766817e-14,1.9799894228040145,0.1185119593361395,2.832388147331098e-15,0.894,0.823,AGN
2CXO J145210.5+292409,223.0438333333333,29.402575,1.255752655786151e-15,1.1661550046716943e-15,2.1218324442422312e-15,2.0461050012218506e-15,3.527202115439197e-13,,,5.495001031667125e-14,0.469,,AGN
2CXO J145215.6+430448,223.065,43.08018611111112,3.069592785060381e-14,1.9940655542618973e-15,2.0759696398927256e-14,1.5850245183565726e-15,5.745803356473248e-14,1.913628649425032,0.1578738029994092,5.23482074474408e-15,0.761,1.0,AGN
2CXO J145248.7+580255,223.20304166666665,58.04868611111111,1.3015477493745424e-15,2.7385126621816874e-16,2.817988274088545e-16,1.7607550467862008e-16,5.906330015273501e-16,,,3.8889771881576357e-16,,,LM-STAR
