_rs_gaia,_q,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist
"[0.32807909395902574, 1.6898529920650447, 3.5964146670208974, 4.45150636256141, 6.83877824680137, 8.568787238092135, 8.638867978016549, 9.362106943916904, 9.526356729152793]",73.0,0.32807909395902574,Gaia EDR3 5338655314033619840,166.32623416781,0.0763,-58.81202965243,0.0747,5338655314033619840,1.6360425158051103e+18,94442083.0,2016.0,0.681,0.0937,7.2691,8.724,-8.361,0.097,2.49,0.087,-0.0854,-0.1084,-0.1844,0.0877,0.2274,0.1558,-0.0044,0.1225,0.1899,0.018,322.0,0.0,321.0,1.0,3.2724,423.96,0.351,2.14,95.0,0.0,,1.4247,0.0212,0.011,-0.095,-0.053,-0.099,-0.048,38.0,25.0,0.136302,43.0,16.0,1.0,0.0289,82.4,1.0,27.0,1.132,0.13,0.0413,0.149,0.304,-69.857,-11.521,-34.374,27.201,0.0,340.0,1689.8,3.5252,479.358,17.617765,0.003567,0.0,,,,,,0.0,,,,,,,,,,2,,,,,,,0.0,,,,289.5530842495,1.2751870918,204.374048097,-56.4677757978,,,,,17.617765,0.003567,1689.8,,166.32630592837,1.5671,-58.81204071815,1.3928,0.005,0.328,166.32623416781,-58.81202965243,1545.98083,1326.78723,1824.4386,,,,10099.0
"[0.30673815996869064, 4.20637912083318, 4.668525286010852, 6.307788849778762, 6.355963957020441, 8.18115916933546, 9.853353534626955]",74.0,0.30673815996869064,Gaia EDR3 5338661533146770304,166.32701278022,0.027,-58.77094689186,0.0249,5338661533146770304,1.6360425158051103e+18,256766411.0,2016.0,2.1645,0.0304,71.228,9.969,-9.415,0.036,3.275,0.033,0.0861,-0.0254,-0.2865,0.0408,0.1769,0.0739,-0.1758,0.1154,-0.0123,0.2514,368.0,368.0,363.0,5.0,12.1393,3171.19,0.3,80.6,31.0,0.0,1.722,,,,,,,,42.0,27.0,0.0540706,50.0,20.0,1.0,0.00422,113.0,0.0,0.0,1.485,,,,,,,,,0.0,364.0,2608900.0,732.07,3563.665,9.646238,0.002772,39.0,1831700.0,597.73,3064.418,9.681407,0.002813,40.0,1188000.0,484.5,2452.042,9.560839,0.003805,0,0,0,0,0,1.157,0.120568,0.035169,0.0854,,,0.0,,,,289.53711301,1.3130421523,204.3225753454,-56.4381305459,,,424008989,,9.646238,0.002772,2608900.0,-0.001,166.3270934909,0.5814,-58.77096144731,0.5386,0.2405,0.307,166.32701278022,-58.77094689186,459.959961,453.504547,468.314331,457.711243,452.026611,463.879089,10033.0
"[5.115370700023164, 5.904649694957437, 5.962105230981653, 7.240068429026839, 7.706655407135622, 8.474762266913086, 9.59282785290742, 9.729601760364787]",75.0,5.115370700023164,Gaia EDR3 5338661945435403648,166.33469172165,1.6285,-58.74985334319,2.9931,5338661945435403648,1.6360425158051103e+18,150132660.0,2016.0,,,,,,,,,-0.2453,,,,,,,,,,69.0,0.0,68.0,1.0,2.261,91.09,3.391,0.807,3.0,0.0,,,,,,,,,8.0,8.0,9.08248,9.0,3.0,1.0,0.0713,168.0,0.0,22.0,,0.0897,0.411,0.291,0.185,107.711,67.631,18.713,3.029,0.0,76.0,61.386,1.1936,51.427,21.217203,0.021291,0.0,,,,,,0.0,,,,,,,,,,2,,,,,,,0.0,,,,289.5323787369,1.3339800658,204.3010625628,-56.4202619663,,,,,21.217203,0.021291,61.386,,166.33469172165,1.6285,-58.74985334319,2.9931,-0.2453,,,,,,,,,,
"[0.050902412985121534, 2.5933671945537244, 3.839857774258574, 5.1616551676571305, 5.171507881495367, 5.562304555721055, 5.923158915854256, 6.5181949543969315, 7.259668236882818, 7.386454957219068, 7.5802532897407495, 7.639699523323059, 8.13188176068082, 8.528174805067692, 8.53977000087201, 8.60657346851546, 8.742790184807339, 9.418596947590176, 9.67465248096291]",76.0,0.050902412985121534,Gaia EDR3 5338654558119211776,166.33351805861,0.0448,-58.89920604057,0.0379,5338654558119211776,1.6360425158051103e+18,1161804319.0,2016.0,2.089,0.0521,40.0709,11.845,-10.498,0.059,5.485,0.047,0.0318,-0.2874,-0.1866,0.1021,0.1047,0.1852,-0.1357,0.2837,0.1567,0.1522,360.0,0.0,357.0,3.0,3.8371,483.39,0.236,3.6,31.0,0.0,1.326,,,,,,,,41.0,26.0,0.0841565,51.0,19.0,0.0,0.0064,87.1,0.0,0.0,1.147,0.107,0.142,0.0273,0.154,-114.945,-24.75,39.64,33.804,0.0,390.0,4966.8,3.3017,1504.309,16.447186,0.002848,15.0,1321.1,13.095,100.887,17.536167,0.011118,14.0,5716.4,23.626,241.952,15.355092,0.005867,0,0,0,1,0,1.417,2.181075,1.088982,1.092094,,,0.0,,,,289.5912123465,1.196696078,204.4895127325,-56.5273743512,,,424010220,,16.447186,0.002848,4966.8,0.057,166.33360838534,0.9469,-58.89923041936,0.7652,0.1357,0.051,166.33351805861,-58.89920604057,474.071442,463.447449,489.280243,472.354248,460.003082,488.409363,10033.0
"[0.2390750949135687, 5.041186756993164, 6.071014153116875, 6.2857654505377285, 6.612488068099841, 6.704044951835887, 7.526037818270245, 8.482370486077047, 9.050185564581527, 9.483613272034185]",77.0,0.2390750949135687,Gaia EDR3 5338661189549342976,166.33633357146,0.0147,-58.79936980279,0.0141,5338661189549342976,1.6360425158051103e+18,1564044339.0,2016.0,2.4281,0.0176,137.6791,15.831,-15.741,0.018,-1.682,0.016,-0.0156,-0.1922,-0.2715,0.1258,0.2453,0.211,-0.0818,0.2241,0.0717,0.1349,339.0,0.0,337.0,2.0,0.2647,341.85,0.0,0.0,31.0,0.0,1.479,,,,,,,,39.0,26.0,0.0268028,48.0,19.0,0.0,0.0193,127.0,0.0,0.0,1.009,0.0717,0.0743,0.129,0.249,-55.498,-41.564,-34.824,24.748,0.0,369.0,38166.0,59.382,642.714,14.233187,0.003232,36.0,17327.0,101.0,171.544,14.741745,0.006917,34.0,29723.0,127.86,232.461,13.565154,0.006008,0,3,0,3,0,1.233,1.176591,0.508558,0.668033,,,0.0,,,,289.5528502648,1.2888830559,204.3647835682,-56.455070141,,,424009207,,14.233187,0.003232,38166.0,-0.001,166.3364686224,0.3001,-58.79936232521,0.2597,0.1147,0.239,166.33633357146,-58.79936980279,406.336334,403.937805,408.96347,406.491791,403.562103,409.382507,10033.0
"[0.5780113129931346, 3.863027385461458, 3.9535005838812065, 5.525190101971535, 6.79143792962992, 7.391457312506069, 8.03619852668438, 8.174020571026377, 8.236742843817186, 8.955107802440013, 9.722793390908542, 9.750927911165036]",78.0,0.5780113129931346,Gaia EDR3 5338661567476891904,166.34100030525,0.083,-58.75796055862,0.0724,5338661567476891904,1.6360425158051103e+18,485970359.0,2016.0,2.0595,0.0976,21.1091,11.298,-9.981,0.11,5.295,0.088,-0.0163,-0.1782,-0.1524,0.0508,0.2445,0.1317,-0.0103,0.1727,0.1816,0.0669,349.0,0.0,348.0,1.0,0.9978,385.76,0.121,0.209,31.0,0.0,1.301,,,,,,,,41.0,26.0,0.154058,48.0,18.0,0.0,0.0155,109.0,0.0,0.0,1.037,0.0619,0.146,0.0786,0.239,-86.937,-12.911,-48.656,30.892,0.0,362.0,1339.2,1.7407,769.335,17.870281,0.003096,18.0,242.84,8.6857,27.959,19.375217,0.038933,17.0,1654.3,11.053,149.67,16.701385,0.00818,0,0,0,0,0,1.417,2.673832,1.504936,1.168896,,,0.0,,,,289.5386058816,1.3278417559,204.3155388343,-56.42377375,,,424008918,,17.870281,0.003096,1339.2,-0.016,166.34108583157,1.77,-58.75798409137,1.4047,0.0571,0.578,166.34100030525,-58.75796055862,487.553101,464.323822,516.971313,476.178345,455.077759,495.361237,10033.0
"[0.5343214072169167, 3.604117577162765, 3.716145143360826, 4.474386282748539, 5.145783035778162, 6.263000649845451, 6.442548304717843, 7.419921687090047, 7.694265504989394, 7.735923658261348, 8.854380933753387, 9.087226617803077]",79.0,0.5343214072169167,Gaia EDR3 5338661945464004480,166.34319850944,0.0158,-58.74326241978,0.0151,5338661945464004480,1.6360425158051103e+18,59615201.0,2016.0,2.0128,0.0185,108.8531,10.873,-9.807,0.02,4.695,0.018,-0.0259,-0.2097,-0.3285,0.0927,0.26,0.1863,-0.1708,0.2653,0.0487,0.225,339.0,339.0,337.0,2.0,1.4211,1086.06,0.141,22.3,31.0,0.0,1.6,,,,,,,,39.0,25.0,0.0301612,49.0,20.0,1.0,0.00228,50.6,0.0,0.0,1.055,,,,,,,,,0.0,355.0,413660.0,90.936,4548.914,11.645756,0.002766,44.0,240830.0,120.74,1994.598,11.884285,0.002843,43.0,249820.0,88.605,2819.443,11.253838,0.003799,0,0,0,0,0,1.186,0.630447,0.238529,0.391918,3.55,4.71,2.0,6000.0,3.5,0.0,289.5338090618,1.341782297,204.2984443562,-56.4124631178,,,424008902,,11.645756,0.002766,413660.0,-0.001,166.34328250914,0.3275,-58.74328328826,0.2953,0.2051,0.534,166.34319850944,-58.74326241978,488.730225,484.732513,493.256927,487.361481,481.566986,491.913879,10033.0
"[1.3430108062309245, 5.651162192183796, 6.336916805499606, 7.32297593791055, 7.989161040092997, 8.723958685430253, 8.864418304999772]",80.0,1.3430108062309245,Gaia EDR3 5338649953914163584,166.34452065542,0.0437,-58.9551579928,0.038,5338649953914163584,1.6360425158051103e+18,418671646.0,2016.0,0.1141,0.0506,2.2542,6.35,-6.009,0.057,2.053,0.05,0.0681,-0.229,-0.029,0.1371,0.0865,0.1793,0.0002,0.1782,0.1083,0.1712,388.0,0.0,385.0,3.0,0.2153,403.81,0.0,0.0,31.0,0.0,1.329,,,,,,,,44.0,25.0,0.0817863,52.0,17.0,0.0,0.0118,132.0,0.0,0.0,1.007,0.0644,0.11,0.178,0.133,-151.205,-22.568,26.577,27.967,0.0,429.0,3582.8,2.1818,1642.142,16.801805,0.002834,46.0,952.55,5.9121,161.118,17.891317,0.007294,45.0,3908.1,7.4861,522.053,15.767972,0.004314,0,0,0,0,0,1.357,2.123345,1.089512,1.033834,,,0.0,,,,289.6186686563,1.147611095,204.5680202363,-56.5632876415,,,424021628,,16.801805,0.002834,3582.8,0.005,166.3445724411,0.9091,-58.95516711911,0.7947,0.1556,1.343,166.34452065542,-58.9551579928,6088.09961,5070.33398,8180.76367,6856.94238,5330.77197,7945.72021,10033.0
"[1.173051005583461, 1.330450523829125, 3.7060038697336233, 4.173488733691927, 5.0728524503187185, 5.967906789864947, 7.621192461306173, 9.586745432507348]",81.0,1.173051005583461,Gaia EDR3 5338662082902970368,166.34866207985,0.0775,-58.72721651087,0.0666,5338662082902970368,1.6360425158051103e+18,26071582.0,2016.0,1.8037,0.0876,20.6019,12.036,-10.976,0.1,4.94,0.082,-0.0459,-0.2001,-0.3526,0.036,0.2376,0.1356,-0.1423,0.2171,0.0679,0.2,318.0,0.0,317.0,1.0,2.0916,395.21,0.252,1.24,95.0,0.0,,1.3594,0.0196,0.022,-0.087,-0.009,-0.066,-0.073,37.0,25.0,0.146065,48.0,19.0,0.0,0.00367,91.3,0.0,0.0,1.084,0.0716,0.135,0.0969,0.258,-78.225,-18.153,-34.482,30.264,0.0,374.0,1784.5,1.9255,926.771,17.55856,0.002994,14.0,534.64,28.652,18.66,18.518396,0.058253,14.0,2294.7,39.376,58.277,16.346083,0.01901,0,1,0,1,0,1.585,2.172314,0.959837,1.212477,,,0.0,,,,289.530033245,1.357633565,204.2818521604,-56.3990010156,,,,,17.546723,0.002989,1804.1,0.226,166.34875604918,1.624,-58.72723846853,1.3196,0.1862,1.173,166.34866207985,-58.72721651087,547.654846,519.699951,578.231628,548.861023,528.49823,575.029175,10033.0
"[0.15389826328774991, 4.225938525156699, 5.310589749807896, 5.686406077308603, 5.918849166442325, 6.533863221032274, 6.736337004828249, 7.1903954839648145, 7.5740272126208446, 8.720598241661651, 8.747846592594094, 8.781904559674727, 8.84113269833535, 9.581202895203036]",82.0,0.15389826328774991,Gaia EDR3 5338655210954387328,166.34907312938,0.0755,-58.83035598344,0.0669,5338655210954387328,1.6360425158051103e+18,1060639402.0,2016.0,2.2286,0.0893,24.9455,11.255,-9.682,0.096,5.739,0.084,-0.0368,-0.2005,-0.1949,0.0562,0.1532,0.1404,-0.1099,0.1707,0.248,0.0923,343.0,0.0,343.0,0.0,1.558,397.07,0.283,1.47,31.0,0.0,1.297,,,,,,,,39.0,26.0,0.136611,49.0,20.0,0.0,0.00962,72.0,0.0,0.0,1.06,0.0646,0.113,0.0428,0.238,-73.758,-12.798,-36.177,31.552,0.0,374.0,1683.3,2.0502,821.046,17.621939,0.003056,38.0,342.82,5.8746,58.357,19.000868,0.018813,40.0,1990.0,7.6443,260.33,16.500748,0.005628,0,0,0,1,0,1.386,2.50012,1.378929,1.121191,,,0.0,,,,289.5712232719,1.2630710697,204.4125562027,-56.4725940676,,,424010230,,17.621939,0.003056,1683.3,-0.021,166.34915627185,1.5538,-58.83038149131,1.3537,0.0811,0.154,166.34907312938,-58.83035598344,445.001373,425.849152,462.204346,445.927307,429.383636,462.727509,10033.0
"[2.71231297017269, 3.9721794522598004, 7.532879946518805, 8.350660249489916, 8.487505595801867, 9.278176433103383, 9.283577328189311, 9.3715044886709]",83.0,2.71231297017269,Gaia EDR3 5338655245282881792,166.35289444702,0.3704,-58.81991203827,0.3446,5338655245282881792,1.6360425158051103e+18,1756279677.0,2016.0,2.4093,0.449,5.3656,4.059,-3.658,0.496,1.761,0.423,0.0183,0.0091,-0.0423,0.0705,0.2047,0.1196,-0.0674,0.1889,0.287,0.0428,325.0,0.0,325.0,0.0,11.0044,727.94,2.716,9.28,95.0,0.0,,1.2992,0.1013,-0.045,-0.119,-0.114,-0.1,-0.108,37.0,25.0,0.693898,44.0,18.0,0.0,0.0418,94.2,10.0,0.0,1.465,0.0389,0.127,0.0724,0.155,-99.451,-9.55,32.228,31.049,0.0,344.0,230.21,1.0975,209.75,19.782063,0.005864,36.0,58.301,5.7564,10.128,20.924349,0.107237,36.0,312.45,6.3319,49.346,18.510937,0.022325,0,0,0,0,0,1.611,2.413412,1.142286,1.271126,,,0.0,,,,289.5688883156,1.2734411983,204.4018845042,-56.4637488807,,,,,19.765931,0.005797,233.66,0.217,166.35292584548,7.967,-58.81991986406,6.7936,0.0332,2.712,166.35289444702,-58.81991203827,502.688843,381.274933,704.588074,1016.12421,719.832031,1268.50916,10033.0
"[0.22046816659979035, 2.435369497424605, 5.956743972058201, 6.852955248082412, 8.732029924151416, 8.874236568376277]",84.0,0.22046816659979035,Gaia EDR3 5338649850834930816,166.35589309919,0.0281,-58.96875942047,0.0253,5338649850834930816,1.6360425158051103e+18,918461916.0,2016.0,0.3092,0.0328,9.4296,5.733,-4.541,0.037,3.499,0.033,0.0899,-0.1523,0.0978,0.1398,0.037,0.1501,-0.008,0.1239,0.1056,0.2043,397.0,0.0,397.0,0.0,0.3827,417.98,0.0,0.0,31.0,0.0,1.428,,,,,,,,45.0,25.0,0.0539632,53.0,16.0,0.0,0.00735,94.4,0.0,0.0,1.013,0.0988,0.0968,0.217,0.136,-112.263,-30.032,30.541,24.813,0.0,418.0,7493.5,7.7212,970.516,16.000652,0.002974,47.0,2924.4,14.975,195.288,16.673454,0.006221,49.0,6518.6,23.469,277.759,15.212509,0.005437,0,1,0,0,0,1.26,1.460945,0.672802,0.788143,,,0.0,,,,289.6294559175,1.1374590894,204.5929229391,-56.568866402,,,424021614,,16.000652,0.002974,7493.5,-0.005,166.35593225292,0.5846,-58.96877497222,0.5323,0.1911,0.22,166.35589309919,-58.96875942047,2966.13867,2677.85083,3304.21851,2952.60425,2717.48657,3208.0105,10033.0
"[2.707346982216215, 3.67118958330858, 5.64780955800385, 6.0863880409996085, 6.78878136353858, 7.007390733500386, 7.402984289994302, 7.473163449035693, 7.770818808534514, 8.03171997215915, 8.218149046336421, 8.842854996957993, 9.102382257152136, 9.146786237584408, 9.183889841552947]",85.0,2.707346982216215,Gaia EDR3 5338661219580204800,166.35541838928,0.3445,-58.79147112667,0.427,5338661219580204800,1.6360425158051103e+18,1133786120.0,2016.0,0.4115,0.4219,0.9755,6.665,-6.498,0.502,1.484,0.6,0.2216,-0.1087,-0.0938,-0.0278,0.1415,-0.0605,-0.4648,0.1345,0.0864,0.4355,248.0,0.0,247.0,1.0,0.0655,253.01,0.0,0.0,95.0,0.0,,1.4341,0.1063,-0.069,-0.139,-0.17,-0.267,-0.14,29.0,21.0,0.942194,38.0,14.0,1.0,0.0343,16.0,0.0,34.0,1.002,0.196,0.253,0.138,0.197,-100.61,-53.838,-48.74,35.138,0.0,271.0,195.46,0.96897,201.721,19.959713,0.006047,0.0,,,,,,0.0,,,,,,,,,,2,,,,,,,0.0,,,,289.558786285,1.3000606426,204.3675755604,-56.4425092616,,,,,19.959713,0.006047,195.46,,166.35547412374,8.0698,-58.79147772133,9.8049,0.4285,2.707,166.35541838928,-58.79147112667,4550.05029,2732.56982,6011.38574,,,,10099.0
"[4.462128115523707, 5.068108589609302, 5.205029794547312, 5.951671603661186, 8.382670079126665, 8.86540090809541, 8.87469648967061, 8.972900738091024, 9.049377049610637, 9.281136310385369]",86.0,4.462128115523707,Gaia EDR3 5338662112918757504,166.36009189985,0.1219,-58.70819348794,0.1214,5338662112918757504,1.6360425158051103e+18,1317013685.0,2016.0,2.2743,0.1584,14.36,10.303,-8.906,0.162,5.179,0.143,0.0154,-0.1241,-0.2557,0.0334,0.3108,0.1564,-0.1275,0.3133,-0.0109,0.2354,322.0,0.0,322.0,0.0,0.1626,369.06,0.446,1.28,95.0,0.0,,1.2286,0.0346,0.046,-0.116,-0.079,-0.151,-0.029,37.0,25.0,0.241374,49.0,21.0,0.0,0.00104,177.0,0.0,0.0,1.005,0.081,0.109,0.0872,0.263,-124.519,-44.427,-33.327,29.677,0.0,369.0,739.08,1.3685,540.072,18.515636,0.003411,40.0,136.64,7.2884,18.748,19.999598,0.05798,42.0,921.7,7.6347,120.725,17.33642,0.009755,0,0,0,0,0,1.432,2.663178,1.483961,1.179216,,,0.0,,,,289.5279213833,1.3774487638,204.2655276745,-56.3812401868,,,424005447,,18.495194,0.003389,753.13,0.001,166.36016810908,2.6238,-58.70821650767,2.3035,0.2208,4.462,166.36009189985,-58.70819348794,434.797028,409.890594,461.525513,439.568542,414.603516,475.016388,10033.0
"[2.546647581158982, 3.1272412318258933, 3.1424173352365075, 4.845819418340377, 9.09322939408655, 9.464732373073117]",87.0,2.546647581158982,Gaia EDR3 5338661739277084672,166.3606154872,4.9256,-58.75778692074,3.7254,5338661739277084672,1.6360425158051103e+18,895730087.0,2016.0,,,,,,,,,-0.7593,,,,,,,,,,52.0,0.0,52.0,0.0,3.1953,84.3,4.171,0.77,3.0,0.0,,,,,,,,,6.0,6.0,32.0941,8.0,3.0,1.0,0.124,75.3,0.0,0.0,,0.269,0.298,0.104,0.247,63.664,16.726,57.964,34.422,0.0,60.0,76.165,1.39,54.794,20.982975,0.020006,3.0,49.716,11.487,4.328,21.097298,0.25087,6.0,72.281,13.299,5.435,20.10034,0.199806,0,0,0,0,0,1.602,0.996958,0.114323,0.882635,,,0.0,,,,289.5478753488,1.3320434308,204.3284755244,-56.4165395944,,,,,20.982975,0.020006,76.165,0.385,166.3606154872,4.9256,-58.75778692074,3.7254,-0.7593,,,,,,,,,,
"[0.2237343044183867, 3.4901401255976894, 4.463944127032266, 4.608444293469811, 4.657813217407112, 6.2126677802744785, 6.7137244642229925, 7.253703080775765, 7.5165402277649775, 7.92580487184087, 8.429650766238519, 8.872679673960624]",88.0,0.2237343044183867,Gaia EDR3 5338649885194690304,166.36381144389,0.0397,-58.96027059573,0.0363,5338649885194690304,1.6360425158051103e+18,191463309.0,2016.0,2.1622,0.0474,45.574,13.53,-11.891,0.052,6.455,0.047,0.1018,-0.139,-0.0112,0.1315,0.1107,0.1626,-0.0044,0.0647,0.1386,0.234,392.0,0.0,390.0,2.0,2.588,481.28,0.194,2.39,31.0,0.0,1.335,,,,,,,,45.0,25.0,0.0772342,54.0,18.0,0.0,0.00457,50.6,1.0,0.0,1.094,0.0732,0.128,0.184,0.186,-126.713,-34.284,32.58,28.405,0.0,437.0,4600.8,5.6075,820.475,16.530275,0.003057,31.0,1308.7,20.373,64.238,17.546412,0.01713,31.0,5001.6,22.118,226.129,15.500132,0.00611,0,3,0,1,0,1.372,2.04628,1.016136,1.030144,,,0.0,,,,289.629830987,1.1468710996,204.5873944338,-56.5599530855,,,424021588,,16.530275,0.003057,4600.8,0.03,166.36391393731,0.8377,-58.96029928526,0.7506,0.2195,0.224,166.36381144389,-58.96027059573,458.2164,449.639343,465.839783,456.963806,448.171967,466.04776,10033.0
"[0.3365979485330652, 2.2143032793105655, 4.608360335891975, 4.79544614645905, 4.992229391761396, 5.489066924029359, 6.063509056216264, 6.10319989871056, 7.777268118577898, 8.047603428094051, 9.461536262960161, 9.615617072530258, 9.881574873228264]",89.0,0.3365979485330652,Gaia EDR3 5338655245314145152,166.36927188079,0.0244,-58.82523497188,0.023,5338655245314145152,1.6360425158051103e+18,1279129727.0,2016.0,2.0867,0.0291,71.6451,11.883,-10.551,0.033,5.467,0.031,0.016,-0.1819,-0.1811,0.0518,0.1429,0.1065,-0.1228,0.1565,0.1775,0.1009,345.0,277.0,345.0,0.0,20.8932,2098.52,0.268,60.7,31.0,0.0,1.528,,,,,,,,40.0,27.0,0.046876,50.0,18.0,0.0,0.00355,20.0,5.0,0.0,1.899,,,,,,,,,0.0,382.0,131940.0,45.313,2911.671,12.886455,0.00278,49.0,67391.0,69.145,974.635,13.267041,0.003004,48.0,93751.0,82.57,1135.417,12.317951,0.003898,0,0,0,0,0,1.221,0.94909,0.380587,0.568503,,,0.0,,,,289.5787859341,1.2719236588,204.41958979,-56.461619671,,,424009291,,12.886455,0.00278,131940.0,0.009,166.3693624701,0.5259,-58.82525926902,0.5044,0.0921,0.337,166.36927188079,-58.82523497188,476.18689,468.769073,483.577515,474.325104,467.98761,481.915863,10033.0
"[0.28781382476571193, 1.3921929299435973, 3.347375863455511, 3.8373180130876965, 4.038509161271365, 5.019996627732488, 5.2142607267019905, 5.2353556392937834, 6.185405315214392, 6.50811956331863, 7.012065529561513, 7.072798980190528, 7.648477611556613, 7.654631889927731, 8.398909276090157, 8.663927929629914, 8.727561284116497, 9.51451129786046]",90.0,0.28781382476571193,Gaia EDR3 5338661288286781312,166.37194783537,0.0624,-58.77493158141,0.0516,5338661288286781312,1.6360425158051103e+18,1656340313.0,2016.0,1.106,0.07,15.7913,7.198,-7.142,0.075,0.892,0.067,-0.0199,-0.1681,-0.2662,0.1573,0.1674,0.2398,-0.0331,0.1987,0.2248,0.1902,311.0,0.0,311.0,0.0,2.3137,383.23,0.25,2.17,31.0,0.0,1.38,,,,,,,,37.0,23.0,0.111153,46.0,18.0,1.0,0.0115,130.0,0.0,0.0,1.094,0.0921,0.163,0.0501,0.285,-45.662,-17.703,-50.256,32.298,0.0,333.0,2950.6,4.3416,679.6,17.012604,0.003185,31.0,939.5,10.886,86.307,17.9063,0.012886,32.0,3029.0,24.125,125.553,16.044657,0.009437,0,21,0,22,0,1.345,1.861643,0.893696,0.967947,,,0.0,,,,289.5600800741,1.3186422023,204.3577390308,-56.4246944222,,,424008948,,17.012604,0.003185,2950.6,0.029,166.37200907013,1.2252,-58.7749355456,1.0679,0.1675,0.288,166.37194783537,-58.77493158141,882.621826,837.884338,953.160522,876.330017,822.240967,926.694214,10033.0
"[2.4006873903462473, 4.192146606859276, 4.441808593800279, 4.5952034180867365, 6.537214569183407, 7.82728682597445, 8.720107279411904, 9.678659369680895, 9.867497303376599, 9.960112119558275]",91.0,2.4006873903462473,Gaia EDR3 5338651706230654080,166.37135058126,0.121,-58.90198449106,0.1138,5338651706230654080,1.6360425158051103e+18,422646002.0,2016.0,0.3552,0.1484,2.3929,5.681,-5.184,0.169,2.323,0.145,0.0533,-0.0501,0.0116,0.0694,0.2498,0.1232,-0.0342,0.2219,0.2281,0.2472,361.0,0.0,361.0,0.0,0.3886,382.11,0.0,2.13e-15,31.0,0.0,1.335,,,,,,,,41.0,25.0,0.248631,49.0,19.0,0.0,0.00318,32.7,0.0,0.0,1.014,0.0703,0.0707,0.067,0.19,-126.546,-23.915,13.197,22.928,0.0,356.0,696.42,1.1157,624.173,18.580194,0.003258,38.0,165.98,4.6434,35.744,19.78842,0.030503,38.0,735.15,7.1485,102.839,17.581959,0.011214,0,0,0,0,0,1.294,2.206461,1.208225,0.998236,,,0.0,,,,289.6102533642,1.2019100432,204.5183151826,-56.5156630427,,,424010195,,18.580194,0.003258,696.42,-0.07,166.37139519232,2.6974,-58.90199481755,2.3219,0.2373,2.401,166.37135058126,-58.90198449106,3429.37793,2471.09814,4921.30957,3072.0415,2464.66382,3828.43042,10033.0
