name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b
2CXO J111203.4-603615,11,168.01441666666665,-60.60430277777778,0.89,0.76,103.5,4.38,False,False,False,False,False,2.8805218674969295e-15,8.040334146157557e-16,8.568e-16,6.512e-16,9.120412510643442e-16,3.3821374207970506e-16,1.111680616432585e-15,3.2866359166648567e-16,0.045,0.119,,145.4,,,,,,,,,,0,4.38,1.111680616432585e-15,3.2866359166648567e-16,9.120412510643442e-16,3.3821374207970506e-16,8.568e-16,6.512e-16,,0.0,0.045,,4.38,0,2.8805218674969295e-15,8.040334146157557e-16
2CXO J111157.9-603530,12,167.9915833333333,-60.59175555555556,1.4,1.02,109.3,3.52,False,False,False,False,False,2.2078589457894058e-15,7.218175077998071e-16,7.922195804211651e-16,5.985303220366644e-16,7.066595769121605e-16,2.984000075992108e-16,7.089797884560804e-16,2.7155000208764924e-16,0.224,0.099,,145.7,,,,,,,,,,0,3.52,7.089797884560804e-16,2.7155000208764924e-16,7.066595769121605e-16,2.984000075992108e-16,7.922195804211651e-16,5.985303220366644e-16,,0.0,0.224,,3.52,0,2.2078589457894058e-15,7.218175077998071e-16
2CXO J111139.6-603639,13,167.91520833333334,-60.61094166666667,1.03,0.81,88.6,3.87,False,False,False,False,False,2.032234646621149e-15,5.131803825824028e-16,3.864154927968277e-16,2.919410161772148e-16,6.514e-16,2.878e-16,9.944191538243212e-16,3.087000293826297e-16,0.312,0.791,,145.7,,,,,,,,,,0,3.87,9.944191538243212e-16,3.087000293826297e-16,6.514e-16,2.878e-16,3.864154927968277e-16,2.919410161772148e-16,,0.0,0.312,,3.87,0,2.032234646621149e-15,5.131803825824028e-16
2CXO J111159.5-603531,14,167.99824999999998,-60.59214166666667,0.94,0.85,106.3,5.7,False,False,False,False,False,4.094164406023965e-15,9.653088212249652e-16,1.1698452521996447e-15,7.812678556000468e-16,1.2693191538243212e-15,4.008000226307833e-16,1.6549999999999999e-15,4.009999999999999e-16,0.613,0.509,,145.7,,,,,,,,,,0,5.7,1.6549999999999999e-15,4.009999999999999e-16,1.2693191538243212e-15,4.008000226307833e-16,1.1698452521996447e-15,7.812678556000468e-16,,0.0,0.613,,5.7,0,4.094164406023965e-15,9.653088212249652e-16
2CXO J111155.9-603852,15,167.98308333333333,-60.647958333333335,0.75,0.74,90.6,3.7,False,False,False,False,False,1.6199072891656427e-15,5.865950305366536e-16,4.661202115439197e-16,4.661500012161346e-16,5.577e-16,2.6420000000000003e-16,5.960870776217232e-16,2.387389080491391e-16,0.643,0.865,,144.9,,,,,,,,,,0,3.7,5.960870776217232e-16,2.387389080491391e-16,5.577e-16,2.6420000000000003e-16,4.661202115439197e-16,4.661500012161346e-16,,0.0,0.643,,3.7,0,1.6199072891656427e-15,5.865950305366536e-16
2CXO J111209.2-603658,16,168.0387083333333,-60.616308333333336,1.15,0.85,118.7,3.17,False,False,False,False,False,1.4833596395255212e-15,4.83508650914729e-16,4.902202741572805e-16,3.70366632953295e-16,1.282e-16,1.282e-16,8.649393653682408e-16,2.8315001801910674e-16,0.936,0.966,,145.1,,,,,,,,,,0,3.14,8.649393653682408e-16,2.8315001801910674e-16,1.282e-16,1.282e-16,4.902202741572805e-16,3.70366632953295e-16,,0.0,0.936,,3.14,0,1.4833596395255212e-15,4.83508650914729e-16
2CXO J111152.8-603502,17,167.97016666666664,-60.583983333333336,2.09,1.33,105.9,3.29,False,False,False,False,False,1.7708622667090925e-15,8.703865408889732e-16,8.197622667090924e-16,8.061501121336322e-16,5.289202115439197e-16,2.460500023040079e-16,4.2217978845608027e-16,2.17150002610643e-16,0.255,0.058,,146.0,,,,,,,,,,0,3.29,4.2217978845608027e-16,2.17150002610643e-16,5.289202115439197e-16,2.460500023040079e-16,8.197622667090924e-16,8.061501121336322e-16,,0.0,0.255,,3.29,0,1.7708622667090925e-15,8.703865408889732e-16
2CXO J111159.3-603509,18,167.99745833333333,-60.58590277777778,2.07,1.53,93.4,3.0,False,False,False,False,False,9.959931432020568e-15,3.3436300160722744e-15,9.772795587129864e-15,3.342093212820385e-15,1.0923039637391227e-16,8.2524726646006e-17,7.790544851679177e-17,5.885839524993445e-17,,,,145.8,,,,,,,,,,0,2.67,7.790544851679177e-17,5.885839524993445e-17,1.0923039637391227e-16,8.2524726646006e-17,9.772795587129864e-15,3.342093212820385e-15,,0.0,,,2.67,0,9.959931432020568e-15,3.3436300160722744e-15
2CXO J111141.0-603532,19,167.9208333333333,-60.59229166666667,1.37,1.06,93.4,3.41,False,False,False,False,False,2.266778218992108e-15,5.795843851088616e-16,4.663635257892749e-16,3.5234260573112136e-16,1.049441480807438e-15,3.6335007645012485e-16,7.509732123953949e-16,2.823994858216089e-16,0.43,0.13,,145.9,,,,,,,,,,0,3.41,7.509732123953949e-16,2.823994858216089e-16,1.049441480807438e-15,3.6335007645012485e-16,4.663635257892749e-16,3.5234260573112136e-16,,0.0,0.43,,3.41,0,2.266778218992108e-15,5.795843851088616e-16
2CXO J111146.2-603501,20,167.942625,-60.58365277777778,1.64,1.07,89.2,3.09,False,False,False,False,False,1.940010409164886e-15,5.788545258031051e-16,5.50221193129656e-16,4.1569796563247436e-16,2.3934773522779187e-16,2.2014242061776346e-16,1.150441480807438e-15,3.373500823422332e-16,0.548,0.765,,146.0,,,,,,,,,,0,3.09,1.150441480807438e-15,3.373500823422332e-16,2.3934773522779187e-16,2.2014242061776346e-16,5.50221193129656e-16,4.1569796563247436e-16,,0.0,0.548,,3.09,0,1.940010409164886e-15,5.788545258031051e-16
2CXO J111206.3-603532,21,168.02662499999997,-60.59235277777778,1.5,1.1,102.0,3.41,False,False,False,False,False,7.38895630825066e-15,2.0557819576005463e-15,7.115202115439197e-15,2.0505000276469704e-15,1.5311404721806986e-16,1.156792917704058e-16,1.2064014559339325e-16,9.114491357834995e-17,0.705,0.863,,145.5,,,,,,,,,,0,3.24,1.2064014559339325e-16,9.114491357834995e-17,1.5311404721806986e-16,1.156792917704058e-16,7.115202115439197e-15,2.0505000276469704e-15,,0.0,0.705,,3.24,0,7.38895630825066e-15,2.0557819576005463e-15
2CXO J111148.5-603925,22,167.952375,-60.657130555555554,0.71,0.71,164.7,23.2,True,False,False,False,False,1.56442350196183e-13,8.889462353061381e-15,1.422e-13,8.799999999999998e-15,1.27541480807438e-14,1.2052305020681314e-15,1.4882021154391971e-15,3.6050015725409555e-16,0.002,0.006,,145.0,1.7080000000000001e-13,9.300000000000008e-15,1.515383076486423,0.15302371167426454,103.90055183410867,12.896684260956246,4.537938834255024e-05,8.920253818911224e-06,0.717,0,23.2,1.4882021154391971e-15,3.6050015725409555e-16,1.27541480807438e-14,1.2052305020681314e-15,1.422e-13,8.799999999999998e-15,,0.0,0.002,,23.2,0,1.56442350196183e-13,8.889462353061381e-15
2CXO J111133.6-603723,23,167.89029166666666,-60.62309444444445,0.75,0.71,80.8,12.98,False,False,False,False,False,7.164086733007083e-14,6.775734957645924e-15,6.258286733007083e-14,6.696423240526618e-15,6.98e-15,9.399999999999995e-16,2.0780000000000002e-15,4.300000000000001e-16,0.988,0.943,,145.6,5.6476286494250326e-14,5.551703681515218e-15,0.8151809610472257,0.23451958084227897,30.543747967213758,12.373523849641932,5.2244840148276405e-06,1.453829355701203e-06,0.818,0,12.98,2.0780000000000002e-15,4.300000000000001e-16,6.98e-15,9.399999999999995e-16,6.258286733007083e-14,6.696423240526618e-15,,0.0,0.988,,12.98,0,7.164086733007083e-14,6.775734957645924e-15
2CXO J111133.0-603808,24,167.88754166666664,-60.63583055555556,0.95,0.81,77.0,3.44,False,False,False,False,True,2.937718785334004e-15,1.7594867364692395e-15,1.7448519192562006e-15,1.7241611186647839e-15,4.0462644298996415e-16,2.324881032667426e-16,7.882404230878394e-16,2.6270000863191665e-16,0.169,0.634,,145.5,,,,,,,,,,0,3.44,7.882404230878394e-16,2.6270000863191665e-16,4.0462644298996415e-16,2.324881032667426e-16,1.7448519192562006e-15,1.7241611186647839e-15,,0.0,0.169,,3.44,0,2.937718785334004e-15,1.7594867364692395e-15
2CXO J111131.1-603635,25,167.879625,-60.60988611111111,0.97,0.76,85.9,6.34,False,False,False,False,False,5.11348884844628e-15,9.936483961264504e-16,1.5300846175678856e-15,7.811161298835225e-16,2.115202115439197e-15,4.965001141794707e-16,1.4682021154391972e-15,3.615001568190914e-16,1.0,1.0,,145.7,,,,,,,,,,0,6.34,1.4682021154391972e-15,3.615001568190914e-16,2.115202115439197e-15,4.965001141794707e-16,1.5300846175678856e-15,7.811161298835225e-16,,0.0,1.0,,6.34,0,5.11348884844628e-15,9.936483961264504e-16
2CXO J111144.1-603950,26,167.93387499999997,-60.66399166666667,0.84,0.84,0.0,3.87,False,False,False,False,False,1.366004796222461e-15,5.220133446898633e-16,6.051156509128931e-16,4.571713125517235e-16,1.2486893376564843e-16,9.433980803579211e-17,6.360202115439197e-16,2.336500024262835e-16,0.967,0.983,,145.0,,,,,,,,,,0,3.87,6.360202115439197e-16,2.336500024262835e-16,1.2486893376564843e-16,9.433980803579211e-17,6.051156509128931e-16,4.571713125517235e-16,,0.0,0.967,,3.87,0,1.366004796222461e-15,5.220133446898633e-16
2CXO J111214.6-603826,27,168.0608333333333,-60.640633333333334,0.9,0.79,129.0,3.7,False,False,False,False,False,2.2901421024658417e-15,9.855529686006119e-16,1.2317758111964561e-15,9.30351182339991e-16,2.1167180961047226e-16,1.4815500309938858e-16,8.466944816589133e-16,2.8950203193186686e-16,0.179,0.199,,144.6,,,,,,,,,,0,3.7,8.466944816589133e-16,2.8950203193186686e-16,2.1167180961047226e-16,1.4815500309938858e-16,1.2317758111964561e-15,9.30351182339991e-16,,0.0,0.179,,3.7,0,2.2901421024658417e-15,9.855529686006119e-16
2CXO J111128.5-603712,28,167.869125,-60.620158333333336,1.39,0.96,77.7,3.35,False,False,False,False,False,1.8498530350823264e-15,7.466013747953049e-16,8.928328235384064e-16,6.745446977127883e-16,2.573e-16,1.906e-16,6.997202115439198e-16,2.57050002205412e-16,0.143,0.361,,145.6,,,,,,,,,,0,3.35,6.997202115439198e-16,2.57050002205412e-16,2.573e-16,1.906e-16,8.928328235384064e-16,6.745446977127883e-16,,0.0,0.143,,3.35,0,1.8498530350823264e-15,7.466013747953049e-16
2CXO J111159.7-604002X,29,167.99879166666665,-60.66732777777778,3.63,3.63,0.0,45.61,True,,,False,,,,,,,,,,,,,144.6,,,,,,,,,,0,,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,,-1.0,,,,7,2.3936536824085963e-17,1.044098023605665e-17
2CXO J111131.0-603830,30,167.87924999999998,-60.6417,0.97,0.79,58.9,4.0,False,False,False,False,False,1.9503973975934717e-15,4.755140624863616e-16,3.3463278480072177e-16,2.528186293304231e-16,1.9711595769121609e-16,1.5769000014380143e-16,1.418648655101534e-15,3.705809333201285e-16,0.635,0.899,,145.4,,,,,,,,,,0,4.0,1.418648655101534e-15,3.705809333201285e-16,1.9711595769121609e-16,1.5769000014380143e-16,3.3463278480072177e-16,2.528186293304231e-16,,0.0,0.635,,4.0,0,1.9503973975934717e-15,4.755140624863616e-16
2CXO J111144.5-604002,31,167.9355,-60.66749722222222,0.72,0.71,77.6,9.87,False,False,False,False,False,8.764142792145805e-15,1.1585625802902245e-15,1.054239365368241e-15,7.808500065340465e-16,1.0084040011353003e-15,3.5746861795363646e-16,6.701499425642264e-15,7.776610488656607e-16,0.515,0.581,,144.9,,,,,,,,,,0,9.87,6.701499425642264e-15,7.776610488656607e-16,1.0084040011353003e-15,3.5746861795363646e-16,1.054239365368241e-15,7.808500065340465e-16,,0.0,0.515,,9.87,0,8.764142792145805e-15,1.1585625802902245e-15
2CXO J111127.6-603657,32,167.865125,-60.616080555555556,1.13,1.13,0.0,3.7,False,False,False,False,False,6.144874222363642e-15,2.654476109245276e-15,4.8230000000000005e-15,2.631e-15,1.226348569954004e-16,9.265193926582266e-17,1.199239365368241e-15,3.3985001501282953e-16,0.357,0.782,,145.7,,,,,,,,,,0,3.7,1.199239365368241e-15,3.3985001501282953e-16,1.226348569954004e-16,9.265193926582266e-17,4.8230000000000005e-15,2.631e-15,,0.0,0.357,,3.7,0,6.144874222363642e-15,2.654476109245276e-15
2CXO J111135.1-603920,33,167.89654166666665,-60.65564722222222,0.79,0.76,56.5,4.38,False,False,False,False,False,2.2393097208369713e-15,5.604658913137778e-16,4.551931419380348e-16,3.439032618812741e-16,1.1071273858380158e-15,3.712766214872906e-16,6.769891930609205e-16,2.4084482998509714e-16,0.118,0.061,,145.2,,,,,,,,,,0,4.38,6.769891930609205e-16,2.4084482998509714e-16,1.1071273858380158e-15,3.712766214872906e-16,4.551931419380348e-16,3.439032618812741e-16,,0.0,0.118,,4.38,0,2.2393097208369713e-15,5.604658913137778e-16
2CXO J111135.9-603926,34,167.8997083333333,-60.65741388888889,0.87,0.78,55.6,3.41,False,False,False,False,False,1.429892936070617e-15,4.287123119023775e-16,3.722131476145367e-16,2.8121099328240907e-16,1.5027978845608027e-16,1.5025000377305244e-16,9.074000000000001e-16,2.8660000000000006e-16,0.178,0.063,,145.2,,,,,,,,,,0,3.41,9.074000000000001e-16,2.8660000000000006e-16,1.5027978845608027e-16,1.5025000377305244e-16,3.722131476145367e-16,2.8121099328240907e-16,,0.0,0.178,,3.41,0,1.429892936070617e-15,4.287123119023775e-16
2CXO J111144.3-603403,35,167.93491666666665,-60.56751944444445,2.68,1.32,90.0,3.52,False,False,False,False,False,2.602274926454931e-15,7.773571615036731e-16,8.146401365797256e-16,6.154692907638577e-16,3.6037978845608023e-16,2.477500022881983e-16,1.4272550014191254e-15,4.050946124473633e-16,0.51,0.257,,146.1,,,,,,,,,,0,3.29,1.4272550014191254e-15,4.050946124473633e-16,3.6037978845608023e-16,2.477500022881983e-16,8.146401365797256e-16,6.154692907638577e-16,,0.0,0.51,,3.29,0,2.602274926454931e-15,7.773571615036731e-16
2CXO J111201.0-604015,36,168.0044583333333,-60.670991666666666,0.76,0.75,134.2,4.0,False,False,False,False,False,1.7264455738399758e-15,5.926061590713435e-16,5.666170154108146e-16,4.772400273686234e-16,4.879e-16,2.575e-16,6.719285584291612e-16,2.389932343111118e-16,0.297,0.096,,144.5,,,,,,,,,,0,4.0,6.719285584291612e-16,2.389932343111118e-16,4.879e-16,2.575e-16,5.666170154108146e-16,4.772400273686234e-16,,0.0,0.297,,4.0,0,1.7264455738399758e-15,5.926061590713435e-16
2CXO J111128.2-603836,37,167.86762499999998,-60.643541666666664,0.81,0.75,56.4,6.63,False,False,False,False,False,5.0414727529092075e-15,1.0136193620990893e-15,1.1109627500709564e-15,7.886501214813733e-16,1.4628507705407312e-15,4.2507682483418945e-16,2.46765923229752e-15,4.740937566541703e-16,0.436,0.282,,145.4,,,,,,,,,,0,6.63,2.46765923229752e-15,4.740937566541703e-16,1.4628507705407312e-15,4.2507682483418945e-16,1.1109627500709564e-15,7.886501214813733e-16,,0.0,0.436,,6.63,0,5.0414727529092075e-15,1.0136193620990893e-15
2CXO J111125.6-603633,38,167.85679166666665,-60.60938055555556,1.33,1.02,83.4,4.32,False,False,False,False,False,2.7631294490190267e-15,6.07498351090373e-16,4.807254478837265e-16,3.6319319068092487e-16,1.0783989422804014e-15,3.527500401772577e-16,1.204005058854899e-15,3.357266179132578e-16,0.114,0.228,,145.7,,,,,,,,,,0,4.32,1.204005058854899e-15,3.357266179132578e-16,1.0783989422804014e-15,3.527500401772577e-16,4.807254478837265e-16,3.6319319068092487e-16,,0.0,0.114,,4.32,0,2.7631294490190267e-15,6.07498351090373e-16
2CXO J111141.0-604012,39,167.92095833333332,-60.670094444444445,0.79,0.74,52.1,4.0,False,False,False,False,False,2.0659984305360274e-15,5.457491258512237e-16,4.780924288330769e-16,3.612039167734609e-16,5.744700392365993e-16,2.786410271103303e-16,1.0134359624663512e-15,2.9955469765267535e-16,0.241,0.619,,144.9,,,,,,,,,,0,4.0,1.0134359624663512e-15,2.9955469765267535e-16,5.744700392365993e-16,2.786410271103303e-16,4.780924288330769e-16,3.612039167734609e-16,,0.0,0.241,,4.0,0,2.0659984305360274e-15,5.457491258512237e-16
2CXO J111126.4-603808,40,167.86004166666666,-60.635775,1.16,0.86,66.7,4.26,False,False,False,False,False,2.5965745237337633e-15,1.0472071051881276e-15,1.102307887399054e-15,9.686522347943415e-16,6.779923662197161e-16,2.8379676474104925e-16,8.162742701149935e-16,2.789533393005716e-16,1.0,1.0,,145.5,,,,,,,,,,0,4.26,8.162742701149935e-16,2.789533393005716e-16,6.779923662197161e-16,2.8379676474104925e-16,1.102307887399054e-15,9.686522347943415e-16,,0.0,1.0,,4.26,0,2.5965745237337633e-15,1.0472071051881276e-15
2CXO J111143.1-603352,41,167.92966666666666,-60.56457222222222,0.9,0.85,86.9,11.36,False,False,False,False,False,2.466710462324439e-14,2.9863300307233607e-15,1.180510462324439e-14,2.7224318269518135e-15,6.655e-15,9.360000000000002e-16,6.207e-15,7.939999999999999e-16,1.0,1.0,,146.2,1.9749048052361288e-14,2.4796339439714817e-15,3.067043457499412,0.4027714862381835,42.28554609053133,9.70786096080399,1.8408001819917417e-05,5.283467659702837e-06,1.609,0,11.36,6.207e-15,7.939999999999999e-16,6.655e-15,9.360000000000002e-16,1.180510462324439e-14,2.7224318269518135e-15,,0.0,1.0,,11.36,0,2.466710462324439e-14,2.9863300307233607e-15
2CXO J111220.2-603813,42,168.0844166666666,-60.63721944444445,1.33,0.92,130.8,3.29,False,False,False,False,False,1.400373413755979e-15,4.576068951029904e-16,4.3660243167132794e-16,3.298577824740284e-16,4.1020517372644594e-16,2.2188618315261323e-16,5.53565808358205e-16,2.2663723328941525e-16,0.035,0.215,,144.5,,,,,,,,,,0,3.29,5.53565808358205e-16,2.2663723328941525e-16,4.1020517372644594e-16,2.2188618315261323e-16,4.3660243167132794e-16,3.298577824740284e-16,,0.0,0.035,,3.29,0,1.400373413755979e-15,4.576068951029904e-16
2CXO J111135.9-604006,43,167.899625,-60.66854166666666,0.75,0.73,45.0,5.86,False,False,False,False,False,4.1600733511426184e-15,1.038268189372199e-15,1.3632228103449807e-15,8.944497132664634e-16,1.0976061165744975e-15,3.6797322296517723e-16,1.69924442422314e-15,3.7756622025862684e-16,0.959,0.963,,145.1,,,,,,,,,,0,5.86,1.69924442422314e-15,3.7756622025862684e-16,1.0976061165744975e-15,3.6797322296517723e-16,1.3632228103449807e-15,8.944497132664634e-16,,0.0,0.959,,5.86,0,4.1600733511426184e-15,1.038268189372199e-15
2CXO J111134.6-604001,44,167.89429166666665,-60.666980555555554,0.82,0.76,59.6,4.29,False,False,False,False,True,2.3858886412268117e-15,7.732518816892094e-16,7.28195217287497e-16,6.619150117248838e-16,7.090797884560802e-16,2.7855000203518625e-16,9.486136354832345e-16,2.866999932949908e-16,0.823,0.974,,145.1,,,,,,,,,,0,4.29,9.486136354832345e-16,2.866999932949908e-16,7.090797884560802e-16,2.7855000203518625e-16,7.28195217287497e-16,6.619150117248838e-16,,0.0,0.823,,4.29,0,2.3858886412268117e-15,7.732518816892094e-16
2CXO J111134.2-604001,45,167.89258333333333,-60.66712777777778,0.75,0.73,55.4,8.88,False,False,False,False,True,8.79354127494002e-15,1.451875814860468e-15,2.031531157230222e-15,1.2301771553703228e-15,1.2923191538243212e-15,3.8580002351067373e-16,5.469690963885477e-15,6.676570152712336e-16,0.905,0.685,,145.1,,,,,,,,,,0,8.88,5.469690963885477e-15,6.676570152712336e-16,1.2923191538243212e-15,3.8580002351067373e-16,2.031531157230222e-15,1.2301771553703228e-15,,0.0,0.905,,8.88,0,8.79354127494002e-15,1.451875814860468e-15
2CXO J111204.0-604038,46,168.01691666666665,-60.67749722222222,0.76,0.74,145.2,4.19,False,False,False,False,False,2.0151081171421475e-15,5.855802968717225e-16,4.3049999999999994e-16,4.1e-16,6.018306738683586e-16,2.848918403409612e-16,9.827774432737892e-16,3.0600804465163155e-16,0.65,0.553,,144.3,,,,,,,,,,0,4.19,9.827774432737892e-16,3.0600804465163155e-16,6.018306738683586e-16,2.848918403409612e-16,4.3049999999999994e-16,4.1e-16,,0.0,0.65,,4.19,0,2.0151081171421475e-15,5.855802968717225e-16
