name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b
2CXO J111048.4-603657,95,167.7017083333333,-60.61584444444445,1.98,1.38,62.1,5.78,False,False,False,False,False,1.453697769689256e-14,3.4597781333784313e-15,8.966e-15,3.294e-15,3.3282867330070826e-15,7.586256271459921e-16,2.2426909638854768e-15,7.376421151485945e-16,0.951,0.621,,145.8,,,,,,,,,,0,5.78,2.2426909638854768e-15,7.376421151485945e-16,3.3282867330070826e-15,7.586256271459921e-16,8.966e-15,3.294e-15,,0.0,0.951,,5.78,0,1.453697769689256e-14,3.4597781333784313e-15
2CXO J111227.6-604352,96,168.11499999999998,-60.731183333333334,1.48,1.03,143.9,5.03,False,False,False,False,False,4.952866406591616e-15,1.2996819439346251e-15,1.6516642911524186e-15,1.0867767903343623e-15,1.867202115439197e-15,5.205001089147126e-16,1.4339999999999998e-15,4.869999999999999e-16,0.967,0.963,,143.1,,,,,,,,,,0,5.03,1.4339999999999998e-15,4.869999999999999e-16,1.867202115439197e-15,5.205001089147126e-16,1.6516642911524186e-15,1.0867767903343623e-15,,0.0,0.967,,5.03,0,4.952866406591616e-15,1.2996819439346251e-15
2CXO J111100.7-603221,97,167.75324999999998,-60.53922222222222,5.12,3.41,79.6,3.41,False,False,False,False,False,5.8441446300905576e-15,2.447768542322497e-15,2.2443736480059063e-15,2.2127933342782293e-15,1.023973097523848e-15,4.846237026572376e-16,2.575797884560803e-15,9.275000611214145e-16,0.05,0.011,,146.4,,,,,,,,,,0,3.41,2.575797884560803e-15,9.275000611214145e-16,1.023973097523848e-15,4.846237026572376e-16,2.2443736480059063e-15,2.2127933342782293e-15,,0.0,0.05,,3.41,0,5.8441446300905576e-15,2.447768542322497e-15
2CXO J111231.5-604336,99,168.1314583333333,-60.72686111111111,2.13,1.53,158.2,4.19,False,False,False,False,False,3.5189899165210532e-15,9.50661938180025e-16,9.383122435041697e-16,7.089048833871662e-16,1.858797884560803e-15,5.265001076735195e-16,7.218797884560803e-16,3.521500016098286e-16,0.272,0.168,,143.0,,,,,,,,,,0,4.19,7.218797884560803e-16,3.521500016098286e-16,1.858797884560803e-15,5.265001076735195e-16,9.383122435041697e-16,7.089048833871662e-16,,0.0,0.272,,4.19,0,3.5189899165210532e-15,9.50661938180025e-16
2CXO J111200.3-604505,100,168.00137499999997,-60.75154444444444,1.25,0.87,4.7,5.41,False,False,False,False,False,1.2378118876329875e-14,2.538430717351599e-15,1.0189202115439196e-14,2.470500022946818e-15,2.0670000000000003e-15,5.760000000000001e-16,1.2191676089067783e-16,9.210941001833248e-17,0.149,0.147,,143.4,,,,,,,,,,0,5.41,1.2191676089067783e-16,9.210941001833248e-17,2.0670000000000003e-15,5.760000000000001e-16,1.0189202115439196e-14,2.470500022946818e-15,,0.0,0.149,,5.41,0,1.2378118876329875e-14,2.538430717351599e-15
2CXO J111252.5-604030,101,168.21891666666664,-60.675266666666666,2.18,2.18,0.0,3.13,False,False,False,False,True,4.931094735277683e-15,1.956061629428474e-15,2.5362117736628073e-15,1.7478138704473313e-15,1.1661223269831167e-15,5.275501300256454e-16,1.228760634631759e-15,7.021500072664107e-16,0.002,0.006,,143.3,,,,,,,,,,0,3.13,1.228760634631759e-15,7.021500072664107e-16,1.1661223269831167e-15,5.275501300256454e-16,2.5362117736628073e-15,1.7478138704473313e-15,,0.0,0.002,,3.13,0,4.931094735277683e-15,1.956061629428474e-15
2CXO J111233.3-604342,102,168.13879166666663,-60.72859444444445,3.34,2.77,167.7,3.03,False,False,False,False,False,2.0413752039493774e-15,6.97326934672421e-16,6.900903566383983e-16,5.213706068380613e-16,2.891202115439198e-16,2.197500025797549e-16,1.0621646357670594e-15,4.0761192390697334e-16,0.612,0.823,,143.0,,,,,,,,,,0,3.03,1.0621646357670594e-15,4.0761192390697334e-16,2.891202115439198e-16,2.197500025797549e-16,6.900903566383983e-16,5.213706068380613e-16,,0.0,0.612,,3.03,0,2.0413752039493774e-15,6.97326934672421e-16
2CXO J111254.0-604047,103,168.225125,-60.67976944444444,3.62,2.19,128.5,4.67,False,False,False,False,False,4.435442453379507e-15,1.2047320908742221e-15,1.2431041457308643e-15,9.391784084329975e-16,2.450797884560803e-15,6.225000910684492e-16,7.415404230878395e-16,4.264000053180219e-16,0.212,0.44,,143.2,,,,,,,,,,0,4.67,7.415404230878395e-16,4.264000053180219e-16,2.450797884560803e-15,6.225000910684492e-16,1.2431041457308643e-15,9.391784084329975e-16,,0.0,0.212,,4.67,0,4.435442453379507e-15,1.2047320908742221e-15
2CXO J111212.9-604518,104,168.05404166666662,-60.75519444444444,2.64,1.79,176.7,3.18,False,False,False,False,False,2.9009393757234157e-15,9.152869872215507e-16,9.734191641794958e-16,7.35428535486686e-16,6.936797884560803e-16,3.3835000167548733e-16,1.2338404230878395e-15,4.271000053093059e-16,0.372,0.494,,143.1,,,,,,,,,,0,3.18,1.2338404230878395e-15,4.271000053093059e-16,6.936797884560803e-16,3.3835000167548733e-16,9.734191641794958e-16,7.35428535486686e-16,,0.0,0.372,,3.18,0,2.9009393757234157e-15,9.152869872215507e-16
2CXO J111043.9-603556,105,167.68325,-60.59912222222223,2.86,2.32,44.2,5.06,False,False,False,False,True,1.1806716028416878e-14,3.468207216192556e-15,4.140450449801767e-15,3.221981701694062e-15,2.2102655786151112e-15,6.545832325982349e-16,5.4559999999999995e-15,1.1040000000000002e-15,0.909,0.903,,145.9,,,,,,,,,,0,5.06,5.4559999999999995e-15,1.1040000000000002e-15,2.2102655786151112e-15,6.545832325982349e-16,4.140450449801767e-15,3.221981701694062e-15,,0.0,0.909,,5.06,0,1.1806716028416878e-14,3.468207216192556e-15
2CXO J111047.6-603401,106,167.69849999999997,-60.567075,4.36,3.21,60.2,4.22,False,False,False,False,False,1.285759901390743e-14,3.900951022994466e-15,8.84963578047461e-15,3.789634864118153e-15,3.2399036565206597e-15,7.706766351243206e-16,7.680595769121607e-16,5.120000044289151e-16,0.94,0.957,,146.2,,,,,,,,,,0,4.22,7.680595769121607e-16,5.120000044289151e-16,3.2399036565206597e-15,7.706766351243206e-16,8.84963578047461e-15,3.789634864118153e-15,,0.0,0.94,,4.22,0,1.285759901390743e-14,3.900951022994466e-15
2CXO J111215.0-604533,108,168.062875,-60.75921666666667,1.32,0.98,8.1,6.91,False,False,False,False,False,1.1986136354832345e-14,2.3060398892823747e-15,6.2724559681428535e-15,2.1028947310583015e-15,3.379e-15,7.069999999999999e-16,2.3346803866894914e-15,6.291301304568881e-16,0.128,0.361,,143.0,,,,,,,,,,0,6.91,2.3346803866894914e-15,6.291301304568881e-16,3.379e-15,7.069999999999999e-16,6.2724559681428535e-15,2.1028947310583015e-15,,0.0,0.128,,6.91,0,1.1986136354832345e-14,2.3060398892823747e-15
2CXO J111224.0-604512,109,168.10029166666664,-60.75342222222222,0.86,0.78,178.3,24.54,True,False,False,False,False,1.1843404230878394e-13,5.888987406680839e-15,4.7782021154391977e-14,4.9050011557616125e-15,2.662e-14,1.890000000000002e-15,4.4032021154391974e-14,2.65500213522e-15,1.0,1.0,,142.9,1.0706063463175914e-13,5.25097174059116e-15,2.814361922094452,0.17710374133188977,19.717449985808745,3.9109799927112836,5.827129223782766e-05,7.51237393670955e-06,1.909,0,24.54,4.4032021154391974e-14,2.65500213522e-15,2.662e-14,1.890000000000002e-15,4.7782021154391977e-14,4.9050011557616125e-15,,0.0,1.0,,24.54,0,1.1843404230878394e-13,5.888987406680839e-15
2CXO J111213.3-604542,110,168.0557083333333,-60.761941666666665,3.28,2.37,12.2,3.35,False,False,False,False,False,4.847552541365288e-15,2.5282286508137872e-15,2.438e-15,2.438e-15,1.0082497128211327e-15,4.1282584309937524e-16,1.4013028285441548e-15,5.269449061002415e-16,0.042,0.377,,143.0,,,,,,,,,,0,3.35,1.4013028285441548e-15,5.269449061002415e-16,1.0082497128211327e-15,4.1282584309937524e-16,2.438e-15,2.438e-15,,0.0,0.042,,3.35,0,4.847552541365288e-15,2.5282286508137872e-15
2CXO J111228.5-604537,111,168.11904166666662,-60.760352777777776,1.43,1.03,176.6,7.32,False,False,False,False,False,1.2471008279765048e-14,2.18100205274889e-15,5.490030582872488e-15,1.9138519588736484e-15,3.0396803866894912e-15,6.841196686609013e-16,3.941297310203069e-15,7.911516368950204e-16,0.27,0.591,,142.7,,,,,,,,,,0,7.32,3.941297310203069e-15,7.911516368950204e-16,3.0396803866894912e-15,6.841196686609013e-16,5.490030582872488e-15,1.9138519588736484e-15,,0.0,0.27,,7.32,0,1.2471008279765048e-14,2.18100205274889e-15
2CXO J111215.7-604625,113,168.0658333333333,-60.77378611111111,2.36,2.36,0.0,3.29,False,False,False,False,False,4.302884547282364e-15,1.5582622364152429e-15,1.839123912650605e-15,1.3894776838498456e-15,1.3892393653682408e-15,4.718500108129919e-16,1.0745212692635184e-15,5.243000389251196e-16,0.045,0.08,,142.8,,,,,,,,,,0,3.29,1.0745212692635184e-15,5.243000389251196e-16,1.3892393653682408e-15,4.718500108129919e-16,1.839123912650605e-15,1.3894776838498456e-15,,0.0,0.045,,3.29,0,4.302884547282364e-15,1.5582622364152429e-15
2CXO J111247.5-604418,114,168.19799999999995,-60.738597222222225,2.71,2.49,179.6,4.78,False,False,False,False,False,7.0447e-15,2.268994246356742e-15,2.049e-15,2.049e-15,8.166999999999999e-16,4.083e-16,4.179e-15,8.850000000000002e-16,0.199,0.587,,142.5,,,,,,,,,,0,4.78,4.179e-15,8.850000000000002e-16,8.166999999999999e-16,4.083e-16,2.049e-15,2.049e-15,,0.0,0.199,,4.78,0,7.0447e-15,2.268994246356742e-15
2CXO J111243.7-604459,115,168.18224999999998,-60.749875,2.23,1.61,153.2,5.52,False,False,False,False,False,6.281578524869063e-15,1.8780506568165113e-15,1.983504484497164e-15,1.6643089042572835e-15,2.1180740403718996e-15,5.906175926763862e-16,2.18e-15,6.389999999999999e-16,0.292,0.545,,142.5,,,,,,,,,,0,5.52,2.18e-15,6.389999999999999e-16,2.1180740403718996e-15,5.906175926763862e-16,1.983504484497164e-15,1.6643089042572835e-15,,0.0,0.292,,5.52,0,6.281578524869063e-15,1.8780506568165113e-15
2CXO J111041.7-604211,116,167.67379166666663,-60.70321944444445,2.69,2.04,43.0,3.7,False,False,False,False,False,6.667172892997937e-15,1.7155954638051496e-15,1.6348654650850713e-15,1.2351582534526391e-15,9.979678089258552e-16,4.4036575716677334e-16,4.034339618987011e-15,1.1062232524547506e-15,0.983,0.958,,145.0,,,,,,,,,,0,3.41,4.034339618987011e-15,1.1062232524547506e-15,9.979678089258552e-16,4.4036575716677334e-16,1.6348654650850713e-15,1.2351582534526391e-15,,0.0,0.983,,3.41,0,6.667172892997937e-15,1.7155954638051496e-15
2CXO J111217.3-604654,117,168.0724166666666,-60.78181111111111,1.73,1.59,16.0,4.67,False,False,False,False,False,7.166472523166114e-15,2.077714604691449e-15,2.114876754044508e-15,1.83721943484922e-15,1.896797884560803e-15,5.65500100247761e-16,3.154797884560803e-15,7.885000718961462e-16,0.037,0.145,,142.6,,,,,,,,,,0,4.67,3.154797884560803e-15,7.885000718961462e-16,1.896797884560803e-15,5.65500100247761e-16,2.114876754044508e-15,1.83721943484922e-15,,0.0,0.037,,4.67,0,7.166472523166114e-15,2.077714604691449e-15
2CXO J111223.9-604705,121,168.09974999999997,-60.78477777777778,1.41,1.41,0.0,6.19,False,False,False,False,True,1.476529501277213e-14,3.287136021083478e-15,8.914721546757965e-15,3.140417095988878e-15,3.425286733007082e-15,6.796402299471758e-16,2.4252867330070828e-15,6.936373996279686e-16,0.176,0.267,,142.4,,,,,,,,,,0,6.19,2.4252867330070828e-15,6.936373996279686e-16,3.425286733007082e-15,6.796402299471758e-16,8.914721546757965e-15,3.140417095988878e-15,,0.0,0.176,,6.19,0,1.476529501277213e-14,3.287136021083478e-15
2CXO J111223.1-604724,122,168.096625,-60.79006111111111,5.04,3.54,80.3,3.53,False,False,False,False,True,6.2678e-15,2.6905839979454276e-15,4.036e-15,2.587e-15,5.528e-16,3.6849999999999997e-16,1.6789999999999997e-15,6.41e-16,0.003,0.197,,142.4,,,,,,,,,,0,3.53,1.6789999999999997e-15,6.41e-16,5.528e-16,3.6849999999999997e-16,4.036e-15,2.587e-15,,0.0,0.003,,3.53,0,6.2678e-15,2.6905839979454276e-15
2CXO J111253.1-604517,123,168.2214583333333,-60.75489722222222,2.89,2.25,167.8,5.52,False,False,False,False,False,7.0978519192562016e-15,1.9666807476323457e-15,1.6706498038170036e-15,1.6496732402895718e-15,2.061202115439197e-15,6.255000906316702e-16,3.3660000000000007e-15,8.690000000000001e-16,1.0,1.0,,142.2,,,,,,,,,,0,5.52,3.3660000000000007e-15,8.690000000000001e-16,2.061202115439197e-15,6.255000906316702e-16,1.6706498038170036e-15,1.6496732402895718e-15,,0.0,1.0,,5.52,0,7.0978519192562016e-15,1.9666807476323457e-15
2CXO J111226.0-604722,124,168.10866666666664,-60.78946666666666,2.34,1.55,179.9,5.24,False,False,False,False,False,1.4773602900171184e-14,3.872091926526199e-15,1.126685905030578e-14,3.779206426161316e-15,1.737265578615111e-15,5.605971890749673e-16,1.769478271250294e-15,6.296232742931513e-16,0.997,0.991,,142.3,,,,,,,,,,0,5.24,1.769478271250294e-15,6.296232742931513e-16,1.737265578615111e-15,5.605971890749673e-16,1.126685905030578e-14,3.779206426161316e-15,,0.0,0.997,,5.24,0,1.4773602900171184e-14,3.872091926526199e-15
