name,ra,dec,PU,significance,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,CSC_flags,DR3Name_gaia,RA_pmcor_gaia,DEC_pmcor_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag
2CXO J111226.4-604048,168.11016666666663,-60.68024166666667,1.61,3.14,6.981965970981104e-16,3.3870009753220933e-16,7.200370201859498e-16,3.4080094658717193e-16,8.488963673550163e-16,7.134535589275961e-16,2.267129984639077e-15,8.601622068014226e-16,0.949,,,Gaia DR3 5337626991460540800,,,19.122269,0.006368,19.751648,0.061893,17.57965,0.030834,-0.876,0.2702,7.919,,,,,,,2,11122654-6040489,15.989,0.098,15.069,0.071,14.932,0.131,0,J111226.34-604050.1,15.026,0.017,14.837,0.028,0,1680m606o0113719,14.802852840767631,-0.0115707653460956,14.465531952092084,-0.0227297182809138,0,,,,,,,,,,-8,0.0,catwise,15.026,0.017,14.837,0.028
2CXO J111108.1-603657,167.78383333333332,-60.61599722222223,1.0,15.98,7.137202115439196e-15,8.145000696011187e-16,1.352616923513577e-14,1.3402707314034909e-15,4.056e-14,4.8899999999999986e-15,6.122337135057497e-14,5.13535159427639e-15,1.0,,,Gaia DR3 5337641564304527232,,,17.587118,0.003505,18.551857,0.01518,16.642906,0.008209,0.4133,0.0769,6.35,,,,,,,0,11110810-6036574,15.259,0.061,14.49,0.062,14.288,0.07,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111111.8-603451,167.79954166666664,-60.580958333333335,2.12,4.86,2.4452867330070823e-15,6.706421118321231e-16,1.764e-15,5.260000000000005e-16,3.6843819277709526e-15,2.0042092106772608e-15,7.893668660778035e-15,2.177909870110841e-15,0.324,,,Gaia DR3 5337643174873536896,,,16.468243,0.003013,17.186308,0.008645,15.594545,0.006511,0.4541,0.0441,6.924,,,,,,,2,,13.745,,13.0,,13.089,0.057,0,J111111.67-603451.2,12.467,0.01,12.691,0.009,0,1680m606o0022546,12.625884979950923,-0.0023725278712708,12.61136797076697,-0.0053434377841611,0,J111111.71-603450.8,12.494,0.029,12.618,0.031,11.409,,8.521,,0,0.0,allwise,12.494,0.029,12.618,0.031
2CXO J111138.6-604228,167.91112499999997,-60.70801111111111,0.74,10.08,3.492e-15,5.719999999999998e-16,4.0150846175678855e-15,6.891316335535701e-16,5.5443925049669385e-15,1.494814085986958e-15,1.3051477122534824e-14,1.742571536560045e-15,1.0,,,Gaia DR3 5337638025251942912,,,16.512733,0.003055,17.039276,0.008289,15.81459,0.005803,0.7139,0.0419,7.143,,,,,,,0,11113865-6042286,14.943,0.041,14.47,0.033,14.303,0.071,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111205.8-604243,168.02424999999997,-60.71195555555556,1.06,3.35,1.1309202115439197e-15,4.240500013368733e-16,4.0020834688524163e-16,2.452415106658611e-16,4.658975399461621e-16,4.740884761598953e-16,1.997026098375324e-15,6.817049841500996e-16,0.494,,,Gaia DR3 5337637131855310208,,,19.336042,0.003996,20.937775,0.150869,18.223381,0.027134,1.3366,0.2418,7.09,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111226.0-604120,168.10841666666664,-60.688963888888885,1.52,3.24,1.2662393653682408e-15,4.558500111925198e-16,3.6190623144604444e-16,2.293380111185251e-16,5.0378431169092955e-16,3.806144076281095e-16,2.1319299085052146e-15,6.366022960547015e-16,0.993,,,Gaia DR3 5337626995732786432,,,18.217152,0.003294,18.912788,0.035011,16.956053,0.026213,0.4627,0.1233,7.455,,,,,,,2,11122602-6041200,15.432,0.087,14.694,0.057,14.667,0.112,0,J111226.07-604120.0,14.232,0.185,14.292,0.265,0,,,,,,-4,,,,,,,,,,-8,0.0,catwise,14.232,0.185,14.292,0.265
2CXO J111224.6-604132,168.1028333333333,-60.69228611111111,1.22,3.24,7.241404230878395e-16,3.448000065765793e-16,3.615797884560803e-16,2.289500024760915e-16,1.1486962524834696e-15,8.888820438709829e-16,2.2344164640273893e-15,9.805184527000333e-16,0.16,,,Gaia DR3 5337626961373018752,,,20.03624,0.005791,21.495546,0.165322,18.895521,0.032038,0.1626,0.4436,6.339,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111104.8-603757,167.77004166666666,-60.632730555555554,1.34,5.2,1.9970528859799284e-15,4.555777789162575e-16,1.136601057719599e-15,3.8625003669262863e-16,1.4976293206269785e-15,1.131474886154516e-15,4.631283264326505e-15,1.2794434811611266e-15,0.785,,,Gaia DR3 5337641422526793984,,,17.419847,0.003279,18.061913,0.012577,16.635292,0.006715,0.5958,0.0697,6.977,,,,,,,0,11110482-6037574,15.561,0.052,15.132,0.077,15.014,0.135,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111217.6-604224,168.07366666666664,-60.70688055555556,0.9,5.66,2.931202115439197e-15,6.765000837991283e-16,1.048005058854899e-15,3.7271901209285597e-16,1.5496484253584402e-15,8.540159907571569e-16,5.5288555996525364e-15,1.151483885178004e-15,0.781,,,Gaia DR3 5337638575007612288,,,15.222836,0.002928,15.645556,0.013757,14.466632,0.010094,0.6274,0.0385,7.236,,,,,,,0,11121762-6042245,13.551,0.041,13.196,0.042,13.018,0.037,0,J111217.62-604224.7,12.931,0.012,13.219,0.013,0,1680m606o0018144,12.897179188556173,-0.0026684652193402,13.009599071013044,-0.0066632848861605,0,J111217.62-604224.6,13.043,0.036,13.406,0.047,11.957,,8.916,,0,0.0,allwise,13.043,0.036,13.406,0.047
2CXO J111243.4-603941,168.180875,-60.66161944444444,3.4,3.58,2.860285584291613e-16,2.900856184757976e-16,7.985393653682408e-16,4.0955001245784432e-16,6.687000000000001e-15,2.229e-15,7.771567923797403e-15,2.284802371924256e-15,0.989,,extent,Gaia DR3 5337627270652009856,,,16.720194,0.003181,17.38333,0.008018,15.881416,0.006879,0.2116,0.0455,8.511,,,,,,,2,11124337-6039417,14.767,0.051,14.116,0.061,13.99,0.061,2,J111243.44-603940.1,13.52,0.02,13.736,0.027,2,1680m606o0077039,13.631526504986097,-0.0049743211703238,13.584293713234274,-0.0114735849613451,2,,,,,,,,,,-8,2.0,catwise,13.52,0.02,13.736,0.027
2CXO J111057.3-603803,167.73879166666663,-60.63420833333333,3.01,4.22,1.5422550014191257e-15,4.3708768574952967e-16,1.0445263281184172e-15,4.0101780607720496e-16,2.566794632102818e-15,1.9392406546398927e-15,5.153575961640361e-15,2.027933737189905e-15,0.993,,,Gaia DR3 5337641598664222976,,,16.13649,0.002927,16.567059,0.010091,15.342852,0.008153,0.6865,0.0499,6.019,,,,,,,2,,10.775,0.033,10.212,0.033,10.085,0.029,2,J111057.33-603805.3,11.838,0.023,11.921,0.018,2,1680m606o0020713,9.967285350001488,-0.0005843392495845,10.002033702791962,-0.0012355887283857,2,,9.763,0.023,9.814,0.021,10.741,0.406,8.276,,0,0.0,allwise,9.763,0.023,9.814,0.021
2CXO J111216.4-604329,168.06841666666662,-60.72495833333333,1.66,3.29,1.3212968326895452e-16,9.982538153819276e-17,1.1798776730168833e-15,4.4245015503452523e-16,3.557775581453362e-15,1.523756321197113e-15,4.869782937739199e-15,1.5898303597797725e-15,0.871,,,Gaia DR3 5337637093205252608,,,20.175724,0.008669,21.55766,0.221794,19.032303,0.051553,0.8665,0.52,5.79,,,,,,,0,11121643-6043300,16.872,,15.293,0.093,14.883,,0,J111216.33-604329.0,15.557,0.021,15.411,0.04,0,,,,,,-8,,,,,,,,,,-8,0.0,catwise,15.557,0.021,15.411,0.04
2CXO J111055.7-603609,167.73237499999996,-60.60261944444444,1.53,8.7,1.2357978845608028e-14,1.6150035102199506e-15,2.2830000000000002e-15,5.890000000000001e-16,1.4122556726210718e-15,1.0669741867306838e-15,1.6053234518229102e-14,2.0232625270024564e-15,0.077,,,Gaia DR3 5337641804822691584,,,13.623563,0.002816,14.645912,0.003013,12.59675,0.003871,8.0002,0.0977,62.703,,,,,,,0,11105578-6036096,11.285,0.023,10.633,0.022,10.441,0.023,0,J111055.64-603609.5,10.043,0.008,10.171,0.007,0,1680m606o0021798,10.36135917640254,-0.0006848744813566,10.298742166824756,-0.0013792560208939,0,J111055.67-603609.5,10.308,0.023,10.282,0.021,10.916,,9.128,,0,0.0,allwise,10.308,0.023,10.282,0.021
2CXO J111228.6-604248,168.1194583333333,-60.713544444444445,1.5,4.67,9.396010577195985e-16,3.522500402342872e-16,1.2144518282603297e-15,4.233303898630906e-16,9.92139365368241e-16,7.539500067671731e-16,3.1461922513481688e-15,9.336644592844442e-16,0.502,,,Gaia DR3 5337626785278075904,,,17.419409,0.004444,18.344034,0.021729,16.4587,0.01197,0.4529,0.0707,6.57,,,,,,,0,11122873-6042492,15.066,0.071,14.34,0.085,14.244,0.072,0,J111228.60-604249.6,14.04,0.011,14.256,0.018,0,1680m606o0196319,,,14.29585331251466,-0.0186472796269492,2,,,,,,,,,,-8,0.0,catwise,14.04,0.011,14.256,0.018
2CXO J111053.7-603510,167.72404166666664,-60.58623333333333,4.63,3.02,1.8494782712502938e-15,7.096093767218897e-16,2.005276155811097e-15,6.361155089879603e-16,5.5706792379740216e-15,2.9703325633817952e-15,9.425433665035412e-15,3.1194653300514348e-15,0.064,,,Gaia DR3 5337641839182766336,,,15.778053,0.002978,16.417595,0.007062,14.992491,0.004853,0.3879,0.032,6.383,,,,,,,2,11105368-6035091,13.932,0.035,13.477,0.022,13.349,0.041,2,J111053.68-603508.9,13.504,0.013,13.674,0.016,0,1680m606o0079641,13.300409896511177,-0.0038629058785999,13.363422704351146,-0.0096229179275624,0,,,,,,,,,,-8,0.0,catwise,13.504,0.013,13.674,0.016
2CXO J111238.1-604226,168.15879166666664,-60.707475,2.02,3.94,4.226394518572778e-16,3.1930860266171936e-16,1.068090135908972e-15,4.2792441743847575e-16,7.964989422804015e-15,2.376500596361316e-15,9.455719010570264e-15,2.435740621511152e-15,0.865,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111229.7-604326,168.12404166666664,-60.72395,1.11,9.92,5.307202115439198e-15,9.15500061922569e-16,5.7237978845608025e-15,8.935000634472433e-16,6.189e-15,1.7829999999999996e-15,1.722e-14,2.1944410966714176e-15,0.947,,,Gaia DR3 5337626755214449024,,,20.014904,0.006367,21.371237,0.148881,18.733442,0.038434,0.7127,0.3902,6.294,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111057.6-603304,167.74041666666665,-60.551338888888885,12.31,3.58,1.2092819038952777e-15,5.60450081932356e-16,2.919477122534825e-16,2.958828816962279e-16,2.2731731137273635e-15,1.7174064734439088e-15,3.774402729876124e-15,1.8306108185646374e-15,,,,Gaia DR3 5337643454090589568,,,20.136152,0.006336,21.210846,0.125947,19.101776,0.033123,0.0291,0.4728,6.756,,,,,,,2,,15.159,0.04,14.48,0.049,14.197,0.081,2,J111057.73-603309.0,15.136,0.014,15.045,0.03,2,1680m606o0080803,14.86484230629168,-0.0108746814836727,14.81220326085306,-0.02715045962951,2,,,,,,,,,,-8,2.0,catwise,15.136,0.014,15.045,0.03
2CXO J111048.4-603657,167.7017083333333,-60.61584444444445,1.98,5.78,2.2426909638854768e-15,7.376421151485945e-16,3.3282867330070826e-15,7.586256271459921e-16,8.966e-15,3.294e-15,1.4536977696892562e-14,3.459778133378432e-15,0.951,,,Gaia DR3 5337641663050697600,,,19.0344,0.004118,20.4095,0.047787,17.93606,0.016465,0.0264,0.221,6.146,,,,,,,2,11104851-6036573,14.997,,15.188,0.124,14.244,,2,J111048.30-603656.5,14.06,0.009,14.182,0.019,2,1680m606o0078569,13.968003315111115,-0.0054781762726981,14.509683008495916,-0.0210391643926216,2,,,,,,,,,,-8,2.0,catwise,14.06,0.009,14.182,0.019
2CXO J111227.6-604352,168.11499999999998,-60.73118333333333,1.48,5.03,1.4339999999999998e-15,4.869999999999999e-16,1.8672021154391968e-15,5.205001089147126e-16,1.6516642911524186e-15,1.0867767903343625e-15,4.952866406591616e-15,1.2996819439346253e-15,0.967,,,Gaia DR3 5337626755255896192,,,16.70167,0.002995,17.248358,0.008046,15.970741,0.00583,0.6677,0.0466,7.446,,,,,,,0,11122756-6043520,14.96,0.042,14.54,0.058,14.522,0.101,0,J111227.51-604351.2,14.254,0.017,14.525,0.092,0,1680m606o0112896,14.216191728079096,-0.0067877042525862,14.270658941747252,-0.0178265683997771,0,,,,,,,,,,-8,0.0,catwise,14.254,0.017,14.525,0.092
2CXO J111100.7-603221,167.75324999999998,-60.53922222222222,5.12,3.41,2.575797884560803e-15,9.275000611214145e-16,1.023973097523848e-15,4.846237026572376e-16,2.2443736480059063e-15,2.2127933342782293e-15,5.8441446300905576e-15,2.447768542322497e-15,0.05,,,Gaia DR3 5337643862068376192,,,16.603895,0.003096,17.306234,0.007631,15.784937,0.006925,0.3358,0.0499,8.929,,,,,,,2,,,,,,,,-8,J111101.24-603217.4,13.49,0.012,13.583,0.01,0,1680m606o0081330,13.551323048976196,-0.004453375208267,13.395546974419563,-0.0099823032613788,0,,,,,,,,,,-8,0.0,catwise,13.49,0.012,13.583,0.01
2CXO J111231.5-604336,168.1314583333333,-60.72686111111111,2.13,4.19,7.218797884560803e-16,3.521500016098286e-16,1.858797884560803e-15,5.265001076735195e-16,9.383122435041697e-16,7.089048833871662e-16,3.518989916521053e-15,9.50661938180025e-16,0.272,,,Gaia DR3 5337626750918315008,,,16.88295,0.003336,17.745287,0.012164,15.974002,0.00659,0.386,0.0526,6.36,,,,,,,0,11123148-6043358,14.651,0.042,13.881,0.029,13.657,0.044,0,J111231.37-604335.3,13.567,0.015,13.697,0.013,0,1680m606o0053447,13.598868720753858,-0.0045190036667719,13.62420781990107,-0.0110762350787644,0,,,,,,,,,,-4,0.0,catwise,13.567,0.015,13.697,0.013
2CXO J111200.3-604505,168.00137499999997,-60.75154444444444,1.25,5.41,1.2191676089067783e-16,9.210941001833248e-17,2.067000000000001e-15,5.760000000000001e-16,1.0189202115439196e-14,2.470500022946818e-15,1.2378118876329876e-14,2.538430717351599e-15,0.149,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111252.5-604030,168.21891666666664,-60.675266666666666,2.18,3.13,1.2287606346317589e-15,7.02150007266411e-16,1.166122326983117e-15,5.275501300256454e-16,2.536211773662808e-15,1.7478138704473313e-15,4.931094735277683e-15,1.956061629428474e-15,0.002,,conf,,,,,,,,,,,,,,,,,,,-4,,,,,,,,-4,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111233.3-604342,168.13879166666663,-60.72859444444445,3.34,3.03,1.0621646357670594e-15,4.0761192390697324e-16,2.8912021154391982e-16,2.1975000257975487e-16,6.900903566383983e-16,5.213706068380613e-16,2.0413752039493774e-15,6.97326934672421e-16,0.612,,,Gaia DR3 5337626750920259456,,,18.268507,0.003335,19.188068,0.024152,17.438196,0.013153,-0.0149,0.1103,7.564,,,,,,,2,11123313-6043417,16.143,0.123,15.591,0.113,14.992,,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111254.0-604047,168.225125,-60.67976944444444,3.62,4.67,7.415404230878399e-16,4.264000053180219e-16,2.4507978845608028e-15,6.225000910684492e-16,1.2431041457308645e-15,9.391784084329977e-16,4.435442453379507e-15,1.2047320908742221e-15,0.212,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,-4,J111254.16-604050.0,15.52,0.051,15.465,0.141,2,1680m606o0113718,15.264414121723831,-0.0158125966335697,15.153237889128452,-0.0382579880725422,2,,,,,,,,,,-4,2.0,catwise,15.52,0.051,15.465,0.141
2CXO J111212.9-604518,168.05404166666662,-60.75519444444444,2.64,3.18,1.2338404230878397e-15,4.271000053093059e-16,6.936797884560803e-16,3.3835000167548733e-16,9.734191641794958e-16,7.35428535486686e-16,2.900939375723416e-15,9.15286987221551e-16,0.372,,,Gaia DR3 5337636921400822528,,,16.500938,0.003118,17.348528,0.008271,15.589281,0.006626,0.4391,0.0448,4.241,,,,,,,0,11121294-6045177,14.264,0.029,13.614,0.027,13.429,0.041,0,J111212.91-604518.0,13.364,0.008,13.567,0.008,0,1680m606o0073973,13.811261186047584,-0.0052759093568574,13.42710008316483,-0.0091496630700207,0,,13.59,0.039,14.272,0.059,11.481,,8.228,,0,0.0,allwise,13.59,0.039,14.272,0.059
2CXO J111043.9-603556,167.68325,-60.59912222222223,2.86,5.06,5.456e-15,1.1040000000000002e-15,2.2102655786151112e-15,6.54583232598235e-16,4.140450449801767e-15,3.221981701694062e-15,1.1806716028416878e-14,3.468207216192556e-15,0.909,,conf,Gaia DR3 5337642453319011072,,,13.04987,0.00279,13.297916,0.003175,12.647799,0.003923,0.9118,0.0124,10.078,,,,,,,2,11104403-6035572,12.11,,11.94,,11.925,0.03,2,J111043.99-603557.1,11.73,0.016,11.816,0.01,0,1680m606o0021895,11.740822365874816,-0.0014097023847692,11.746371055526335,-0.0030524391458803,0,,11.656,0.027,11.731,0.028,10.778,0.113,8.605,,0,0.0,allwise,11.656,0.027,11.731,0.028
