#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
13637_000,875,ens0042100_001,acisf13637_000N020_b0486_s_ecf90_prep3.fits,0.00E+00,2.56E-18,1.43E-16,4.27E-19,3.54E-16,0.999
01522_002,2457,ens0042100_001,acisf01522_002N020_b0974_s_ecf90_prep3.fits,8.53E-17,1.18E-16,1.43E-16,2.15E-17,2.95E-16,1.0008
14467_000,174,ens0216500_001,acisf14467_000N020_b0091_s_ecf90_prep3.fits,0.00E+00,1.33E-18,1.44E-16,4.93E-19,3.47E-16,0.9993
13637_000,349,ens0042100_001,acisf13637_000N020_b0250_s_ecf90_prep3.fits,0.00E+00,2.79E-18,1.44E-16,8.94E-19,3.62E-16,0.9992
01522_002,3438,ens0042100_001,acisf01522_002N020_b0996_s_ecf90_prep3.fits,1.02E-16,1.18E-16,1.44E-16,1.56E-17,3.02E-16,0.9995
03498_000,1422,ens0042100_001,acisf03498_000N020_b0400_s_ecf90_prep3.fits,1.09E-16,1.29E-16,1.44E-16,2.48E-17,2.97E-16,1.0005
13637_000,1403,ens0042100_001,acisf13637_000N020_b0680_s_ecf90_prep3.fits,0.00E+00,2.40E-18,1.45E-16,3.72E-19,3.78E-16,0.9992
12050_001,816,ens0047600_001,acisf12050_001N020_b0236_s_ecf90_prep3.fits,0.00E+00,5.06E-18,1.45E-16,3.82E-19,3.21E-16,0.9992
16457_000,816,ens0047600_001,acisf16457_000N020_b0236_s_ecf90_prep3.fits,0.00E+00,1.64E-16,1.45E-16,1.71E-18,3.25E-16,1
13637_000,805,ens0042100_001,acisf13637_000N020_b0446_s_ecf90_prep3.fits,0.00E+00,1.54E-18,1.46E-16,1.56E-19,3.63E-16,0.999
01522_002,686,ens0042100_001,acisf01522_002N020_b0386_s_ecf90_prep3.fits,9.48E-17,1.19E-16,1.46E-16,8.43E-18,3.03E-16,0.9996
13637_000,3298,ens0042100_001,acisf13637_000N020_b1257_s_ecf90_prep3.fits,0.00E+00,2.37E-18,1.47E-16,4.08E-19,3.69E-16,0.9995
13637_000,240,ens0042100_001,acisf13637_000N020_b0161_s_ecf90_prep3.fits,0.00E+00,6.01E-18,1.47E-16,5.32E-19,3.73E-16,1.0019
01522_002,700,ens0042100_001,acisf01522_002N020_b0395_s_ecf90_prep3.fits,9.72E-17,1.19E-16,1.47E-16,2.19E-17,3.01E-16,1.001
12135_000,80,ens0047600_001,acisf12135_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,1.65E-18,1.48E-16,4.30E-20,3.50E-16,0.9994
04395_000,2392,ens0042100_001,acisf04395_000N020_b0532_s_ecf90_prep3.fits,6.41E-17,1.38E-16,1.48E-16,5.01E-19,3.29E-16,1.0012
13637_000,1401,ens0042100_001,acisf13637_000N020_b0679_s_ecf90_prep3.fits,0.00E+00,2.86E-18,1.49E-16,7.98E-20,3.50E-16,1.0003
13637_000,3259,ens0042100_001,acisf13637_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,1.61E-18,1.49E-16,2.58E-19,3.75E-16,0.9999
04396_000,3135,ens0042100_001,acisf04396_000N020_b1069_s_ecf90_prep3.fits,1.24E-16,9.77E-17,1.49E-16,5.47E-17,2.44E-16,1.0006
14335_000,1413,ens0042100_001,acisf14335_000N020_b0683_s_ecf90_prep3.fits,0.00E+00,3.07E-18,1.50E-16,1.74E-21,3.78E-16,0.9993
12054_000,816,ens0047600_001,acisf12054_000N020_b0236_s_ecf90_prep3.fits,9.02E-17,1.56E-16,1.50E-16,3.23E-18,3.23E-16,1.0004
01522_002,3147,ens0042100_001,acisf01522_002N020_b1069_s_ecf90_prep3.fits,7.32E-17,1.68E-16,1.50E-16,1.33E-17,3.34E-16,0.9999
01522_002,2424,ens0042100_001,acisf01522_002N020_b0510_s_ecf90_prep3.fits,0.00E+00,3.99E-18,1.51E-16,2.26E-19,3.60E-16,1.0001
13637_000,2965,ens0042100_001,acisf13637_000N020_b1153_s_ecf90_prep3.fits,0.00E+00,2.30E-18,1.51E-16,2.31E-19,3.48E-16,0.999
13637_000,3288,ens0042100_001,acisf13637_000N020_b1255_s_ecf90_prep3.fits,0.00E+00,3.16E-18,1.51E-16,3.82E-19,3.59E-16,0.9996
13637_000,898,ens0042100_001,acisf13637_000N020_b0498_s_ecf90_prep3.fits,0.00E+00,3.19E-18,1.51E-16,8.17E-19,3.87E-16,0.999
13637_000,2626,ens0042100_001,acisf13637_000N020_b1057_s_ecf90_prep3.fits,0.00E+00,2.79E-18,1.51E-16,8.19E-19,3.81E-16,0.999
01522_002,2838,ens0042100_001,acisf01522_002N020_b1127_s_ecf90_prep3.fits,1.00E-16,1.22E-16,1.51E-16,2.41E-17,3.15E-16,1.0044
01522_002,1436,ens0042100_001,acisf01522_002N020_b0426_s_ecf90_prep3.fits,9.65E-17,1.16E-16,1.51E-16,2.78E-17,3.06E-16,1.001
13637_000,3276,ens0042100_001,acisf13637_000N020_b1248_s_ecf90_prep3.fits,0.00E+00,2.22E-18,1.52E-16,5.42E-19,3.70E-16,1.0022
17542_000,816,ens0047600_001,acisf17542_000N020_b0236_s_ecf90_prep3.fits,0.00E+00,9.24E-18,1.52E-16,2.30E-18,3.77E-16,0.9993
01522_002,2656,ens0042100_001,acisf01522_002N020_b1074_s_ecf90_prep3.fits,8.42E-17,1.39E-16,1.53E-16,7.31E-18,3.33E-16,1.0001
13637_000,3285,ens0042100_001,acisf13637_000N020_b1253_s_ecf90_prep3.fits,0.00E+00,1.99E-18,1.55E-16,8.15E-20,3.76E-16,1.0019
13637_000,1269,ens0042100_001,acisf13637_000N020_b0640_s_ecf90_prep3.fits,0.00E+00,2.69E-18,1.55E-16,3.47E-19,3.53E-16,0.9992
13637_000,730,ens0042100_001,acisf13637_000N020_b0410_s_ecf90_prep3.fits,0.00E+00,1.37E-18,1.55E-16,1.71E-18,3.77E-16,0.9993
01522_002,637,ens0042100_001,acisf01522_002N020_b0359_s_ecf90_prep3.fits,9.52E-17,1.22E-16,1.55E-16,2.62E-17,3.09E-16,1.0004
05383_003,19,ens0069900_001,acisf05383_003N020_b0017_s_ecf90_prep3.fits,0.00E+00,4.10E-19,1.56E-16,1.40E-19,4.02E-16,1.0029
13637_000,669,ens0042100_001,acisf13637_000N020_b0375_s_ecf90_prep3.fits,0.00E+00,1.40E-18,1.56E-16,1.55E-19,3.55E-16,0.9999
13637_000,2504,ens0042100_001,acisf13637_000N020_b0991_s_ecf90_prep3.fits,0.00E+00,1.29E-18,1.56E-16,3.85E-19,4.06E-16,1.0013
06419_000,1052,ens0042100_001,acisf06419_000N020_b0644_s_ecf90_prep3.fits,0.00E+00,4.57E-16,1.56E-16,5.50E-19,3.66E-16,0.9994
01522_002,595,ens0042100_001,acisf01522_002N020_b0341_s_ecf90_prep3.fits,1.02E-16,1.19E-16,1.56E-16,1.83E-17,3.18E-16,0.9995
01522_002,2965,ens0042100_001,acisf01522_002N020_b1153_s_ecf90_prep3.fits,1.07E-16,1.21E-16,1.56E-16,2.78E-17,3.17E-16,0.9994
03498_000,712,ens0042100_001,acisf03498_000N020_b0400_s_ecf90_prep3.fits,1.48E-16,1.32E-16,1.56E-16,3.32E-17,3.44E-16,1.0001
01522_002,2638,ens0042100_001,acisf01522_002N020_b1062_s_ecf90_prep3.fits,1.04E-16,1.18E-16,1.56E-16,3.71E-17,3.09E-16,0.9992
14335_000,3289,ens0042100_001,acisf14335_000N020_b1255_s_ecf90_prep3.fits,0.00E+00,3.44E-18,1.57E-16,2.45E-20,3.91E-16,1.0008
12220_000,80,ens0047600_001,acisf12220_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,1.56E-18,1.58E-16,3.87E-19,3.85E-16,1.003
14335_000,281,ens0042100_001,acisf14335_000N020_b0195_s_ecf90_prep3.fits,0.00E+00,3.44E-18,1.58E-16,3.94E-19,3.76E-16,1.0027
13637_000,946,ens0042100_001,acisf13637_000N020_b0515_s_ecf90_prep3.fits,0.00E+00,4.00E-18,1.58E-16,4.27E-19,3.89E-16,1.0004
14335_000,2385,ens0042100_001,acisf14335_000N020_b0948_s_ecf90_prep3.fits,0.00E+00,3.53E-18,1.58E-16,5.19E-19,3.82E-16,1.002
13637_000,271,ens0042100_001,acisf13637_000N020_b0187_s_ecf90_prep3.fits,0.00E+00,2.79E-18,1.58E-16,6.84E-19,3.77E-16,1.0005
12054_000,116,ens0047600_001,acisf12054_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,7.61E-19,1.59E-16,2.96E-19,3.66E-16,1.0042
14335_000,1352,ens0042100_001,acisf14335_000N020_b0670_s_ecf90_prep3.fits,0.00E+00,2.69E-18,1.59E-16,4.93E-19,3.89E-16,0.9993
13637_000,358,ens0042100_001,acisf13637_000N020_b0257_s_ecf90_prep3.fits,0.00E+00,2.71E-18,1.59E-16,5.44E-19,3.68E-16,1
01522_002,2479,ens0042100_001,acisf01522_002N020_b0974_s_ecf90_prep3.fits,8.96E-17,1.24E-16,1.59E-16,2.35E-17,3.16E-16,1.002
14335_000,3149,ens0042100_001,acisf14335_000N020_b1064_s_ecf90_prep3.fits,0.00E+00,5.99E-18,1.60E-16,1.07E-19,4.00E-16,1.0008
13637_000,168,ens0042100_001,acisf13637_000N020_b0106_s_ecf90_prep3.fits,0.00E+00,7.96E-18,1.60E-16,4.03E-19,3.99E-16,1.0007
12219_001,816,ens0047600_001,acisf12219_001N020_b0236_s_ecf90_prep3.fits,1.14E-16,1.84E-16,1.61E-16,3.06E-19,3.74E-16,1.0016
01522_002,1319,ens0042100_001,acisf01522_002N020_b0666_s_ecf90_prep3.fits,0.00E+00,9.06E-19,1.61E-16,8.51E-19,3.84E-16,1.0005
14335_000,421,ens0042100_001,acisf14335_000N020_b0287_s_ecf90_prep3.fits,0.00E+00,2.53E-18,1.61E-16,1.00E-18,3.88E-16,1.0062
13637_000,870,ens0042100_001,acisf13637_000N020_b0484_s_ecf90_prep3.fits,0.00E+00,3.15E-18,1.61E-16,1.49E-18,3.93E-16,1.0022
13637_000,2872,ens0042100_001,acisf13637_000N020_b0688_s_ecf90_prep3.fits,0.00E+00,5.20E-18,1.62E-16,1.89E-20,4.02E-16,0.9991
13637_000,3412,ens0042100_001,acisf13637_000N020_b0948_s_ecf90_prep3.fits,0.00E+00,3.56E-18,1.62E-16,2.05E-19,4.11E-16,0.9991
14335_000,2691,ens0042100_001,acisf14335_000N020_b1094_s_ecf90_prep3.fits,0.00E+00,2.49E-18,1.62E-16,2.50E-19,3.94E-16,1.0019
13637_000,1270,ens0042100_001,acisf13637_000N020_b0641_s_ecf90_prep3.fits,0.00E+00,3.80E-18,1.62E-16,5.58E-19,3.82E-16,0.9994
13637_000,1462,ens0042100_001,acisf13637_000N020_b0705_s_ecf90_prep3.fits,0.00E+00,2.71E-18,1.62E-16,7.18E-19,3.75E-16,1.0016
13637_000,3252,ens0042100_001,acisf13637_000N020_b1237_s_ecf90_prep3.fits,0.00E+00,1.40E-18,1.62E-16,2.64E-18,3.79E-16,1.0001
04395_000,1475,ens0042100_001,acisf04395_000N020_b0714_s_ecf90_prep3.fits,9.65E-17,1.29E-16,1.62E-16,1.82E-17,3.42E-16,1.0012
16177_000,291,ens0047600_001,acisf16177_000N020_b0200_s_ecf90_prep3.fits,0.00E+00,3.49E-16,1.63E-16,7.97E-21,3.91E-16,0.9992
13637_000,2392,ens0042100_001,acisf13637_000N020_b0532_s_ecf90_prep3.fits,0.00E+00,9.04E-18,1.64E-16,1.56E-19,3.79E-16,0.9993
13637_000,3115,ens0042100_001,acisf13637_000N020_b0989_s_ecf90_prep3.fits,0.00E+00,1.09E-17,1.64E-16,2.10E-19,4.03E-16,0.9998
14335_000,3412,ens0042100_001,acisf14335_000N020_b0948_s_ecf90_prep3.fits,0.00E+00,3.73E-18,1.64E-16,2.55E-19,4.01E-16,0.9992
13637_000,251,ens0042100_001,acisf13637_000N020_b0170_s_ecf90_prep3.fits,0.00E+00,5.40E-18,1.64E-16,4.02E-19,3.80E-16,1.0003
13637_000,281,ens0042100_001,acisf13637_000N020_b0195_s_ecf90_prep3.fits,0.00E+00,2.54E-18,1.64E-16,4.41E-19,3.82E-16,0.9991
14335_000,1370,ens0042100_001,acisf14335_000N020_b0672_s_ecf90_prep3.fits,0.00E+00,2.25E-18,1.64E-16,5.33E-19,4.05E-16,0.9992
12128_001,816,ens0047600_001,acisf12128_001N020_b0236_s_ecf90_prep3.fits,0.00E+00,6.30E-18,1.65E-16,4.46E-20,4.11E-16,0.9994
13637_000,3258,ens0042100_001,acisf13637_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,1.67E-18,1.65E-16,2.75E-19,4.03E-16,0.999
14335_000,2401,ens0042100_001,acisf14335_000N020_b0951_s_ecf90_prep3.fits,0.00E+00,2.34E-18,1.66E-16,2.12E-19,4.16E-16,1.0001
13637_000,3265,ens0042100_001,acisf13637_000N020_b1243_s_ecf90_prep3.fits,0.00E+00,2.51E-18,1.66E-16,3.87E-19,4.21E-16,1.0015
12230_000,816,ens0047600_001,acisf12230_000N020_b0236_s_ecf90_prep3.fits,0.00E+00,6.99E-18,1.66E-16,7.04E-19,3.74E-16,1.0022
14335_000,2638,ens0042100_001,acisf14335_000N020_b1062_s_ecf90_prep3.fits,0.00E+00,1.48E-18,1.66E-16,1.25E-18,4.27E-16,0.9996
14335_000,3259,ens0042100_001,acisf14335_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,1.90E-18,1.66E-16,1.47E-18,3.97E-16,1.0026
14335_000,3288,ens0042100_001,acisf14335_000N020_b1255_s_ecf90_prep3.fits,0.00E+00,3.36E-18,1.66E-16,2.31E-18,3.90E-16,0.9996
14335_000,3199,ens0042100_001,acisf14335_000N020_b0511_s_ecf90_prep3.fits,0.00E+00,6.18E-18,1.67E-16,6.57E-20,4.20E-16,1.0007
13637_000,1352,ens0042100_001,acisf13637_000N020_b0670_s_ecf90_prep3.fits,0.00E+00,1.97E-18,1.67E-16,2.68E-19,3.73E-16,1.0001
13637_000,2450,ens0042100_001,acisf13637_000N020_b0973_s_ecf90_prep3.fits,0.00E+00,3.22E-18,1.67E-16,4.90E-19,3.97E-16,0.9996
14335_000,255,ens0042100_001,acisf14335_000N020_b0173_s_ecf90_prep3.fits,0.00E+00,8.89E-18,1.67E-16,2.15E-18,3.93E-16,1.0016
06415_000,19,ens0069900_001,acisf06415_000N020_b0017_s_ecf90_prep3.fits,0.00E+00,6.58E-19,1.68E-16,2.46E-20,4.01E-16,1.0008
14335_000,3178,ens0042100_001,acisf14335_000N020_b0541_s_ecf90_prep3.fits,0.00E+00,1.25E-17,1.68E-16,8.42E-19,4.02E-16,0.9999
13637_000,2876,ens0042100_001,acisf13637_000N020_b1133_s_ecf90_prep3.fits,0.00E+00,2.45E-18,1.68E-16,9.15E-19,3.80E-16,0.9995
14335_000,3438,ens0042100_001,acisf14335_000N020_b0996_s_ecf90_prep3.fits,0.00E+00,2.54E-18,1.68E-16,1.97E-18,3.90E-16,0.9992
13637_000,1405,ens0042100_001,acisf13637_000N020_b0681_s_ecf90_prep3.fits,0.00E+00,2.43E-18,1.69E-16,1.13E-19,3.79E-16,0.9993
13637_000,228,ens0042100_001,acisf13637_000N020_b0150_s_ecf90_prep3.fits,0.00E+00,9.27E-18,1.69E-16,1.54E-19,3.95E-16,0.9992
14335_000,210,ens0042100_001,acisf14335_000N020_b0137_s_ecf90_prep3.fits,0.00E+00,5.28E-18,1.69E-16,2.71E-19,4.06E-16,1.0001
03498_000,3414,ens0042100_001,acisf03498_000N020_b0737_s_ecf90_prep3.fits,2.73E-16,1.59E-16,1.69E-16,4.34E-17,3.68E-16,0.9992
14335_000,2876,ens0042100_001,acisf14335_000N020_b1133_s_ecf90_prep3.fits,0.00E+00,2.00E-18,1.70E-16,1.09E-19,3.77E-16,1.0003
14335_000,1427,ens0042100_001,acisf14335_000N020_b0688_s_ecf90_prep3.fits,0.00E+00,6.64E-18,1.70E-16,2.73E-19,4.08E-16,1.0003
13637_000,3133,ens0042100_001,acisf13637_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,4.58E-18,1.70E-16,4.83E-19,4.08E-16,0.9991
12219_001,291,ens0047600_001,acisf12219_001N020_b0200_s_ecf90_prep3.fits,0.00E+00,1.76E-16,1.70E-16,4.88E-19,3.68E-16,0.9992
13637_000,2385,ens0042100_001,acisf13637_000N020_b0948_s_ecf90_prep3.fits,0.00E+00,3.48E-18,1.70E-16,6.15E-19,3.95E-16,0.9991
14335_000,1270,ens0042100_001,acisf14335_000N020_b0641_s_ecf90_prep3.fits,0.00E+00,4.99E-18,1.70E-16,6.39E-19,4.22E-16,1.0001
01522_002,2487,ens0042100_001,acisf01522_002N020_b0981_s_ecf90_prep3.fits,1.22E-16,1.39E-16,1.70E-16,2.02E-17,3.63E-16,1.0023
14335_000,2457,ens0042100_001,acisf14335_000N020_b0974_s_ecf90_prep3.fits,0.00E+00,4.11E-18,1.71E-16,7.62E-20,3.81E-16,0.9993
13637_000,262,ens0042100_001,acisf13637_000N020_b0179_s_ecf90_prep3.fits,0.00E+00,2.23E-18,1.71E-16,4.92E-19,3.96E-16,0.9992
01522_002,2691,ens0042100_001,acisf01522_002N020_b1094_s_ecf90_prep3.fits,0.00E+00,1.72E-18,1.71E-16,7.58E-19,3.78E-16,0.9998
03498_000,2361,ens0042100_001,acisf03498_000N020_b0944_s_ecf90_prep3.fits,1.08E-16,1.41E-16,1.71E-16,2.49E-17,3.61E-16,1.0027
12234_000,218,ens0047600_001,acisf12234_000N020_b0151_s_ecf90_prep3.fits,1.14E-16,1.31E-16,1.71E-16,3.40E-17,3.42E-16,0.9993
14335_000,248,ens0042100_001,acisf14335_000N020_b0167_s_ecf90_prep3.fits,0.00E+00,4.63E-18,1.72E-16,1.42E-19,4.09E-16,0.9996
13637_000,2646,ens0042100_001,acisf13637_000N020_b0362_s_ecf90_prep3.fits,0.00E+00,3.07E-18,1.72E-16,3.10E-19,4.02E-16,1.0006
13637_000,1370,ens0042100_001,acisf13637_000N020_b0672_s_ecf90_prep3.fits,0.00E+00,1.47E-18,1.72E-16,8.66E-19,4.09E-16,1.0015
04373_000,787,ens0042100_001,acisf04373_000N020_b0437_s_ecf90_prep3.fits,1.23E-16,1.72E-16,1.72E-16,3.33E-17,3.58E-16,1.0001
06419_000,330,ens0042100_001,acisf06419_000N020_b0119_s_ecf90_prep3.fits,0.00E+00,2.56E-16,1.73E-16,3.81E-19,3.99E-16,1.0018
14335_000,1436,ens0042100_001,acisf14335_000N020_b0426_s_ecf90_prep3.fits,0.00E+00,4.40E-18,1.74E-16,2.51E-21,4.14E-16,0.9992
14335_000,2636,ens0042100_001,acisf14335_000N020_b1053_s_ecf90_prep3.fits,0.00E+00,2.06E-18,1.74E-16,2.86E-20,3.95E-16,1.0003
13637_000,2590,ens0042100_001,acisf13637_000N020_b0362_s_ecf90_prep3.fits,0.00E+00,2.97E-18,1.75E-16,4.04E-19,3.87E-16,1.0027
01522_002,2392,ens0042100_001,acisf01522_002N020_b0532_s_ecf90_prep3.fits,6.76E-17,1.66E-16,1.75E-16,1.53E-18,3.83E-16,0.9994
03744_000,3297,ens0042100_001,acisf03744_000N020_b1069_s_ecf90_prep3.fits,1.70E-16,1.12E-16,1.75E-16,7.26E-17,3.05E-16,1.0007
04374_000,783,ens0042100_001,acisf04374_000N020_b0436_s_ecf90_prep3.fits,1.77E-16,1.01E-16,1.75E-16,7.35E-17,3.18E-16,1.0011
13637_000,3299,ens0042100_001,acisf13637_000N020_b1036_s_ecf90_prep3.fits,0.00E+00,3.54E-18,1.76E-16,3.57E-19,4.07E-16,1.0024
14335_000,783,ens0042100_001,acisf14335_000N020_b0436_s_ecf90_prep3.fits,0.00E+00,1.57E-18,1.76E-16,8.22E-19,4.14E-16,0.9995
13637_000,2937,ens0042100_001,acisf13637_000N020_b1149_s_ecf90_prep3.fits,0.00E+00,8.34E-18,1.76E-16,2.35E-18,3.89E-16,0.9994
13637_000,1441,ens0042100_001,acisf13637_000N020_b0439_s_ecf90_prep3.fits,0.00E+00,1.96E-18,1.77E-16,4.33E-20,4.22E-16,1.001
14335_000,1441,ens0042100_001,acisf14335_000N020_b0439_s_ecf90_prep3.fits,0.00E+00,1.70E-18,1.77E-16,6.50E-20,4.34E-16,1
14335_000,2262,ens0042100_001,acisf14335_000N020_b0539_s_ecf90_prep3.fits,0.00E+00,9.95E-18,1.77E-16,2.40E-19,4.01E-16,0.9999
14335_000,2894,ens0042100_001,acisf14335_000N020_b0512_s_ecf90_prep3.fits,0.00E+00,5.60E-18,1.79E-16,6.58E-19,4.26E-16,1.0025
14335_000,1390,ens0042100_001,acisf14335_000N020_b0676_s_ecf90_prep3.fits,0.00E+00,2.38E-18,1.79E-16,7.67E-19,3.93E-16,0.9992
03498_000,3415,ens0042100_001,acisf03498_000N020_b1276_s_ecf90_prep3.fits,0.00E+00,2.16E-18,1.80E-16,5.63E-19,4.09E-16,1.0004
14335_000,2587,ens0042100_001,acisf14335_000N020_b1035_s_ecf90_prep3.fits,0.00E+00,3.33E-18,1.81E-16,7.27E-19,4.39E-16,1.0006
02792_000,18,ens0027700_001,acisf02792_000N021_b0014_s_ecf90_prep3.fits,0.00E+00,6.49E-19,1.81E-16,7.34E-19,4.40E-16,0.9991
14335_000,1592,ens0042100_001,acisf14335_000N020_b0737_s_ecf90_prep3.fits,0.00E+00,7.37E-18,1.81E-16,7.46E-19,4.60E-16,1.0002
01522_002,1027,ens0042100_001,acisf01522_002N020_b0562_s_ecf90_prep3.fits,0.00E+00,2.07E-17,1.81E-16,2.99E-18,4.27E-16,1.0005
13637_000,864,ens0042100_001,acisf13637_000N020_b0476_s_ecf90_prep3.fits,0.00E+00,2.14E-18,1.82E-16,3.99E-20,4.20E-16,1.0051
01522_002,3253,ens0042100_001,acisf01522_002N020_b1238_s_ecf90_prep3.fits,0.00E+00,1.34E-18,1.82E-16,1.30E-19,4.58E-16,0.9991
14335_000,2905,ens0042100_001,acisf14335_000N020_b0815_s_ecf90_prep3.fits,0.00E+00,2.59E-17,1.82E-16,1.44E-19,4.41E-16,1.0003
13637_000,686,ens0042100_001,acisf13637_000N020_b0386_s_ecf90_prep3.fits,0.00E+00,2.29E-18,1.82E-16,1.73E-19,4.36E-16,0.9995
14335_000,943,ens0042100_001,acisf14335_000N020_b0512_s_ecf90_prep3.fits,0.00E+00,5.92E-18,1.82E-16,3.06E-19,4.66E-16,1.0006
04396_000,3147,ens0042100_001,acisf04396_000N020_b1069_s_ecf90_prep3.fits,2.00E-16,1.41E-16,1.82E-16,5.75E-17,3.64E-16,1.0006
14335_000,786,ens0042100_001,acisf14335_000N020_b0436_s_ecf90_prep3.fits,0.00E+00,1.51E-18,1.83E-16,1.40E-19,4.23E-16,0.9992
13637_000,3149,ens0042100_001,acisf13637_000N020_b1064_s_ecf90_prep3.fits,0.00E+00,5.66E-18,1.83E-16,2.81E-19,4.00E-16,1.0005
03498_000,194,ens0042100_001,acisf03498_000N020_b0125_s_ecf90_prep3.fits,0.00E+00,1.30E-18,1.83E-16,5.89E-19,4.15E-16,0.999
13637_000,2905,ens0042100_001,acisf13637_000N020_b0815_s_ecf90_prep3.fits,0.00E+00,2.55E-17,1.83E-16,1.01E-18,4.41E-16,0.999
14335_000,2937,ens0042100_001,acisf14335_000N020_b1149_s_ecf90_prep3.fits,0.00E+00,7.34E-18,1.83E-16,2.09E-18,4.33E-16,1.0003
06419_000,982,ens0042100_001,acisf06419_000N020_b0574_s_ecf90_prep3.fits,0.00E+00,8.04E-16,1.84E-16,2.55E-19,4.38E-16,1.0005
13637_000,3294,ens0042100_001,acisf13637_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,4.57E-18,1.84E-16,4.71E-19,4.15E-16,0.9991
06419_000,1255,ens0042100_001,acisf06419_000N020_b0847_s_ecf90_prep3.fits,0.00E+00,7.01E-16,1.84E-16,5.97E-19,4.45E-16,1.0019
14335_000,1283,ens0042100_001,acisf14335_000N020_b0652_s_ecf90_prep3.fits,0.00E+00,7.62E-18,1.84E-16,1.47E-18,4.62E-16,0.9997
14335_000,3258,ens0042100_001,acisf14335_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,1.83E-18,1.84E-16,1.53E-18,4.29E-16,1.0019
14335_000,170,ens0042100_001,acisf14335_000N020_b0108_s_ecf90_prep3.fits,0.00E+00,3.36E-17,1.85E-16,2.71E-19,4.77E-16,0.9997
14335_000,2646,ens0042100_001,acisf14335_000N020_b0362_s_ecf90_prep3.fits,0.00E+00,3.27E-18,1.85E-16,3.17E-19,4.16E-16,1.0042
14335_000,2872,ens0042100_001,acisf14335_000N020_b0688_s_ecf90_prep3.fits,0.00E+00,5.86E-18,1.85E-16,3.42E-19,4.33E-16,0.9993
01522_002,271,ens0042100_001,acisf01522_002N020_b0187_s_ecf90_prep3.fits,0.00E+00,8.13E-19,1.85E-16,1.56E-18,4.31E-16,1.0006
14335_000,1269,ens0042100_001,acisf14335_000N020_b0640_s_ecf90_prep3.fits,0.00E+00,3.00E-18,1.86E-16,1.98E-19,4.04E-16,1.0001
13637_000,2460,ens0042100_001,acisf13637_000N020_b0975_s_ecf90_prep3.fits,0.00E+00,1.76E-18,1.86E-16,5.43E-19,4.28E-16,0.9999
13637_000,2487,ens0042100_001,acisf13637_000N020_b0981_s_ecf90_prep3.fits,0.00E+00,1.36E-18,1.86E-16,1.68E-18,4.65E-16,0.9991
03498_000,860,ens0042100_001,acisf03498_000N020_b0479_s_ecf90_prep3.fits,1.71E-16,1.42E-16,1.86E-16,6.01E-17,3.66E-16,0.9994
13637_000,3257,ens0042100_001,acisf13637_000N020_b0711_s_ecf90_prep3.fits,0.00E+00,2.98E-18,1.87E-16,1.50E-20,4.54E-16,1.0026
14335_000,2424,ens0042100_001,acisf14335_000N020_b0510_s_ecf90_prep3.fits,0.00E+00,4.07E-18,1.87E-16,7.36E-19,4.25E-16,1.0005
14335_000,3294,ens0042100_001,acisf14335_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,4.09E-18,1.89E-16,1.48E-19,4.52E-16,1.0001
15224_000,42,ens0012800_001,acisf15224_000N020_b0041_s_ecf90_prep3.fits,0.00E+00,4.38E-16,1.89E-16,5.32E-19,4.40E-16,1.0005
03498_000,3190,ens0042100_001,acisf03498_000N020_b1225_s_ecf90_prep3.fits,1.26E-16,1.56E-16,1.89E-16,2.81E-17,3.92E-16,1.0021
04396_000,213,ens0042100_001,acisf04396_000N020_b0140_s_ecf90_prep3.fits,1.56E-16,1.56E-16,1.89E-16,3.78E-17,4.00E-16,0.9992
13637_000,3297,ens0042100_001,acisf13637_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,4.86E-18,1.90E-16,3.06E-19,4.54E-16,1.0003
05574_000,57,ens0016700_001,acisf05574_000N020_b0039_s_ecf90_prep3.fits,0.00E+00,4.76E-19,1.90E-16,3.70E-19,4.54E-16,1.0029
16188_001,1111,ens0047600_001,acisf16188_001N020_b0445_s_ecf90_prep3.fits,1.30E-16,1.45E-16,1.90E-16,3.11E-17,3.89E-16,0.9995
03744_000,2886,ens0042100_001,acisf03744_000N020_b1136_s_ecf90_prep3.fits,1.48E-16,1.90E-16,1.90E-16,3.91E-17,4.06E-16,1.003
06419_000,255,ens0042100_001,acisf06419_000N020_b0119_s_ecf90_prep3.fits,0.00E+00,7.35E-17,1.91E-16,5.65E-21,4.58E-16,0.9991
13637_000,2401,ens0042100_001,acisf13637_000N020_b0951_s_ecf90_prep3.fits,0.00E+00,1.87E-18,1.91E-16,5.34E-19,4.30E-16,0.9999
13637_000,1662,ens0042100_001,acisf13637_000N020_b0767_s_ecf90_prep3.fits,0.00E+00,1.59E-17,1.91E-16,5.64E-19,4.52E-16,0.9991
