#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
14335_000,1382,ens0042100_001,acisf14335_000N020_b0673_m_ecf90_prep3.fits,0.00E+00,5.98E-18,3.78E-16,1.10E-18,8.38E-16,0.9991
06419_000,1154,ens0042100_001,acisf06419_000N020_b0746_m_ecf90_prep3.fits,0.00E+00,2.16E-15,3.77E-16,4.24E-19,8.88E-16,1.008
13637_000,1382,ens0042100_001,acisf13637_000N020_b0673_m_ecf90_prep3.fits,0.00E+00,6.38E-18,3.76E-16,2.37E-20,8.70E-16,0.9994
06418_000,1182,ens0042100_001,acisf06418_000N020_b0774_m_ecf90_prep3.fits,0.00E+00,3.70E-15,3.74E-16,1.07E-19,9.05E-16,1.001
04395_000,2646,ens0042100_001,acisf04395_000N020_b0362_m_ecf90_prep3.fits,3.78E-16,1.67E-16,3.74E-16,2.12E-16,5.82E-16,1.0002
06418_000,1300,ens0042100_001,acisf06418_000N020_b0892_m_ecf90_prep3.fits,0.00E+00,2.68E-15,3.72E-16,1.18E-18,8.59E-16,0.9991
16456_001,816,ens0047600_001,acisf16456_001N020_b0236_m_ecf90_prep3.fits,3.43E-16,2.54E-16,3.70E-16,1.22E-16,7.19E-16,1.0009
15546_000,943,ens0042100_001,acisf15546_000N020_b0512_m_ecf90_prep3.fits,2.57E-16,3.15E-16,3.66E-16,3.70E-17,7.99E-16,0.9992
12138_001,291,ens0047600_001,acisf12138_001N020_b0200_m_ecf90_prep3.fits,3.48E-16,2.50E-16,3.65E-16,1.12E-16,6.86E-16,0.9998
06419_000,1441,ens0042100_001,acisf06419_000N020_b1033_m_ecf90_prep3.fits,0.00E+00,1.74E-15,3.64E-16,2.36E-20,8.76E-16,1.0006
06419_000,952,ens0042100_001,acisf06419_000N020_b0544_m_ecf90_prep3.fits,0.00E+00,2.02E-15,3.63E-16,3.77E-18,8.68E-16,1.0095
14335_000,2764,ens0042100_001,acisf14335_000N020_b1110_m_ecf90_prep3.fits,0.00E+00,4.32E-16,3.63E-16,3.98E-19,8.68E-16,1.0019
14335_000,3147,ens0042100_001,acisf14335_000N020_b1069_m_ecf90_prep3.fits,2.95E-16,3.24E-16,3.63E-16,7.35E-17,7.71E-16,0.9991
15546_000,2590,ens0042100_001,acisf15546_000N020_b0362_m_ecf90_prep3.fits,1.89E-16,2.93E-16,3.61E-16,6.45E-17,7.61E-16,0.9994
13637_000,1256,ens0042100_001,acisf13637_000N020_b0630_m_ecf90_prep3.fits,2.46E-16,3.34E-16,3.60E-16,5.61E-17,7.65E-16,1.0013
06419_000,982,ens0042100_001,acisf06419_000N020_b0574_m_ecf90_prep3.fits,0.00E+00,1.37E-15,3.59E-16,1.48E-18,8.83E-16,0.9994
06419_000,1188,ens0042100_001,acisf06419_000N020_b0780_m_ecf90_prep3.fits,0.00E+00,3.33E-15,3.59E-16,7.21E-20,8.83E-16,1.002
06418_000,1011,ens0042100_001,acisf06418_000N020_b0603_m_ecf90_prep3.fits,0.00E+00,4.73E-15,3.56E-16,4.63E-21,9.31E-16,1
06419_000,1327,ens0042100_001,acisf06419_000N020_b0919_m_ecf90_prep3.fits,0.00E+00,3.24E-15,3.55E-16,1.29E-18,8.84E-16,0.9999
14335_000,2262,ens0042100_001,acisf14335_000N020_b0539_m_ecf90_prep3.fits,0.00E+00,8.08E-16,3.55E-16,4.76E-18,7.92E-16,0.9992
06419_000,1488,ens0042100_001,acisf06419_000N020_b1080_m_ecf90_prep3.fits,0.00E+00,3.41E-15,3.52E-16,9.17E-19,8.97E-16,1.0024
15546_000,1662,ens0042100_001,acisf15546_000N020_b0767_m_ecf90_prep3.fits,1.95E-16,3.19E-16,3.52E-16,2.76E-17,7.45E-16,0.9998
00950_000,288,ens0013800_001,acisf00950_000N020_b0020_m_ecf90_prep3.fits,0.00E+00,1.01E-17,3.49E-16,2.81E-18,7.99E-16,0.9994
12047_001,816,ens0047600_001,acisf12047_001N020_b0236_m_ecf90_prep3.fits,0.00E+00,1.96E-18,3.47E-16,2.41E-18,7.93E-16,1.004
06419_000,1182,ens0042100_001,acisf06419_000N020_b0774_m_ecf90_prep3.fits,0.00E+00,3.37E-15,3.47E-16,1.40E-18,8.18E-16,0.9991
13637_000,145,ens0042100_001,acisf13637_000N020_b0089_m_ecf90_prep3.fits,2.65E-16,5.05E-16,3.46E-16,2.12E-17,8.19E-16,1.0039
12051_000,816,ens0047600_001,acisf12051_000N020_b0236_m_ecf90_prep3.fits,1.63E-16,1.51E-16,3.45E-16,5.30E-19,5.59E-15,1.0487
09499_000,461,ens0021500_001,acisf09499_000N020_b0360_m_ecf90_prep3.fits,0.00E+00,2.75E-15,3.45E-16,1.07E-19,8.75E-16,1.0011
06419_000,1304,ens0042100_001,acisf06419_000N020_b0896_m_ecf90_prep3.fits,0.00E+00,2.83E-15,3.44E-16,6.11E-19,8.47E-16,1.002
10524_000,32,ens0016200_001,acisf10524_000N020_b0026_m_ecf90_prep3.fits,0.00E+00,4.75E-17,3.42E-16,9.56E-19,7.96E-16,0.9995
12232_000,816,ens0047600_001,acisf12232_000N020_b0236_m_ecf90_prep3.fits,2.69E-16,2.93E-16,3.41E-16,3.06E-17,7.35E-16,1.0007
06419_000,1300,ens0042100_001,acisf06419_000N020_b0892_m_ecf90_prep3.fits,0.00E+00,2.33E-15,3.41E-16,4.24E-20,7.67E-16,1.0005
03498_000,145,ens0042100_001,acisf03498_000N020_b0089_m_ecf90_prep3.fits,3.42E-16,1.81E-16,3.41E-16,1.65E-16,5.71E-16,0.9997
00723_001,86,ens0354200_001,acisf00723_001N020_b0020_m_ecf90_prep3.fits,0.00E+00,5.39E-18,3.38E-16,5.10E-19,7.98E-16,1.0011
06419_000,1115,ens0042100_001,acisf06419_000N020_b0707_m_ecf90_prep3.fits,0.00E+00,3.02E-15,3.38E-16,1.25E-18,7.48E-16,1.0029
06419_000,1303,ens0042100_001,acisf06419_000N020_b0895_m_ecf90_prep3.fits,0.00E+00,2.32E-15,3.38E-16,2.98E-19,7.82E-16,1.0001
15546_000,34,ens0042100_001,acisf15546_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,3.66E-17,3.38E-16,1.55E-18,7.93E-16,1.0007
13637_000,2530,ens0042100_001,acisf13637_000N020_b0336_m_ecf90_prep3.fits,0.00E+00,1.43E-18,3.38E-16,1.91E-19,8.35E-16,0.9992
03498_000,3147,ens0042100_001,acisf03498_000N020_b1069_m_ecf90_prep3.fits,3.38E-16,1.99E-16,3.38E-16,1.45E-16,5.82E-16,1.0002
14335_000,1007,ens0042100_001,acisf14335_000N020_b0550_m_ecf90_prep3.fits,0.00E+00,1.04E-17,3.38E-16,3.47E-19,8.71E-16,1.0003
06419_000,1446,ens0042100_001,acisf06419_000N020_b1038_m_ecf90_prep3.fits,0.00E+00,1.74E-15,3.37E-16,1.35E-19,7.88E-16,0.9991
06418_000,1183,ens0042100_001,acisf06418_000N020_b0775_m_ecf90_prep3.fits,0.00E+00,3.44E-15,3.35E-16,3.21E-18,8.29E-16,1.0044
06418_000,1488,ens0042100_001,acisf06418_000N020_b1080_m_ecf90_prep3.fits,0.00E+00,3.75E-15,3.32E-16,2.43E-19,7.49E-16,1.0028
05426_000,33,ens0083100_001,acisf05426_000N020_b0030_m_ecf90_prep3.fits,0.00E+00,4.82E-17,3.30E-16,4.58E-19,8.18E-16,0.9997
14335_000,587,ens0042100_001,acisf14335_000N020_b0336_m_ecf90_prep3.fits,2.38E-16,2.56E-16,3.29E-16,6.55E-17,6.80E-16,0.9996
06419_000,1184,ens0042100_001,acisf06419_000N020_b0776_m_ecf90_prep3.fits,0.00E+00,2.79E-15,3.27E-16,5.34E-19,7.58E-16,1.0003
06418_000,1365,ens0042100_001,acisf06418_000N020_b0957_m_ecf90_prep3.fits,0.00E+00,3.93E-15,3.27E-16,6.83E-20,7.51E-16,1.0005
14335_000,2530,ens0042100_001,acisf14335_000N020_b0336_m_ecf90_prep3.fits,0.00E+00,2.54E-18,3.27E-16,4.63E-21,8.95E-16,0.9994
09593_000,291,ens0047600_001,acisf09593_000N020_b0200_m_ecf90_prep3.fits,2.75E-16,1.94E-16,3.26E-16,1.34E-16,5.43E-16,1.0016
08901_000,72,ens0200500_001,acisf08901_000N020_b0052_m_ecf90_prep3.fits,0.00E+00,2.12E-18,3.25E-16,2.59E-19,7.95E-16,1.0004
13637_000,3123,ens0042100_001,acisf13637_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.95E-18,3.23E-16,1.26E-18,7.70E-16,0.9997
12233_000,816,ens0047600_001,acisf12233_000N020_b0236_m_ecf90_prep3.fits,2.74E-16,2.09E-16,3.22E-16,1.02E-16,5.73E-16,1.0017
06419_000,897,ens0042100_001,acisf06419_000N020_b0489_m_ecf90_prep3.fits,0.00E+00,1.78E-15,3.22E-16,5.27E-19,8.24E-16,1.0048
04396_000,145,ens0042100_001,acisf04396_000N020_b0089_m_ecf90_prep3.fits,3.20E-16,1.13E-16,3.20E-16,1.97E-16,4.62E-16,1.0009
01522_002,429,ens0042100_001,acisf01522_002N020_b0290_m_ecf90_prep3.fits,2.60E-16,2.65E-16,3.19E-16,6.11E-17,6.54E-16,1.0026
06419_000,1436,ens0042100_001,acisf06419_000N020_b1028_m_ecf90_prep3.fits,0.00E+00,3.01E-15,3.16E-16,7.42E-19,7.39E-16,0.9997
01522_002,2270,ens0042100_001,acisf01522_002N020_b0290_m_ecf90_prep3.fits,2.80E-16,2.68E-16,3.16E-16,4.50E-17,6.61E-16,0.9992
06419_000,1431,ens0042100_001,acisf06419_000N020_b1023_m_ecf90_prep3.fits,0.00E+00,3.17E-15,3.13E-16,3.55E-20,7.56E-16,1.0014
13637_000,864,ens0042100_001,acisf13637_000N020_b0476_m_ecf90_prep3.fits,2.08E-16,2.42E-16,3.13E-16,5.08E-17,6.52E-16,1.0034
04745_002,13,ens0170500_001,acisf04745_002N020_b0011_m_ecf90_prep3.fits,0.00E+00,1.63E-17,3.12E-16,1.05E-18,7.33E-16,0.9994
01522_002,3294,ens0042100_001,acisf01522_002N020_b1069_m_ecf90_prep3.fits,1.87E-16,2.45E-16,3.12E-16,7.62E-17,6.29E-16,1.0001
01522_002,786,ens0042100_001,acisf01522_002N020_b0436_m_ecf90_prep3.fits,0.00E+00,2.00E-18,3.11E-16,7.54E-19,7.67E-16,0.9992
13637_000,1498,ens0042100_001,acisf13637_000N020_b0726_m_ecf90_prep3.fits,0.00E+00,4.61E-16,3.11E-16,2.44E-17,6.97E-16,1.0005
13637_000,3401,ens0042100_001,acisf13637_000N020_b1161_m_ecf90_prep3.fits,0.00E+00,2.41E-17,3.10E-16,2.47E-18,6.87E-16,0.9992
06418_000,952,ens0042100_001,acisf06418_000N020_b0544_m_ecf90_prep3.fits,0.00E+00,2.39E-15,3.08E-16,6.37E-19,7.93E-16,0.9992
13637_000,3105,ens0042100_001,acisf13637_000N020_b1191_m_ecf90_prep3.fits,0.00E+00,1.08E-18,3.05E-16,8.31E-19,7.37E-16,0.9994
13637_000,680,ens0042100_001,acisf13637_000N020_b0383_m_ecf90_prep3.fits,0.00E+00,3.58E-18,3.04E-16,5.60E-19,7.28E-16,0.9995
16189_000,816,ens0047600_001,acisf16189_000N020_b0236_m_ecf90_prep3.fits,2.41E-16,1.26E-16,3.03E-16,2.26E-17,3.87E-15,0.9993
03498_000,2656,ens0042100_001,acisf03498_000N020_b1074_m_ecf90_prep3.fits,2.83E-16,1.97E-16,3.02E-16,1.06E-16,5.47E-16,1.0044
06419_000,1183,ens0042100_001,acisf06419_000N020_b0775_m_ecf90_prep3.fits,0.00E+00,2.62E-15,3.01E-16,3.03E-19,6.81E-16,0.9999
09814_000,15,ens0303600_001,acisf09814_000N020_b0012_m_ecf90_prep3.fits,0.00E+00,6.49E-19,3.00E-16,4.40E-18,7.14E-16,1.0012
04374_000,3147,ens0042100_001,acisf04374_000N020_b1069_m_ecf90_prep3.fits,3.03E-16,1.36E-16,2.99E-16,1.67E-16,4.66E-16,0.9992
06419_000,922,ens0042100_001,acisf06419_000N020_b0514_m_ecf90_prep3.fits,0.00E+00,2.48E-15,2.97E-16,1.67E-19,7.32E-16,0.999
06418_000,1009,ens0042100_001,acisf06418_000N020_b0601_m_ecf90_prep3.fits,0.00E+00,5.51E-15,2.97E-16,2.59E-19,6.87E-16,0.9998
06419_000,1196,ens0042100_001,acisf06419_000N020_b0788_m_ecf90_prep3.fits,0.00E+00,2.29E-15,2.94E-16,6.58E-19,6.95E-16,1.0076
14335_000,1413,ens0042100_001,acisf14335_000N020_b0683_m_ecf90_prep3.fits,2.16E-16,2.43E-16,2.94E-16,4.07E-17,6.24E-16,1.0009
01522_002,2442,ens0042100_001,acisf01522_002N020_b0968_m_ecf90_prep3.fits,2.07E-16,2.36E-16,2.93E-16,3.33E-17,6.04E-16,0.9994
06418_000,944,ens0042100_001,acisf06418_000N020_b0536_m_ecf90_prep3.fits,0.00E+00,5.34E-15,2.91E-16,1.27E-18,6.86E-16,1.001
06419_000,1217,ens0042100_001,acisf06419_000N020_b0809_m_ecf90_prep3.fits,0.00E+00,3.11E-15,2.90E-16,5.41E-20,6.77E-16,1.0004
06419_000,1328,ens0042100_001,acisf06419_000N020_b0920_m_ecf90_prep3.fits,0.00E+00,3.34E-15,2.88E-16,1.16E-18,7.02E-16,0.9991
13637_000,1426,ens0042100_001,acisf13637_000N020_b0687_m_ecf90_prep3.fits,0.00E+00,2.28E-18,2.87E-16,9.30E-19,6.02E-16,1.0001
15546_000,3294,ens0042100_001,acisf15546_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,4.85E-18,2.87E-16,1.31E-18,6.43E-16,0.9993
16176_000,816,ens0047600_001,acisf16176_000N020_b0236_m_ecf90_prep3.fits,2.18E-16,2.35E-16,2.86E-16,4.61E-17,6.00E-16,1.0005
01522_002,287,ens0042100_001,acisf01522_002N020_b0201_m_ecf90_prep3.fits,1.85E-16,2.29E-16,2.86E-16,5.71E-17,6.28E-16,1.0041
13637_000,1370,ens0042100_001,acisf13637_000N020_b0672_m_ecf90_prep3.fits,1.97E-16,2.31E-16,2.86E-16,3.07E-17,6.10E-16,1.0005
05426_000,3,ens0083100_001,acisf05426_000N020_b0002_m_ecf90_prep3.fits,0.00E+00,2.92E-18,2.85E-16,8.10E-19,7.37E-16,0.9995
06419_000,1405,ens0042100_001,acisf06419_000N020_b0997_m_ecf90_prep3.fits,0.00E+00,7.26E-16,2.85E-16,6.96E-19,6.36E-16,1.0014
06419_000,1469,ens0042100_001,acisf06419_000N020_b1061_m_ecf90_prep3.fits,0.00E+00,1.44E-15,2.84E-16,5.80E-19,6.88E-16,0.9993
14335_000,3123,ens0042100_001,acisf14335_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.63E-18,2.84E-16,3.50E-19,7.39E-16,1.0005
05573_000,57,ens0016700_001,acisf05573_000N020_b0039_m_ecf90_prep3.fits,0.00E+00,8.10E-19,2.84E-16,5.44E-19,6.70E-16,0.9995
15546_000,2270,ens0042100_001,acisf15546_000N020_b0290_m_ecf90_prep3.fits,0.00E+00,2.37E-17,2.83E-16,2.39E-18,6.33E-16,1.0016
12050_001,816,ens0047600_001,acisf12050_001N020_b0236_m_ecf90_prep3.fits,2.86E-16,2.61E-16,2.82E-16,4.65E-17,6.03E-16,1.0028
14335_000,799,ens0042100_001,acisf14335_000N020_b0444_m_ecf90_prep3.fits,2.06E-16,2.41E-16,2.81E-16,2.39E-17,5.96E-16,0.9992
14335_000,3299,ens0042100_001,acisf14335_000N020_b1036_m_ecf90_prep3.fits,1.90E-16,2.45E-16,2.81E-16,9.62E-18,6.07E-16,1.0006
06419_000,1097,ens0042100_001,acisf06419_000N020_b0689_m_ecf90_prep3.fits,0.00E+00,1.72E-15,2.79E-16,1.01E-18,6.79E-16,1.0012
14335_000,3286,ens0042100_001,acisf14335_000N020_b1035_m_ecf90_prep3.fits,1.99E-16,2.37E-16,2.79E-16,9.25E-18,5.93E-16,0.9993
06418_000,1131,ens0042100_001,acisf06418_000N020_b0723_m_ecf90_prep3.fits,0.00E+00,4.19E-15,2.78E-16,1.29E-19,6.25E-16,0.9994
13637_000,1413,ens0042100_001,acisf13637_000N020_b0683_m_ecf90_prep3.fits,1.98E-16,2.34E-16,2.77E-16,2.18E-17,5.83E-16,1.0099
13637_000,2622,ens0042100_001,acisf13637_000N020_b0810_m_ecf90_prep3.fits,1.79E-16,2.29E-16,2.76E-16,2.17E-17,5.65E-16,1.0008
06419_000,915,ens0042100_001,acisf06419_000N020_b0507_m_ecf90_prep3.fits,0.00E+00,1.83E-15,2.75E-16,1.53E-19,6.74E-16,1.0155
00953_000,451,ens0008400_001,acisf00953_000N020_b0385_m_ecf90_prep3.fits,0.00E+00,2.21E-19,2.74E-16,3.18E-19,6.54E-16,0.999
06419_000,979,ens0042100_001,acisf06419_000N020_b0571_m_ecf90_prep3.fits,0.00E+00,1.09E-15,2.74E-16,1.03E-18,6.80E-16,0.9993
06419_000,1334,ens0042100_001,acisf06419_000N020_b0926_m_ecf90_prep3.fits,0.00E+00,3.26E-15,2.74E-16,3.06E-18,6.49E-16,1.0049
01522_002,1370,ens0042100_001,acisf01522_002N020_b0672_m_ecf90_prep3.fits,1.98E-16,2.38E-16,2.72E-16,2.02E-17,5.92E-16,1.0002
13637_000,3286,ens0042100_001,acisf13637_000N020_b1035_m_ecf90_prep3.fits,1.90E-16,2.39E-16,2.72E-16,6.19E-18,5.81E-16,0.9999
13637_000,2262,ens0042100_001,acisf13637_000N020_b0539_m_ecf90_prep3.fits,0.00E+00,2.37E-17,2.71E-16,2.14E-18,6.21E-16,0.9996
15546_000,3135,ens0042100_001,acisf15546_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,4.36E-18,2.71E-16,2.91E-19,6.29E-16,0.999
14335_000,3284,ens0042100_001,acisf14335_000N020_b1046_m_ecf90_prep3.fits,1.98E-16,2.45E-16,2.70E-16,1.85E-17,6.11E-16,0.9997
15546_000,1694,ens0042100_001,acisf15546_000N020_b0162_m_ecf90_prep3.fits,0.00E+00,6.56E-17,2.70E-16,1.73E-18,6.35E-16,0.9993
06419_000,1265,ens0042100_001,acisf06419_000N020_b0857_m_ecf90_prep3.fits,0.00E+00,1.22E-15,2.69E-16,5.31E-20,6.43E-16,1.0037
13637_000,799,ens0042100_001,acisf13637_000N020_b0444_m_ecf90_prep3.fits,1.46E-16,2.23E-16,2.69E-16,2.64E-17,5.55E-16,1.0016
12508_000,48,ens0016700_001,acisf12508_000N020_b0039_m_ecf90_prep3.fits,0.00E+00,8.66E-19,2.69E-16,4.61E-19,6.01E-16,0.9999
06419_000,1017,ens0042100_001,acisf06419_000N020_b0609_m_ecf90_prep3.fits,0.00E+00,2.16E-15,2.67E-16,8.43E-19,6.70E-16,1.0006
13637_000,34,ens0042100_001,acisf13637_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,2.94E-17,2.65E-16,9.75E-21,5.96E-16,0.9999
03498_000,939,ens0042100_001,acisf03498_000N020_b0511_m_ecf90_prep3.fits,2.51E-16,1.76E-16,2.65E-16,8.76E-17,4.83E-16,1.001
01522_002,2587,ens0042100_001,acisf01522_002N020_b1035_m_ecf90_prep3.fits,2.28E-16,1.93E-16,2.65E-16,6.98E-17,5.22E-16,1
06419_000,1299,ens0042100_001,acisf06419_000N020_b0891_m_ecf90_prep3.fits,0.00E+00,2.41E-15,2.64E-16,6.64E-19,6.30E-16,1.0021
06419_000,1339,ens0042100_001,acisf06419_000N020_b0931_m_ecf90_prep3.fits,0.00E+00,2.58E-15,2.64E-16,2.31E-19,5.56E-16,1.0009
06419_000,1305,ens0042100_001,acisf06419_000N020_b0897_m_ecf90_prep3.fits,0.00E+00,1.45E-15,2.63E-16,4.88E-19,5.82E-16,0.9992
03800_000,26,ens0120200_001,acisf03800_000N021_b0021_m_ecf90_prep3.fits,1.91E-16,1.95E-16,2.63E-16,6.42E-17,5.39E-16,1.0064
06418_000,1364,ens0042100_001,acisf06418_000N020_b0956_m_ecf90_prep3.fits,0.00E+00,4.08E-15,2.62E-16,1.64E-19,5.93E-16,0.9999
06419_000,1500,ens0042100_001,acisf06419_000N020_b1092_m_ecf90_prep3.fits,0.00E+00,2.60E-15,2.62E-16,9.31E-20,6.49E-16,1.0013
16457_000,816,ens0047600_001,acisf16457_000N020_b0236_m_ecf90_prep3.fits,2.52E-16,1.91E-16,2.60E-16,8.71E-17,4.89E-16,0.999
06419_000,1109,ens0042100_001,acisf06419_000N020_b0701_m_ecf90_prep3.fits,0.00E+00,2.63E-15,2.58E-16,9.70E-19,6.57E-16,1.002
06418_000,1186,ens0042100_001,acisf06418_000N020_b0778_m_ecf90_prep3.fits,0.00E+00,2.81E-15,2.57E-16,2.98E-18,6.07E-16,1.0039
14335_000,1424,ens0042100_001,acisf14335_000N020_b0407_m_ecf90_prep3.fits,0.00E+00,2.42E-18,2.57E-16,3.45E-20,6.17E-16,0.9993
14335_000,687,ens0042100_001,acisf14335_000N020_b0382_m_ecf90_prep3.fits,1.53E-16,2.39E-16,2.56E-16,9.82E-18,5.43E-16,1.0023
13637_000,1430,ens0042100_001,acisf13637_000N020_b0689_m_ecf90_prep3.fits,0.00E+00,2.24E-18,2.56E-16,1.95E-18,6.45E-16,0.9993
06419_000,1284,ens0042100_001,acisf06419_000N020_b0876_m_ecf90_prep3.fits,0.00E+00,1.73E-15,2.53E-16,2.92E-19,6.18E-16,1.0001
15546_000,3286,ens0042100_001,acisf15546_000N020_b1035_m_ecf90_prep3.fits,0.00E+00,4.18E-18,2.53E-16,8.48E-19,6.08E-16,1.0005
05403_000,35,ens0144800_001,acisf05403_000N020_b0033_m_ecf90_prep3.fits,0.00E+00,1.11E-17,2.53E-16,2.12E-19,6.50E-16,1.0004
06419_000,1096,ens0042100_001,acisf06419_000N020_b0688_m_ecf90_prep3.fits,0.00E+00,8.89E-16,2.52E-16,1.41E-18,5.59E-16,1.0001
04397_000,529,ens0002400_001,acisf04397_000N020_b0405_m_ecf90_prep3.fits,0.00E+00,3.39E-17,2.52E-16,4.82E-20,6.03E-16,1.0034
06419_000,917,ens0042100_001,acisf06419_000N020_b0509_m_ecf90_prep3.fits,0.00E+00,2.93E-15,2.51E-16,4.20E-19,5.59E-16,1.0019
06419_000,1186,ens0042100_001,acisf06419_000N020_b0778_m_ecf90_prep3.fits,0.00E+00,2.36E-15,2.51E-16,1.30E-19,6.12E-16,1.0011
15546_000,1471,ens0042100_001,acisf15546_000N020_b0711_m_ecf90_prep3.fits,0.00E+00,2.92E-18,2.50E-16,2.34E-19,5.54E-16,0.9995
15546_000,3293,ens0042100_001,acisf15546_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,4.06E-18,2.50E-16,7.39E-19,6.06E-16,1.0003
04396_000,3257,ens0042100_001,acisf04396_000N020_b0711_m_ecf90_prep3.fits,2.33E-16,1.23E-16,2.49E-16,1.28E-16,3.95E-16,0.9998
01522_002,864,ens0042100_001,acisf01522_002N020_b0476_m_ecf90_prep3.fits,1.98E-16,2.16E-16,2.49E-16,5.62E-17,5.24E-16,1.0003
15546_000,3400,ens0042100_001,acisf15546_000N020_b0175_m_ecf90_prep3.fits,0.00E+00,1.17E-17,2.49E-16,5.52E-20,5.63E-16,1.0002
13637_000,3463,ens0042100_001,acisf13637_000N020_b0901_m_ecf90_prep3.fits,1.42E-17,2.75E-16,2.48E-16,1.58E-18,5.44E-16,0.9991
14335_000,3416,ens0042100_001,acisf14335_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.45E-18,2.48E-16,1.39E-18,5.85E-16,0.9995
15546_000,1316,ens0042100_001,acisf15546_000N020_b0664_m_ecf90_prep3.fits,0.00E+00,7.38E-18,2.48E-16,5.26E-20,5.35E-16,0.9996
06418_000,1189,ens0042100_001,acisf06418_000N020_b0781_m_ecf90_prep3.fits,0.00E+00,3.09E-15,2.46E-16,3.64E-19,6.11E-16,1
03498_000,1422,ens0042100_001,acisf03498_000N020_b0400_m_ecf90_prep3.fits,2.37E-16,1.89E-16,2.46E-16,7.21E-17,4.79E-16,0.9995
06418_000,1217,ens0042100_001,acisf06418_000N020_b0809_m_ecf90_prep3.fits,0.00E+00,3.35E-15,2.45E-16,1.34E-19,6.35E-16,1.001
01522_002,329,ens0042100_001,acisf01522_002N020_b0234_m_ecf90_prep3.fits,0.00E+00,6.88E-19,2.44E-16,5.05E-18,5.54E-16,1.001
15546_000,2009,ens0042100_001,acisf15546_000N020_b0861_m_ecf90_prep3.fits,0.00E+00,7.53E-18,2.44E-16,2.58E-19,5.67E-16,0.999
06418_000,1109,ens0042100_001,acisf06418_000N020_b0701_m_ecf90_prep3.fits,0.00E+00,2.96E-15,2.43E-16,9.57E-19,5.77E-16,1.0017
06418_000,1424,ens0042100_001,acisf06418_000N020_b1016_m_ecf90_prep3.fits,0.00E+00,1.85E-15,2.43E-16,1.06E-19,6.08E-16,0.9992
15546_000,2894,ens0042100_001,acisf15546_000N020_b0512_m_ecf90_prep3.fits,0.00E+00,4.72E-18,2.42E-16,9.27E-19,5.56E-16,1.0126
15546_000,2014,ens0042100_001,acisf15546_000N020_b0863_m_ecf90_prep3.fits,0.00E+00,1.01E-17,2.41E-16,1.33E-18,5.49E-16,1.0018
00955_000,451,ens0008400_001,acisf00955_000N020_b0385_m_ecf90_prep3.fits,0.00E+00,1.93E-19,2.40E-16,4.46E-19,5.77E-16,0.9997
12231_000,816,ens0047600_001,acisf12231_000N020_b0236_m_ecf90_prep3.fits,1.91E-16,2.11E-16,2.39E-16,2.00E-17,5.10E-16,0.999
15546_000,2587,ens0042100_001,acisf15546_000N020_b1035_m_ecf90_prep3.fits,0.00E+00,4.35E-18,2.39E-16,2.35E-19,5.59E-16,0.9999
14335_000,2424,ens0042100_001,acisf14335_000N020_b0510_m_ecf90_prep3.fits,1.30E-16,2.01E-16,2.39E-16,2.51E-17,5.07E-16,1.0003
15546_000,390,ens0042100_001,acisf15546_000N020_b0265_m_ecf90_prep3.fits,0.00E+00,1.25E-17,2.38E-16,6.62E-19,5.65E-16,1.0001
15546_000,1027,ens0042100_001,acisf15546_000N020_b0562_m_ecf90_prep3.fits,0.00E+00,2.03E-17,2.38E-16,1.37E-19,5.66E-16,1.0011
15546_000,1283,ens0042100_001,acisf15546_000N020_b0652_m_ecf90_prep3.fits,0.00E+00,3.09E-18,2.37E-16,3.21E-19,5.48E-16,1.0115
13637_000,3416,ens0042100_001,acisf13637_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.76E-18,2.37E-16,2.23E-20,6.30E-16,1.0056
14335_000,3152,ens0042100_001,acisf14335_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.48E-18,2.36E-16,9.48E-19,5.68E-16,1.001
06419_000,1052,ens0042100_001,acisf06419_000N020_b0644_m_ecf90_prep3.fits,0.00E+00,5.07E-16,2.35E-16,1.97E-18,5.19E-16,1.003
06419_000,1298,ens0042100_001,acisf06419_000N020_b0890_m_ecf90_prep3.fits,0.00E+00,1.96E-15,2.35E-16,1.76E-18,5.46E-16,1.0007
08503_000,112,ens0012800_001,acisf08503_000N020_b0096_m_ecf90_prep3.fits,0.00E+00,4.45E-16,2.35E-16,1.13E-18,5.32E-16,1.0002
06419_000,1189,ens0042100_001,acisf06419_000N020_b0781_m_ecf90_prep3.fits,0.00E+00,2.57E-15,2.34E-16,1.26E-18,5.75E-16,0.9996
06419_000,1426,ens0042100_001,acisf06419_000N020_b1018_m_ecf90_prep3.fits,0.00E+00,1.41E-15,2.34E-16,1.14E-18,5.35E-16,0.9994
01522_002,1027,ens0042100_001,acisf01522_002N020_b0562_m_ecf90_prep3.fits,1.19E-16,2.91E-16,2.34E-16,1.14E-17,5.40E-16,0.9991
