CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref,HESS_name
2CXO J192238.8+141148,290.6618839,14.1968681,1.99,3.7,1e-15,7e-16,4e-16,3e-16,1.7e-14,4e-15,1.8e-14,4e-15,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.0,0.001,0.2,0.7,0.02,0.03,0.03,0.04,0.002,0.008,0.2,0.2,0.02,NS,0.7,0.2,1.102,,,,,J1923+141
2CXO J192234.9+140341,290.645486,14.0615213,0.72,12.6,1.1e-15,7e-16,1.7e-14,2e-15,9.1e-14,9e-15,1.09e-13,9e-15,0.937,,18.69,0.004,21.8,0.2,16.914,0.007,12.12,0.03,10.42,0.03,9.7,0.03,9.03,0.02,8.89,0.02,4.7,0.5,-0.8,0.3,5.718,5236.0,3546.0,7455.0,0.001,0.006,0.03,0.02,0.02,0.004,0.0,0.92,0.004,0.008,0.03,0.02,0.02,0.007,0.002,0.04,YSO,0.92,0.04,12.833,,,,,J1923+141
2CXO J192235.9+140309,290.6498943,14.052605,0.75,6.59,7e-16,5e-16,4e-15,1e-15,1.8e-14,4e-15,2.3e-14,4e-15,0.326,,18.663,0.004,22.0,0.2,16.921,0.008,12.06,0.03,10.32,0.04,9.43,0.03,8.22,0.01,8.25,0.01,,,-0.5,0.3,6.139,4493.0,3117.0,6425.0,0.0,0.001,0.05,0.004,0.02,0.002,0.0,0.92,0.001,0.003,0.04,0.009,0.03,0.004,0.002,0.05,YSO,0.92,0.05,8.898,,,,,J1923+141
2CXO J192236.3+135635,290.6513014,13.9433263,1.88,8.04,7e-16,6e-16,8e-15,2e-15,3.3e-14,6e-15,4.2e-14,6e-15,0.2,,17.797,0.004,22.1,0.2,16.004,0.006,11.04,0.02,9.21,0.03,8.24,0.02,7.62,0.03,7.3,0.02,7.5,0.3,0.0,0.2,6.027,3501.0,2559.0,4991.0,0.0,0.001,0.05,0.003,0.01,0.001,0.0001,0.94,0.002,0.004,0.04,0.007,0.02,0.004,0.0009,0.04,YSO,0.94,0.04,11.177,extent,,,,J1923+141
2CXO J192238.5+140549,290.6604757,14.0971769,1.02,3.0,8e-18,6e-18,4e-16,3e-16,7e-15,3e-15,8e-15,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.1,0.0,0.0,0.1,0.7,0.05,0.1,0.01,0.2,0.002,0.002,0.1,0.3,0.06,NS,0.7,0.3,1.247,,,,,J1923+141
2CXO J192239.1+140727,290.6632972,14.1241987,1.15,3.53,3e-16,2e-16,4e-16,2e-16,6e-15,2e-15,7e-15,2e-15,0.565,0.732,,,,,,,16.0,0.1,13.78,0.08,12.59,0.07,,,,,,,,,,,,,0.001,0.003,0.02,0.004,0.03,0.001,0.001,0.94,0.005,0.008,0.03,0.009,0.04,0.003,0.003,0.06,YSO,0.94,0.06,9.272,,,,,J1923+141
2CXO J192248.3+141628,290.7015445,14.2744481,0.94,4.58,8e-18,6e-18,2e-15,2e-15,5e-14,2e-14,5e-14,2e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.07,0.001,0.0001,0.2,0.5,0.02,0.2,0.01,0.09,0.003,0.0008,0.2,0.3,0.03,NS,0.5,0.3,0.666,conf,,,,J1923+141
2CXO J192238.0+135947,290.6585529,13.9964082,2.44,3.29,8e-18,6e-18,1.2e-15,7e-16,7e-15,2e-15,8e-15,3e-15,,,,,,,,,,,,,,,12.6,0.04,12.6,0.1,,,,,,,,,0.2,0.01,0.06,0.002,0.01,0.05,0.3,0.3,0.1,0.01,0.08,0.005,0.02,0.06,0.1,0.1,NS,0.3,0.1,0.084,,,,,J1923+141
2CXO J192241.6+140901,290.6737467,14.1503046,1.39,3.76,8e-18,6e-18,1.1e-15,8e-16,2e-14,6e-15,2.1e-14,6e-15,,,18.894,0.004,21.0,0.1,17.58,0.01,15.05,0.05,14.06,0.05,13.78,0.05,,,,,,,0.0,0.2,5.092,4504.0,3124.0,7437.0,0.01,0.07,0.05,0.4,0.07,0.08,0.02,0.3,0.02,0.05,0.03,0.1,0.05,0.05,0.02,0.1,HMXB,0.4,0.1,0.279,,,,,J1923+141
2CXO J192242.3+140510,290.6766062,14.0863339,1.04,3.12,3e-16,2e-16,2e-16,2e-16,7e-15,3e-15,8e-15,3e-15,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,0.02,0.0,0.0,0.3,0.7,0.03,0.04,0.05,0.04,0.002,0.01,0.2,0.2,0.04,NS,0.7,0.2,0.875,,,,,J1923+141
2CXO J192244.7+140144,290.6864711,14.0291216,1.0,4.83,8e-18,6e-18,8e-18,6e-18,2.5e-14,6e-15,2.5e-14,6e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.01,0.02,0.0,0.5,0.2,0.05,0.2,0.002,0.02,0.02,0.003,0.2,0.2,0.05,LMXB,0.5,0.2,0.5,,,,,J1923+141
2CXO J192306.4+142019,290.7770751,14.3388058,10.73,5.12,8e-18,6e-18,8e-18,6e-18,5e-15,3e-15,5e-15,3e-15,,,15.849,0.003,16.91,0.004,14.833,0.004,13.38,0.03,12.84,0.04,12.55,0.03,11.98,0.09,7.45,0.03,5.07,0.04,1.2,0.04,16.176,816.0,789.0,845.0,0.01,0.03,0.3,0.22,0.05,0.01,0.002,0.41,0.01,0.03,0.1,0.09,0.04,0.02,0.006,0.08,YSO,0.41,0.08,0.818,conf,,,,J1923+141
2CXO J192248.4+140526,290.7018447,14.0905786,1.41,4.06,1.1e-15,8e-16,3e-16,2e-16,1.4e-14,4e-15,1.5e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.06,0.001,0.0,0.4,0.5,0.04,0.02,0.02,0.09,0.003,0.003,0.3,0.3,0.04,NS,0.5,0.3,0.073,,,,,J1923+141
2CXO J192310.1+141943,290.7921998,14.3286288,6.83,5.21,1e-15,8e-16,1.1e-15,8e-16,8e-18,6e-18,2e-15,1e-15,,,17.473,0.003,18.73,0.01,16.385,0.006,14.65,0.05,13.99,0.05,13.69,0.07,13.0,0.1,15.44,0.09,,,0.7,0.1,9.39,1509.0,1343.0,1746.0,0.0001,0.06,0.17,0.02,0.3,0.01,0.002,0.4,0.0007,0.07,0.07,0.02,0.1,0.01,0.008,0.1,YSO,0.4,0.1,0.177,conf,,,,J1923+141
2CXO J192259.7+141347,290.7491248,14.22983,0.76,5.35,1.1e-14,3e-15,4e-15,1e-15,1.2e-14,5e-15,2.6e-14,6e-15,0.925,,16.7,0.003,17.896,0.009,15.61,0.005,14.2,0.05,13.5,0.07,13.2,0.04,,,,,,,2.71,0.06,30.683,365.0,356.0,375.0,0.0001,0.1,0.1,0.05,0.15,0.3,0.01,0.3,0.0007,0.06,0.09,0.05,0.09,0.2,0.01,0.1,YSO,0.3,0.1,0.121,,,,,J1923+141
2CXO J192256.3+140828,290.7345852,14.1411256,1.42,4.67,1e-15,7e-16,1.4e-15,7e-16,3e-14,5e-15,3.2e-14,6e-15,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.01,0.0,0.001,0.3,0.7,0.01,0.01,0.08,0.02,0.002,0.003,0.2,0.2,0.02,NS,0.7,0.2,0.829,,,,,J1923+141
2CXO J192255.2+140441,290.7300904,14.0782249,2.19,3.7,8e-16,6e-16,3e-16,2e-16,1e-15,7e-16,2.1e-15,9e-16,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.01,0.0001,0.01,0.4,0.5,0.01,0.01,0.05,0.03,0.001,0.04,0.3,0.3,0.02,NS,0.5,0.3,0.24,,,,,J1923+141
2CXO J192256.1+140254,290.7339109,14.0485951,2.37,3.24,3e-16,2e-16,3e-16,3e-16,9e-15,3e-15,1e-14,3e-15,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.0,0.001,0.3,0.7,0.02,0.03,0.04,0.04,0.002,0.007,0.2,0.2,0.03,NS,0.7,0.2,0.884,,,,,J1923+141
2CXO J192300.0+140153,290.7502896,14.0316151,2.13,3.24,1.4e-15,6e-16,1.5e-15,5e-16,3e-15,2e-15,6e-15,2e-15,0.311,0.626,15.359,0.003,16.887,0.008,14.167,0.007,12.11,0.02,11.22,0.03,10.88,0.02,10.43,0.03,10.15,0.03,8.0,0.3,0.34,0.03,6.934,2587.0,2441.0,2737.0,0.0,0.02,0.22,0.01,0.03,0.002,0.0,0.7,0.0005,0.02,0.1,0.02,0.03,0.004,0.002,0.1,YSO,0.7,0.1,2.565,,,,,J1923+141
2CXO J192301.7+135952,290.7574015,13.9979144,1.33,11.34,1e-13,1e-14,3.1e-14,5e-15,5e-14,1e-14,1.9e-13,2e-14,0.995,,15.766,0.003,17.224,0.007,14.586,0.005,13.01,0.03,12.39,0.03,12.11,0.03,12.05,0.05,12.02,0.07,10.81,,7.38,0.04,28.06,135.0,134.0,135.0,0.0,0.2,0.04,0.04,0.09,0.4,0.01,0.2,0.0006,0.1,0.03,0.03,0.05,0.2,0.01,0.1,LMXB,0.4,0.2,0.732,,,,,J1923+141
2CXO J192318.7+140748,290.8280065,14.1302261,0.88,5.63,1.2e-14,2e-15,4e-15,1e-15,9e-15,3e-15,2.5e-14,4e-15,0.619,0.36,11.789,0.003,12.219,0.003,11.179,0.004,10.4,0.02,10.18,0.03,10.04,0.02,9.77,0.03,9.63,0.03,8.7,0.2,2.15,0.07,3.962,462.0,448.0,478.0,0.0,0.03,0.5,0.03,0.3,0.01,0.0,0.13,0.0006,0.03,0.2,0.03,0.1,0.02,0.0,0.06,HM-STAR,0.5,0.2,0.967,,,,,J1923+141
2CXO J192333.1+141656,290.8882248,14.2823041,3.62,3.09,1e-15,1e-15,4e-15,2e-15,8e-15,5e-15,1.3e-14,5e-15,0.516,,19.52,0.01,21.5,0.1,17.95,0.04,14.36,,12.92,0.06,12.3,0.04,11.58,0.01,11.96,0.02,,,0.5,0.4,6.408,2376.0,1510.0,4251.0,0.003,0.04,0.04,0.03,0.03,0.12,0.02,0.71,0.007,0.03,0.02,0.03,0.02,0.06,0.02,0.08,YSO,0.71,0.08,4.306,,,,,J1923+141
2CXO J192301.6+141639,290.7568677,14.27774,0.95,17.1,8e-18,6e-18,1.2e-15,9e-16,1.4e-14,5e-15,1.6e-14,5e-15,,,,,,,,,13.46,0.04,11.11,0.05,9.69,,,,,,,,,,,,,,0.01,0.07,0.1,0.06,0.05,0.07,0.4,0.23,0.04,0.03,0.04,0.03,0.03,0.06,0.1,0.05,NS,0.4,0.1,1.117,extent,2MASS J19230169+1416403,HM-STAR,2019A&A...624A..63B,J1923+141
2CXO J192226.1+140554,290.6087595,14.0985831,0.79,2.67,1.6e-15,7e-16,4e-16,3e-16,8e-18,6e-18,1.9e-15,7e-16,,,10.326,0.003,10.517,0.003,9.995,0.004,9.62,0.02,9.45,0.03,9.46,0.02,9.04,0.02,8.88,0.01,,,2.69,0.05,11.297,369.0,363.0,375.0,0.0001,0.002,0.3,0.001,0.6,0.0,0.0,0.12,0.0009,0.007,0.1,0.004,0.2,0.003,0.0003,0.07,LM-STAR,0.6,0.2,0.937,,HD 231256,LM-STAR,1926AnHar.100...17C,J1923+141
2CXO J171829.1-383402,259.6216479,-38.5674753,4.6,4.27,4e-15,1e-15,2.7e-15,8e-16,2e-15,1e-15,8e-15,2e-15,0.678,,15.674,0.003,16.409,0.01,14.825,0.008,13.58,0.07,12.98,0.07,12.74,0.08,11.2,0.06,11.47,0.09,10.35,,1.25,0.05,12.228,772.0,744.0,801.0,0.0,0.05,0.2,0.04,0.3,0.02,0.001,0.4,0.0003,0.05,0.1,0.05,0.1,0.03,0.004,0.2,YSO,0.4,0.2,0.454,,,,,J1718-385
2CXO J171837.4-383156,259.6559205,-38.5323813,2.6,4.53,2e-16,2e-16,5e-16,3e-16,9e-15,3e-15,1e-14,3e-15,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.01,0.03,0.0,0.001,0.2,0.7,0.02,0.09,0.03,0.05,0.002,0.006,0.2,0.2,0.03,NS,0.7,0.2,1.076,,,,,J1718-385
2CXO J171855.5-382659,259.7314027,-38.4499245,1.47,6.37,5e-15,2e-15,1.8e-14,4e-15,7e-14,2e-14,9e-14,2e-14,0.897,,16.25,0.003,17.233,0.007,15.265,0.006,13.68,,13.08,0.04,12.84,0.06,,,,,,,0.67,0.06,11.446,1435.0,1321.0,1578.0,0.001,0.2,0.03,0.03,0.03,0.33,0.01,0.37,0.004,0.07,0.02,0.02,0.02,0.1,0.01,0.07,YSO,0.37,0.07,0.227,,,,,J1718-385
2CXO J171820.8-383415,259.5868083,-38.5709569,4.02,3.41,4e-15,1e-15,7e-16,5e-16,3e-15,2e-15,8e-15,3e-15,,,11.777,0.003,12.409,0.003,11.01,0.004,9.94,0.02,9.42,0.02,9.28,0.02,9.24,0.03,9.35,0.03,6.29,0.03,0.87,0.03,5.829,1109.0,1072.0,1147.0,0.0,0.03,0.27,0.05,0.4,0.005,0.0,0.24,0.0006,0.03,0.09,0.05,0.1,0.01,0.001,0.08,LM-STAR,0.4,0.1,0.707,,,,,J1718-385
2CXO J171849.8-382738,259.7076,-38.4605679,1.42,4.78,1.9e-14,5e-15,7e-15,2e-15,6e-15,5e-15,3.2e-14,8e-15,0.514,,11.114,0.003,11.69,0.003,10.386,0.004,9.41,0.02,8.89,0.02,8.73,0.02,8.65,0.03,8.73,0.02,8.59,0.07,1.01,0.02,3.955,958.0,937.0,975.0,0.0,0.01,0.1,0.02,0.8,0.002,0.0001,0.05,0.0,0.02,0.1,0.03,0.1,0.005,0.0008,0.04,LM-STAR,0.8,0.1,2.666,,,,,J1718-385
2CXO J171841.0-382926,259.6711173,-38.4906476,2.68,3.1,2e-16,2e-16,1.3e-15,5e-16,5e-15,2e-15,6e-15,2e-15,0.069,0.5,17.145,0.004,17.9,0.06,15.56,0.04,10.29,,9.53,0.03,9.32,0.03,9.08,0.02,9.27,0.02,9.48,,0.6,0.1,0.769,1700.0,1479.0,2058.0,0.007,0.05,0.14,0.03,0.06,0.06,0.005,0.66,0.009,0.03,0.05,0.02,0.03,0.04,0.008,0.07,YSO,0.66,0.07,4.379,,,,,J1718-385
2CXO J171838.1-382923,259.6587934,-38.4899276,2.81,3.25,4e-16,2e-16,8e-16,4e-16,4e-15,2e-15,5e-15,2e-15,,0.395,18.17,0.01,21.2,0.2,16.28,0.02,11.88,0.03,10.14,0.03,9.44,0.02,8.98,0.03,9.15,0.02,11.2,,0.0,0.2,7.695,6003.0,3554.0,8685.0,0.0,0.001,0.14,0.01,0.03,0.001,0.001,0.82,0.002,0.004,0.07,0.01,0.03,0.003,0.002,0.08,YSO,0.82,0.08,4.612,,,,,J1718-385
2CXO J171824.6-383205,259.6025244,-38.5347267,2.71,3.7,1.3e-15,5e-16,9e-16,4e-16,2e-15,1e-15,4e-15,1e-15,0.952,0.498,17.143,0.003,17.888,0.008,16.3,0.007,,,,,,,,,,,,,0.65,0.09,3.482,1505.0,1348.0,1715.0,0.0,0.2,0.4,0.002,0.01,0.2,0.01,0.2,0.002,0.1,0.2,0.008,0.02,0.1,0.02,0.1,HM-STAR,0.4,0.2,0.438,,,,,J1718-385
2CXO J171825.2-383138,259.6051825,-38.5273039,1.6,4.83,1.7e-15,6e-16,1.3e-15,4e-16,2e-15,1e-15,5e-15,1e-15,0.722,0.074,16.378,0.004,17.02,0.01,15.482,0.009,14.3,0.1,12.56,,12.17,,,,,,,,0.64,0.07,4.219,1558.0,1430.0,1745.0,0.0,0.3,0.4,0.01,0.04,0.11,0.01,0.19,0.002,0.2,0.2,0.01,0.03,0.07,0.01,0.09,HM-STAR,0.4,0.2,0.177,,,,,J1718-385
2CXO J171835.7-382843,259.6487802,-38.4787544,1.13,3.94,6e-16,3e-16,1.2e-15,4e-16,3e-15,1e-15,5e-15,1e-15,0.733,0.565,17.971,0.006,19.24,0.03,16.724,0.01,14.54,0.05,13.52,0.06,13.11,0.07,12.537,0.004,12.68,0.01,,,-0.1,0.3,1.71,5005.0,3207.0,7163.0,0.0,0.01,0.06,0.01,0.02,0.01,0.001,0.89,0.001,0.02,0.05,0.03,0.03,0.01,0.005,0.08,YSO,0.89,0.08,6.14,,,,,J1718-385
2CXO J171809.5-383414,259.5399898,-38.5706853,4.48,3.35,3e-15,1e-15,2.8e-15,8e-16,3e-15,2e-15,9e-15,3e-15,0.79,,16.097,0.003,17.06,0.02,15.14,0.01,13.72,0.03,13.2,0.03,12.96,0.04,,,,,,,0.42,0.06,1.18,2313.0,2018.0,2636.0,0.0,0.07,0.3,0.05,0.3,0.06,0.001,0.28,0.0006,0.07,0.1,0.05,0.1,0.07,0.005,0.1,YSO,0.28,0.1,0.029,,,,,J1718-385
2CXO J171809.1-383335,259.5380234,-38.5597965,2.52,3.87,4e-16,3e-16,4e-16,3e-16,1.5e-14,4e-15,1.6e-14,4e-15,0.681,,,,,,,,,,,,,,13.39,0.01,13.03,0.01,,,,,,,,,0.17,0.02,0.01,0.02,0.03,0.12,0.4,0.3,0.1,0.03,0.02,0.02,0.03,0.1,0.1,0.1,NS,0.4,0.1,0.335,,,,,J1718-385
2CXO J171833.1-382750,259.6379209,-38.4640627,0.73,16.5,2.3e-14,2e-15,1.8e-14,2e-15,5e-15,2e-15,4.6e-14,3e-15,0.664,0.66,9.662,0.003,10.164,0.003,8.981,0.004,8.12,0.02,7.94,0.02,7.81,0.03,7.66,0.03,7.68,0.02,7.82,0.07,0.45,0.02,2.501,2073.0,1989.0,2150.0,0.0,0.002,0.4,0.003,0.6,0.002,0.0,0.04,0.0003,0.006,0.1,0.006,0.2,0.005,0.0,0.03,LM-STAR,0.6,0.2,0.762,,,,,J1718-385
2CXO J171837.1-382630,259.6547719,-38.4418515,1.23,4.4,4e-16,2e-16,3e-16,2e-16,1.3e-14,3e-15,1.3e-14,3e-15,0.165,0.282,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.03,0.0,0.0,0.2,0.7,0.02,0.07,0.02,0.05,0.003,0.004,0.2,0.2,0.03,NS,0.7,0.2,1.102,,,,,J1718-385
2CXO J171830.9-382704,259.6291434,-38.4513616,0.74,13.18,2.3e-14,2e-15,6.6e-15,1e-15,3e-15,1e-15,3.3e-14,3e-15,0.894,0.827,10.385,0.003,10.409,0.003,9.529,0.005,,,,,,,8.36,0.02,8.43,0.02,8.3,0.05,4.78,0.03,60.863,208.0,207.0,210.0,0.001,0.06,0.4,0.001,0.2,0.09,0.002,0.2,0.004,0.04,0.1,0.002,0.1,0.05,0.005,0.07,HM-STAR,0.4,0.1,0.786,,,,,J1718-385
2CXO J171828.6-382721,259.6193191,-38.455836,0.93,3.46,1e-15,5e-16,6e-16,3e-16,1.2e-15,7e-16,2.8e-15,9e-16,0.694,0.726,18.293,0.004,19.55,0.04,17.19,0.02,,,,,,,,,,,,,1.1,0.2,11.488,907.0,800.0,1065.0,0.001,0.14,0.3,0.003,0.01,0.2,0.05,0.3,0.004,0.1,0.2,0.01,0.01,0.1,0.04,0.1,HM-STAR,0.3,0.2,0.027,,,,,J1718-385
2CXO J171824.2-382758,259.6008666,-38.4663337,0.85,4.47,4e-16,3e-16,1.3e-15,4e-16,3e-15,1e-15,4e-15,1e-15,1.0,,18.323,0.006,18.92,0.07,16.96,0.01,,,,,,,,,,,,,0.4,0.2,2.144,4547.0,2615.0,8316.0,0.0,0.2,0.2,0.002,0.01,0.3,0.02,0.3,0.007,0.1,0.1,0.006,0.01,0.1,0.02,0.1,YSO,0.3,0.1,0.223,,,,,J1718-385
2CXO J171804.9-383141,259.5206909,-38.5280578,1.33,7.42,6e-15,1e-15,2.2e-15,6e-16,1e-14,3e-15,1.8e-14,3e-15,1.0,,17.89,0.003,19.57,0.05,16.59,0.01,14.53,0.04,13.82,0.04,13.16,,,,,,,,2.8,0.2,10.415,352.0,338.0,370.0,0.0,0.22,0.06,0.03,0.05,0.2,0.02,0.42,0.001,0.1,0.03,0.02,0.03,0.07,0.02,0.1,YSO,0.42,0.1,1.068,,,,,J1718-385
2CXO J171817.1-382907,259.571433,-38.4855321,1.1,3.64,8e-18,6e-18,4e-16,3e-16,4e-15,2e-15,5e-15,2e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.002,0.1,0.0,0.001,0.1,0.6,0.06,0.2,0.01,0.2,0.0008,0.004,0.1,0.3,0.06,NS,0.6,0.3,1.22,,,,,J1718-385
2CXO J171832.9-382547,259.6372673,-38.4298388,1.07,3.0,3e-16,2e-16,9e-16,3e-16,1.1e-15,9e-16,2.3e-15,1e-15,0.031,,20.14,0.04,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0.16,0.001,0.02,0.4,0.4,0.02,0.04,0.04,0.08,0.003,0.03,0.2,0.2,0.02,NS,0.4,0.2,0.079,,,,,J1718-385
2CXO J171820.2-382730,259.5844334,-38.4585965,0.79,3.51,8e-18,6e-18,2e-16,2e-16,9e-15,3e-15,9e-15,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.001,0.1,0.001,0.0,0.1,0.5,0.05,0.2,0.004,0.1,0.004,0.002,0.2,0.3,0.06,NS,0.5,0.3,0.618,,,,,J1718-385
2CXO J171825.3-382609,259.6057714,-38.4358607,0.92,3.03,8e-18,6e-18,2e-16,1e-16,1e-14,3e-15,1e-14,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.001,0.1,0.001,0.0,0.1,0.4,0.05,0.3,0.003,0.1,0.004,0.003,0.2,0.3,0.05,NS,0.4,0.3,0.262,,,,,J1718-385
2CXO J171810.9-382912,259.5456117,-38.4867775,0.94,3.75,6e-16,4e-16,1.1e-15,4e-16,2e-15,1e-15,4e-15,1e-15,0.87,0.899,18.36,0.004,19.55,0.04,17.25,0.01,,,,,,,,,,,,,0.7,0.2,2.878,1892.0,1459.0,2820.0,0.0,0.1,0.2,0.003,0.004,0.3,0.06,0.3,0.002,0.1,0.2,0.009,0.008,0.2,0.05,0.1,YSO,0.3,0.1,0.038,,,,,J1718-385
2CXO J171826.8-382523,259.6117136,-38.423277,0.81,3.22,4e-16,2e-16,9e-16,4e-16,3e-16,3e-16,1.6e-15,5e-16,0.876,,20.23,0.01,,,,,,,,,,,,,,,,,1.0,1.0,0.455,3672.0,2149.0,5243.0,0.01,0.04,0.16,0.0,0.09,0.5,0.2,0.02,0.03,0.04,0.08,0.002,0.09,0.2,0.1,0.02,LMXB,0.5,0.2,1.007,,,,,J1718-385
2CXO J171841.6-382112,259.6734549,-38.3534803,2.11,3.87,2e-15,1e-15,6e-15,2e-15,3e-14,1e-14,4e-14,1e-14,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.2,0.0,0.0,0.0,0.5,0.3,0.002,0.006,0.2,0.01,0.001,0.02,0.2,0.2,0.008,LMXB,0.5,0.2,0.31,,,,,J1718-385
2CXO J171828.8-382412,259.620324,-38.4033556,0.97,3.14,5e-16,3e-16,7e-16,3e-16,2.1e-15,9e-16,3e-15,1e-15,0.454,0.053,19.202,0.008,19.3,0.2,17.61,0.06,,,,,,,,,,,,,1.3,0.6,1.418,2079.0,1221.0,2907.0,0.0,0.4,0.1,0.001,0.01,0.2,0.03,0.2,0.008,0.2,0.1,0.006,0.01,0.1,0.03,0.1,CV,0.4,0.2,0.461,,,,,J1718-385
2CXO J171825.8-382415,259.6075429,-38.4044422,0.76,7.19,3.9e-15,7e-16,1.6e-15,4e-16,7e-16,5e-16,6.2e-15,1e-15,0.839,0.006,15.148,0.003,15.697,0.005,14.359,0.005,12.95,,12.43,0.06,12.04,0.07,,,,,,,0.98,0.05,3.866,978.0,942.0,1031.0,0.002,0.04,0.26,0.01,0.09,0.03,0.001,0.58,0.004,0.02,0.06,0.01,0.04,0.02,0.002,0.07,YSO,0.58,0.07,2.31,,,,,J1718-385
2CXO J171814.7-382653,259.5616038,-38.4480793,0.75,3.94,8e-16,4e-16,1.2e-15,4e-16,1.6e-15,9e-16,4e-15,1e-15,0.955,,17.071,0.003,17.08,0.02,15.24,0.02,13.78,0.04,13.37,0.06,13.07,0.06,,,,,,,0.25,0.09,1.362,3834.0,3025.0,4987.0,0.0,0.04,0.3,0.03,0.19,0.03,0.001,0.34,0.0005,0.04,0.1,0.05,0.1,0.04,0.004,0.09,HM-STAR,0.3,0.1,0.026,,,,,J1718-385
2CXO J171825.4-382436,259.6058524,-38.4101093,0.92,3.26,6e-16,3e-16,5e-16,3e-16,1.2e-15,8e-16,2.3e-15,9e-16,0.782,,20.71,0.02,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.11,0.001,0.04,0.6,0.2,0.02,0.02,0.07,0.06,0.004,0.05,0.2,0.1,0.02,LMXB,0.6,0.2,1.299,,,,,J1718-385
2CXO J171820.1-382520,259.5839726,-38.4222267,0.75,3.94,1e-15,3e-16,8e-16,3e-16,2e-15,1e-15,4e-15,1e-15,0.484,,17.877,0.004,19.44,0.03,16.662,0.01,14.05,0.06,13.05,0.06,12.72,0.06,,,,,,,0.4,0.1,3.112,3043.0,2103.0,4624.0,0.0,0.02,0.1,0.02,0.11,0.02,0.002,0.7,0.0006,0.03,0.06,0.05,0.08,0.02,0.006,0.1,YSO,0.7,0.1,3.165,,,,,J1718-385
2CXO J171820.8-382443,259.5868521,-38.4121612,0.9,3.0,1e-16,1e-16,3e-16,2e-16,2e-15,1e-15,2.4e-15,1e-15,0.203,,20.386,0.009,21.7,0.2,19.09,0.03,,,,,,,,,,,,,1.2,0.9,4.527,3598.0,1945.0,4895.0,0.01,0.2,0.06,0.01,0.005,0.3,0.3,0.11,0.03,0.1,0.05,0.01,0.009,0.1,0.2,0.08,NS,0.3,0.2,0.093,,,,,J1718-385
2CXO J171825.1-382344,259.6047271,-38.3957919,0.78,4.69,1.3e-15,5e-16,1.2e-15,4e-16,7e-16,5e-16,3.3e-15,8e-16,0.902,,15.121,0.003,15.638,0.004,14.425,0.004,,,,,,,,,,,,,0.93,0.04,3.845,1039.0,1008.0,1074.0,0.0,0.1,0.6,0.0,0.04,0.12,0.001,0.11,0.0006,0.1,0.2,0.001,0.04,0.07,0.004,0.09,HM-STAR,0.6,0.2,1.942,conf,,,,J1718-385
2CXO J171825.4-382343,259.6059692,-38.3954502,0.98,3.87,6e-16,3e-16,9e-16,3e-16,7e-16,5e-16,2.2e-15,7e-16,0.342,,20.26,0.01,21.205,0.007,18.04,0.06,,,,,,,,,,,,,,,,,,,0.001,0.23,0.13,0.003,0.01,0.3,0.11,0.25,0.004,0.1,0.07,0.006,0.01,0.1,0.09,0.09,LMXB,0.3,0.1,0.126,conf,,,,J1718-385
