name,Class,Class_prob,Class_prob_e,P_AGN,e_P_AGN,P_CV,e_P_CV,P_HM-STAR,e_P_HM-STAR,P_HMXB,e_P_HMXB,P_LM-STAR,e_P_LM-STAR,P_LMXB,e_P_LMXB,P_NS,e_P_NS,P_YSO,e_P_YSO,P_CO,e_P_CO,Candidate_CO,ra,dec,PU,significance,flux_flag,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,EDR3Name_gaia,source_id,RA_pmcor_gaia,DEC_pmcor_gaia,Gmag_gaia,e_Gmag_gaia,BPmag_gaia,e_BPmag_gaia,RPmag_gaia,e_RPmag_gaia,Plx_gaia,e_Plx_gaia,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,VPHASDR2_vphas,gmag_vphas,rmag_vphas,imag_vphas,Gmag_vphas,RPmag_vphas,BPmag_vphas,e_Gmag_vphas,e_RPmag_vphas,e_BPmag_vphas,cp_flag_vphas,_2MASS_2mass_gaia,Jmag_2mass_gaia,e_Jmag_2mass_gaia,Hmag_2mass_gaia,e_Hmag_2mass_gaia,Kmag_2mass_gaia,e_Kmag_2mass_gaia,cp_flag_2mass_gaia,AllWISE_allwise_gaia,W1mag_allwise_gaia,e_W1mag_allwise_gaia,W2mag_allwise_gaia,e_W2mag_allwise_gaia,W3mag_allwise_gaia,e_W3mag_allwise_gaia,W4mag_allwise_gaia,e_W4mag_allwise_gaia,cp_flag_allwise_gaia,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag,which_gaia,cp_flag_comb,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP,Jmag-Hmag,W1mag-W2mag,Jmag-W2mag,HRMS,HRHM
2CXO J110535.8-584609,LM-STAR,0.696969697,0.1,0,0,0,0,0.222222222,0.095,0,0,0.696969697,0.1,0,0,0,0,0.080808081,0.045,0,0,FALSE,166.3995,-58.76931111,1.002359175,6.34,0,3.26E-15,5.64E-16,2.70E-16,1.32E-16,1.15E-15,9.99E-16,4.68E-15,1.15E-15,0.174,,Gaia EDR3 5338661666237468032,5338661666237468032,166.3995867,-58.76940442,8.973718,0.002769,9.005129,0.002825,8.881208,0.003795,1.8349,0.0659,538.226807,520.107056,559.676331,539.803284,521.931458,559.308289,0,11053591-5846098,8.741,0.034,8.74,0.055,8.693,0.021,0,J110535.89-584609.8,8.7,0.012,8.729,0.008,0,1670m591o0036919,8.703274296,-0.000296471,8.71552311,-0.000612527,0,J110535.89-584609.8,8.681,0.022,8.726,0.02,8.781,0.032,9.31,,0,,,,,,,,,,,-8,11053591-5846098,8.741,0.034,8.74,0.055,8.693,0.021,0,J110535.89-584609.8,8.681,0.022,8.726,0.02,8.781,0.032,9.31,,0,0,allwise,8.681,0.022,8.726,0.02,gaia,0,8.973718,0.002769,9.005129,0.002825,8.881208,0.003795,0.123921,0.001,-0.045,0.015,-0.847137349,0.619922031
2CXO J110538.0-585419,AGN,0.797927461,0.1425,0.797927461,0.1425,0,0,0.020725389,0.03,0,0,0,0,0,0.005,0.18134715,0.12,0,0.01,0.18134715,0.120104121,FALSE,166.408375,-58.90544722,0.88465028,6.08,0,6.49E-17,4.91E-17,7.80E-16,2.46E-16,1.00E-14,1.79E-15,1.08E-14,1.81E-15,0.392,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846248741,0.855343587
2CXO J110538.4-585446,Unconfident Classification,0.565656566,0.17,0,0,0.03030303,0.025,0,0.005,0,0,0.565656566,0.17,0,0,0,0,0.404040404,0.1508,0.03030303,0.025,FALSE,166.410125,-58.91291389,1.256288145,5.06,0,2.36E-15,5.64E-16,5.64E-16,1.89E-16,4.36E-16,3.30E-16,3.36E-15,6.80E-16,0.489,,Gaia EDR3 5338651431383048576,5338651431383048576,166.4100791,-58.912897,16.803202,0.003256,17.975563,0.042462,15.392652,0.00861,3.0357,0.0959,327.40979,317.189789,336.674927,322.127014,313.541748,331.022095,0,11053844-5854463,13.567,0.043,12.947,0.051,12.698,0.042,0,J110538.34-585446.2,12.637,0.015,12.512,0.013,0,1670m591o0098652,12.57713006,-0.002489705,12.38725914,-0.005010896,0,,,,,,,,,,-8,VPHASDR2 J110538.4-585446.5,19.01,17.34,15.6,16.78571646,15.55927258,18.24096139,0.050325444,0.152153504,0.229421825,0,11053844-5854463,13.567,0.043,12.947,0.051,12.698,0.042,0,,,,,,,,,,,0,catwise,,,,,gaia,0,16.803202,0.003256,17.975563,0.042462,15.392652,0.00861,2.582911,0.62,,,-0.614222909,-0.127187799
2CXO J110539.9-584645,Unconfident Classification,0.463157895,0.1925,0.378947368,0.2129,0.010526316,0.01,0.021052632,0.02,0,0,0.010526316,0.02,0.463157895,0.1925,0.105263158,0.045,0.010526316,0.01,0.578947368,0.197942542,FALSE,166.41625,-58.77937778,0.903239558,6.75,0,4.28E-16,2.24E-16,1.64E-15,3.39E-16,4.06E-15,1.11E-15,6.12E-15,1.18E-15,0.949,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585299939,0.425083887
2CXO J110540.9-585114,Unconfident Classification,0.343434343,0.07,0.121212121,0.04,0.141414141,0.04,0.050505051,0.025,0,0.005,0.343434343,0.07,0.090909091,0.0304,0.090909091,0.035,0.161616162,0.04,0.323232323,0.061434192,FALSE,166.4205417,-58.85395,0.682424551,6.6,0,2.71E-15,5.25E-16,7.15E-16,1.99E-16,1.19E-15,5.66E-16,4.61E-15,7.97E-16,0.993,,Gaia EDR3 5338652221625848576,5338652221625848576,166.4207099,-58.85401083,18.624731,0.003893,,,,,1.6276,0.2276,661.619873,570.935852,792.76709,,,,0,11054092-5851141,14.652,0.082,13.815,,13.636,,0,J110540.97-585113.6,13.339,0.011,13.544,0.009,0,1670m591o0034325,13.42735492,-0.003513813,13.46818321,-0.009052439,-4,J110540.95-585113.6,13.551,0.024,14.017,0.031,10.483,0.074,7.803,0.114,0,VPHASDR2 J110541.0-585114.4,20.8,19.11,17.49,18.68607285,17.45880658,20.03536994,0.075106062,0.202258299,0.320205657,0,11054092-5851141,14.652,0.082,13.815,,13.636,,0,J110540.95-585113.6,13.551,0.024,14.017,0.031,10.483,0.074,7.803,0.114,0,0,allwise,13.551,0.024,14.017,0.031,gaia,0,18.624731,0.003893,,,,,,0.837,-0.466,0.635,-0.582027225,0.250246921
2CXO J110542.0-585020,Unconfident Classification,0.6875,0.135,0,0,0.052083333,0.05,0,0.005,0,0,0.6875,0.135,0.010416667,0.01,0,0,0.25,0.11,0.0625,0.050990195,FALSE,166.4250417,-58.83895556,0.86511514,5.03,0,1.64E-15,3.69E-16,3.00E-16,1.31E-16,3.14E-16,2.37E-16,2.25E-15,4.58E-16,0.988,,Gaia EDR3 5338658092830907008,5338658092830907008,166.4253163,-58.83895251,17.891788,0.003433,18.851114,0.048942,16.728739,0.014235,2.1247,0.1359,465.223114,440.876831,489.619965,484.075867,447.799011,529.091431,0,11054208-5850203,15.184,0.135,14.659,0.118,14.483,0.126,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110542.1-585020.3,20.03,,,,,,,,,0,11054208-5850203,15.184,0.135,14.659,0.118,14.483,0.126,0,,,,,,,,,,,,,,,,,gaia,0,17.891788,0.003433,18.851114,0.048942,16.728739,0.014235,2.122375,0.525,,,-0.690465915,0.022349693
2CXO J110542.6-584540,Unconfident Classification,0.572916667,0.12,0,0.005,0.21875,0.0908,0,0.005,0.010416667,0.01,0.041666667,0.035,0.15625,0.065,0,0.005,0.572916667,0.12,0.385416667,0.112225844,FALSE,166.427625,-58.76136667,0.61289876,11.72,0,5.69E-15,6.94E-16,4.14E-15,5.26E-16,5.85E-15,1.44E-15,1.57E-14,1.68E-15,0.143,,Gaia EDR3 5338658750008034688,5338658750008034688,166.4277823,-58.76144499,15.950727,0.003202,16.636507,0.009909,15.122086,0.00685,0.5221,0.0353,1809.16272,1698.01001,1938.72009,1790.02307,1693.11328,1892.95117,0,11054267-5845411,13.97,0.058,13.365,0.065,13.216,0.06,0,J110542.62-584541.4,12.996,0.051,13.171,0.069,-4,1670m591o0136611,13.26509465,-0.003623971,12.96176694,-0.006775094,0,,,,,,,,,,-8,VPHASDR2 J110542.7-584541.3,17.01,15.7,14.99,15.78170499,14.9929377,16.42502974,0.007470041,0.140352699,0.158210255,0,11054267-5845411,13.97,0.058,13.365,0.065,13.216,0.06,0,,,,,,,,,,,-4,catwise,,,,,gaia,0,15.950727,0.003202,16.636507,0.009909,15.122086,0.00685,1.514421,0.605,,,-0.15690221,0.170429731
2CXO J110543.3-585053,Unconfident Classification,0.628865979,0.13,0,0,0.051546392,0.045,0,0.005,0,0,0.628865979,0.13,0.010309278,0.015,0,0,0.309278351,0.105,0.06185567,0.047434165,FALSE,166.430625,-58.84808333,0.405158506,13.13,0,8.72E-15,8.65E-16,2.32E-15,3.61E-16,3.85E-15,9.28E-16,1.49E-14,1.32E-15,0.638,,Gaia EDR3 5338652217315646464,5338652217315646464,166.4306663,-58.84820557,15.547037,0.003197,16.340939,0.007452,14.662587,0.005161,2.0405,0.0294,481.555847,476.017609,487.870239,480.514771,474.18454,487.544739,-4,11054337-5850536,13.541,0.035,12.842,0.039,12.736,0.038,-4,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,11054337-5850536,13.541,0.035,12.842,0.039,12.736,0.038,-4,,,,,,,,,,,,,,,,,gaia,-4,15.547037,0.003197,16.340939,0.007452,14.662587,0.005161,1.678352,0.699,,,-0.57984229,0.247582009
2CXO J110543.6-584419,Unconfident Classification,0.473389356,0.37,0.473389356,0.37,0,0,0.011204482,0.015,0,0,0,0,0.1232493,0.1425,0.392156863,0.27,0,0.005,0.515406162,0.305296987,FALSE,166.4320417,-58.73876667,1.607649787,5.96,0,3.19E-16,2.41E-16,1.28E-15,3.04E-16,6.47E-15,1.64E-15,8.07E-15,1.68E-15,0.228,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600786865,0.670211663
2CXO J110543.9-585309,LM-STAR,0.808080808,0.14,0,0,0,0.01,0,0,0,0,0.808080808,0.14,0,0,0,0,0.191919192,0.1358,0,0.01,FALSE,166.433125,-58.88589444,0.736477468,7.77,0,3.83E-15,5.97E-16,9.33E-16,2.48E-16,3.53E-16,2.66E-16,5.12E-15,6.99E-16,0.998,,Gaia EDR3 5338651878059715072,5338651878059715072,166.4330397,-58.88591799,15.600225,0.002942,16.413492,0.005262,14.667272,0.004736,2.0131,0.0368,487.339935,479.775391,496.160919,490.019348,481.219574,497.183014,0,11054394-5853093,13.465,0.033,12.804,0.031,12.651,0.032,0,,,,,,-8,1670m591o0099605,12.60893499,-0.002670216,12.56000662,-0.005821673,-4,,,,,,,,,,-8,VPHASDR2 J110543.9-585309.3,17,15.47,14.63,15.49087052,14.62643568,16.29180247,0.007338331,0.132706702,0.150843792,0,11054394-5853093,13.465,0.033,12.804,0.031,12.651,0.032,0,,,,,,,,,,,-4,unwise,,,,,gaia,0,15.600225,0.002942,16.413492,0.005262,14.667272,0.004736,1.74622,0.661,,,-0.608479286,-0.451475819
2CXO J110545.6-585245,YSO,0.541666667,0.1,0,0,0.145833333,0.05,0.0625,0.03,0.020833333,0.035,0.104166667,0.06,0.125,0.075,0,0,0.541666667,0.1,0.291666667,0.096695398,FALSE,166.440125,-58.87926111,0.907686029,5.95,0,1.93E-15,4.33E-16,6.97E-16,2.01E-16,1.82E-15,7.87E-16,4.45E-15,9.20E-16,0.997,,Gaia EDR3 5338651878028314496,5338651878028314496,166.4401643,-58.87928764,16.643963,0.00365,17.46735,0.011992,15.712155,0.00848,0.1495,0.052,5170.81006,4194.36719,6446.13086,4890.62402,4071.33594,6297.19189,0,11054564-5852454,14.309,0.067,13.54,0.073,13.418,0.069,0,J110545.64-585244.6,12.695,0.016,12.809,0.011,0,1670m591o0060203,12.75462934,-0.002591444,12.76590888,-0.006003377,0,,,,,,,,,,-8,VPHASDR2 J110545.6-585245.5,17.98,16.56,15.7,16.57334777,15.69798722,17.341915,0.050892153,0.155043922,0.190424019,0,11054564-5852454,14.309,0.067,13.54,0.073,13.418,0.069,0,,,,,,,,,,,0,catwise,,,,,gaia,0,16.643963,0.00365,17.46735,0.011992,15.712155,0.00848,1.755195,0.769,,,-0.469838239,0.446674834
2CXO J110545.9-584724,YSO,0.708333333,0.105,0,0.005,0.104166667,0.055,0.020833333,0.02,0,0.005,0.15625,0.0908,0.010416667,0.015,0,0,0.708333333,0.105,0.114583333,0.057227616,FALSE,166.4416667,-58.79017778,1.083139563,5.86,0,1.71E-15,4.07E-16,9.66E-16,2.41E-16,7.58E-16,7.34E-16,3.43E-15,8.73E-16,0.998,,Gaia EDR3 5338658642604589184,5338658642604589184,166.4420358,-58.79007075,17.475647,0.003384,18.419134,0.022795,16.167513,0.007226,2.0412,0.1999,501.044678,458.257141,559.820312,522.975647,472.112671,565.369446,0,11054608-5847242,14.669,0.05,14.1,0.098,13.792,0.075,0,J110546.02-584726.0,13.135,0.012,13.128,0.009,-4,1670m591o0036274,13.05761113,-0.002910534,12.9983574,-0.006708964,-4,J110546.04-584725.5,13.091,0.029,13.17,0.032,11.913,0.213,9.424,0.508,-4,VPHASDR2 J110546.1-584724.3,19.52,17.79,16.33,17.4562993,16.30317403,18.7218233,0.048636376,0.16765429,0.246316384,0,11054608-5847242,14.669,0.05,14.1,0.098,13.792,0.075,0,,,,,,,,,,,-4,allwise,13.091,0.029,13.17,0.032,gaia,0,17.475647,0.003384,18.419134,0.022795,16.167513,0.007226,2.251621,0.569,-0.079,1.499,-0.277660433,-0.121044918
2CXO J110548.8-585438,Unconfident Classification,0.621621622,0.32,0.345945946,0.3404,0,0,0,0.01,0,0,0,0,0.032432432,0.06,0.621621622,0.32,0,0.005,0.654054054,0.325576412,FALSE,166.4534583,-58.910825,0.928657703,8.36,0,3.97E-16,2.17E-16,1.22E-15,2.86E-16,1.21E-14,1.81E-15,1.37E-14,1.85E-15,0.44,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510542357,0.816143801
2CXO J110551.5-584652,LM-STAR,1,0.01,0,0,0,0,0,0.005,0,0,1,0.01,0,0,0,0,0,0.005,0,0,FALSE,166.465,-58.78111667,1.087096189,7.7,0,5.57E-15,7.82E-16,6.53E-16,2.14E-16,1.11E-15,1.09E-15,7.33E-15,1.36E-15,0.919,,Gaia EDR3 5338658681288546560,5338658681288546560,166.4649534,-58.78126794,12.256683,0.00276,12.511803,0.002851,11.848254,0.003799,2.0903,0.0107,472.85083,470.877563,475.356781,472.491272,470.01944,475.150909,0,11055160-5846526,11.419,0.022,11.175,0.022,11.16,0.023,0,J110551.58-584652.6,11.11,0.013,11.178,0.008,0,1670m591o0036571,11.10711524,-0.000968244,11.13411,-0.002114902,0,J110551.58-584652.6,11.09,0.022,11.203,0.022,10.692,0.085,9.255,0.44,0,VPHASDR2 J110551.6-584652.5,,,,,,,,,,0,11055160-5846526,11.419,0.022,11.175,0.022,11.16,0.023,0,J110551.58-584652.6,11.09,0.022,11.203,0.022,10.692,0.085,9.255,0.44,0,0,allwise,11.09,0.022,11.203,0.022,gaia,0,12.256683,0.00276,12.511803,0.002851,11.848254,0.003799,0.663549,0.244,-0.113,0.216,-0.790240435,0.257491884
2CXO J110551.8-585105,Unconfident Classification,0.606060606,0.155,0,0,0.02020202,0.025,0,0,0,0,0.606060606,0.155,0,0.005,0,0,0.373737374,0.14,0.02020202,0.025495098,FALSE,166.4662083,-58.85146667,0.826981775,7.88,0,4.18E-15,6.31E-16,8.48E-16,2.32E-16,1.32E-15,8.69E-16,6.35E-15,1.10E-15,0.946,,Gaia EDR3 5338657886672480768,5338657886672480768,166.4662607,-58.85156831,16.123482,0.00374,16.924122,0.011894,15.20654,0.007309,2.0979,0.0372,469.084167,460.815033,477.205261,475.385162,467.992737,483.032135,0,11055191-5851057,14.001,0.044,13.289,0.042,13.2,0.043,0,J110551.90-585105.6,12.861,0.022,13.024,0.023,0,1670m591o0100771,12.98788655,-0.003870078,13.22148739,-0.01030165,0,,,,,,,,,,-8,VPHASDR2 J110551.9-585105.6,17.66,16.13,,,,,,,,0,11055191-5851057,14.001,0.044,13.289,0.042,13.2,0.043,0,,,,,,,,,,,0,catwise,,,,,gaia,0,16.123482,0.00374,16.924122,0.011894,15.20654,0.007309,1.717582,0.712,,,-0.662740667,0.21769485
2CXO J110552.0-584739,HM-STAR,0.744897959,0.115,0,0,0.051020408,0.04,0.744897959,0.115,0.010204082,0.02,0.051020408,0.03,0,0.005,0,0,0.142857143,0.065,0.06122449,0.045,FALSE,166.4669583,-58.79419444,1.182855436,6.09,0,1.95E-15,4.63E-16,1.25E-15,2.84E-16,2.31E-15,1.18E-15,5.51E-15,1.30E-15,0.62,,Gaia EDR3 5338658436446157824,5338658436446157824,166.4667905,-58.79429409,14.087492,0.003317,14.904419,0.007412,13.19128,0.00706,0.3104,0.0162,2910.57715,2764.33179,3052.85474,2960.93018,2836.71436,3089.80054,0,11055204-5847395,11.921,0.023,11.256,0.022,11.055,0.024,0,J110552.02-584739.5,10.873,0.01,11.073,0.008,0,1670m591o0036163,10.95538903,-0.000904517,11.00949292,-0.001974517,0,J110552.02-584739.4,10.931,0.023,11.057,0.021,11.198,0.123,9.274,,0,VPHASDR2 J110552.0-584739.5,15.41,14.02,13.23,14.01897909,13.22544793,14.76630461,0.007338331,0.10351411,0.097247088,0,11055204-5847395,11.921,0.023,11.256,0.022,11.055,0.024,0,J110552.02-584739.4,10.931,0.023,11.057,0.021,11.198,0.123,9.274,,0,0,allwise,10.931,0.023,11.057,0.021,gaia,0,14.087492,0.003317,14.904419,0.007412,13.19128,0.00706,1.713139,0.665,-0.126,0.864,-0.216468192,0.296244182
2CXO J110552.0-585032,Unconfident Classification,0.478723404,0.16,0,0,0.117021277,0.09,0,0.005,0,0,0.404255319,0.16,0,0.005,0,0,0.478723404,0.16,0.117021277,0.090138782,FALSE,166.4670417,-58.84245833,1.186400471,5.18,0,2.06E-15,4.94E-16,6.25E-16,1.97E-16,6.89E-16,5.21E-16,3.37E-15,7.44E-16,0.932,,Gaia EDR3 5338657925374686080,5338657925374686080,166.4669701,-58.84262208,17.963406,0.003687,18.999386,0.092519,16.57102,0.017472,2.3958,0.1371,418.585388,395.91275,440.175262,417.145874,397.984375,442.783264,0,11055210-5850333,14.74,0.064,14.081,0.063,13.88,0.057,0,J110552.13-585033.2,13.33,0.017,13.251,0.015,0,1670m591o0163224,13.53336389,-0.005720834,,,0,,,,,,,,,,-8,VPHASDR2 J110552.1-585033.5,20.33,,,,,,,,,0,11055210-5850333,14.74,0.064,14.081,0.063,13.88,0.057,0,,,,,,,,,,,0,catwise,,,,,gaia,0,17.963406,0.003687,18.999386,0.092519,16.57102,0.017472,2.428366,0.659,,,-0.534089578,0.049247516
2CXO J110552.1-585534,LM-STAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,166.467375,-58.92623056,1.285754076,7.23,0,6.87E-15,1.01E-15,9.80E-16,2.69E-16,8.43E-16,6.37E-16,8.69E-15,1.22E-15,0.084,,Gaia EDR3 5338651392675718528,5338651392675718528,166.4674916,-58.92631903,12.03914,0.002769,12.336847,0.002895,11.577565,0.003829,2.1148,0.0139,467.275604,463.67392,470.477081,467.254425,464.198425,470.023621,0,11055220-5855347,11.062,0.026,10.808,0.024,10.73,0.019,0,J110552.18-585534.9,10.477,0.01,10.671,0.008,0,1670m591o0031811,10.72233747,-0.000816501,10.73399037,-0.001737758,0,J110552.17-585535.1,10.614,0.024,10.659,0.021,10.102,0.092,8.467,0.261,0,VPHASDR2 J110552.2-585534.7,,,,,,,,,,0,11055220-5855347,11.062,0.026,10.808,0.024,10.73,0.019,0,,,,,,,,,,,0,allwise,10.614,0.024,10.659,0.021,gaia,0,12.03914,0.002769,12.336847,0.002895,11.577565,0.003829,0.759282,0.254,-0.045,0.403,-0.750119818,-0.075626854
2CXO J110553.0-584803,Unconfident Classification,0.410526316,0.08,0,0.005,0.168421053,0.095,0.042105263,0.03,0,0.005,0.263157895,0.1,0.115789474,0.05,0,0.005,0.410526316,0.08,0.284210526,0.107587174,FALSE,166.47125,-58.80092222,1.061725564,6.92,0,2.25E-15,4.52E-16,1.21E-15,2.72E-16,1.65E-15,1.04E-15,5.11E-15,1.17E-15,0.998,,Gaia EDR3 5338658440770347776,5338658440770347776,166.4713156,-58.80101302,16.170681,0.003959,16.674444,0.014428,15.522757,0.012368,0.7773,0.0399,1244.77869,1185.75183,1321.64917,1277.58655,1215.10303,1358.71875,0,11055311-5848036,14.703,0.061,14.158,0.082,13.691,,0,J110553.17-584803.2,13.368,0.011,13.682,0.011,0,1670m591o0035948,13.52322134,-0.004076999,13.66182421,-0.011462143,0,J110553.17-584803.4,13.4,0.025,13.627,0.029,12.893,,9.591,,0,VPHASDR2 J110553.1-584803.7,17.05,15.95,15.37,16.09470338,15.37948508,16.58292125,0.057757634,0.148398105,0.161071933,0,11055311-5848036,14.703,0.061,14.158,0.082,13.691,,0,,,,,,,,,,,0,allwise,13.4,0.025,13.627,0.029,gaia,0,16.170681,0.003959,16.674444,0.014428,15.522757,0.012368,1.151687,0.545,-0.227,1.076,-0.301795552,0.156547255
2CXO J110553.2-585030,Unconfident Classification,0.362694301,0.065,0.010362694,0.01,0.196891192,0.06,0.067357513,0.03,0,0,0.124352332,0.045,0.238341969,0.065,0,0.01,0.362694301,0.065,0.435233161,0.089022469,FALSE,166.47175,-58.84175278,1.099215258,5.28,0,2.36E-15,4.78E-16,4.65E-16,1.61E-16,5.47E-16,4.13E-16,3.37E-15,6.52E-16,0.957,,Gaia EDR3 5338657925374209408,5338657925374209408,166.4718212,-58.84183525,17.149984,0.003129,17.821026,0.029882,16.00873,0.011055,1.2513,0.0837,800.868103,742.232056,883.700256,799.990784,754.654114,844.149963,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110553.2-585030.6,18.8,17.26,16.14,17.1244229,16.12761352,18.10189547,0.048608159,0.163996109,0.224535895,0,,,,,,,,,,,,,,,,,,,,,,,,,gaia,0,17.149984,0.003129,17.821026,0.029882,16.00873,0.011055,1.812296,,,,-0.670646245,0.0805889
2CXO J110553.3-585422,Unconfident Classification,0.541666667,0.145,0,0,0.083333333,0.075,0,0,0,0,0.375,0.1508,0,0.005,0,0,0.541666667,0.145,0.083333333,0.075166482,FALSE,166.4721667,-58.906175,0.649852274,11.13,0,8.21E-15,9.01E-16,2.56E-15,4.13E-16,3.30E-15,1.20E-15,1.41E-14,1.55E-15,0.995,,Gaia EDR3 5338651774980489216,5338651774980489216,166.4720765,-58.90624107,16.086355,0.003174,17.132622,0.008961,15.018098,0.004831,2.1,0.0872,470.266998,451.424103,493.886841,472.937836,455.117767,496.824371,0,11055330-5854224,13.621,0.037,12.949,0.035,12.762,0.036,0,J110553.30-585422.3,12.646,0.011,12.674,0.013,0,1670m591o0032529,12.61469693,-0.002166168,12.5825747,-0.00491836,0,,,,,,,,,,-8,VPHASDR2 J110553.3-585422.4,17.77,16.18,,,,,,,,0,11055330-5854224,13.621,0.037,12.949,0.035,12.762,0.036,0,,,,,,,,,,,0,catwise,,,,,gaia,0,16.086355,0.003174,17.132622,0.008961,15.018098,0.004831,2.114524,0.672,,,-0.523705475,0.12505204
2CXO J110554.8-584859,LM-STAR,0.87,0.07,0,0,0,0,0.11,0.06,0,0,0.87,0.07,0,0,0,0,0.02,0.02,0,0,FALSE,166.47875,-58.81643611,0.517732529,16.09,0,1.72E-14,1.22E-15,3.34E-15,4.26E-16,7.74E-16,5.85E-16,2.13E-14,1.41E-15,0.568,,Gaia EDR3 5338658058464947200,5338658058464947200,166.4787823,-58.81654066,9.731091,0.002767,9.813506,0.002842,9.559805,0.00381,2.3109,0.1109,434.385406,410.504028,461.114166,429.551666,412.387634,450.875183,-4,11055492-5848595,9.343,0.024,9.246,0.027,9.218,0.029,-4,,,,,,-8,,,,,,-8,J110554.98-584859.6,8.776,0.024,8.685,0.023,8.297,0.025,6.714,0.058,-4,,,,,,,,,,,-8,11055492-5848595,9.343,0.024,9.246,0.027,9.218,0.029,-4,J110554.98-584859.6,8.776,0.024,8.685,0.023,8.297,0.025,6.714,0.058,-4,-4,allwise,8.776,0.024,8.685,0.023,gaia,-4,9.731091,0.002767,9.813506,0.002842,9.559805,0.00381,0.253701,0.097,0.091,0.658,-0.674830916,-0.623506162
2CXO J110557.1-585249,Unconfident Classification,0.364583333,0.1,0,0.005,0.260416667,0.09,0.072916667,0.04,0,0,0.020833333,0.025,0.364583333,0.1,0,0,0.28125,0.085,0.625,0.13453624,FALSE,166.4882917,-58.88033611,1.321769918,5.29,0,1.99E-15,4.54E-16,9.37E-16,2.57E-16,1.43E-15,1.19E-15,4.36E-15,1.30E-15,0.794,,Gaia EDR3 5338651946779241216,5338651946779241216,166.4882253,-58.88045773,17.346844,0.003616,17.70048,0.094614,16.269321,0.050216,0.5247,0.0913,1964.02429,1687.54517,2484.36816,2013.76709,1728.25403,2344.98755,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110557.2-585249.6,18.22,16.94,16.36,17.13835028,16.37172994,17.66236893,0.047165587,0.1690828,0.201682818,0,,,,,,,,,,,,,,,,,,,,,,,,,gaia,0,17.346844,0.003616,17.70048,0.094614,16.269321,0.050216,1.431159,,,,-0.360384952,0.208517017
