name,Class,Class_prob,Class_prob_e,P_AGN,e_P_AGN,P_CV,e_P_CV,P_HM-STAR,e_P_HM-STAR,P_HMXB,e_P_HMXB,P_LM-STAR,e_P_LM-STAR,P_LMXB,e_P_LMXB,P_NS,e_P_NS,P_YSO,e_P_YSO,P_CO,e_P_CO,Candidate_CO,ra,dec,PU,significance,flux_flag,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,EDR3Name_gaia,source_id,RA_pmcor_gaia,DEC_pmcor_gaia,Gmag_gaia,e_Gmag_gaia,BPmag_gaia,e_BPmag_gaia,RPmag_gaia,e_RPmag_gaia,Plx_gaia,e_Plx_gaia,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,VPHASDR2_vphas,gmag_vphas,rmag_vphas,imag_vphas,Gmag_vphas,RPmag_vphas,BPmag_vphas,e_Gmag_vphas,e_RPmag_vphas,e_BPmag_vphas,cp_flag_vphas,_2MASS_2mass_gaia,Jmag_2mass_gaia,e_Jmag_2mass_gaia,Hmag_2mass_gaia,e_Hmag_2mass_gaia,Kmag_2mass_gaia,e_Kmag_2mass_gaia,cp_flag_2mass_gaia,AllWISE_allwise_gaia,W1mag_allwise_gaia,e_W1mag_allwise_gaia,W2mag_allwise_gaia,e_W2mag_allwise_gaia,W3mag_allwise_gaia,e_W3mag_allwise_gaia,W4mag_allwise_gaia,e_W4mag_allwise_gaia,cp_flag_allwise_gaia,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag,which_gaia,cp_flag_comb,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP,Jmag-Hmag,W1mag-W2mag,Jmag-W2mag,HRMS,HRHM
2CXO J110439.4-585550,Unconfident Classification,0.548717949,0.1458,0,0.005,0.071794872,0.05,0,0.005,0,0,0.379487179,0.1258,0,0.005,0,0,0.548717949,0.1458,0.071794872,0.050249378,FALSE,166.1641667,-58.93077222,1.10742689,5.29,0,2.29E-15,4.90E-16,5.82E-16,1.90E-16,5.48E-16,5.41E-16,3.41E-15,7.54E-16,0.966,,Gaia EDR3 5338653527294506240,5338653527294506240,166.1642496,-58.9307283,17.768503,0.0035,18.8641,0.019374,16.536587,0.005759,1.5808,0.1103,616.140442,580.35437,660.855469,606.890991,569.428711,648.850037,0,11043943-5855506,15.094,0.064,14.361,0.068,14.03,0.068,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110439.4-585550.7,19.73,18,16.65,17.7497307,16.62871063,18.93365383,0.050395454,0.174464916,0.256686753,0,11043943-5855506,15.094,0.064,14.361,0.068,14.03,0.068,0,,,,,,,,,,,,,,,,,gaia,0,17.768503,0.0035,18.8641,0.019374,16.536587,0.005759,2.327513,0.733,,,-0.594140516,-0.03001933
2CXO J110439.4-584939,LM-STAR,1,0.005,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0.005,0,0,FALSE,166.1645833,-58.82757778,0.460824668,8.9,4,5.26E-15,6.80E-16,5.32E-16,1.74E-16,7.98E-18,6.03E-18,5.80E-15,7.01E-16,,,Gaia EDR3 5338655928161170432,5338655928161170432,166.1647987,-58.82757213,12.228724,0.002762,12.48199,0.002861,11.820057,0.003808,2.0621,0.0111,478.918884,476.352539,481.304108,478.567535,475.761902,480.772125,0,11043954-5849393,11.408,0.026,11.182,0.023,11.088,0.023,0,J110439.54-584939.1,11.061,0.012,11.088,0.009,0,1670m591o0060627,11.05843473,-0.001017564,11.06324991,-0.002190557,0,,,,,,,,,,-8,VPHASDR2 J110439.5-584939.2,,,,,,,,,,0,11043954-5849393,11.408,0.026,11.182,0.023,11.088,0.023,0,,,,,,,,,,,0,catwise,,,,,gaia,0,12.228724,0.002762,12.48199,0.002861,11.820057,0.003808,0.661933,0.226,,,-0.816335059,
2CXO J110439.8-584701,LMXB,0.48806366,0.085,0.148541114,0.045,0.159151194,0.055,0.031830239,0.02,0.01061008,0.015,0,0.005,0.48806366,0.085,0.095490716,0.065,0.066312997,0.03,0.75331565,0.121243557,TRUE,166.1658333,-58.78373056,0.405972775,15.25,0,7.28E-16,2.27E-16,4.16E-15,5.07E-16,3.14E-14,2.69E-15,3.63E-14,2.75E-15,0.089,,Gaia EDR3 5338656447874097408,5338656447874097408,166.1661529,-58.78377202,20.023836,0.005516,20.929241,0.152233,19.031898,0.062882,0.3572,0.3842,3982.20117,2500.50464,5976.93262,4439.70117,2933.85352,6378.40332,-4,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110439.9-584701.6,21.61,19.94,18.87,19.92470308,18.86599071,20.86362512,0.128237924,0.252509271,0.366705244,-4,,,,,,,,,,,,,,,,,,,,,,,,,gaia,-4,20.023836,0.005516,20.929241,0.152233,19.031898,0.062882,1.897343,,,,0.702466051,0.76596223
2CXO J110440.0-584921,LM-STAR,1,0.01,0,0,0,0,0,0.005,0,0,1,0.01,0,0,0,0,0,0.005,0,0,FALSE,166.1668333,-58.82261667,0.732956922,5.35,0,2.05E-15,4.51E-16,2.21E-16,1.20E-16,3.75E-16,2.84E-16,2.65E-15,5.46E-16,0.947,,Gaia EDR3 5338655932508975744,5338655932508975744,166.1670152,-58.82257719,11.92439,0.00276,12.173747,0.002876,11.52288,0.003817,1.0753,0.0173,903.745239,890.59198,917.710632,902.392822,888.064514,917.835205,0,11044009-5849214,11.075,0.026,10.904,0.023,10.836,0.019,0,J110440.07-584921.3,10.792,0.012,10.838,0.008,0,1670m591o0035232,10.8007516,-0.000859608,10.80672412,-0.001851154,0,J110440.02-584921.7,10.667,0.023,10.654,0.021,10.951,0.186,8.832,,0,VPHASDR2 J110440.1-584921.3,,,,,,,,,,0,11044009-5849214,11.075,0.026,10.904,0.023,10.836,0.019,0,,,,,,,,,,,0,allwise,10.667,0.023,10.654,0.021,gaia,0,11.92439,0.00276,12.173747,0.002876,11.52288,0.003817,0.650867,0.171,0.013,0.421,-0.805615143,0.259018087
2CXO J110441.2-585647,LM-STAR,0.98989899,0.035,0,0,0,0.005,0,0.01,0,0,0.98989899,0.035,0,0,0,0,0.01010101,0.025,0,0.005,FALSE,166.1717083,-58.94652778,1.036333251,7.72,0,5.89E-15,8.74E-16,8.03E-16,2.33E-16,3.20E-15,1.59E-15,9.90E-15,1.83E-15,0.984,,Gaia EDR3 5338653454260022784,5338653454260022784,166.1717334,-58.94644449,12.252909,0.002765,12.56774,0.002885,11.772851,0.003824,2.0799,0.0099,475.904144,473.41687,478.359619,475.759491,473.471954,478.333557,0,11044121-5856473,11.322,0.024,10.95,0.024,10.917,0.021,0,J110441.20-585647.1,10.855,0.017,10.926,0.011,0,1670m591o0031080,10.88246889,-0.000885067,10.90022572,-0.001909102,0,J110441.22-585647.1,10.82,0.023,10.882,0.02,12.837,,9.293,,0,VPHASDR2 J110441.2-585647.3,,,,,,,,,,0,11044121-5856473,11.322,0.024,10.95,0.024,10.917,0.021,0,J110441.22-585647.1,10.82,0.023,10.882,0.02,12.837,,9.293,,0,0,allwise,10.82,0.023,10.882,0.02,gaia,0,12.252909,0.002765,12.56774,0.002885,11.772851,0.003824,0.794889,0.372,-0.062,0.44,-0.760164432,0.59920076
2CXO J110441.4-584352,NS,0.816326531,0.1204,0.173469388,0.1025,0,0,0.010204082,0.0225,0,0,0,0,0,0.005,0.816326531,0.1204,0,0.005,0.816326531,0.120503776,TRUE,166.1725,-58.73130833,0.720298269,12.6,0,1.62E-16,1.23E-16,2.44E-15,4.16E-16,2.50E-14,2.66E-15,2.77E-14,2.70E-15,0.651,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110441.4-584351.9,,,20.04,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,vphas,0,,,,,,,,,,,0.875300359,0.822282035
2CXO J110442.5-584742,Unconfident Classification,0.414893617,0.2,0,0.005,0.414893617,0.2,0,0.005,0,0.005,0.234042553,0.1858,0.031914894,0.03,0,0.005,0.319148936,0.095,0.446808511,0.202361063,FALSE,166.177375,-58.79503333,0.812518797,5.33,0,1.24E-15,3.05E-16,4.13E-16,1.65E-16,7.57E-16,4.96E-16,2.41E-15,6.05E-16,0.482,,Gaia EDR3 5338656443561844480,5338656443561844480,166.17756,-58.79510156,18.699642,0.003356,20.50158,0.093875,17.431046,0.010801,1.9058,0.164,537.572083,488.651794,606.948547,537.967712,492.105438,589.741516,0,11044262-5847424,15.687,0.084,15.035,0.1,15.181,0.15,0,J110442.65-584743.0,14.744,0.015,14.654,0.021,-4,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110442.6-584742.4,21.07,19.31,17.51,18.77411201,17.47097941,20.26854254,0.072908116,0.192124176,0.328397922,0,11044262-5847424,15.687,0.084,15.035,0.1,15.181,0.15,0,,,,,,,,,,,-4,catwise,,,,,gaia,0,18.699642,0.003356,20.50158,0.093875,17.431046,0.010801,3.070534,0.652,,,-0.500179682,0.294188195
2CXO J110442.7-585411,Unconfident Classification,0.421052632,0.11,0,0.005,0.2,0.085,0,0.005,0,0.005,0.421052632,0.11,0.021052632,0.035,0,0,0.357894737,0.11,0.221052632,0.092059763,FALSE,166.178125,-58.90315556,0.802747656,5.41,0,1.84E-15,4.30E-16,6.25E-16,2.06E-16,4.89E-16,4.46E-16,2.95E-15,6.53E-16,1,,Gaia EDR3 5338654038380060416,5338654038380060416,166.1783169,-58.90315313,18.635086,0.003383,20.336771,0.107616,17.332312,0.014056,2.1986,0.1463,453.111847,426.553467,491.072235,453.10965,422.652557,490.251801,0,11044280-5854113,15.461,0.11,14.845,0.171,14.641,0.162,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110442.8-585411.4,21.11,19.29,17.5,18.77096901,17.4613941,20.27530755,0.074916069,0.202312215,0.321338577,0,11044280-5854113,15.461,0.11,14.845,0.171,14.641,0.162,0,,,,,,,,,,,,,,,,,gaia,0,18.635086,0.003383,20.336771,0.107616,17.332312,0.014056,3.004459,0.616,,,-0.492449391,-0.122385705
2CXO J110443.6-585425,HM-STAR,0.612244898,0.095,0,0,0.051020408,0.04,0.612244898,0.095,0.040816327,0.025,0.040816327,0.025,0,0.005,0,0,0.255102041,0.07,0.091836735,0.047434165,FALSE,166.18175,-58.90718611,0.412304959,11.7,0,3.61E-15,5.18E-16,3.31E-15,4.45E-16,6.97E-15,1.23E-15,1.39E-14,1.41E-15,1,,Gaia EDR3 5338653969656093056,5338653969656093056,166.1818805,-58.9071899,11.441487,0.002764,12.204654,0.002842,10.587073,0.003794,0.5258,0.0218,1850.65625,1787.66699,1928.29749,1856.32141,1799.08301,1927.25513,0,11044364-5854259,9.436,0.027,8.75,0.031,8.584,0.023,0,,,,,,-8,,,,,,-8,J110443.66-585425.6,7.195,0.012,6.459,0.009,6.772,0.015,7.23,0.11,0,VPHASDR2 J110443.7-585425.9,,,,,,,,,,0,11044364-5854259,9.436,0.027,8.75,0.031,8.584,0.023,0,J110443.66-585425.6,7.195,0.012,6.459,0.009,6.772,0.015,7.23,0.11,0,0,allwise,7.195,0.012,6.459,0.009,gaia,0,11.441487,0.002764,12.204654,0.002842,10.587073,0.003794,1.617581,0.686,0.736,2.977,-0.042590107,0.355609202
2CXO J110443.6-585132,Unconfident Classification,0.37755102,0.08,0.030612245,0.02,0.234693878,0.055,0.030612245,0.02,0,0.005,0.030612245,0.02,0.37755102,0.08,0.020408163,0.02,0.275510204,0.075,0.632653061,0.099247166,TRUE,166.181875,-58.85905,0.509249558,6.31,0,1.45E-15,3.68E-16,9.49E-16,2.45E-16,1.96E-15,7.51E-16,4.36E-15,8.71E-16,1,,Gaia EDR3 5338654214491059072,5338654214491059072,166.181894,-58.85900448,19.874487,0.004605,20.999731,0.211678,18.779232,0.035487,1.0674,0.3495,2922.73657,1389.14417,4200.77539,4217.39844,1815.69763,5719.25049,0,,,,,,,,-8,J110443.70-585131.4,15.27,0.1,15.337,0.206,-4,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110443.7-585132.5,22.22,20.25,18.74,19.97872521,18.71645199,21.31102405,0.131403196,0.239154383,0.410270198,0,,,,,,,,,,,,,,,,,,,-4,catwise,,,,,gaia,0,19.874487,0.004605,20.999731,0.211678,18.779232,0.035487,2.220499,,,,-0.209309613,0.34641816
2CXO J110444.6-584941,LM-STAR,1,0.01,0,0,0,0,0,0.005,0,0,1,0.01,0,0,0,0,0,0.005,0,0,FALSE,166.1859583,-58.82809167,0.503898689,6.32,0,3.11E-15,5.18E-16,2.54E-16,1.20E-16,1.84E-16,1.39E-16,3.55E-15,5.49E-16,0.987,,Gaia EDR3 5338655722002740352,5338655722002740352,166.1861118,-58.82810596,12.195616,0.00276,12.446716,0.002829,11.790575,0.003793,2.0901,0.0105,472.566986,470.507172,474.552246,472.287903,470.353455,474.98996,0,11044466-5849413,11.373,0.027,11.124,0.024,11.066,0.023,0,J110444.65-584941.1,11.039,0.012,11.075,0.009,0,1670m591o0035080,11.03009444,-0.000935202,11.04053413,-0.002020907,0,J110444.66-584941.1,11.032,0.023,11.085,0.022,10.173,0.093,8.341,0.213,0,VPHASDR2 J110444.7-584941.2,,,,,,,,,,0,11044466-5849413,11.373,0.027,11.124,0.024,11.066,0.023,0,J110444.66-584941.1,11.032,0.023,11.085,0.022,10.173,0.093,8.341,0.213,0,0,allwise,11.032,0.023,11.085,0.022,gaia,0,12.195616,0.00276,12.446716,0.002829,11.790575,0.003793,0.656141,0.249,-0.053,0.288,-0.849064443,-0.159184955
2CXO J110445.0-585009,LMXB,0.704485488,0.1075,0.137203166,0.06,0.021108179,0.03,0,0,0,0,0.084432718,0.075,0.704485488,0.1075,0.052770449,0.0375,0,0.005,0.778364116,0.117739118,TRUE,166.1875,-58.83593333,0.344472854,10.54,0,1.86E-15,3.71E-16,2.06E-15,3.60E-16,8.08E-15,1.32E-15,1.20E-14,1.42E-15,1,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,0.053071445,0.592964932
2CXO J110445.4-584807,AGN,0.928571429,0.14,0.928571429,0.14,0,0.0025,0,0.005,0,0,0,0,0.020408163,0.06,0.051020408,0.08,0,0.01,0.071428571,0.100031245,FALSE,166.189375,-58.80219444,0.792602511,5.03,0,6.50E-17,6.30E-17,3.73E-16,1.60E-16,4.04E-15,1.03E-15,4.48E-15,1.04E-15,0.833,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702911925,0.831136588
2CXO J110448.4-584833,Unconfident Classification,0.627249357,0.17,0,0,0.030848329,0.03,0,0.005,0,0,0.627249357,0.17,0,0.005,0,0,0.341902314,0.16,0.030848329,0.030413813,FALSE,166.20175,-58.80921111,0.57771725,5.72,0,2.02E-15,4.18E-16,3.38E-16,1.35E-16,2.30E-16,1.73E-16,2.59E-15,4.72E-16,0.933,,Gaia EDR3 5338655863789524736,5338655863789524736,166.2018243,-58.80921095,17.351162,0.002928,18.565062,0.012169,16.25552,0.00602,2.088,0.0756,475.129272,459.007416,496.077576,478.281097,459.283325,497.740204,0,11044844-5848333,14.8,0.056,14.111,0.072,13.932,0.066,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110448.4-584833.2,19.28,17.55,16.28,17.34634796,16.26137054,18.47973126,0.047587435,0.166783224,0.233805793,0,11044844-5848333,14.8,0.056,14.111,0.072,13.932,0.066,0,,,,,,,,,,,,,,,,,gaia,0,17.351162,0.002928,18.565062,0.012169,16.25552,0.00602,2.309542,0.689,,,-0.713543055,-0.190707748
2CXO J110449.9-585549,Unconfident Classification,0.393939394,0.07,0.04040404,0.02,0.393939394,0.07,0.060606061,0.03,0.151515152,0.05,0.01010101,0.01,0.202020202,0.05,0.01010101,0.015,0.131313131,0.045,0.757575758,0.100623059,TRUE,166.2082917,-58.93033889,0.734805851,8.02,0,9.41E-17,9.42E-17,1.61E-15,3.26E-16,1.30E-14,2.12E-15,1.47E-14,2.14E-15,0.179,,Gaia EDR3 5338652840132523136,5338652840132523136,166.2084949,-58.93019543,17.81862,0.003132,18.222666,0.018625,16.73073,0.012554,0.5677,0.1632,3890.25806,2391.44775,6023.94238,2250.89746,1754.96985,3069.96362,0,11045007-5855488,15.677,0.313,15.172,0.163,13.075,,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110450.0-585548.8,18.96,17.69,16.94,17.78277993,16.94560996,18.41441665,0.049464498,0.181040824,0.231511036,0,11045007-5855488,15.677,0.313,15.172,0.163,13.075,,0,,,,,,,,,,,,,,,,,gaia,0,17.81862,0.003132,18.222666,0.018625,16.73073,0.012554,1.491936,0.505,,,0.889368678,0.779750985
2CXO J110450.0-585559,LM-STAR,1,0.005,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0,0,0,FALSE,166.208375,-58.93306944,0.444917697,15.45,0,1.87E-14,1.35E-15,2.11E-15,3.52E-16,1.28E-15,7.36E-16,2.21E-14,1.57E-15,0.85,,Gaia EDR3 5338652840132134656,5338652840132134656,166.2085017,-58.93307382,11.698784,0.002788,11.988625,0.003106,11.247206,0.003904,3.459,0.0129,286.310608,285.253265,287.339478,286.809692,285.722839,287.934937,0,11045005-5855591,10.794,0.024,10.555,0.024,10.436,0.021,0,,,,,,-8,1670m591o0031553,10.41821405,-0.000718394,10.42486356,-0.001521483,0,J110449.99-585558.5,10.182,0.021,10.26,0.019,9.566,0.052,7.817,0.142,-4,VPHASDR2 J110450.0-585559.0,,,,,,,,,,0,11045005-5855591,10.794,0.024,10.555,0.024,10.436,0.021,0,,,,,,,,,,,-4,allwise,10.182,0.021,10.26,0.019,gaia,0,11.698784,0.002788,11.988625,0.003106,11.247206,0.003904,0.741419,0.239,-0.078,0.534,-0.797215349,-0.245415819
2CXO J110450.7-584543,Unconfident Classification,0.432989691,0.11,0,0,0.216494845,0.1,0,0.005,0,0.005,0.432989691,0.11,0.06185567,0.045,0,0,0.288659794,0.085,0.278350515,0.109772492,FALSE,166.211625,-58.76208611,0.469534241,11.36,0,7.36E-15,8.45E-16,2.13E-15,3.57E-16,3.77E-15,1.07E-15,1.33E-14,1.41E-15,0.997,,Gaia EDR3 5338656409199865472,5338656409199865472,166.2118098,-58.76214957,16.458715,0.0033,17.327248,0.017511,15.483611,0.009653,2.1866,0.0433,451.337128,444.474487,459.600159,453.488861,444.960388,462.946686,0,11045086-5845439,14.099,0.059,13.468,0.044,13.239,0.056,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110450.8-584543.8,18.07,16.43,15.49,16.4205427,15.48401214,17.30955941,0.052743212,0.150585291,0.189287241,0,11045086-5845439,14.099,0.059,13.468,0.044,13.239,0.056,0,,,,,,,,,,,,,,,,,gaia,0,16.458715,0.0033,17.327248,0.017511,15.483611,0.009653,1.843637,0.631,,,-0.551094452,0.278133343
2CXO J110451.8-585147,LM-STAR,1,0.005,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0.005,0,0,FALSE,166.2161667,-58.86320556,0.28928687,10.17,0,6.33E-15,7.32E-16,9.06E-16,2.13E-16,8.66E-16,3.82E-16,8.10E-15,8.52E-16,0.991,,Gaia EDR3 5338655623271089536,5338655623271089536,166.2162821,-58.86319806,13.696711,0.002795,14.137936,0.003368,13.082735,0.003977,2.1003,0.0137,469.04248,466.105957,471.290741,468.206696,465.259033,470.90451,0,11045191-5851475,12.344,0.024,11.907,0.023,11.804,0.023,0,J110451.89-585147.4,11.716,0.012,11.832,0.008,0,1670m591o0033976,11.72043538,-0.001343511,11.74514291,-0.003021594,0,J110451.89-585147.4,11.751,0.026,11.82,0.027,11.892,,8.978,0.501,0,VPHASDR2 J110451.9-585147.6,14.46,13.55,13.01,13.63502464,13.01588313,14.07669296,0.007470041,0.099156517,0.075704002,0,11045191-5851475,12.344,0.024,11.907,0.023,11.804,0.023,0,J110451.89-585147.4,11.751,0.026,11.82,0.027,11.892,,8.978,0.501,0,0,allwise,11.751,0.026,11.82,0.027,gaia,0,13.696711,0.002795,14.137936,0.003368,13.082735,0.003977,1.055201,0.437,-0.069,0.524,-0.74944733,-0.023035916
2CXO J110453.3-584900,Unconfident Classification,0.461111111,0.265,0.4,0.3025,0,0,0,0.005,0,0,0,0,0.138888889,0.135,0.461111111,0.265,0,0.005,0.6,0.297405447,FALSE,166.2224167,-58.81691944,0.38671207,7.79,0,3.50E-16,1.34E-16,1.19E-15,2.71E-16,6.94E-15,1.28E-15,8.49E-15,1.32E-15,0.52,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546408896,0.706864193
2CXO J110454.3-584918,Unconfident Classification,0.46875,0.145,0,0.005,0.09375,0.06,0,0.01,0,0,0.4375,0.1658,0,0.005,0,0,0.46875,0.145,0.09375,0.060207973,FALSE,166.226375,-58.82178333,0.507643721,5.09,0,1.16E-15,3.02E-16,4.62E-16,1.58E-16,2.30E-16,2.19E-16,1.85E-15,4.05E-16,0.141,,Gaia EDR3 5338655790726793216,5338655790726793216,166.2265212,-58.82181967,18.008957,0.003082,19.360662,0.031861,16.875378,0.00684,2.1012,0.1,468.704376,450.453979,497.670197,467.247803,444.248688,489.427582,0,11045437-5849187,15.346,0.057,14.767,0.084,14.503,0.079,0,J110454.44-584918.7,14.252,0.012,14.24,0.024,-4,1670m591o0060682,14.33916055,-0.006823797,14.15477541,-0.015847878,0,,,,,,,,,,-8,VPHASDR2 J110454.4-584918.6,19.94,18.26,16.88,17.98589101,16.85792008,19.17347075,0.052512252,0.179240988,0.265112459,0,11045437-5849187,15.346,0.057,14.767,0.084,14.503,0.079,0,,,,,,,,,,,-4,catwise,,,,,gaia,0,18.008957,0.003082,19.360662,0.031861,16.875378,0.00684,2.485284,0.579,,,-0.430630142,-0.335872264
2CXO J110454.4-584312,LM-STAR,0.97979798,0.025,0,0,0,0.005,0,0.005,0,0,0.97979798,0.025,0,0,0,0,0.02020202,0.015,0,0.005,FALSE,166.2267917,-58.72005278,1.317618305,7.06,0,4.17E-15,6.75E-16,6.02E-16,2.01E-16,4.13E-16,3.12E-16,5.19E-15,7.70E-16,0.146,,Gaia EDR3 5338662426500250112,5338662426500250112,166.227369,-58.72004849,13.888062,0.002802,14.175936,0.02293,13.197831,0.012798,1.9792,0.0332,495.932037,490.646454,503.721191,499.276825,492.047058,507.126984,0,11045457-5843122,12.526,0.056,12.029,0.033,11.979,0.034,0,,,,,,-8,1670m591o0213293,,,12.06750418,-0.00682112,-4,,,,,,,,,,-8,VPHASDR2 J110454.6-584312.2,14.57,13.72,13.22,13.82736341,13.22810876,14.22123547,0.007338331,0.103569554,0.078096678,0,11045457-5843122,12.526,0.056,12.029,0.033,11.979,0.034,0,,,,,,,,,,,-4,unwise,,,,,gaia,0,13.888062,0.002802,14.175936,0.02293,13.197831,0.012798,0.978105,0.497,,,-0.747759819,-0.186172113
2CXO J110454.9-584712,LM-STAR,0.99,0.015,0,0,0,0,0,0,0,0,0.99,0.015,0,0,0,0,0.01,0.015,0,0,FALSE,166.229125,-58.78685833,0.713812457,5.73,0,1.83E-15,4.16E-16,2.60E-16,1.23E-16,2.53E-16,1.91E-16,2.34E-15,4.74E-16,0.262,,Gaia EDR3 5338656310466146176,5338656310466146176,166.2293695,-58.78685289,13.414476,0.002795,13.772511,0.003169,12.889278,0.003989,2.1049,0.0131,467.313477,464.424072,470.731049,467.711792,464.8638,470.67569,0,11045505-5847128,12.329,0.03,11.977,0.03,11.894,0.032,0,J110455.02-584712.9,11.677,0.011,11.852,0.008,0,1670m591o0036357,11.7951802,-0.00150189,11.82050937,-0.003407017,0,,,,,,,,,,-8,VPHASDR2 J110455.0-584712.7,13.98,13.24,12.8,13.36033112,12.80978057,13.6876626,0.00713933,0.094852787,0.054860286,0,11045505-5847128,12.329,0.03,11.977,0.03,11.894,0.032,0,,,,,,,,,,,0,catwise,,,,,gaia,0,13.414476,0.002795,13.772511,0.003169,12.889278,0.003989,0.883233,0.352,,,-0.751185483,-0.012599717
2CXO J110455.3-585516,Unconfident Classification,0.453608247,0.1,0.010309278,0.01,0.103092784,0.045,0,0.005,0,0.005,0.371134021,0.125,0.06185567,0.045,0,0.005,0.453608247,0.1,0.164948454,0.064031242,FALSE,166.2307917,-58.92136667,0.783569987,6.01,0,1.85E-15,4.14E-16,6.56E-16,1.97E-16,1.34E-15,6.52E-16,3.84E-15,7.97E-16,1,,Gaia EDR3 5338653213766559488,5338653213766559488,166.2308402,-58.92134035,18.923538,0.003542,20.613874,0.0828,17.705135,0.010644,1.8082,0.1734,560.893738,509.458618,627.696838,548.917603,492.012482,641.674561,0,11045541-5855169,16.163,0.108,15.247,0.106,14.758,0.122,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110455.4-585516.9,21.19,19.38,17.75,18.97560039,17.71895878,20.36160217,0.081988146,0.207679129,0.331667471,0,11045541-5855169,16.163,0.108,15.247,0.106,14.758,0.122,0,,,,,,,,,,,,,,,,,gaia,0,18.923538,0.003542,20.613874,0.0828,17.705135,0.010644,2.908739,0.916,,,-0.476682439,0.341738441
2CXO J110455.7-585534,LM-STAR,1,0.015,0,0,0,0,0,0.01,0,0,1,0.015,0,0,0,0,0,0.005,0,0,FALSE,166.2322083,-58.92614167,0.864763806,5.47,0,2.55E-15,5.05E-16,4.88E-16,1.67E-16,7.22E-16,5.45E-16,3.76E-15,7.62E-16,0.431,,Gaia EDR3 5338653218089288704,5338653218089288704,166.2324065,-58.926122,10.919867,0.002762,11.091734,0.002829,10.615109,0.003789,2.1003,0.0123,471.637482,469.320709,473.837799,471.884613,469.60083,475.176331,0,11045578-5855341,10.312,0.027,10.157,0.024,10.105,0.021,0,J110455.78-585534.0,9.965,0.01,10.08,0.007,0,1670m591o0031791,10.05606559,-0.000573575,10.0664188,-0.001205634,0,J110455.77-585534.0,9.996,0.022,10.103,0.02,10.424,0.272,8.909,,0,,,,,,,,,,,-8,11045578-5855341,10.312,0.027,10.157,0.024,10.105,0.021,0,J110455.77-585534.0,9.996,0.022,10.103,0.02,10.424,0.272,8.909,,0,0,allwise,9.996,0.022,10.103,0.02,gaia,0,10.919867,0.002762,11.091734,0.002829,10.615109,0.003789,0.476625,0.155,-0.107,0.209,-0.678647803,0.19359978
