name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,conf_flag,CT,PU_TeV,TeV_extent,true_Class,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
2CXO J110413.5-584915,166.05637499999995,-58.82090555555556,1.71,3.88,1.932227500709563e-15,-0.15154147253903433,,0.617,18.033781,15.972000122070312,,6,,YSO,0.63688,0.17989560313700845,0.0,1.6804849749859754,12.0,point,,0.01445,0.052300000000000006,0.02729,0.09666,0.03486,0.13462000000000002,0.00294,0.63688,0.016455037777783094,0.06307526051066686,0.029904015619146383,0.06316354988467661,0.04245447894843118,0.1189824037932181,0.008957490532321916,0.17989560313700845
2CXO J110414.0-584552,166.05849999999998,-58.76446388888889,2.6,4.63,7.553840308216294e-15,0.43391908316358063,,0.838,12.62992,11.68000030517578,11.302,9,conf,LM-STAR,0.59648,0.1547305760060084,0.0,1.340263956806879,12.0,point,,0.0009599999999999999,0.032100000000000004,0.21778,0.59648,0.00906,0.06647,4e-05,0.07711,0.003112569370807353,0.03256763194723636,0.1278257055955922,0.1547305760060084,0.014370905431562856,0.05033659576166102,0.0006315051850925678,0.04817955135915205
2CXO J110414.2-584840,166.05966666666663,-58.81125,1.74,3.09,2.1522059093550296e-15,0.8620875222494845,,,,,,0,,AGN,0.54072,0.1391497188076362,0.0,0.912762754519821,12.0,point,,0.54072,0.00027,0.06612,0.00015,1e-05,0.06269,0.28388,0.04616000000000001,0.1391497188076362,0.0022874291972282625,0.07262658067278274,0.0022096113645576655,0.00031622776601683783,0.08902915303477892,0.14223774877709924,0.04114787415587284
2CXO J110414.5-585159,166.06066666666663,-58.866425,1.99,3.19,1.6438855081577506e-15,-0.4610506559496466,,0.78,18.60749,,,1,,LMXB,0.48716000000000004,0.1292417805426629,0.0,1.2690153541863203,12.0,point,,0.024,0.04134,0.15231999999999998,0.09484000000000001,0.00025,0.48716000000000004,0.18299,0.0171,0.06392876415892054,0.02607459077884606,0.0550731391029298,0.05063336980824144,0.0019081774396374,0.1292417805426629,0.1104479907407041,0.01469714278375242
2CXO J110414.8-585305,166.0618333333333,-58.88493611111111,0.9,12.15,1.8358546195047692e-14,-0.9207390483724236,,0.987,12.473644,11.479999542236328,11.032,9,,LM-STAR,0.98032,0.02501846365234131,1.0,24.559175307667065,12.0,point,,0.00011,0.00206,0.00781,0.98032,0.00023999999999999998,4e-05,0.0,0.00942,0.0011354246734985062,0.0049376898222529934,0.012548360903375433,0.02501846365234131,0.001656847954745741,0.0007739502561528084,0.0,0.014514622774094892
2CXO J110415.1-584545,166.06304166666663,-58.76266944444444,1.32,8.01,9.1977616707291e-15,-0.7353549244044865,,0.81,15.649481,13.638999938964844,12.726,9,conf,LM-STAR,0.65738,0.13472968376600486,0.0,1.5285230304640425,12.0,point,,0.00063,0.03792,0.00509,0.65738,0.00333,0.0105,0.0003,0.28485000000000005,0.0026664977423973587,0.04438742889426964,0.008571193928815597,0.13472968376600486,0.008299396362385636,0.016930346618915886,0.0018744368523675363,0.10898924789242359
2CXO J110417.5-584943,166.07316666666665,-58.82872222222223,1.44,3.94,3.890908232013695e-15,0.5378403735892956,,0.97,,,,0,extent,LMXB,0.35814999999999997,0.13948093931585215,0.0,0.3428517549311539,12.0,point,,0.246,0.13456,0.00076,0.00591,2e-05,0.35814999999999997,0.24661000000000002,0.00799,0.1876283678029642,0.07764299604494167,0.004673782648374253,0.012811558688779288,0.00044698970882985637,0.13948093931585215,0.12466735679338772,0.010880178228240485
2CXO J110418.5-584728,166.07754166666663,-58.79138055555556,1.02,7.26,4.919632780293888e-15,-0.7231847519527711,,1.0,20.404222,,,1,,LMXB,0.41993,0.10353267172305619,0.0,0.5932201576104186,12.0,point,,0.01192,0.03488,0.07408,0.29938,0.00011,0.41993,0.14385,0.01585,0.01840794536205637,0.02244302317624098,0.033085468838271695,0.09968024755061425,0.0015133374343450933,0.10353267172305619,0.08800125977349256,0.013139640411752144
2CXO J110420.3-585010,166.0847083333333,-58.83620277777778,0.89,9.34,9.498573466014164e-15,0.05504964310647075,,1.0,16.600018,,,3,,CV,0.49795,0.1146413544064276,0.0,1.3262732804918405,12.0,point,,0.00287,0.49795,0.05057,0.013009999999999999,0.00073,0.25749,0.00116,0.17622,0.005682903781993439,0.1146413544064276,0.04810914247406195,0.01628204547976099,0.0027155983639843505,0.0666636628452408,0.00408302229617609,0.07770424408968639
2CXO J110420.4-585221,166.0853333333333,-58.87262222222223,1.31,3.7,3.4506920862035518e-15,0.7575193416502084,,0.476,,,,0,,LMXB,0.53022,0.220608748284876,0.0,0.4478820339071851,12.0,point,,0.09903,0.00515,0.00349,0.00404,0.00017999999999999998,0.53022,0.3416,0.01629,0.14111368527599363,0.02545241295683622,0.015683298947156036,0.014604509293081087,0.0018897542621121853,0.220608748284876,0.20052893021170745,0.02074044517521421
2CXO J110423.1-584858,166.0965,-58.816375,1.22,4.0,1.939206031479416e-15,-0.3158222123828822,,0.653,11.996346,11.015000343322754,10.666705838398377,8,,LM-STAR,0.85187,0.1377576868282865,1.0,2.8826858868333396,12.0,point,,8.999999999999999e-05,0.00151,0.11839,0.85187,0.00136,0.0032800000000000004,0.0,0.0235,0.001045463051950184,0.005937605170029006,0.11668557504431915,0.1377576868282865,0.007294080038195602,0.015699939110967533,0.0,0.03156178300011182
2CXO J110423.1-585445,166.09654166666664,-58.912725,0.88,16.52,4.141206346317591e-14,0.5183981367147672,,0.963,,,,0,,LMXB,0.59556,0.11485067295004017,0.0,1.689569559420687,12.0,point,,0.23167000000000001,0.04949,0.01384,0.0011899999999999999,0.0,0.59556,0.10687999999999999,0.0013700000000000001,0.10052370922382495,0.04204292458318651,0.014417429114175049,0.0034779298434551554,0.0,0.11485067295004017,0.04791619310380949,0.003929190570402323
2CXO J110423.2-584519,166.09716666666665,-58.755338888888886,2.29,4.44,3.680314992319538e-15,-0.26223648760892454,,0.904,,,13.165216681321894,2,,NS,0.40881,0.10268801648064259,0.0,0.9515157622432828,12.0,point,,0.15149,0.018269999999999998,0.01311,0.21911000000000003,0.00148,0.08525,0.40881,0.10248,0.07511139475220537,0.014321739147610948,0.012481333409683586,0.09667809759482517,0.005003462264735754,0.04858289614460835,0.10268801648064259,0.050207274078268506
2CXO J110423.3-585421,166.0975,-58.905877777777775,2.79,3.81,4.083264587114341e-15,0.7603452434770767,,0.317,19.96104,,,3,,CV,0.44695,0.10605585955215002,0.0,1.0778184951595364,12.0,point,,0.044469999999999996,0.44695,0.03504,0.00513,0.01422,0.24122,0.11009000000000001,0.10288,0.03536622498754809,0.10605585955215002,0.024367851612158844,0.008002946154207661,0.019281166027068072,0.08482043448430396,0.09335527359023221,0.056836044337514664
2CXO J110423.6-584935,166.09862499999997,-58.82649722222222,0.9,5.68,2.547305610689008e-15,-0.5392900100354532,,1.0,19.58751,,,3,,LMXB,0.46588,0.08647371452241027,0.0,1.6851421927916763,12.0,point,,0.021830000000000002,0.13671,0.062130000000000005,0.07375,0.00148,0.46588,0.06654,0.17168,0.022023535958972076,0.0780331023672971,0.02980690442752403,0.06099801847812976,0.005902918298980976,0.08647371452241027,0.06293639161398905,0.08811095925673007
2CXO J110424.3-584835,166.1015833333333,-58.80981666666666,1.02,5.7,3.321806983288687e-15,-0.6702590094546196,,0.458,13.287255,12.187999725341797,,6,,LM-STAR,0.72426,0.13410755846423142,0.0,1.9076896540498458,12.0,point,,5e-05,0.0038200000000000005,0.23771,0.72426,0.00027,0.00332,1e-05,0.03056,0.0007056897321046962,0.007325384717628231,0.12093916727918297,0.13410755846423142,0.00224324143420456,0.01115805099926067,0.00031622776601683794,0.02782913690470585
2CXO J110424.9-585059,166.10420833333333,-58.84982777777778,0.99,5.58,2.4525839044629275e-15,-0.7180932327159651,,1.0,19.352552,16.059999465942383,,6,,YSO,0.32116,0.10215718521225269,0.0,0.03191907459276215,12.0,point,,0.015349999999999999,0.18393,0.01659,0.31418,0.011040000000000001,0.12710000000000002,0.01065,0.32116,0.01913226446460384,0.07946678595532894,0.017955341664649387,0.11652083377964956,0.014687890731283852,0.07257173455731002,0.015469868028422767,0.10215718521225269
2CXO J110425.2-585213,166.1050833333333,-58.87040833333334,1.22,3.24,1.8639404230878402e-15,-0.37366923679764974,,0.999,19.301277,16.334999084472656,14.968131598060507,8,,YSO,0.3862,0.09583916289881264,0.0,0.6330590971808362,12.0,point,,0.02487,0.26312,0.038079999999999996,0.13228,0.01156,0.1253,0.01859,0.3862,0.019702062614641937,0.0985818643766893,0.027529465513726755,0.10495721803486227,0.0191345899494223,0.05747707032907657,0.017709475585841777,0.09583916289881264
2CXO J110426.2-585128,166.1095,-58.85792777777778,1.08,3.76,1.6173219792136925e-15,-0.7039978788178789,,0.671,13.068168,11.97599983215332,11.726,8,,LM-STAR,0.76916,0.19457120124096564,1.0,2.039346476348112,12.0,point,,0.00093,0.007770000000000001,0.13302,0.76916,0.00401,0.0016699999999999998,0.0001,0.08334,0.003441939416513159,0.013308050353233729,0.11736206138890645,0.19457120124096564,0.013296491894356815,0.006553934242426766,0.0010914170564872033,0.1003968322404842
