,name,ra,dec,Class,F_b,F_h,F_m,F_s,P_inter,P_intra,Signif.,G,BP,RP,J,H,K,W1,W2,W3
102,2CXO J110450.0-585559,166.2084583333333,-58.933077777777775,LM-STAR,2.2109617153256668e-14,1.279638307648642e-15,2.112e-15,1.8717978845608027e-14,,0.85,15.45,11.698784,11.988625,11.247206,10.793999671936035,10.55500030517578,10.435999870300291,,,
103,2CXO J110450.1-590013,166.20887499999998,-59.003794444444445,LM-STAR,4.5532250032595466e-15,1.1337939609008718e-15,1.9849565425005882e-16,3.220935388108617e-15,,0.452,2.97,13.72558,14.095009,13.168415,12.534000396728516,12.159000396728516,12.116000175476074,11.998,12.058,10.565
110,2CXO J110451.8-585147,166.21624999999997,-58.86321388888889,LM-STAR,8.100776615297285e-15,8.655797884560808e-16,9.063989422804017e-16,6.328797884560803e-15,,0.991,10.17,13.696711,14.137936,13.082735,12.343999862670898,11.906999588012695,11.803999900817873,11.751,11.82,11.892
114,2CXO J110453.8-585722,166.22429166666663,-58.956175,LM-STAR,2.024456490242402e-15,4.409907967557437e-16,3.2862021154391973e-16,1.2548454819427385e-15,,0.989,3.94,13.979021,14.397814,13.396935,12.718999862670898,12.350000381469728,12.215999603271484,12.206474646475536,12.216040094810332,
116,2CXO J110454.1-584753,166.22549999999998,-58.79824166666666,YSO,1.289287905598228e-15,2.167636929190079e-16,3.2173501961829973e-16,7.507891930609204e-16,,0.99,4.54,18.757084,20.419525,17.606724,16.12299919128418,15.404000282287598,14.984999656677246,14.697200455329511,14.314664365502171,
117,2CXO J110454.2-584554,166.22620833333332,-58.76510833333333,AGN,4.4306563118561266e-15,3.755137503547814e-15,6.188849621825262e-16,5.663384612578737e-17,,0.131,4.54,,,,,,,,,
121,2CXO J110454.4-584312,166.22687499999998,-58.72006111111112,LM-STAR,5.189704202495883e-15,4.133042024958843e-16,6.024e-16,4.174e-15,,0.146,7.06,13.888062,14.175936,13.197831,12.526000022888184,12.029000282287598,11.979000091552734,,,
123,2CXO J110454.9-584712,166.2292083333333,-58.78686666666666,LM-STAR,2.341579003724094e-15,2.5332834805490983e-16,2.5979353881086173e-16,1.828457116858323e-15,,0.262,5.73,13.414476,13.772511,12.889278,12.32900047302246,11.97700023651123,11.894000053405762,11.677,11.852,
127,2CXO J110455.7-585534,166.23225,-58.92615,LM-STAR,3.755786125760005e-15,7.216067967901118e-16,4.87520096672373e-16,2.5466592322975203e-15,,0.431,5.47,10.919867,11.091734,10.615109,10.312000274658203,10.156999588012695,10.104999542236328,9.996,10.103,10.424
128,2CXO J110456.0-584644,166.23354166666664,-58.77911944444444,LM-STAR,1.9487334740300038e-15,3.9543158833390014e-16,3.1810000000000003e-16,1.2352018856961032e-15,,0.174,4.67,14.608756,15.148208,13.891913,12.98799991607666,12.467000007629396,12.390000343322754,12.287,12.408,12.124
129,2CXO J110456.1-584727,166.2339583333333,-58.790977777777776,LM-STAR,1.6295338902716726e-15,1.9771579416695002e-16,2.371797884560803e-16,1.1946383076486422e-15,,0.114,4.78,13.608162,13.957634,12.994587,12.35200023651123,11.980999946594238,11.854000091552734,11.739090728817548,11.724693214486743,
136,2CXO J110457.1-585629,166.23804166666665,-58.94145555555555,LM-STAR,2.7510258357428857e-15,7.136279511820829e-16,2.216e-16,1.815797884560803e-15,,0.133,4.38,11.860192,12.088889,11.484895,11.163000106811523,10.881999969482422,10.859000205993652,10.831,10.86,11.194
138,2CXO J110457.9-584550,166.24154166666665,-58.76415,YSO,1.89419965538536e-15,1.0304996553853593e-15,3.426202115439197e-16,5.210797884560803e-16,,0.575,4.38,17.269114,18.447847,16.223682,14.93299961090088,14.29599952697754,13.928000450134276,13.933,13.969,
143,2CXO J110458.5-584450,166.24387499999995,-58.74740555555556,LM-STAR,4.451141734426208e-15,6.774676940543084e-16,6.735999999999999e-16,3.1000740403719e-15,,0.98,6.91,12.841857,13.148143,12.372396,11.880999565124512,11.586000442504885,11.517999649047852,11.377,11.436,11.867
153,2CXO J110500.5-585242,166.25241666666668,-58.878575,LM-STAR,2.540320762025977e-16,7.978845608028655e-18,7.978845608028655e-18,2.380743849865405e-16,,,2.0,15.887057,16.417501,15.145753,,,,12.983573975937825,12.970165766744843,
156,2CXO J110500.7-585652,166.2532083333333,-58.94797222222222,LM-STAR,2.429213307082652e-15,5.099280228091112e-16,1.9242393653682407e-16,1.7268613477367168e-15,,0.82,3.7,11.19341,11.375968,10.881606,10.553999900817873,10.354999542236328,10.298999786376951,10.311,10.344,10.617
157,2CXO J110500.8-584624,166.25370833333332,-58.77336944444444,LM-STAR,1.7984583124237774e-15,7.885404230878393e-16,1.5698404230878394e-16,8.529338470271539e-16,,0.826,3.7,12.97166,13.39089,12.391571,11.732000350952148,11.338000297546388,11.279000282287598,11.202,11.296,10.559
164,2CXO J110503.5-584801,166.265,-58.80048333333333,LM-STAR,7.642326244312394e-16,2.258013307072109e-16,6.363129372402852e-17,4.747999999999999e-16,,0.301,2.59,15.237689,15.682098,14.439886,13.574000358581545,13.09000015258789,12.972999572753906,12.633313778803176,12.648509412402486,
165,2CXO J110504.0-584753,166.26691666666667,-58.79821111111111,LM-STAR,1.4305192686958681e-15,7.978845608028655e-18,3.7177978845608013e-16,1.0507606346317592e-15,,,4.06,13.644609,13.798226,12.919275,12.354000091552734,12.022000312805176,11.930999755859377,11.658,11.779,9.573
170,2CXO J110505.5-585038,166.2733333333333,-58.84398055555556,YSO,9.459876983787601e-16,3.280680846175678e-16,4.4042021154391964e-16,1.7749940221727256e-16,,0.998,3.88,17.561495,18.206629,16.786747,15.932000160217283,15.24899959564209,15.121999740600586,,,
173,2CXO J110506.2-584441,166.27620833333333,-58.744933333333336,LM-STAR,7.33468544554439e-15,2.6599248109126308e-15,1.0237606346317593e-15,3.651e-15,,0.921,7.84,13.399471,13.721294,12.900288,12.404000282287598,12.074999809265137,11.986000061035156,,,
174,2CXO J110506.3-584209,166.27654166666667,-58.70263333333334,LM-STAR,1.2520089400731072e-14,1.160271280750673e-15,1.2840742701149936e-15,1.0075743849865404e-14,,0.798,9.25,13.102275,13.451756,12.581051,11.93000030517578,11.583000183105469,11.493000030517578,11.497,11.565,11.695
191,2CXO J110510.3-585029,166.29333333333332,-58.84151944444445,LM-STAR,5.8733836747198346e-15,1.023356174010271e-15,8.128253852703656e-16,4.0372021154391966e-15,,0.262,8.18,15.494361,16.153315,14.689833,13.680999755859377,13.045000076293944,12.95699977874756,,,
201,2CXO J110514.3-584941,166.31004166666665,-58.82820277777778,YSO,4.5840615774798106e-15,2.719797884560803e-15,5.509817890237305e-16,1.3132819038952774e-15,,1.0,5.96,17.820787,18.98923,16.506708,14.92199993133545,14.206000328063965,14.019000053405762,13.974,14.142,10.982
202,2CXO J110514.8-585909,166.31191666666666,-58.98597222222222,LM-STAR,1.1478300000000002e-14,4.181e-15,6.843000000000001e-16,6.613000000000001e-15,,0.191,6.88,12.551964,12.846985,12.092455,11.55799961090088,11.28600025177002,11.22599983215332,11.079,11.167,10.83
204,2CXO J110515.1-584831,166.31329166666666,-58.80886666666667,LM-STAR,4.918914621575804e-15,1.914922945926877e-16,5.152202115439197e-16,4.212202115439197e-15,,0.413,8.29,12.575594,12.862728,12.128795,11.638999938964844,11.395000457763672,11.319000244140623,11.322,11.371,12.647
222,2CXO J110518.8-585230,166.3287083333333,-58.87506111111111,LM-STAR,5.9618519192562e-16,7.978845608028655e-18,7.978845608028655e-18,5.8022750070956295e-16,,,2.55,14.652389,15.16382,13.985495,13.21399974822998,12.718000411987305,12.609999656677246,,,
227,2CXO J110519.6-585221,166.33204166666664,-58.872638888888886,LM-STAR,1.7316539184718004e-15,1.7433777653542612e-16,1.944281214665996e-16,1.3628880204697749e-15,,0.737,3.31,14.768438,15.299176,14.054457,13.206000328063965,12.710000038146973,12.640999794006348,,,
231,2CXO J110520.7-584757,166.33633333333333,-58.799327777777776,LM-STAR,1.6865849621825264e-14,1.6126698094935054e-15,3.1010528859799278e-15,1.2152126926351827e-14,,0.19,14.39,14.233187,14.741745,13.565154,12.73799991607666,12.244000434875488,12.119999885559082,12.136,12.198,10.933
233,2CXO J110520.8-585224,166.33683333333332,-58.87356388888889,LM-STAR,2.3213538004454704e-15,3.925592039150098e-16,2.8279459653046023e-16,1.6460000000000005e-15,,0.699,4.65,14.495326,14.857312,13.962255,13.380999565124512,13.06999969482422,12.965999603271484,13.041,13.235,12.486
235,2CXO J110521.2-584320,166.33870833333333,-58.72233055555556,LM-STAR,3.436678845608029e-15,7.978845608028655e-18,2.607e-16,3.168e-15,,,3.94,13.590514,14.054886,12.964751,12.246999740600586,11.781000137329102,11.68000030517578,,,
240,2CXO J110522.3-584435,166.34304166666666,-58.74316388888889,LM-STAR,5.563036460690223e-15,5.739183645855011e-16,5.433202115439197e-16,4.445797884560803e-15,,0.531,7.3,11.645756,11.884285,11.253838,10.803000450134276,10.571999549865724,10.54800033569336,10.429663046164016,10.532346441951695,
241,2CXO J110522.4-585338,166.34379166666665,-58.89416944444445,YSO,9.83629570200141e-16,2.248521269263518e-16,3.1131480807437998e-16,4.474626351994093e-16,,0.784,3.64,18.680826,19.285145,17.558975,15.529000282287598,15.423999786376951,15.017999649047852,,,
243,2CXO J110522.8-584322,166.34529166666667,-58.72288888888889,LM-STAR,1.9242487699730808e-15,7.978845608028655e-18,1.0461069206753261e-16,1.81165923229752e-15,,,3.95,13.2812,13.628441,12.769186,12.1850004196167,11.880000114440918,11.815999984741213,11.741,11.805,10.289
249,2CXO J110523.8-585218,166.34949999999998,-58.87183888888889,LM-STAR,5.054576912160573e-16,7.978845608028655e-18,7.978845608028655e-18,4.895000000000006e-16,,,2.17,16.0641,16.545752,15.418793,14.574000358581545,14.154000282287598,14.067999839782717,14.131243008808635,14.21276821039161,
251,2CXO J110524.6-584358,166.35258333333334,-58.73302777777778,LM-STAR,9.482437340924914e-16,7.978845608028655e-18,1.7578404230878392e-16,7.644808461756787e-16,,,2.93,13.58013,13.952992,13.042453,12.430999755859377,12.08199977874756,12.04300022125244,12.07,12.143,11.041
253,2CXO J110525.1-585102,166.355,-58.85074722222223,LM-STAR,6.743540779399161e-16,2.5819544387580726e-16,7.978845608028655e-18,4.0817978845608014e-16,,,2.65,11.774014,12.06879,11.31506,10.77299976348877,10.52299976348877,10.44200038909912,10.388,10.452,10.154
257,2CXO J110526.3-585124,166.35991666666666,-58.85691111111111,LM-STAR,1.5750347182481774e-15,1.8630604494746907e-16,1.0440951947638712e-16,1.2843191538243212e-15,,0.549,3.59,14.494283,14.983194,13.848518,13.079999923706056,12.58899974822998,12.552000045776367,12.423962075382782,12.474850849307629,
259,2CXO J110526.5-584525,166.36062499999997,-58.75708888888889,AGN,6.256871418596529e-15,5.290137503547814e-15,8.934721546757964e-16,7.32617603729191e-17,,0.631,5.52,,,,,,,,,
263,2CXO J110528.5-584930,166.36920833333332,-58.825188888888896,LM-STAR,6.479520096672373e-15,5.916e-16,6.141222121115699e-16,5.273797884560803e-15,,0.968,8.66,12.886455,13.267041,12.317951,11.67300033569336,11.29800033569336,11.22599983215332,11.191,11.268,12.703
266,2CXO J110529.1-584606,166.37145833333332,-58.7686,LMXB,4.725743849865405e-15,4.7097861586493465e-15,7.978845608028655e-18,7.978845608028655e-18,,,2.86,,,,,,,,,
274,2CXO J110532.0-585708,166.38379166666667,-58.95245277777778,LM-STAR,1.6710521877369793e-15,5.387316554540947e-16,1.061186465867811e-16,1.0262018856961033e-15,,,3.58,13.960292,14.380972,13.378955,12.710000038146973,12.33199977874756,12.225000381469728,12.222,12.322,12.23
282,2CXO J110533.2-585105,166.38845833333332,-58.85161111111111,LM-STAR,2.911934717346811e-15,2.7822234635195917e-16,1.8925525413652879e-16,2.4444571168583228e-15,,0.253,5.76,12.076157,12.322375,11.678807,11.225000381469728,11.038999557495115,11.045000076293944,10.91142025289509,10.967801394346198,
283,2CXO J110533.4-584659,166.38954166666667,-58.783075,LM-STAR,1.5412822600421414e-15,5.8228119079032015e-16,8.11212807957413e-17,8.778797884560803e-16,,0.87,2.16,14.907544,15.471105,14.201993,13.284000396728516,12.779000282287598,12.678000450134276,12.732,12.928,12.098
288,2CXO J110535.6-584907,166.39870833333333,-58.81884444444445,LM-STAR,3.864532487937433e-15,2.0433823602161383e-16,5.781202115439197e-16,3.082074040371901e-15,,0.989,5.76,14.124236,14.593124,13.48438,12.651000022888184,12.225000381469728,12.130999565124512,,,
289,2CXO J110535.7-585212,166.39904166666665,-58.87001388888889,LM-STAR,1.047448150702245e-14,4.719487177148949e-16,9.053306738683585e-16,9.097202115439195e-15,,0.821,10.76,12.039777,12.31218,11.606029,11.107999801635742,10.87600040435791,10.815999984741213,10.790727602732966,10.768045578872645,
315,2CXO J110544.6-584722,166.43620833333333,-58.78958611111111,LM-STAR,1.5940800803618517e-15,5.398486938392187e-16,1.4141223269831163e-16,9.128191538243212e-16,,0.407,3.14,13.861375,14.26383,13.291493,12.60200023651123,12.20300006866455,12.156999588012695,12.169,12.322,11.549
316,2CXO J110544.8-584753,166.43699999999998,-58.79826666666666,LM-STAR,2.6868425772647215e-15,5.5732236572080195e-16,2.565202115439197e-16,1.873000000000001e-15,,0.846,4.26,13.94645,14.380594,13.337014,12.597999572753906,12.196000099182127,12.093000411987305,12.029,12.182,11.964
321,2CXO J110545.9-584724,166.44174999999998,-58.79018611111111,YSO,3.4336710514582625e-15,7.577532999681806e-16,9.664606346317592e-16,1.7094571168583225e-15,,0.998,5.86,17.462439,18.419134,16.167513,14.668999671936035,14.100000381469728,13.791999816894531,,,
323,2CXO J110547.5-584615,166.44833333333332,-58.770897222222224,LM-STAR,1.8263042793005002e-15,6.96553221580902e-16,7.615e-17,1.0536010577195986e-15,,,3.09,12.283995,12.540783,11.873035,11.427000045776367,11.208000183105469,11.138999938964844,11.069,11.152,11.122
324,2CXO J110548.7-584707,166.45304166666665,-58.78541111111111,LM-STAR,2.520465641228473e-15,4.717093523466546e-16,3.3175628888181794e-16,1.717e-15,,0.641,3.87,15.173372,15.795944,14.370352,13.406000137329102,12.8149995803833,12.666999816894531,12.516,12.658,12.542
330,2CXO J110551.5-584652,166.46508333333333,-58.781125,LM-STAR,7.333429247658443e-15,1.106106920675326e-15,6.531202115439197e-16,5.574202115439198e-15,,0.919,7.7,12.256683,12.511803,11.848254,11.418999671936035,11.175000190734863,11.15999984741211,11.09,11.203,10.692
334,2CXO J110552.1-585534,166.46741666666665,-58.92623888888889,LM-STAR,8.689797827795783e-15,8.425660962078258e-16,9.80433847027154e-16,6.866797884560803e-15,,0.084,7.23,12.03914,12.336847,11.577565,11.062000274658203,10.80799961090088,10.729999542236328,,,
339,2CXO J110553.8-584643,166.47437499999998,-58.77863611111111,LM-STAR,3.1510881966026325e-15,5.837323446833769e-16,2.1335585191925622e-16,2.354e-15,,0.977,3.6,13.877428,14.259112,13.283987,12.593999862670898,12.241999626159668,12.149999618530272,12.267,12.332,
342,2CXO J110554.8-584859,166.4788333333333,-58.81644444444444,LM-STAR,2.129889996711065e-14,7.73868235522699e-16,3.3370528859799285e-15,1.7187978845608033e-14,,0.568,16.09,9.731091,9.813506,9.559805,9.343000411987305,9.246000289916992,9.218000411987305,8.776,8.685,8.297
347,2CXO J110557.8-585051,166.49129166666663,-58.84751666666667,LM-STAR,2.319133449252961e-15,5.16151522383374e-16,2.0418404230878395e-16,1.598797884560803e-15,,0.703,2.97,14.230618,14.680997,13.617588,12.902000427246094,12.5,12.402000427246094,12.325,12.425,12.859
352,2CXO J110600.0-585211,166.500375,-58.86975555555556,LM-STAR,2.612086388392442e-15,1.0432973102030685e-15,2.443797884560803e-16,1.3244092897332933e-15,,0.831,3.58,13.759273,14.078785,13.272948,12.73900032043457,12.437999725341797,12.366999626159668,12.326,12.514,11.81
353,2CXO J110601.1-584847,166.50487499999997,-58.8131,LM-STAR,3.206418683972416e-15,7.272717771718117e-16,6.508344362468973e-17,2.414063463175914e-15,,0.187,4.67,12.649175,12.937514,12.202607,11.71500015258789,11.472999572753906,11.432000160217283,11.193,11.232,10.819
354,2CXO J110601.1-585025,166.5049583333333,-58.84031944444445,LM-STAR,9.131957782211927e-15,7.8119714758016895e-16,1.0277606346317592e-15,7.323e-15,,0.136,10.16,12.141655,12.385083,11.736341,11.270000457763672,11.071000099182127,11.04300022125244,10.919498138146034,10.983096607169184,
361,2CXO J110605.9-585032,166.5247083333333,-58.84239444444445,YSO,6.1227755814533615e-15,2.4029248109126307e-15,1.906202115439197e-15,1.813648655101534e-15,,0.923,6.89,16.905848,,,13.843999862670898,13.140000343322754,12.973999977111816,12.924,13.049,11.936
366,2CXO J110615.4-585256,166.56441666666663,-58.88223611111111,LM-STAR,2.637250848016101e-15,9.84589548030736e-16,1.126612999853646e-16,1.54e-15,,,3.84,11.761152,11.979683,11.399013,11.020000457763672,10.857999801635742,10.779000282287598,10.69,10.737,10.945
368,2CXO J110619.6-584931,166.58191666666664,-58.82536666666667,LM-STAR,5.96483552685584e-15,3.095509543352063e-15,3.212202115439197e-16,2.548105771959857e-15,,0.448,3.64,13.542815,13.914439,13.003462,12.385000228881836,12.050999641418455,11.967000007629396,11.937,12.073,11.189
370,2CXO J110622.2-584951,166.59291666666664,-58.83087777777778,LM-STAR,6.418896741693674e-15,1.2829983737710076e-15,1.3263989422804014e-15,3.8094994256422655e-15,,0.599,5.76,12.028834,12.268259,11.639335,11.223999977111816,11.005999565124512,10.961000442504885,10.954,11.008,11.066
